cfg_a_ref,cfg_belief_err,cfg_cap_scale,cfg_corridor,cfg_fitness,cfg_planner,cfg_protocol,cfg_recertify,cfg_recruit,cfg_safety,corridor_double,cpu_s,curvature,energy_Wh,false_cert,makespan,min_sep_amr,min_sep_load,msgs,n_done,phi_oracle,recert_reject,revisions,seed,slip,success,t_end,tortuosity,wall_pen_max
1.0,0.0,0.4,,,,smith,True,,,0.0,239.54139679996297,1.9415577600563716,12.51606582675354,0,272.6599999998245,-0.2967727706797468,0.6553035998312122,1516424,2,142.59066932408302,0,15,2,9409,True,272.67999999982453,1.6204000849355475,0.0651223754751025
1.0,0.0,0.4,,,,smith,True,,,0.0,135.57789129996672,2.216159607160621,6.932269322234081,0,139.91999999994525,-0.1310169267327922,0.1743409368412134,814647,2,135.90605082485482,0,6,14,7747,True,139.93999999994523,1.309293298290784,0.1202325639711787
1.0,0.0,0.4,,,,smith,False,,,0.0,199.958547999966,1.7821257281310572,9.53965919930749,0,214.65999999987727,-0.0168816025404865,0.471092052069479,1156736,2,142.26725299934367,0,6,6,4802,True,214.67999999987725,1.5691459189075374,0.0371612047487186
1.0,0.0,0.4,,,,smith,False,,,0.0,291.1309655000223,1.953467956402998,14.158388365973956,0,69.98000000000884,-0.1184156444603084,3.6278793520174606,1213512,1,139.06999010420955,0,18,18,66712,False,300.01999999979967,1.1323753291582872,0.1493848393799137
1.0,0.35,0.4,,,,smith,True,,,0.0,210.46744310000213,3.5842613491266326,10.925976699379207,0,227.85999999986527,-0.0718929449078749,0.3664330345566902,1506785,2,143.63910561159574,0,6,10,12608,True,227.87999999986525,2.319130272320182,0.0642693685392075
1.0,0.35,0.4,,,,smith,False,,,0.0,218.8117784999777,1.9415577600563716,12.51606582675354,0,272.6599999998245,-0.2967727706797468,0.6553035998312122,1516424,2,142.59066932408302,0,15,2,9409,True,272.67999999982453,1.6204000849355475,0.0651223754751025
1.0,0.35,0.4,,,,smith,False,,,0.0,106.89964560000226,2.216159607160621,6.932269322234081,0,139.91999999994525,-0.1310169267327922,0.1743409368412134,814647,2,135.90605082485482,0,6,14,7747,True,139.93999999994523,1.309293298290784,0.1202325639711787
1.0,0.0,0.4,,,,smith,True,,,0.0,118.02263840002706,2.2201687348332504,6.080942527638141,0,121.29999999996215,-0.1024138140147318,1.0616734881225716,640849,2,142.31005653292146,0,6,3,5361,True,121.31999999996216,1.3378903225302985,0.0
1.0,0.0,0.4,,,,smith,True,,,0.0,129.35192350001307,2.733456990274697,6.632983811311241,0,128.11999999995598,-0.110557876386841,-0.1279541294390274,816397,2,140.23240821238278,0,6,15,10514,True,128.13999999995596,1.8863764491739337,0.1267007709006009
1.0,0.0,0.4,,,,smith,False,,,0.0,107.84845689998474,1.870651609270082,5.454864063147578,0,107.33999999997486,-0.0879825069652355,0.0779074865585105,629713,2,143.90361150183642,0,6,7,2347,True,107.35999999997485,1.3670344137160255,0.1071372822956266
