cfg_a_ref,cfg_belief_err,cfg_cap_scale,cfg_corridor,cfg_fitness,cfg_planner,cfg_protocol,cfg_recertify,cfg_recruit,cfg_safety,corridor_double,cpu_s,curvature,energy_Wh,false_cert,makespan,min_sep_amr,min_sep_load,msgs,n_done,phi_oracle,recert_reject,revisions,seed,slip,success,t_end,tortuosity,wall_pen_max
,,,,,,smith,,,nested,0.0,247.9160590999527,3.704030004940321,12.001677715805236,0,239.41999999985475,-0.1281664807847302,-0.064299796096388,1398402,2,164.48216171767052,0,9,2,10555,True,239.43999999985476,1.78024860353681,0.0816149356851561
,,,,,,smith,,,nested,0.0,164.30310209997697,3.4935158626846645,8.375840898523292,0,163.23999999992404,-0.152449814181919,0.0734811903745624,908584,2,155.53903812382,0,6,14,9819,True,163.25999999992402,1.5883524781678446,0.0089035227223508
,,,,,,smith,,,coalition,0.0,190.4180026000249,3.7244972652622943,9.841079635487908,0,174.77999999991354,-0.223763779084728,-0.0575998283080716,1227476,2,164.73394516928846,0,6,6,16050,True,174.79999999991352,2.336435860159305,0.0952715538545181
,,,,,,smith,,,coalition,0.0,274.34285849996377,3.957926410025793,13.587844764693315,0,124.75999999995902,-0.1184156444603084,3.847861270308956,1065474,1,162.4082928264706,0,10,18,15445,False,300.01999999979967,2.1022864808976567,0.1424641285491874
,,,,,,smith,,,none,0.0,123.09970309998609,2.8704487528852414,6.523786304281724,0,122.33999999996122,-0.0718929449078749,0.3373090564532957,747911,2,164.78577062159414,0,6,10,10529,True,122.3599999999612,1.554552430580185,0.0
,,,,,,smith,,,nested,0.0,303.9795469000237,4.040822414193218,15.96849638352311,0,120.5999999999628,-0.1920354257383266,0.5929159532741544,1474359,1,164.99191714740508,0,6,3,18662,False,300.01999999979967,2.4173260810209243,0.0108062302672902
,,,,,,smith,,,nested,0.0,175.02606440003728,4.368940603707434,9.179756685246735,0,153.07999999993328,-0.110557876386841,-0.0381660164804507,954829,2,164.04594460792066,0,6,15,19992,True,153.09999999993326,2.209137750845,0.0413286243507151
,,,,,,smith,,,coalition,0.0,189.82024800003276,4.322122732166215,10.505442942701976,0,176.53999999991194,-0.0658287593101394,0.4067573880275201,1117093,2,164.1693678202221,0,6,7,10554,True,176.55999999991192,2.1954514599151613,0.0220696474602863
,,,,,,smith,,,coalition,0.0,177.72741039999528,3.324432433733766,10.21920715909646,0,172.43999999991567,-0.0184978708914866,1.2884551273982223,932118,2,164.03314879530987,0,6,19,20997,True,172.45999999991565,2.617808740857497,0.093589108982405
,,,,,,smith,,,none,0.0,288.4286144999787,3.743033534922714,17.854256519280646,0,182.0399999999069,-0.0863949032146678,-0.0199011434874094,1690799,1,162.62033852338874,0,9,11,33807,False,300.01999999979967,3.634893591873095,0.1526595817040953
,,,,,,smith,,,nested,0.0,162.0536227999837,3.5286824415513705,8.480619989087442,0,142.29999999994308,-0.1410901587020249,0.3259248519099449,950931,2,164.39158327703177,0,6,4,15659,True,142.31999999994306,2.3291695277820565,0.0995541174730885
,,,,,,smith,,,nested,0.0,324.24353119998705,2.4617768671665634,15.22185390097233,0,82.31999999999762,-0.2395623544636259,3.767744917278685,1304222,1,164.27208058168665,0,18,16,100157,False,300.01999999979967,1.2431891359063283,0.1481812939743131
,,,,,,smith,,,coalition,0.0,319.1613409999991,3.203074719618768,14.056770891225757,0,132.89999999995163,-0.1608189658769078,1.902237308085601,1658246,1,164.82799323822968,0,18,8,23372,False,300.01999999979967,2.8151695886504524,0.3661925968718784
,,,,,,smith,,,none,0.0,152.60409939999226,3.006936797512,8.397650229007668,0,159.57999999992737,-0.3481327396089397,0.5668977823741637,846713,2,159.08794149024982,0,6,0,12284,True,159.59999999992735,1.807603914340065,0.1128275045164173
,,,,,,smith,,,none,0.0,236.77890829998069,4.305635235081567,16.322680357023664,0,239.7399999998545,-0.0504747961048845,-0.0201651433883576,1296212,2,162.84306823519117,0,6,12,37530,True,239.75999999985444,2.988812118544452,0.0755375493750066
