cfg_a_ref,cfg_belief_err,cfg_cap_scale,cfg_corridor,cfg_fitness,cfg_planner,cfg_protocol,cfg_recertify,cfg_recruit,cfg_safety,corridor_double,cpu_s,curvature,energy_Wh,false_cert,makespan,min_sep_amr,min_sep_load,msgs,n_done,phi_oracle,recert_reject,revisions,seed,slip,success,t_end,tortuosity,wall_pen_max
,,,lease,,,smith,,,,0.0,203.6666022000136,3.7244972652622943,9.841079635487908,0,174.77999999991354,-0.223763779084728,-0.0575998283080716,1227476,2,164.73394516928846,0,6,6,16050,True,174.79999999991352,2.336435860159305,0.0952715538545181
,,,lease,,,smith,,,,0.0,304.17887160001555,3.957926410025793,13.587844764693315,0,124.75999999995902,-0.1184156444603084,3.847861270308956,1065474,1,162.4082928264706,0,10,18,15445,False,300.01999999979967,2.1022864808976567,0.1424641285491874
,,,price,,,smith,,,,0.0,128.73078190005617,2.734103349848792,6.402231692117667,0,118.79999999996444,-0.0718929449078749,0.0661773906822826,655487,2,164.78577062159414,0,6,10,9050,True,118.81999999996442,1.5478804664618813,0.0
,,,lease,,,smith,,,,0.0,203.794087999966,4.322122732166215,10.505442942701976,0,176.53999999991194,-0.0658287593101394,0.4067573880275201,1117093,2,164.1693678202221,0,6,7,10554,True,176.55999999991192,2.1954514599151613,0.0220696474602863
,,,lease,,,smith,,,,0.0,189.915034900012,3.324432433733766,10.21920715909646,0,172.43999999991567,-0.0184978708914866,1.2884551273982223,932118,2,164.03314879530987,0,6,19,20997,True,172.45999999991565,2.617808740857497,0.093589108982405
,,,price,,,smith,,,,0.0,217.6985813999781,3.569653306626943,11.026898602174258,0,198.3999999998921,-0.0863949032146678,-0.046478062979677,1126141,2,162.62033852338874,0,9,11,14112,True,198.41999999989204,2.054326803243521,0.0811724424274026
,,,lease,,,smith,,,,0.0,353.3293253000011,3.203074719618768,14.056770891225757,0,132.89999999995163,-0.1608189658769078,1.902237308085601,1658246,1,164.82799323822968,0,18,8,23372,False,300.01999999979967,2.8151695886504524,0.3661925968718784
,,,price,,,smith,,,,0.0,138.30837399995653,3.1117508446150817,7.081024961846659,0,125.95999999995792,-0.3358396280833479,0.1857352605383906,711623,2,159.08794149024982,0,6,0,12237,True,125.97999999995793,1.700378581825813,0.0
,,,price,,,smith,,,,0.18,175.292230299965,3.5533950212125847,9.577616303863202,0,157.49999999992926,-0.0660626912074303,0.4922222464242409,873173,2,162.84306823519117,0,6,12,16247,True,157.51999999992924,1.8864057045671287,0.1480598639063739
,,,lease,,,smith,,,,0.36,321.91111630003434,4.329697639053136,18.19094609499221,0,162.97999999992427,-0.0731303670027296,-0.1093139182155766,1896977,1,162.6988266292967,0,9,9,43816,False,300.01999999979967,4.507725699823375,0.0983297773146282
,,,price,,,smith,,,,0.0,201.2393845000188,3.893465700047052,11.133655155990466,0,188.2799999999013,-0.0260747074679172,-0.0716171760146195,1082318,2,164.30284052668833,0,6,1,13484,True,188.29999999990125,2.336156677536343,0.0332817019560778
,,,price,,,smith,,,,0.0,176.62896830000682,2.5314315320373253,8.906697938725879,0,175.97999999991245,-0.111510952451903,2.097743651740288,890182,2,161.40556095143774,0,9,13,10791,True,175.99999999991243,1.242481810061386,0.0222945571921009
,,,lease,,,smith,,,,0.0,136.90950910001993,2.8704487528852414,6.523786304281724,0,122.33999999996122,-0.0718929449078749,0.3373090564532957,747911,2,164.78577062159414,0,6,10,10529,True,122.3599999999612,1.554552430580185,0.0
,,,price,,,smith,,,,0.0,278.1209805999533,3.5637835144434185,14.242362429190557,0,274.1799999998232,-0.1281664807847302,0.6372233895804698,1476286,2,164.48216171767052,0,12,2,14061,True,274.19999999982315,1.925031352595959,0.1383436560239603
,,,price,,,smith,,,,0.0,163.0982215999975,2.925466985815424,7.95436259896624,0,150.77999999993537,-0.1497408040662662,0.5951747000958765,890424,2,155.53903812382,0,6,14,8719,True,150.79999999993535,1.4715823950797011,0.0481459612293582
,,,lease,,,smith,,,,0.0,320.9098311000271,3.743033534922714,17.854256519280646,0,182.0399999999069,-0.0863949032146678,-0.0199011434874094,1690799,1,162.62033852338874,0,9,11,33807,False,300.01999999979967,3.634893591873095,0.1526595817040953
,,,price,,,smith,,,,6.639999999999946,194.52742960001345,3.832746843985956,10.704072393863274,0,172.8399999999153,-0.0549460916176036,0.5276561405971094,1038821,2,164.99191714740508,0,6,3,23485,True,172.8599999999153,2.3500889458136878,0.1445774531158006
,,,price,,,smith,,,,0.5400000000000001,172.491096200014,3.792265917252961,9.187367078483348,0,166.6999999999209,-0.110557876386841,0.4590850019426264,1063661,2,164.04594460792066,0,6,15,16656,True,166.71999999992087,2.2673034074755534,0.1181251096193165
,,,lease,,,smith,,,,0.0,171.99227629997768,3.006936797512,8.397650229007668,0,159.57999999992737,-0.3481327396089397,0.5668977823741637,846713,2,159.08794149024982,0,6,0,12284,True,159.59999999992735,1.807603914340065,0.1128275045164173
,,,lease,,,smith,,,,0.0,267.3784738999675,4.305635235081567,16.322680357023664,0,239.7399999998545,-0.0504747961048845,-0.0201651433883576,1296212,2,162.84306823519117,0,6,12,37530,True,239.75999999985444,2.988812118544452,0.0755375493750066
,,,price,,,smith,,,,8.8399999999999,228.59131809999235,4.592032069991129,13.525743323887538,0,206.99999999988424,0.0341461070702274,-0.0322120857148213,1368451,2,164.39158327703177,0,6,4,21406,True,207.01999999988425,3.309518217443495,0.1437985663996528
,,,price,,,smith,,,,0.0,343.8778624999686,2.4617768671665634,15.22185390097233,0,82.31999999999762,-0.2395623544636259,3.767744917278685,1304219,1,164.27208058168665,0,18,16,100157,False,300.01999999979967,1.2431891359063283,0.1481812939743131
,,,lease,,,smith,,,,0.0,282.7368166000233,3.8924473597805846,14.073305329073056,0,262.65999999983364,-0.0719506462805422,-0.0588575979717118,1485093,2,164.30284052668833,0,9,1,22923,True,262.6799999998336,3.1644580043681403,0.1136680274132813
,,,lease,,,smith,,,,0.0,245.31080459995428,4.19814254297122,12.820325169129902,0,232.07999999986143,-0.111510952451903,2.2947870940356374,1215864,2,161.40556095143774,0,9,13,19728,True,232.0999999998614,1.9483282629992225,0.093481661539474
,,,price,,,smith,,,,5.359999999999974,142.57555530004902,3.6745242631102286,7.725315068038409,0,126.03999999995786,-0.3593243914281137,0.2700071285253012,644304,2,162.53916119675563,0,6,5,13064,True,126.05999999995784,1.726066243226309,0.0897217336604416
,,,price,,,smith,,,,1.1800000000000006,132.76182840002002,2.969450187614934,6.674142957641758,0,120.91999999996251,-0.1033010072258344,-0.0331004007327901,694364,2,164.95158979780044,0,6,17,11028,True,120.9399999999625,1.5996803722596624,0.0
