experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_tuning_type,method_tuning_seed_count,method_tuning_validation_seed_count,method_tuning_artifact,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n_robots,n_loads,capacity_ratio,robot_payload_mean_kg,robot_payload_cv,load_mass_cv,battery_variation,communication_radius,distance_decay_m,oracle_runtime_ms,capacity_oracle_runtime_ms,capacity_success_rate,served_load_rate,capacity_satisfaction_ratio,demand_satisfaction_ratio,coalition_success_rate,under_capacity_kg,over_capacity_kg,capacity_waste_ratio,mean_capacity_margin_kg,nominal_payload_assigned_kg,effective_capacity_assigned_kg,incomplete_capacity_kg,incomplete_capacity_ratio,served_capacity_alignment,robots_underassigned,robots_overassigned,travel_distance_m,estimated_arrival_time_s,energy_proxy_wh,score_value,oracle_score_value,signed_score_delta_vs_oracle,oracle_dominance_violation,optimality_gap_vs_oracle,capacity_oracle_satisfaction_ratio,capacity_oracle_success_rate,effective_feasibility_ratio,capacity_gap_vs_capacity_oracle,signed_capacity_delta_vs_capacity_oracle,priority_regret,communication_messages,communication_coverage_ratio,runtime_ms,captured_reward,oracle_reward,assigned_robots,idle_robots,assignment_cost,mean_assigned_travel_distance_m,max_assigned_travel_distance_m,strategy_switches
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3100,replicator_capacity_plain,Replicator capacity plain payoff,model_based,decentralized,baseline,population_game_plain_payoff,sp2_plain_vs_marginal_ablation,none,distributed_plain_capacity_payoff_rule,local_deficit_pressure_scores,0,0,4,0,0,0,0,,0,0,,False,False,,supervised_or_static,6,3,0.45,45.0,0.28,0.45,True,inf,22.0,16.422800021246076,3.101699985563755,0.3333333333333333,0.3333333333333333,0.8913300026172295,0.8913300026172295,0.3333333333333333,15.40836370106544,5.316317633998118,0.040367377349689954,-3.3640153556891073,315.08980444696965,131.69836593406905,66.54884082695615,0.505312578139898,0.47343122126848125,0,3,72.89919832599685,28.9288228165692,437.4508445344803,274.9971642079377,295.3657837628397,-20.36861955490201,False,0.06896066055930412,0.9221242261123488,0.3333333333333333,0.9221242261123488,0.033394875249018144,-0.03079422349511929,2.5060666561621607,18,1.0,0.22389995865523815,2.720435467235612,5.226502123397773,6,0,72.89919832599685,12.149866387666142,18.869126879080852,0
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3100,replicator_capacity_marginal,Replicator capacity marginal payoff,model_based,decentralized,baseline,population_game_marginal_capacity_payoff,sp2_plain_vs_marginal_ablation,none,distributed_marginal_capacity_payoff_rule,local_effective_capacity_marginal_scores,0,0,4,0,0,0,0,,0,0,,False,False,,supervised_or_static,6,3,0.45,45.0,0.28,0.45,True,inf,22.0,16.422800021246076,3.101699985563755,0.3333333333333333,0.3333333333333333,0.7371808714312016,0.7371808714312016,0.3333333333333333,37.26523252154955,26.120930133824167,0.19993653244721513,-3.7147674625751264,315.08980444696965,130.64610961341097,64.96309899015922,0.49724480263812376,0.37849330358867106,0,3,76.74150104559843,34.4054128855677,458.9934425967116,240.14660916477814,295.3657837628397,-55.219174598061585,False,0.18695183272277446,0.9221242261123488,0.3333333333333333,0.9221242261123488,0.20056229892241684,-0.1849433546811472,3.0718057575892113,18,1.0,0.21819991525262594,2.1546963658085616,5.226502123397773,6,0,76.74150104559843,12.790250174266404,19.622585637604235,0
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3100,smith_capacity_plain,Smith-QR capacity plain payoff,model_based,decentralized,proposed,smith_qr_plain_payoff,sp2_plain_vs_marginal_ablation,none,distributed_smith_qr_plain_payoff_rule,local_deficit_pressure_scores,0,0,4,0,0,0,0,,0,0,,False,False,,supervised_or_static,6,3,0.45,45.0,0.28,0.45,True,inf,22.0,16.422800021246076,3.101699985563755,0.3333333333333333,0.3333333333333333,0.8913300026172295,0.8913300026172295,0.3333333333333333,15.40836370106544,5.316317633998118,0.040367377349689954,-3.3640153556891073,315.08980444696965,131.69836593406905,66.54884082695615,0.505312578139898,0.47343122126848125,0,3,72.89919832599685,28.9288228165692,437.4508445344803,274.9971642079377,295.3657837628397,-20.36861955490201,False,0.06896066055930412,0.9221242261123488,0.3333333333333333,0.9221242261123488,0.033394875249018144,-0.03079422349511929,2.5060666561621607,18,1.0,0.21129997912794352,2.720435467235612,5.226502123397773,6,0,72.89919832599685,12.149866387666142,18.869126879080852,0
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3100,smith_capacity_marginal,Smith-QR capacity marginal payoff,model_based,decentralized,proposed,smith_qr_marginal_capacity_payoff,sp2_plain_vs_marginal_ablation,none,distributed_smith_qr_marginal_payoff_rule,local_effective_capacity_marginal_scores,0,0,4,0,0,0,0,,0,0,,False,False,,supervised_or_static,6,3,0.45,45.0,0.28,0.45,True,inf,22.0,16.422800021246076,3.101699985563755,0.3333333333333333,0.3333333333333333,0.7293187614108304,0.7293187614108304,0.3333333333333333,38.38000434053624,26.120930133824167,0.20165722502827846,-4.0863580689040235,315.08980444696965,129.53133779442427,63.848327171172535,0.49291799388735186,0.3825734893075074,0,3,76.55117757143334,34.4054128855677,435.8417968082572,234.72110308370603,295.3657837628397,-60.6446806791337,False,0.20532060249682674,0.9221242261123488,0.3333333333333333,0.9221242261123488,0.20908838445160594,-0.19280546470151838,3.0718057575892113,18,1.0,0.277700019069016,2.1546963658085616,5.226502123397773,6,0,76.55117757143334,12.75852959523889,19.622585637604235,0
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3100,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_reference_replay,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,3,0,0,0,0,,0,0,,False,False,,supervised_or_static,6,3,0.45,45.0,0.28,0.45,True,inf,22.0,16.422800021246076,3.101699985563755,0.6666666666666666,0.6666666666666666,0.9143003743867689,0.9143003743867689,0.6666666666666666,12.15138522404316,6.779954740882474,0.049699496840101325,-1.790476827720229,315.08980444696965,136.41898151797568,27.41069526538442,0.20093021484530407,0.7885613927624162,0,3,65.57429952711384,24.947514434693854,367.08205969462995,295.3657837628397,295.3657837628397,0.0,False,0.0,0.9221242261123488,0.3333333333333333,0.9221242261123488,0.00848459622253394,-0.007823851725579867,0.0,18,1.0,16.422800021246076,5.226502123397773,5.226502123397773,6,0,65.57429952711384,10.929049921185639,18.612213770882207,0
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3100,capacity_oracle_reference,Pure capacity oracle reference,model_based_oracle,centralized,reference,exact_capacity_coverage_replay,centralized_capacity_ceiling_reference,none,centralized_exact_capacity_ceiling_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,,0,0,,False,False,,supervised_or_static,6,3,0.45,45.0,0.28,0.45,True,inf,22.0,16.422800021246076,3.101699985563755,0.3333333333333333,0.3333333333333333,0.9221242261123488,0.9221242261123488,0.3333333333333333,11.042038064437406,5.316317633998118,0.039071985337473414,-1.9085734768130962,315.08980444696965,136.06469157069705,70.91516646358419,0.5211871327157479,0.45762104469523,0,3,63.36116983615951,27.352597906232408,364.22903039033565,286.7602018379238,295.3657837628397,-8.605581924915953,False,0.029135337936860344,0.9221242261123488,0.3333333333333333,0.9221242261123488,0.0,0.0,2.5060666561621607,18,1.0,3.101699985563755,2.720435467235612,5.226502123397773,6,0,63.36116983615951,10.560194972693251,17.265061386759427,0
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v01,3100,replicator_capacity_plain,Replicator capacity plain payoff,model_based,decentralized,baseline,population_game_plain_payoff,sp2_plain_vs_marginal_ablation,none,distributed_plain_capacity_payoff_rule,local_deficit_pressure_scores,0,0,4,0,0,0,0,,0,0,,False,False,,supervised_or_static,6,3,0.65,45.0,0.28,0.45,True,inf,22.0,6.64939999114722,3.9417000953108072,0.0,0.0,0.4280893406556782,0.4280893406556782,0.0,88.36309824959181,0.0,0.0,-29.45436608319727,237.7001125178361,66.14197488700164,66.14197488700164,1.0,0.0,0,1,59.458687993170855,25.38830142827128,317.9405792391567,108.61298244543924,219.75497330902758,-111.14199086358833,False,0.5057541551393986,0.4569776690326141,0.3333333333333333,0.4569776690326141,0.06321606138455346,-0.02888832837693589,3.976727834532208,18,1.0,0.20300003234297037,0.0,3.976727834532208,6,0,59.458687993170855,9.909781332195143,15.33902398289571,0
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v01,3100,replicator_capacity_marginal,Replicator capacity marginal payoff,model_based,decentralized,baseline,population_game_marginal_capacity_payoff,sp2_plain_vs_marginal_ablation,none,distributed_marginal_capacity_payoff_rule,local_effective_capacity_marginal_scores,0,0,4,0,0,0,0,,0,0,,False,False,,supervised_or_static,6,3,0.65,45.0,0.28,0.45,True,inf,22.0,6.64939999114722,3.9417000953108072,0.3333333333333333,0.3333333333333333,0.5174751882005071,0.5174751882005071,0.3333333333333333,74.55253133730164,3.0214289461556874,0.03641417807308521,-23.843700797048655,237.7001125178361,82.97397074544749,46.84490159488311,0.5645734580859907,0.4140911528181328,1,2,33.161297175927466,15.89423079100483,168.1506122897574,201.51007453553856,219.75497330902758,-18.244898773489012,False,0.08302382648620361,0.4569776690326141,0.3333333333333333,0.4569776690326141,0.0,0.06049751916789298,1.906028850590963,18,1.0,0.22849999368190765,2.070698983941245,3.976727834532208,6,0,33.161297175927466,5.526882862654578,11.690945941611178,0
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v01,3100,smith_capacity_plain,Smith-QR capacity plain payoff,model_based,decentralized,proposed,smith_qr_plain_payoff,sp2_plain_vs_marginal_ablation,none,distributed_smith_qr_plain_payoff_rule,local_deficit_pressure_scores,0,0,4,0,0,0,0,,0,0,,False,False,,supervised_or_static,6,3,0.65,45.0,0.28,0.45,True,inf,22.0,6.64939999114722,3.9417000953108072,0.0,0.0,0.4280893406556782,0.4280893406556782,0.0,88.36309824959181,0.0,0.0,-29.45436608319727,237.7001125178361,66.14197488700164,66.14197488700164,1.0,0.0,0,1,59.458687993170855,25.38830142827128,317.9405792391567,108.61298244543924,219.75497330902758,-111.14199086358833,False,0.5057541551393986,0.4569776690326141,0.3333333333333333,0.4569776690326141,0.06321606138455346,-0.02888832837693589,3.976727834532208,18,1.0,0.21700002253055573,0.0,3.976727834532208,6,0,59.458687993170855,9.909781332195143,15.33902398289571,0
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v01,3100,smith_capacity_marginal,Smith-QR capacity marginal payoff,model_based,decentralized,proposed,smith_qr_marginal_capacity_payoff,sp2_plain_vs_marginal_ablation,none,distributed_smith_qr_marginal_payoff_rule,local_effective_capacity_marginal_scores,0,0,4,0,0,0,0,,0,0,,False,False,,supervised_or_static,6,3,0.65,45.0,0.28,0.45,True,inf,22.0,6.64939999114722,3.9417000953108072,0.0,0.0,0.5006318645410106,0.5006318645410106,0.0,77.15491029117547,0.0,0.0,-25.718303430391824,237.7001125178361,77.350162845418,77.350162845418,1.0,0.0,1,2,49.24388696589016,21.224360754928973,250.6919397001225,183.04785620090388,219.75497330902758,-36.7071171081237,False,0.16703657057401286,0.4569776690326141,0.3333333333333333,0.4569776690326141,0.0,0.0436541955083965,3.976727834532208,18,1.0,0.20029989536851645,0.0,3.976727834532208,6,0,49.24388696589016,8.207314494315026,15.658475943831833,0
