experiment_id,scenario_generator,scenario_variant_id,seed,method,method_family,method_scope,method_ownership,load_id,load_index,mass_kg,length_m,width_m,required_robots,assigned_robots,robot_deficit,robot_surplus,required_capacity_kg,assigned_nominal_capacity_kg,assigned_effective_capacity_kg,capacity_deficit_kg,capacity_surplus_kg,capacity_margin_kg,capacity_satisfaction_ratio,status,reward,assigned_robot_ids,method_variant,method_comparison_group,assigned_visible_robots,assigned_out_of_radius_robots
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3100,replicator_capacity_plain,model_based,decentralized,baseline,load-01,1,39.56208048942758,2.019193089000056,1.1250479329910066,1,2,0,1,39.56208048942758,120.99305806561041,26.52882022983801,13.033260259589568,0.0,-13.033260259589568,0.6705618082175298,UNDER,2.1546963658085616,amr-03 amr-06,population_game_plain_payoff,sp2_plain_vs_marginal_ablation,2,0
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3100,replicator_capacity_plain,model_based,decentralized,baseline,load-02,2,59.83320747311476,2.6876184320739838,0.9180378485253706,1,1,0,0,59.83320747311476,76.92956035666568,65.14952510711288,0.0,5.316317633998118,5.316317633998118,1.0,OK,2.720435467235612,amr-01,population_game_plain_payoff,sp2_plain_vs_marginal_ablation,1,0
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3100,replicator_capacity_plain,model_based,decentralized,baseline,load-03,3,42.39512403859401,3.2120231966126696,0.8493010314604779,1,3,0,2,42.39512403859401,117.16718602469354,40.02002059711814,2.375103441475872,0.0,-2.375103441475872,0.9439769668013303,UNDER,2.5060666561621607,amr-02 amr-04 amr-05,population_game_plain_payoff,sp2_plain_vs_marginal_ablation,3,0
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3100,replicator_capacity_marginal,model_based,decentralized,baseline,load-01,1,39.56208048942758,2.019193089000056,1.1250479329910066,1,1,0,0,39.56208048942758,76.92956035666568,65.68301062325175,0.0,26.120930133824167,26.120930133824167,1.0,OVER,2.1546963658085616,amr-01,population_game_marginal_capacity_payoff,sp2_plain_vs_marginal_ablation,1,0
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3100,replicator_capacity_marginal,model_based,decentralized,baseline,load-02,2,59.83320747311476,2.6876184320739838,0.9180378485253706,1,3,0,2,59.83320747311476,153.9317640306603,34.571379195097514,25.261828278017248,0.0,-25.261828278017248,0.5777958537594979,UNDER,2.720435467235612,amr-02 amr-03 amr-06,population_game_marginal_capacity_payoff,sp2_plain_vs_marginal_ablation,3,0
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3100,replicator_capacity_marginal,model_based,decentralized,baseline,load-03,3,42.39512403859401,3.2120231966126696,0.8493010314604779,1,2,0,1,42.39512403859401,84.22848005964364,30.391719795061714,12.003404243532298,0.0,-12.003404243532298,0.7168682834232278,UNDER,2.5060666561621607,amr-04 amr-05,population_game_marginal_capacity_payoff,sp2_plain_vs_marginal_ablation,2,0
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3100,smith_capacity_plain,model_based,decentralized,proposed,load-01,1,39.56208048942758,2.019193089000056,1.1250479329910066,1,2,0,1,39.56208048942758,120.99305806561041,26.52882022983801,13.033260259589568,0.0,-13.033260259589568,0.6705618082175298,UNDER,2.1546963658085616,amr-03 amr-06,smith_qr_plain_payoff,sp2_plain_vs_marginal_ablation,2,0
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3100,smith_capacity_plain,model_based,decentralized,proposed,load-02,2,59.83320747311476,2.6876184320739838,0.9180378485253706,1,1,0,0,59.83320747311476,76.92956035666568,65.14952510711288,0.0,5.316317633998118,5.316317633998118,1.0,OK,2.720435467235612,amr-01,smith_qr_plain_payoff,sp2_plain_vs_marginal_ablation,1,0
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3100,smith_capacity_plain,model_based,decentralized,proposed,load-03,3,42.39512403859401,3.2120231966126696,0.8493010314604779,1,3,0,2,42.39512403859401,117.16718602469354,40.02002059711814,2.375103441475872,0.0,-2.375103441475872,0.9439769668013303,UNDER,2.5060666561621607,amr-02 amr-04 amr-05,smith_qr_plain_payoff,sp2_plain_vs_marginal_ablation,3,0
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3100,smith_capacity_marginal,model_based,decentralized,proposed,load-01,1,39.56208048942758,2.019193089000056,1.1250479329910066,1,1,0,0,39.56208048942758,76.92956035666568,65.68301062325175,0.0,26.120930133824167,26.120930133824167,1.0,OVER,2.1546963658085616,amr-01,smith_qr_marginal_capacity_payoff,sp2_plain_vs_marginal_ablation,1,0
