experiment_id,scenario_generator,scenario_variant_id,seed,method,passed,capacity_success_rate_valid,capacity_ratio_valid,labels_valid,message
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3100,replicator_capacity_plain,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3100,replicator_capacity_marginal,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3100,smith_capacity_plain,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3100,smith_capacity_marginal,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3100,oracle_reference,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3100,capacity_oracle_reference,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v01,3100,replicator_capacity_plain,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v01,3100,replicator_capacity_marginal,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v01,3100,smith_capacity_plain,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v01,3100,smith_capacity_marginal,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v01,3100,oracle_reference,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v01,3100,capacity_oracle_reference,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v02,3100,replicator_capacity_plain,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v02,3100,replicator_capacity_marginal,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v02,3100,smith_capacity_plain,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v02,3100,smith_capacity_marginal,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v02,3100,oracle_reference,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v02,3100,capacity_oracle_reference,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v03,3100,replicator_capacity_plain,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v03,3100,replicator_capacity_marginal,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v03,3100,smith_capacity_plain,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v03,3100,smith_capacity_marginal,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v03,3100,oracle_reference,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v03,3100,capacity_oracle_reference,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v04,3100,replicator_capacity_plain,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v04,3100,replicator_capacity_marginal,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v04,3100,smith_capacity_plain,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v04,3100,smith_capacity_marginal,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v04,3100,oracle_reference,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v04,3100,capacity_oracle_reference,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v05,3100,replicator_capacity_plain,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v05,3100,replicator_capacity_marginal,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v05,3100,smith_capacity_plain,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v05,3100,smith_capacity_marginal,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v05,3100,oracle_reference,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v05,3100,capacity_oracle_reference,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v06,3100,replicator_capacity_plain,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v06,3100,replicator_capacity_marginal,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v06,3100,smith_capacity_plain,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v06,3100,smith_capacity_marginal,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v06,3100,oracle_reference,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v06,3100,capacity_oracle_reference,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v07,3100,replicator_capacity_plain,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v07,3100,replicator_capacity_marginal,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v07,3100,smith_capacity_plain,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v07,3100,smith_capacity_marginal,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v07,3100,oracle_reference,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v07,3100,capacity_oracle_reference,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3101,replicator_capacity_plain,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3101,replicator_capacity_marginal,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3101,smith_capacity_plain,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3101,smith_capacity_marginal,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3101,oracle_reference,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v00,3101,capacity_oracle_reference,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v01,3101,replicator_capacity_plain,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v01,3101,replicator_capacity_marginal,True,True,True,True,
SP2_MC_marginal_payoff_ablation,light_mixed,light_mixed_v01,3101,smith_capacity_plain,True,True,True,True,
