contrast_id,cell_id,payload_mass_kg,friction_regime,friction_coefficient,coalition,active_robot_count,longitudinal_acceleration_m_s2,endpoint,guard_a,guard_b,n_expected_pairs,n_complete_pairs,rate_a,rate_b,effect_a_minus_b,effect_ci_low,effect_ci_high,effect_ci_method,confidence_level,discordant_a1_b0,discordant_a0_b1,mcnemar_method,mcnemar_p_raw,holm_family_id,holm_family_definition,holm_family_size,analysis_seed,bootstrap_resamples,backend_kind,evidence_class,inferential_status,mcnemar_p_holm,reject_equal_marginals_holm
C00:false_positive_incidence:scalar_capacity-vs-planar_lsq,C00,14.0,nominal,0.65,redundant,4,0.1,false_positive_incidence,scalar_capacity,planar_lsq,1,1,1.0,1.0,0.0,0.0,0.0,paired percentile bootstrap over seeds,0.95,0,0,exact two-sided binomial,1.0,C00:false_positive_incidence,within_cell_and_endpoint,3,260831,1000,coppeliasim_mujoco,physical_coppeliasim_candidate,physical_candidate_subject_to_campaign_gates,1.0,False
C00:false_positive_incidence:scalar_capacity-vs-supported_wrench_wheels,C00,14.0,nominal,0.65,redundant,4,0.1,false_positive_incidence,scalar_capacity,supported_wrench_wheels,1,1,1.0,1.0,0.0,0.0,0.0,paired percentile bootstrap over seeds,0.95,0,0,exact two-sided binomial,1.0,C00:false_positive_incidence,within_cell_and_endpoint,3,260831,1000,coppeliasim_mujoco,physical_coppeliasim_candidate,physical_candidate_subject_to_campaign_gates,1.0,False
C00:false_positive_incidence:planar_lsq-vs-supported_wrench_wheels,C00,14.0,nominal,0.65,redundant,4,0.1,false_positive_incidence,planar_lsq,supported_wrench_wheels,1,1,1.0,1.0,0.0,0.0,0.0,paired percentile bootstrap over seeds,0.95,0,0,exact two-sided binomial,1.0,C00:false_positive_incidence,within_cell_and_endpoint,3,260831,1000,coppeliasim_mujoco,physical_coppeliasim_candidate,physical_candidate_subject_to_campaign_gates,1.0,False
C00:false_negative_incidence:scalar_capacity-vs-planar_lsq,C00,14.0,nominal,0.65,redundant,4,0.1,false_negative_incidence,scalar_capacity,planar_lsq,1,1,0.0,0.0,0.0,0.0,0.0,paired percentile bootstrap over seeds,0.95,0,0,exact two-sided binomial,1.0,C00:false_negative_incidence,within_cell_and_endpoint,3,260831,1000,coppeliasim_mujoco,physical_coppeliasim_candidate,physical_candidate_subject_to_campaign_gates,1.0,False
C00:false_negative_incidence:scalar_capacity-vs-supported_wrench_wheels,C00,14.0,nominal,0.65,redundant,4,0.1,false_negative_incidence,scalar_capacity,supported_wrench_wheels,1,1,0.0,0.0,0.0,0.0,0.0,paired percentile bootstrap over seeds,0.95,0,0,exact two-sided binomial,1.0,C00:false_negative_incidence,within_cell_and_endpoint,3,260831,1000,coppeliasim_mujoco,physical_coppeliasim_candidate,physical_candidate_subject_to_campaign_gates,1.0,False
C00:false_negative_incidence:planar_lsq-vs-supported_wrench_wheels,C00,14.0,nominal,0.65,redundant,4,0.1,false_negative_incidence,planar_lsq,supported_wrench_wheels,1,1,0.0,0.0,0.0,0.0,0.0,paired percentile bootstrap over seeds,0.95,0,0,exact two-sided binomial,1.0,C00:false_negative_incidence,within_cell_and_endpoint,3,260831,1000,coppeliasim_mujoco,physical_coppeliasim_candidate,physical_candidate_subject_to_campaign_gates,1.0,False
C00:misclassification_rate:scalar_capacity-vs-planar_lsq,C00,14.0,nominal,0.65,redundant,4,0.1,misclassification_rate,scalar_capacity,planar_lsq,1,1,1.0,1.0,0.0,0.0,0.0,paired percentile bootstrap over seeds,0.95,0,0,exact two-sided binomial,1.0,C00:misclassification_rate,within_cell_and_endpoint,3,260831,1000,coppeliasim_mujoco,physical_coppeliasim_candidate,physical_candidate_subject_to_campaign_gates,1.0,False
C00:misclassification_rate:scalar_capacity-vs-supported_wrench_wheels,C00,14.0,nominal,0.65,redundant,4,0.1,misclassification_rate,scalar_capacity,supported_wrench_wheels,1,1,1.0,1.0,0.0,0.0,0.0,paired percentile bootstrap over seeds,0.95,0,0,exact two-sided binomial,1.0,C00:misclassification_rate,within_cell_and_endpoint,3,260831,1000,coppeliasim_mujoco,physical_coppeliasim_candidate,physical_candidate_subject_to_campaign_gates,1.0,False
C00:misclassification_rate:planar_lsq-vs-supported_wrench_wheels,C00,14.0,nominal,0.65,redundant,4,0.1,misclassification_rate,planar_lsq,supported_wrench_wheels,1,1,1.0,1.0,0.0,0.0,0.0,paired percentile bootstrap over seeds,0.95,0,0,exact two-sided binomial,1.0,C00:misclassification_rate,within_cell_and_endpoint,3,260831,1000,coppeliasim_mujoco,physical_coppeliasim_candidate,physical_candidate_subject_to_campaign_gates,1.0,False
