cell_id,payload_mass_kg,friction_regime,friction_coefficient,coalition,active_robot_count,longitudinal_acceleration_m_s2,guard,n_expected,n_completed,backend_kind,evidence_class,inferential_status,confidence_level,rate_ci_method,acceptance_rate,acceptance_rate_ci_low,acceptance_rate_ci_high,physical_success_rate,physical_success_rate_ci_low,physical_success_rate_ci_high,false_positive_incidence,false_positive_incidence_ci_low,false_positive_incidence_ci_high,false_negative_incidence,false_negative_incidence_ci_low,false_negative_incidence_ci_high,misclassification_rate,misclassification_rate_ci_low,misclassification_rate_ci_high
C00,14.0,nominal,0.65,redundant,4,0.1,scalar_capacity,1,1,coppeliasim_mujoco,physical_coppeliasim_candidate,physical_candidate_subject_to_campaign_gates,0.95,"Wilson score, two-sided",1.0,0.20654931437723745,1.0,0.0,0.0,0.7934506856227626,1.0,0.20654931437723745,1.0,0.0,0.0,0.7934506856227626,1.0,0.20654931437723745,1.0
C00,14.0,nominal,0.65,redundant,4,0.1,planar_lsq,1,1,coppeliasim_mujoco,physical_coppeliasim_candidate,physical_candidate_subject_to_campaign_gates,0.95,"Wilson score, two-sided",1.0,0.20654931437723745,1.0,0.0,0.0,0.7934506856227626,1.0,0.20654931437723745,1.0,0.0,0.0,0.7934506856227626,1.0,0.20654931437723745,1.0
C00,14.0,nominal,0.65,redundant,4,0.1,supported_wrench_wheels,1,1,coppeliasim_mujoco,physical_coppeliasim_candidate,physical_candidate_subject_to_campaign_gates,0.95,"Wilson score, two-sided",1.0,0.20654931437723745,1.0,0.0,0.0,0.7934506856227626,1.0,0.20654931437723745,1.0,0.0,0.0,0.7934506856227626,1.0,0.20654931437723745,1.0
