experiment_id,scenario_generator,scenario_variant_id,seed,method,load_id,status,assigned_capacity_kg,assigned_robot_ids,assigned_robots,capacity_deficit_kg,load_index,mass_kg,required_capacity_kg,required_robots,reward,robot_deficit,robot_surplus
SP1_DEBUG_smoke,setup,setup_v00,2000,greedy_nearest,load-01,OK,50.0,amr-01 amr-02,2,0.0,1,47.19034951765208,47.19034951765208,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2000,hungarian_expanded,load-01,OK,50.0,amr-01 amr-02,2,0.0,1,47.19034951765208,47.19034951765208,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2000,centralized_coalition_milp,load-01,OK,50.0,amr-01 amr-02,2,0.0,1,47.19034951765208,47.19034951765208,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2000,cbba,load-01,OK,50.0,amr-01 amr-02,2,0.0,1,47.19034951765208,47.19034951765208,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2000,replicator_cardinality,load-01,OVER,75.0,amr-01 amr-02 amr-04,3,0.0,1,47.19034951765208,47.19034951765208,2,1.7,0,1
SP1_DEBUG_smoke,setup,setup_v00,2000,smith_cardinality,load-01,OVER,100.0,amr-01 amr-02 amr-03 amr-04,4,0.0,1,47.19034951765208,47.19034951765208,2,1.7,0,2
SP1_DEBUG_smoke,setup,setup_v00,2000,bnn_cardinality,load-01,OVER,75.0,amr-01 amr-02 amr-04,3,0.0,1,47.19034951765208,47.19034951765208,2,1.7,0,1
SP1_DEBUG_smoke,setup,setup_v00,2000,primal_dual_cardinality_capacity,load-01,OK,50.0,amr-01 amr-02,2,0.0,1,47.19034951765208,47.19034951765208,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2000,primal_dual_wrench_market,load-01,OK,50.0,amr-01 amr-02,2,0.0,1,47.19034951765208,47.19034951765208,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2000,imitation_oracle,load-01,OK,50.0,amr-01 amr-02,2,0.0,1,47.19034951765208,47.19034951765208,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2000,mappo_recruitment,load-01,OK,50.0,amr-01 amr-02,2,0.0,1,47.19034951765208,47.19034951765208,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2001,greedy_nearest,load-01,OK,50.0,amr-01 amr-04,2,0.0,1,46.7394437658326,46.7394437658326,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2001,hungarian_expanded,load-01,OK,50.0,amr-01 amr-04,2,0.0,1,46.7394437658326,46.7394437658326,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2001,centralized_coalition_milp,load-01,OK,50.0,amr-01 amr-04,2,0.0,1,46.7394437658326,46.7394437658326,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2001,cbba,load-01,OK,50.0,amr-01 amr-04,2,0.0,1,46.7394437658326,46.7394437658326,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2001,replicator_cardinality,load-01,OK,50.0,amr-01 amr-04,2,0.0,1,46.7394437658326,46.7394437658326,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2001,smith_cardinality,load-01,OVER,100.0,amr-01 amr-02 amr-03 amr-04,4,0.0,1,46.7394437658326,46.7394437658326,2,1.7,0,2
SP1_DEBUG_smoke,setup,setup_v00,2001,bnn_cardinality,load-01,OK,50.0,amr-01 amr-04,2,0.0,1,46.7394437658326,46.7394437658326,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2001,primal_dual_cardinality_capacity,load-01,OK,50.0,amr-01 amr-04,2,0.0,1,46.7394437658326,46.7394437658326,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2001,primal_dual_wrench_market,load-01,OK,50.0,amr-01 amr-04,2,0.0,1,46.7394437658326,46.7394437658326,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2001,imitation_oracle,load-01,OK,50.0,amr-01 amr-04,2,0.0,1,46.7394437658326,46.7394437658326,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2001,mappo_recruitment,load-01,OK,50.0,amr-01 amr-04,2,0.0,1,46.7394437658326,46.7394437658326,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2002,greedy_nearest,load-01,OK,50.0,amr-02 amr-03,2,0.0,1,46.81559732792904,46.81559732792904,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2002,hungarian_expanded,load-01,OK,50.0,amr-02 amr-03,2,0.0,1,46.81559732792904,46.81559732792904,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2002,centralized_coalition_milp,load-01,OK,50.0,amr-02 amr-03,2,0.0,1,46.81559732792904,46.81559732792904,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2002,cbba,load-01,OK,50.0,amr-02 amr-03,2,0.0,1,46.81559732792904,46.81559732792904,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2002,replicator_cardinality,load-01,OVER,75.0,amr-02 amr-03 amr-04,3,0.0,1,46.81559732792904,46.81559732792904,2,1.7,0,1
SP1_DEBUG_smoke,setup,setup_v00,2002,smith_cardinality,load-01,OVER,100.0,amr-01 amr-02 amr-03 amr-04,4,0.0,1,46.81559732792904,46.81559732792904,2,1.7,0,2
SP1_DEBUG_smoke,setup,setup_v00,2002,bnn_cardinality,load-01,OVER,75.0,amr-02 amr-03 amr-04,3,0.0,1,46.81559732792904,46.81559732792904,2,1.7,0,1
SP1_DEBUG_smoke,setup,setup_v00,2002,primal_dual_cardinality_capacity,load-01,OK,50.0,amr-02 amr-03,2,0.0,1,46.81559732792904,46.81559732792904,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2002,primal_dual_wrench_market,load-01,OK,50.0,amr-02 amr-03,2,0.0,1,46.81559732792904,46.81559732792904,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2002,imitation_oracle,load-01,OK,50.0,amr-02 amr-03,2,0.0,1,46.81559732792904,46.81559732792904,2,1.7,0,0
SP1_DEBUG_smoke,setup,setup_v00,2002,mappo_recruitment,load-01,OK,50.0,amr-02 amr-03,2,0.0,1,46.81559732792904,46.81559732792904,2,1.7,0,0
