experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,n_robots,n_loads,demand_ratio,heterogeneous_robots,communication_radius,assigned_robots,assignment_cost,captured_reward,coalition_success_rate,coalition_time,communication_messages,demand_satisfaction_ratio,idle_robots,optimality_gap_vs_oracle,oracle_reward,oracle_runtime_ms,priority_regret,robots_overassigned,robots_underassigned,runtime_ms,served_load_rate,strategy_switches
SP1_DEBUG_smoke,setup,setup_v00,2000,greedy_nearest,Greedy nearest,4,1,0.5,False,inf,2,5.375186073377842,1.7,1.0,1.0,4,1.0,2,0.0,1.7,0.1238000113517046,0.0,0,0,0.08279999019578099,1.0,0
SP1_DEBUG_smoke,setup,setup_v00,2000,hungarian_expanded,Hungarian expanded,4,1,0.5,False,inf,2,5.375186073377842,1.7,1.0,1.0,4,1.0,2,0.0,1.7,0.1238000113517046,0.0,0,0,0.043199979700148106,1.0,0
SP1_DEBUG_smoke,setup,setup_v00,2000,centralized_coalition_milp,Centralized coalition oracle,4,1,0.5,False,inf,2,5.375186073377842,1.7,1.0,1.0,4,1.0,2,0.0,1.7,0.1238000113517046,0.0,0,0,0.08730002446100116,1.0,0
SP1_DEBUG_smoke,setup,setup_v00,2000,cbba,CBBA-like auction,4,1,0.5,False,inf,2,5.375186073377842,1.7,1.0,1.0,4,1.0,2,0.0,1.7,0.1238000113517046,0.0,0,0,0.1737999846227467,1.0,0
SP1_DEBUG_smoke,setup,setup_v00,2000,replicator_cardinality,Replicator cardinality,4,1,0.5,False,inf,3,11.708221459161987,1.7,1.0,1.0,4,1.0,1,0.2212428490196816,1.7,0.1238000113517046,0.0,1,0,0.12619997141882777,1.0,0
SP1_DEBUG_smoke,setup,setup_v00,2000,smith_cardinality,Smith cardinality,4,1,0.5,False,inf,4,19.09131009935317,1.7,1.0,1.0,4,1.0,0,0.47916901961828345,1.7,0.1238000113517046,0.0,2,0,0.0543000060133636,1.0,0
SP1_DEBUG_smoke,setup,setup_v00,2000,bnn_cardinality,BNN cardinality,4,1,0.5,False,inf,3,11.708221459161987,1.7,1.0,1.0,4,1.0,1,0.2212428490196816,1.7,0.1238000113517046,0.0,1,0,0.09270000737160444,1.0,0
SP1_DEBUG_smoke,setup,setup_v00,2000,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,4,1,0.5,False,inf,2,5.375186073377842,1.7,1.0,1.0,4,1.0,2,0.0,1.7,0.1238000113517046,0.0,0,0,0.18990004900842905,1.0,0
SP1_DEBUG_smoke,setup,setup_v00,2000,primal_dual_wrench_market,Primal-dual wrench market,4,1,0.5,False,inf,2,5.375186073377842,1.7,1.0,1.0,4,1.0,2,0.0,1.7,0.1238000113517046,0.0,0,0,0.13830000534653664,1.0,0
SP1_DEBUG_smoke,setup,setup_v00,2000,imitation_oracle,Data-driven imitation oracle,4,1,0.5,False,inf,2,5.375186073377842,1.7,1.0,1.0,4,1.0,2,0.0,1.7,0.1238000113517046,0.0,0,0,0.43729995377361774,1.0,0
