_grid,cfg_a_ref,cfg_belief_err,cfg_cap_scale,cfg_corridor,cfg_fitness,cfg_planner,cfg_protocol,cfg_recertify,cfg_recruit,cfg_safety,corridor_double,cpu_s,curvature,energy_Wh,false_cert,makespan,min_sep_amr,min_sep_load,msgs,n_done,phi_oracle,recert_reject,revisions,seed,slip,success,t_end,tortuosity,wall_pen_max
protocolos,,,,,,,best_response,,,,0.0,397.5738167000236,2.6948834696781487,6.801008937919506,0,136.91999999994798,-0.06617943036401613,0.5664112138021298,831241,2,164.73394516928846,0,6,6,8667,True,136.93999999994796,1.5241098385877936,0.0
protocolos,,,,,,,best_response,,,,0.0,396.9872192000039,3.445495943933311,13.73438349668765,0,201.13999999988957,-0.19742322598649992,0.3554016542893019,1604190,1,162.40829282647059,0,18,18,18849,False,300.01999999979967,3.1981273679808067,0.14933534246480562
protocolos,,,,,,,smith,,,,0.0,181.90464219998103,3.006936797512,8.397650229007668,0,159.57999999992737,-0.34813273960893976,0.5668977823741637,846713,2,159.08794149024982,0,6,0,12284,True,159.59999999992735,1.807603914340065,0.11282750451641732
protocolos,,,,,,,smith,,,,0.0,275.61414399999194,4.305635235081567,16.322680357023664,0,239.73999999985446,-0.05047479610488456,-0.02016514338835762,1296212,2,162.84306823519117,0,6,12,37530,True,239.75999999985444,2.988812118544452,0.07553754937500662
protocolos,,,,,,,smith,,,,0.0,220.44664540002123,2.9322825816071845,9.568732084437539,0,182.67999999990636,-0.08698147200268552,-0.08260356679254066,1083551,2,164.5402290768433,0,6,24,17467,True,182.69999999990634,2.1978328809641487,0.06984206197610465
protocolos,,,,,,,bnn,,,,0.0,275.95077150000725,2.7845022473965875,11.729948239993405,0,239.29999999985486,-0.09911769277387433,0.8265603624071236,1401408,2,164.73394516928846,0,6,6,17848,True,239.31999999985484,2.3250516489099677,0.015474783040165363
protocolos,,,,,,,bnn,,,,0.0,321.31762860005256,3.998937968231087,14.175103096659582,0,167.3399999999203,-0.21798286773583608,0.10101638919022449,1662294,1,162.40829282647059,0,18,18,42952,False,300.01999999979967,2.1561003767918647,0.14933534246480562
protocolos,,,,,,,logit,,,,0.0,303.4201627000002,3.222962106807017,13.758001267663158,0,262.0199999998342,-0.07074437840142261,0.6732535340469056,1287176,2,159.08794149024982,0,6,0,19625,True,262.0399999998342,2.6089562504631334,0.16142869078886507
protocolos,,,,,,,logit,,,,0.0,251.4616114999517,4.255696922532306,13.072590591764836,0,195.57999999989462,-0.07575287461397553,1.2293879151868872,960602,2,162.84306823519117,0,6,12,24149,True,195.5999999998946,2.5215193797536632,0.0
protocolos,,,,,,,logit,,,,0.0,312.0452142000431,3.3332333696615626,14.660997568211998,0,285.359999999813,-0.06441977224959741,1.428879009306626,1666959,2,164.5402290768433,0,6,24,24530,True,285.379999999813,2.8512023079595936,0.08215764206337445
