_grid,cfg_a_ref,cfg_belief_err,cfg_cap_scale,cfg_corridor,cfg_fitness,cfg_planner,cfg_protocol,cfg_recertify,cfg_recruit,cfg_safety,corridor_double,cpu_s,curvature,energy_Wh,false_cert,makespan,min_sep_amr,min_sep_load,msgs,n_done,phi_oracle,recert_reject,revisions,seed,slip,success,t_end,tortuosity,wall_pen_max
protocolos,,,,,,,best_response,,,,0.0,421.6213233000017,3.7405585918689646,9.575738599388016,0,166.11999999992142,-0.0852165801046755,0.6112470029855395,919372,2,164.48216171767052,0,6,2,15163,True,166.1399999999214,2.0074111243561807,0.09675539831794924
protocolos,,,,,,,best_response,,,,0.0,350.93409659998724,4.017391478013212,15.805247236693983,0,157.27999999992946,-0.20267274800344393,0.9539137799642008,1606341,1,155.53903812382,0,18,14,31211,False,300.01999999979967,2.2773171593064188,0.14972824970671894
protocolos,,,,,,,best_response,,,,0.0,231.4612092000316,4.80351083355258,11.923893316697205,0,197.07999999989326,-0.07260480123952501,0.9777379211415669,1196018,2,164.22530809440505,0,6,26,16473,True,197.09999999989324,2.3315415115429685,0.12464488041828403
protocolos,,,,,,,smith,,,,0.0,372.7226311999839,3.203074719618768,14.056770891225757,0,132.89999999995163,-0.16081896587690786,1.902237308085601,1658246,1,164.82799323822968,0,18,8,23372,False,300.01999999979967,2.8151695886504524,0.36619259687187844
protocolos,,,,,,,smith,,,,0.0,256.70352589996764,3.2741549567846384,11.647572129145662,0,212.2199999998795,-0.11231189634819863,0.3255701262890085,1171439,2,164.4865489404765,0,6,20,17897,True,212.23999999987947,3.032308165729626,0.06793557566516503
protocolos,,,,,,,bnn,,,,0.0,255.15488119999645,3.2610724610927138,11.6355844992555,0,200.1199999998905,-0.09772685003901621,0.14185159457523078,1161390,2,164.48216171767052,0,6,2,14635,True,200.13999999989048,2.637941911554061,0.07951559844262435
protocolos,,,,,,,bnn,,,,0.0,178.01926649996312,3.3927538284614007,8.153508469293524,0,145.17999999994046,-0.12511486391601784,0.6055153105166582,871379,2,155.53903812382,0,6,14,13044,True,145.19999999994045,1.6633274058362861,0.03839910119908119
protocolos,,,,,,,bnn,,,,0.0,248.35403970000334,4.80351083355258,11.923893316697205,0,197.07999999989326,-0.07260480123952501,0.9777379211415669,1196018,2,164.22530809440505,0,6,26,16473,True,197.09999999989324,2.3315415115429685,0.12464488041828403
protocolos,,,,,,,logit,,,,0.0,313.76411489996826,2.7737865011998366,14.424561523357806,0,93.89999999998709,-0.19997853516425657,1.6506701422406707,1647094,1,164.82799323822968,0,18,8,57420,False,300.01999999979967,1.6682666731667644,0.14718567187823872
protocolos,,,,,,,logit,,,,0.0,196.80104869999923,2.9659485517432382,9.116464217402099,0,158.29999999992853,-0.08938091618084687,0.19390662736504982,1004639,2,164.4865489404765,0,6,20,17041,True,158.3199999999285,2.547284196994543,0.09693620946582371
protocolos,,,,,,,replicator,,,,0.0,246.61463020002702,nan,10.000666666694134,0,300.01999999979967,1.1714643618811116,10.34100204483985,840056,0,164.48216171767052,0,0,2,0,False,300.01999999979967,nan,0.0
protocolos,,,,,,,replicator,,,,0.0,286.716871600016,nan,10.000666666694134,0,300.01999999979967,0.6910631870682822,11.081332134486367,1500100,0,155.53903812382,0,0,14,0,False,300.01999999979967,nan,0.0
protocolos,,,,,,,replicator,,,,0.0,248.880514999968,nan,10.000666666694134,0,300.01999999979967,1.9307645899847241,12.94953033337167,900060,0,164.22530809440505,0,0,26,0,False,300.01999999979967,nan,0.0
aptitud,,,,,vector,,smith,,,,0.0,431.4300296000438,3.203074719618768,14.056770891225757,0,132.89999999995163,-0.16081896587690786,1.902237308085601,1658246,1,164.82799323822968,0,18,8,23372,False,300.01999999979967,2.8151695886504524,0.36619259687187844
aptitud,,,,,vector,,smith,,,,0.0,311.25488100002985,3.2741549567846384,11.647572129145662,0,212.2199999998795,-0.11231189634819863,0.3255701262890085,1171439,2,164.4865489404765,0,6,20,17897,True,212.23999999987947,3.032308165729626,0.06793557566516503
aptitud,,,,,scalar,,smith,,,,0.0,325.39658439997584,3.704030004940321,12.001677715805236,0,239.41999999985475,-0.12816648078473025,-0.06429979609638803,1398402,2,136.48216171767052,0,9,2,10555,True,239.43999999985473,1.78024860353681,0.0816149356851561
aptitud,,,,,scalar,,smith,,,,0.0,205.75299740000628,3.4935158626846645,8.375840898523292,0,163.23999999992404,-0.15244981418191905,0.07348119037456247,908584,2,127.53903812382,0,6,14,9819,True,163.25999999992402,1.5883524781678446,0.008903522722350843
aptitud,,,,,scalar,,smith,,,,0.0,250.01406189997215,3.8487329853873398,10.911127379279295,0,190.47999999989926,-0.0699599337469669,1.3875217982217496,1035285,2,136.22530809440505,0,6,26,11049,True,190.49999999989925,2.0976291067568207,0.10110986036453973
planificador,,,,,,waypoint,smith,,,,0.0,174.3715452000033,4.196030472249212,10.038690093025645,0,180.05999999990874,-0.13944543780667223,-0.15700499706497517,954980,2,164.82799323822968,0,6,8,12832,True,180.07999999990872,2.8687787142354297,0.0
planificador,,,,,,waypoint,smith,,,,0.0,169.29780010000104,3.478808792292087,8.660706635317377,0,176.75999999991174,-0.35609222617048847,-0.10777755722981386,1058204,2,164.4865489404765,0,6,20,10950,True,176.77999999991172,2.425605394860623,0.03801013909272882
planificador,,,,,,game,smith,,,,0.0,267.0798782000202,3.704030004940321,12.001677715805236,0,239.41999999985475,-0.12816648078473025,-0.06429979609638803,1398402,2,164.48216171767052,0,9,2,10555,True,239.43999999985473,1.78024860353681,0.0816149356851561
