_grid,cfg_a_ref,cfg_belief_err,cfg_cap_scale,cfg_corridor,cfg_fitness,cfg_planner,cfg_protocol,cfg_recertify,cfg_recruit,cfg_safety,corridor_double,cpu_s,curvature,energy_Wh,false_cert,makespan,min_sep_amr,min_sep_load,msgs,n_done,phi_oracle,recert_reject,revisions,seed,slip,success,t_end,tortuosity,wall_pen_max
protocolos,,,,,,,best_response,,,,0.0,627.514029300015,3.65065486283296,15.032301963736005,0,256.95999999983883,-0.08747621199256322,0.08421799298208033,1599556,2,162.6988266292967,0,9,9,25740,True,256.9799999998388,3.8213646598115822,0.1171103586929663
protocolos,,,,,,,best_response,,,,0.0,259.23384220001753,3.6136879755677613,11.379215828608617,0,208.75999999988264,-0.040426871549026244,0.7524339507101366,1248160,2,163.3560085253781,0,6,21,20599,True,208.77999999988262,2.3998893602422067,0.09067816831477349
protocolos,,,,,,,smith,,,,0.0,318.2218963999767,4.040822414193218,15.96849638352311,0,120.5999999999628,-0.1920354257383266,0.5929159532741544,1474359,1,164.99191714740508,0,6,3,18662,False,300.01999999979967,2.4173260810209243,0.010806230267290218
protocolos,,,,,,,smith,,,,0.0,190.05194079998182,4.368940603707434,9.179756685246735,0,153.07999999993328,-0.11055787638684106,-0.038166016480450704,954829,2,164.04594460792066,0,6,15,19992,True,153.09999999993326,2.2091377508449996,0.04132862435071516
protocolos,,,,,,,smith,,,,0.0,214.31072109995876,4.167658896555526,11.090092492386411,0,167.51999999992015,-0.09288862059883718,0.4031800675333148,906284,2,161.6785730938033,0,6,27,30442,True,167.53999999992013,2.7531554772030966,0.0
protocolos,,,,,,,bnn,,,,0.0,217.7523075999925,3.82554372725347,10.733594804513752,0,169.13999999991867,-0.3339856994356032,1.0251962759028252,932986,2,162.6988266292967,0,6,9,16349,True,169.15999999991865,2.8030697197887413,0.0
protocolos,,,,,,,bnn,,,,0.0,393.52395020000404,3.788751892318283,18.95025340416413,0,273.87999999982344,-0.11843777458321564,-0.0777394660111117,2046202,1,163.3560085253781,0,9,21,42769,False,300.01999999979967,4.417944100968782,0.10157771673474653
protocolos,,,,,,,logit,,,,0.0,168.7314330000081,3.603513159529173,8.522432341346402,0,143.1599999999423,-0.10006806079999228,1.3778006148365627,825068,2,164.99191714740508,0,6,3,22522,True,143.17999999994228,1.8329625994836851,0.0
protocolos,,,,,,,logit,,,,0.0,202.67631100001745,3.965831974605043,10.001651034343855,0,161.99999999992517,-0.052683614187654326,-0.06932913477871239,907170,2,164.04594460792066,0,6,15,21646,True,162.01999999992515,2.445081629236138,0.03323238919124627
protocolos,,,,,,,logit,,,,0.0,211.16416690003825,3.4829542051519238,10.394683084726577,0,170.15999999991774,-0.31973052903403876,0.5865885101988084,1014856,2,161.6785730938033,0,6,27,24047,True,170.17999999991773,2.3989400336955296,0.16665883981515078
protocolos,,,,,,,replicator,,,,0.0,243.71920419996604,nan,10.000666666694134,0,300.01999999979967,0.5870500089359738,11.545724692256957,840056,0,162.6988266292967,0,0,9,0,False,300.01999999979967,nan,0.0
protocolos,,,,,,,replicator,,,,0.0,287.02409219997935,nan,10.000666666694134,0,300.01999999979967,1.1721111283712295,11.140910947372154,720048,0,163.3560085253781,0,0,21,0,False,300.01999999979967,nan,0.0
aptitud,,,,,vector,,smith,,,,0.0,350.94865740003297,4.040822414193218,15.96849638352311,0,120.5999999999628,-0.1920354257383266,0.5929159532741544,1474359,1,164.99191714740508,0,6,3,18662,False,300.01999999979967,2.4173260810209243,0.010806230267290218
aptitud,,,,,vector,,smith,,,,0.0,203.36807299999055,4.368940603707434,9.179756685246735,0,153.07999999993328,-0.11055787638684106,-0.038166016480450704,954829,2,164.04594460792066,0,6,15,19992,True,153.09999999993326,2.2091377508449996,0.04132862435071516
aptitud,,,,,vector,,smith,,,,0.0,272.2296874000458,4.167658896555526,11.090092492386411,0,167.51999999992015,-0.09288862059883718,0.4031800675333148,906284,2,161.6785730938033,0,6,27,30442,True,167.53999999992013,2.7531554772030966,0.0
aptitud,,,,,scalar,,smith,,,,0.36000000000000004,435.6405948000029,4.329697639053136,18.19094609499221,0,162.97999999992427,-0.07313036700272968,-0.10931391821557668,1896977,1,134.6988266292967,0,9,9,43816,False,300.01999999979967,4.507725699823375,0.09832977731462822
aptitud,,,,,scalar,,smith,,,,0.0,271.8347649999778,3.643833941586091,11.504091357160187,0,191.03999999989875,-0.4264237050683667,0.34639182047758776,1222883,2,135.3560085253781,0,6,21,19084,True,191.05999999989874,2.632510882123138,0.06074195381933123
planificador,,,,,,waypoint,smith,,,,26.359999999999527,278.2015765000251,3.473217983054513,14.564426508797101,0,290.03999999980874,-0.3305276460764679,-0.07824263841313872,1846712,2,164.99191714740508,0,13,3,16358,True,290.0599999998087,2.7045193660962457,0.07877052113754957
planificador,,,,,,waypoint,smith,,,,10.519999999999865,105.61580139998114,3.7677974904693525,6.881441741243425,0,107.23999999997496,-0.17486698053153304,-0.07512473814494047,652336,2,164.04594460792066,0,6,15,12533,True,107.25999999997494,1.9519497574412599,0.10723175986651234
planificador,,,,,,waypoint,smith,,,,0.0,271.48302559996955,2.81433441093909,13.612296872098117,0,78.70000000000091,-0.30908369580253,1.3841117941329575,1562001,1,161.6785730938033,0,18,27,14838,False,300.01999999979967,1.5627203990983058,0.012434205119506103
planificador,,,,,,game,smith,,,,0.36000000000000004,338.06422330002533,4.329697639053136,18.19094609499221,0,162.97999999992427,-0.07313036700272968,-0.10931391821557668,1896977,1,162.6988266292967,0,9,9,43816,False,300.01999999979967,4.507725699823375,0.09832977731462822
planificador,,,,,,game,smith,,,,0.0,213.46684299997287,3.643833941586091,11.504091357160187,0,191.03999999989875,-0.4264237050683667,0.34639182047758776,1222883,2,163.3560085253781,0,6,21,19084,True,191.05999999989874,2.632510882123138,0.06074195381933123
pasillo,,,,lease,,,smith,,,,0.0,310.53245420003077,4.040822414193218,15.96849638352311,0,120.5999999999628,-0.1920354257383266,0.5929159532741544,1474359,1,164.99191714740508,0,6,3,18662,False,300.01999999979967,2.4173260810209243,0.010806230267290218
pasillo,,,,lease,,,smith,,,,0.0,171.4940247000195,4.368940603707434,9.179756685246735,0,153.07999999993328,-0.11055787638684106,-0.038166016480450704,954829,2,164.04594460792066,0,6,15,19992,True,153.09999999993326,2.2091377508449996,0.04132862435071516
