_grid,cfg_a_ref,cfg_belief_err,cfg_cap_scale,cfg_corridor,cfg_fitness,cfg_planner,cfg_protocol,cfg_recertify,cfg_recruit,cfg_safety,corridor_double,cpu_s,curvature,energy_Wh,false_cert,makespan,min_sep_amr,min_sep_load,msgs,n_done,phi_oracle,recert_reject,revisions,seed,slip,success,t_end,tortuosity,wall_pen_max
protocolos,,,,,,,best_response,,,,0.0,513.4632562000188,3.183340724725771,11.748488190936449,0,206.67999999988453,-0.12400536260572192,0.30086679015083284,1217316,2,164.30284052668833,0,6,1,11396,True,206.6999999998845,2.4089620042776554,0.04229544846533173
protocolos,,,,,,,best_response,,,,0.0,184.4493665000191,3.8788292973489695,7.944603607498292,0,137.25999999994767,-0.13327423720849563,1.2135908109117075,723977,2,161.40556095143774,0,6,13,14690,True,137.27999999994765,1.7168218946024298,0.1104024122822399
protocolos,,,,,,,best_response,,,,0.0,172.77003900002455,2.950948848672966,7.58052427107655,0,138.95999999994612,-0.11476501216767965,0.20174815022204307,781238,2,163.11594441134687,0,6,25,14728,True,138.9799999999461,1.886561522253329,0.10103763756622186
protocolos,,,,,,,smith,,,,0.0,205.90303360001417,4.322122732166215,10.505442942701976,0,176.53999999991194,-0.06582875931013943,0.40675738802752015,1117093,2,164.1693678202221,0,6,7,10554,True,176.55999999991192,2.1954514599151613,0.02206964746028639
protocolos,,,,,,,smith,,,,0.0,193.14775049994932,3.324432433733766,10.21920715909646,0,172.43999999991567,-0.018497870891486634,1.2884551273982225,932118,2,164.03314879530987,0,6,19,20997,True,172.45999999991565,2.617808740857497,0.09358910898240502
protocolos,,,,,,,bnn,,,,0.0,242.35237380000763,3.6656830064598287,11.157302016280028,0,190.13999999989957,0.005511029757109598,-0.11244494358275503,1118118,2,164.30284052668833,0,6,1,11962,True,190.15999999989955,2.57557777251836,0.08565656835092372
protocolos,,,,,,,bnn,,,,0.0,305.641328699945,3.5881692758256554,14.056301466245783,0,234.0799999998596,-0.09422559997594304,-0.05333018427432634,1524027,2,161.40556095143774,0,6,13,27834,True,234.0999999998596,3.1144473791989844,0.08871631113188805
protocolos,,,,,,,bnn,,,,0.0,218.89463699999033,2.9865701658578514,9.503185999544945,0,176.45999999991201,-0.17066207184928717,0.036138434120141616,1048767,2,163.11594441134687,0,6,25,15683,True,176.479999999912,2.28855098069653,0.05815834407930087
protocolos,,,,,,,logit,,,,0.0,263.02185730001656,3.601010201296385,11.80428037197139,0,199.37999999989117,-0.12404934161954911,-0.046168296564426115,1242579,2,164.1693678202221,0,6,7,19321,True,199.39999999989115,2.406644728967237,0.05577706314535824
protocolos,,,,,,,logit,,,,7.559999999999927,229.3552778000012,4.094476060956428,11.697634142793348,0,191.11999999989868,-0.034761727026699274,-0.13170166649662107,1069304,2,164.03314879530987,0,6,19,28394,True,191.13999999989866,3.0796493858203613,0.1140664865517857
