_grid,cfg_a_ref,cfg_belief_err,cfg_cap_scale,cfg_corridor,cfg_fitness,cfg_planner,cfg_protocol,cfg_recertify,cfg_recruit,cfg_safety,corridor_double,cpu_s,curvature,energy_Wh,false_cert,makespan,min_sep_amr,min_sep_load,msgs,n_done,phi_oracle,recert_reject,revisions,seed,slip,success,t_end,tortuosity,wall_pen_max
protocolos,,,,,,,best_response,,,,0.0,471.6278473000275,3.498052885819183,12.311797363671456,0,205.99999999988515,-0.31953915810885464,-0.11500614190392078,1473405,2,164.39158327703177,0,6,4,25541,True,206.01999999988513,3.547651718586713,0.14921931815993716
protocolos,,,,,,,best_response,,,,0.0,428.81358830002137,3.395159319532675,15.220382129760418,0,169.03999999991876,-0.12319617915106768,8.168723098223213,1165069,1,164.27208058168665,0,21,16,10258,False,300.01999999979967,1.9072447879077494,0.14699273576637478
protocolos,,,,,,,best_response,,,,0.0,191.866852200008,3.063401711573328,9.453782681835685,0,166.11999999992142,-0.14985211461108697,0.8157527602820771,1138722,2,162.57580510857449,0,6,28,17232,True,166.1399999999214,2.0609650253210923,0.05355205851522271
protocolos,,,,,,,smith,,,,0.0,141.2771484000259,2.8704487528852414,6.523786304281724,0,122.33999999996122,-0.0718929449078749,0.3373090564532957,747911,2,164.78577062159414,0,6,10,10529,True,122.3599999999612,1.554552430580185,0.0
protocolos,,,,,,,smith,,,,0.0,290.3300701000262,4.331740519803744,14.734710176271095,0,229.33999999986392,-0.11079584228678507,0.9207447257862427,1353246,2,164.21251082494666,0,6,22,24121,True,229.3599999998639,2.8682723363781744,0.11157948888666497
protocolos,,,,,,,bnn,,,,0.0,177.3616474000155,3.5286824415513705,8.480619989087442,0,142.29999999994308,-0.1410901587020249,0.3259248519099449,950931,2,164.39158327703177,0,6,4,15659,True,142.31999999994306,2.3291695277820565,0.09955411747308851
protocolos,,,,,,,bnn,,,,0.0,346.5937255000463,3.6665584178969475,14.35327998861708,0,101.59999999998008,-0.29820799344608884,-0.055115951852309664,1629719,1,164.27208058168665,0,6,16,58516,False,300.01999999979967,1.9614237718329204,0.17916066313311774
protocolos,,,,,,,bnn,,,,0.0,205.64940210001078,3.7658508694198907,9.693215952032563,0,162.6199999999246,-0.0683929220472888,1.1973804158358732,999739,2,162.57580510857449,0,6,28,29312,True,162.63999999992458,1.9913467968013001,0.09355473112489854
protocolos,,,,,,,logit,,,,0.0,185.95771109999623,3.0754864159657513,8.531691428397796,0,158.63999999992822,-0.07880272714171377,1.2503884291636336,793042,2,164.78577062159414,0,9,10,16396,True,158.6599999999282,1.7424832158825745,0.0
protocolos,,,,,,,logit,,,,0.0,262.2276322999969,3.654930029388388,11.759697101409373,0,206.53999999988466,-0.36928682451153777,-0.13510373855995184,989416,2,164.21251082494666,0,9,22,15774,True,206.55999999988464,2.098730416489529,0.09477116882760542
protocolos,,,,,,,replicator,,,,0.0,241.09261660004267,nan,10.000666666694134,0,300.01999999979967,0.872772668295287,7.664187882518568,1080072,0,164.39158327703177,0,0,4,0,False,300.01999999979967,nan,0.0
protocolos,,,,,,,replicator,,,,0.0,269.025315899984,nan,10.000666666694134,0,300.01999999979967,0.7726276564031309,10.888137261924825,960064,0,164.27208058168665,0,0,16,0,False,300.01999999979967,nan,0.0
protocolos,,,,,,,replicator,,,,0.0,270.5890186000033,nan,10.000666666694134,0,300.01999999979967,0.8674664732873388,10.271643163431653,960064,0,162.57580510857449,0,0,28,0,False,300.01999999979967,nan,0.0
aptitud,,,,,vector,,smith,,,,0.0,150.1801496000262,2.8704487528852414,6.523786304281724,0,122.33999999996122,-0.0718929449078749,0.3373090564532957,747911,2,164.78577062159414,0,6,10,10529,True,122.3599999999612,1.554552430580185,0.0
aptitud,,,,,vector,,smith,,,,0.0,312.6169761000201,4.331740519803744,14.734710176271095,0,229.33999999986392,-0.11079584228678507,0.9207447257862427,1353246,2,164.21251082494666,0,6,22,24121,True,229.3599999998639,2.8682723363781744,0.11157948888666497
aptitud,,,,,scalar,,smith,,,,0.0,215.3488271999522,3.5286824415513705,8.480619989087442,0,142.29999999994308,-0.1410901587020249,0.3259248519099449,950931,2,136.39158327703177,0,6,4,15659,True,142.31999999994306,2.3291695277820565,0.09955411747308851
aptitud,,,,,scalar,,smith,,,,0.0,463.1513550999807,2.4617768671665634,15.22185390097233,0,82.31999999999762,-0.23956235446362595,3.7677449172786854,1304222,1,136.27208058168668,0,18,16,100157,False,300.01999999979967,1.2431891359063283,0.14818129397431318
