_grid,cfg_a_ref,cfg_belief_err,cfg_cap_scale,cfg_corridor,cfg_fitness,cfg_planner,cfg_protocol,cfg_recertify,cfg_recruit,cfg_safety,corridor_double,cpu_s,curvature,energy_Wh,false_cert,makespan,min_sep_amr,min_sep_load,msgs,n_done,phi_oracle,recert_reject,revisions,seed,slip,success,t_end,tortuosity,wall_pen_max
protocolos,,,,,,,best_response,,,,0.0,416.9107356000459,3.4661550582241873,7.902559725296391,0,136.95999999994794,-0.04600342052612755,-0.08361699921753996,774649,2,162.53916119675563,0,6,5,7565,True,136.97999999994792,1.624141786070053,0.10314437797952536
protocolos,,,,,,,best_response,,,,0.0,365.0495508000022,2.845935974798233,13.092436498544286,0,114.6599999999682,-0.3064687647340183,2.122829269295261,1643221,1,164.95158979780044,0,18,17,27894,False,300.01999999979967,1.6485985220192527,0.0
protocolos,,,,,,,best_response,,,,0.0,345.8720298000262,4.122742862686869,14.926276120519896,0,135.5599999999492,-0.11808082838627232,4.190362135248133,1553605,1,162.6431845327441,0,18,29,69138,False,300.01999999979967,1.434160044074885,0.1480875446923648
protocolos,,,,,,,smith,,,,0.0,353.00256749999244,3.7430335349227146,17.854256519280646,0,182.03999999990694,-0.0863949032146678,-0.019901143487409456,1690799,1,162.62033852338874,0,9,11,33807,False,300.01999999979967,3.634893591873095,0.15265958170409533
protocolos,,,,,,,smith,,,,0.0,277.01792190002743,3.7024463786621613,12.456806896186212,0,225.23999999986765,-0.16182883497858241,1.15117463213066,1064760,2,164.09383038051985,0,6,23,16009,True,225.25999999986763,2.495261547122632,0.07155695935395912
protocolos,,,,,,,bnn,,,,0.0,212.31293429998914,4.110812269354058,11.31009655921781,0,163.19999999992407,-0.028323636961070486,0.6550577781050659,1034107,2,162.53916119675563,0,6,5,17078,True,163.21999999992406,2.5457418945237076,0.14242051903479513
protocolos,,,,,,,bnn,,,,0.0,393.91465150000295,2.733141088446168,15.256040709199988,0,99.5999999999819,-0.4071659831775018,3.8844685356411306,1309160,1,164.95158979780044,0,18,17,67417,False,300.01999999979967,1.4537853403674688,0.14901561247711825
protocolos,,,,,,,bnn,,,,0.0,354.05927219998557,4.122742862686869,15.644644183443493,0,135.5599999999492,-0.11808082838627232,4.190362135248133,1551413,1,162.6431845327441,0,18,29,31196,False,300.01999999979967,1.434160044074885,0.1480875446923648
protocolos,,,,,,,logit,,,,0.0,213.20884300000034,3.737600642466802,10.555274380984857,0,169.4399999999184,-0.09442757056889975,0.17445881764633775,883311,2,162.62033852338874,0,6,11,16578,True,169.45999999991838,2.3625914564546644,0.07166899298563223
protocolos,,,,,,,logit,,,,0.0,254.8888253000332,3.5873829009322353,10.72056851437518,0,188.9999999999006,-0.10859145551777066,0.006898484190017484,1099198,2,164.09383038051985,0,6,23,9671,True,189.0199999999006,2.0723274631538025,0.10311396379849391
protocolos,,,,,,,replicator,,,,0.0,271.18399410002166,nan,10.000666666694134,0,300.01999999979967,0.4069785159982958,9.433504797058003,900060,0,162.53916119675563,0,0,5,0,False,300.01999999979967,nan,0.0
protocolos,,,,,,,replicator,,,,0.0,247.8261419000337,nan,10.000666666694134,0,300.01999999979967,2.6791332224712456,10.34521134420164,780052,0,164.95158979780044,0,0,17,0,False,300.01999999979967,nan,0.0
protocolos,,,,,,,replicator,,,,0.0,275.58137909998186,nan,10.000666666694134,0,300.01999999979967,2.1777238245120665,12.181325036315243,1260084,0,162.6431845327441,0,0,29,0,False,300.01999999979967,nan,0.0
aptitud,,,,,vector,,smith,,,,0.0,431.2946410999866,3.7430335349227146,17.854256519280646,0,182.03999999990694,-0.0863949032146678,-0.019901143487409456,1690799,1,162.62033852338874,0,9,11,33807,False,300.01999999979967,3.634893591873095,0.15265958170409533
aptitud,,,,,vector,,smith,,,,0.0,310.3268044000142,3.7024463786621613,12.456806896186212,0,225.23999999986765,-0.16182883497858241,1.15117463213066,1064760,2,164.09383038051985,0,6,23,16009,True,225.25999999986763,2.495261547122632,0.07155695935395912
aptitud,,,,,scalar,,smith,,,,0.0,206.5327404999989,3.8974915922266806,10.61258561006832,0,158.9999999999279,-0.15511289552010687,0.211994701873099,847900,2,134.53916119675566,0,6,5,13217,True,159.01999999992788,2.0231771483802423,0.07794662180286238
aptitud,,,,,scalar,,smith,,,,0.0,273.931058200018,3.092761259522116,11.315638982522714,0,215.1799999998768,-0.10330100722583446,0.1787108168658147,1312510,2,136.95158979780044,0,6,17,17915,True,215.19999999987678,2.6472522164877894,0.08033215332357013
aptitud,,,,,scalar,,smith,,,,0.0,229.0080120000057,3.877947551928238,10.254344842682563,0,166.37999999992118,-0.18205733629241175,0.5943244790028468,999609,2,134.6431845327441,0,6,29,25193,True,166.39999999992116,2.0479334609045132,0.12015033994566737
planificador,,,,,,waypoint,smith,,,,0.0,154.95055080001475,3.1596192236512275,10.72538257996983,0,174.89999999991343,-0.15985717884012204,-0.12133286089864015,888044,2,162.62033852338874,0,6,11,19321,True,174.91999999991341,2.8147638344216706,0.0
planificador,,,,,,waypoint,smith,,,,0.0,245.5824936000281,nan,18.354109389656397,0,300.01999999979967,-0.1672081208908751,13.69915545194785,884274,0,164.09383038051985,0,30,23,110258,False,300.01999999979967,nan,0.34024925145119705
planificador,,,,,,game,smith,,,,0.0,174.27360840002075,3.8974915922266806,10.61258561006832,0,158.9999999999279,-0.15511289552010687,0.211994701873099,847900,2,162.53916119675563,0,6,5,13217,True,159.01999999992788,2.0231771483802423,0.07794662180286238
planificador,,,,,,game,smith,,,,0.0,226.56459020002512,3.092761259522116,11.315638982522714,0,215.1799999998768,-0.10330100722583446,0.1787108168658147,1312510,2,164.95158979780044,0,6,17,17915,True,215.19999999987678,2.6472522164877894,0.08033215332357013
planificador,,,,,,game,smith,,,,0.0,188.7888868000009,3.877947551928238,10.254344842682563,0,166.37999999992118,-0.18205733629241175,0.5943244790028468,999609,2,162.6431845327441,0,6,29,25193,True,166.39999999992116,2.0479334609045132,0.12015033994566737
pasillo,,,,lease,,,smith,,,,0.0,320.9098311000271,3.7430335349227146,17.854256519280646,0,182.03999999990694,-0.0863949032146678,-0.019901143487409456,1690799,1,162.62033852338874,0,9,11,33807,False,300.01999999979967,3.634893591873095,0.15265958170409533
pasillo,,,,price,,,smith,,,,6.639999999999946,194.52742960001342,3.832746843985956,10.704072393863274,0,172.8399999999153,-0.05494609161760361,0.5276561405971094,1038821,2,164.99191714740508,0,6,3,23485,True,172.8599999999153,2.3500889458136873,0.14457745311580067
pasillo,,,,price,,,smith,,,,0.5400000000000001,172.491096200014,3.792265917252961,9.187367078483348,0,166.6999999999209,-0.11055787638684106,0.45908500194262647,1063661,2,164.04594460792066,0,6,15,16656,True,166.71999999992087,2.2673034074755534,0.11812510961931655
seguridad,,,,,,,smith,,,nested,0.0,191.40495080000255,4.322122732166215,10.505442942701976,0,176.53999999991194,-0.06582875931013943,0.40675738802752015,1117093,2,164.1693678202221,0,6,7,10554,True,176.55999999991192,2.1954514599151613,0.02206964746028639
seguridad,,,,,,,smith,,,nested,0.0,170.25099259999115,3.324432433733766,10.21920715909646,0,172.43999999991567,-0.018497870891486634,1.2884551273982225,932118,2,164.03314879530987,0,6,19,20997,True,172.45999999991565,2.617808740857497,0.09358910898240502
seguridad,,,,,,,smith,,,coalition,0.0,288.93489740003133,3.7430335349227146,17.854256519280646,0,182.03999999990694,-0.0863949032146678,-0.019901143487409456,1690799,1,162.62033852338874,0,9,11,33807,False,300.01999999979967,3.634893591873095,0.15265958170409533
seguridad,,,,,,,smith,,,none,0.0,273.722368000017,4.040822414193218,15.96849638352311,0,120.5999999999628,-0.1920354257383266,0.5929159532741544,1474359,1,164.99191714740508,0,6,3,18662,False,300.01999999979967,2.4173260810209243,0.010806230267290218
seguridad,,,,,,,smith,,,none,0.0,149.2958913000184,4.368940603707434,9.179756685246735,0,153.07999999993328,-0.11055787638684106,-0.038166016480450704,954829,2,164.04594460792066,0,6,15,19992,True,153.09999999993326,2.2091377508449996,0.04132862435071516
reclutamiento,,,,,,,smith,,atomic,,0.0,178.04654619999928,4.322122732166215,10.505442942701976,0,176.53999999991194,-0.06582875931013943,0.40675738802752015,1117093,2,164.1693678202221,0,6,7,10554,True,176.55999999991192,2.1954514599151613,0.02206964746028639
reclutamiento,,,,,,,smith,,atomic,,0.0,165.67536410002504,3.324432433733766,10.21920715909646,0,172.43999999991567,-0.018497870891486634,1.2884551273982225,932118,2,164.03314879530987,0,6,19,20997,True,172.45999999991565,2.617808740857497,0.09358910898240502
reclutamiento,,,,,,,smith,,gne_pd,,0.0,163.6011281000101,2.992071188806369,9.311691311927328,0,172.89999999991525,-0.12411733205397721,-0.05110127638066864,937843,2,162.62033852338874,0,3,11,15586,True,172.91999999991523,2.030182595420994,0.0405690641194143
hiperjuego,,0.0,,,,,smith,True,,,0.0,272.9942952999845,4.040822414193218,15.96849638352311,0,120.5999999999628,-0.1920354257383266,0.5929159532741544,1474359,1,164.99191714740508,0,6,3,18662,False,300.01999999979967,2.4173260810209243,0.010806230267290218
hiperjuego,,0.0,,,,,smith,True,,,0.0,151.14888110000174,4.368940603707434,9.179756685246735,0,153.07999999993328,-0.11055787638684106,-0.038166016480450704,954829,2,164.04594460792066,0,6,15,19992,True,153.09999999993326,2.2091377508449996,0.04132862435071516
hiperjuego,,0.0,,,,,smith,False,,,0.0,180.498879199964,4.322122732166215,10.505442942701976,0,176.53999999991194,-0.06582875931013943,0.40675738802752015,1117093,2,164.1693678202221,0,6,7,10554,True,176.55999999991192,2.1954514599151613,0.02206964746028639
hiperjuego,,0.0,,,,,smith,False,,,0.0,164.09620149998227,3.324432433733766,10.21920715909646,0,172.43999999991567,-0.018497870891486634,1.2884551273982225,932118,2,164.03314879530987,0,6,19,20997,True,172.45999999991565,2.617808740857497,0.09358910898240502
hiperjuego,,0.35,,,,,smith,True,,,0.0,286.1130900999997,3.7430335349227146,17.854256519280646,0,182.03999999990694,-0.0863949032146678,-0.019901143487409456,1690799,1,162.62033852338874,0,9,11,33807,False,300.01999999979967,3.634893591873095,0.15265958170409533
