_grid,cfg_a_ref,cfg_belief_err,cfg_cap_scale,cfg_corridor,cfg_fitness,cfg_planner,cfg_protocol,cfg_recertify,cfg_recruit,cfg_safety,corridor_double,cpu_s,curvature,energy_Wh,false_cert,makespan,min_sep_amr,min_sep_load,msgs,n_done,phi_oracle,recert_reject,revisions,seed,slip,success,t_end,tortuosity,wall_pen_max
protocolos,,,,,,,best_response,,,,0.0,412.8995391000062,3.0592326137618966,6.940059603190582,0,127.33999999995667,-0.11742167216957072,0.5452920040871785,668274,2,159.08794149024982,0,6,0,11686,True,127.35999999995666,1.547120814485038,0.046901542024498255
protocolos,,,,,,,best_response,,,,0.0,280.9833134999499,3.35025595489921,11.754925768258724,0,201.0999999998896,-0.04218290336517802,-0.03391430724337141,1104535,2,162.84306823519117,0,6,12,27352,True,201.1199999998896,2.423407238121775,0.0
protocolos,,,,,,,best_response,,,,0.0,183.01824599999236,3.085040616632676,8.06991482294247,0,148.25999999993766,-0.38562888775468956,0.15821524737507442,946160,2,164.5402290768433,0,6,24,13813,True,148.27999999993764,1.8032284321248375,0.07313624575490185
protocolos,,,,,,,smith,,,,0.0,204.50967419997323,3.7244972652622943,9.841079635487908,0,174.77999999991354,-0.22376377908472803,-0.05759982830807164,1227476,2,164.73394516928846,0,6,6,16050,True,174.79999999991352,2.336435860159305,0.09527155385451813
protocolos,,,,,,,smith,,,,0.0,327.4223178999964,3.9579264100257925,13.587844764693317,0,124.75999999995902,-0.11841564446030844,3.8478612703089556,1065474,1,162.40829282647059,0,10,18,15445,False,300.01999999979967,2.1022864808976567,0.14246412854918744
protocolos,,,,,,,bnn,,,,0.0,227.96607179997955,3.1960727150808204,9.760321460532094,0,193.9599999998961,-0.05973184944998,0.6732535340469056,928136,2,159.08794149024982,0,6,0,9520,True,193.97999999989608,1.677531650756292,0.1465676758295829
protocolos,,,,,,,bnn,,,,0.0,255.37072589999298,4.255696922532306,13.072590591764836,0,195.57999999989462,-0.07575287461397553,1.2293879151868872,960602,2,162.84306823519117,0,6,12,24149,True,195.5999999998946,2.5215193797536632,0.0
protocolos,,,,,,,bnn,,,,0.0,326.21167320001405,3.3332333696615626,14.660997568211998,0,285.359999999813,-0.06441977224959741,1.428879009306626,1666959,2,164.5402290768433,0,6,24,24530,True,285.379999999813,2.8512023079595936,0.08215764206337445
protocolos,,,,,,,logit,,,,0.0,267.49844359996496,2.7845022473965875,11.729948239993405,0,239.29999999985486,-0.09911769277387433,0.8265603624071236,1401408,2,164.73394516928846,0,6,6,17848,True,239.31999999985484,2.3250516489099677,0.015474783040165363
protocolos,,,,,,,logit,,,,0.0,331.192819399992,2.578757698540832,13.78076771590154,0,137.07999999994783,-0.21743961131913792,0.720452752342315,1595141,1,162.40829282647059,0,18,18,22237,False,300.01999999979967,1.243409731778137,0.1825210066571227
protocolos,,,,,,,replicator,,,,0.0,244.165429100045,nan,10.000666666694134,0,300.01999999979967,0.5556022755965393,10.199407238009853,1260084,0,159.08794149024982,0,0,0,0,False,300.01999999979967,nan,0.0
protocolos,,,,,,,replicator,,,,0.0,281.9698417999898,nan,10.000666666694134,0,300.01999999979967,1.0873433658883447,13.36984968106271,840056,0,162.84306823519117,0,0,12,0,False,300.01999999979967,nan,0.0
protocolos,,,,,,,replicator,,,,0.0,249.1585780000314,nan,10.000666666694134,0,300.01999999979967,1.9273589564146107,10.01866683816985,780052,0,164.5402290768433,0,0,24,0,False,300.01999999979967,nan,0.0
aptitud,,,,,vector,,smith,,,,0.0,236.41147709998768,3.7244972652622943,9.841079635487908,0,174.77999999991354,-0.22376377908472803,-0.05759982830807164,1227476,2,164.73394516928846,0,6,6,16050,True,174.79999999991352,2.336435860159305,0.09527155385451813
aptitud,,,,,vector,,smith,,,,0.0,445.7199352000025,3.9579264100257925,13.587844764693317,0,124.75999999995902,-0.11841564446030844,3.8478612703089556,1065474,1,162.40829282647059,0,10,18,15445,False,300.01999999979967,2.1022864808976567,0.14246412854918744
aptitud,,,,,scalar,,smith,,,,0.0,214.33571980003035,3.006936797512,8.397650229007668,0,159.57999999992737,-0.34813273960893976,0.5668977823741637,846713,2,131.08794149024982,0,6,0,12284,True,159.59999999992735,1.807603914340065,0.11282750451641732
aptitud,,,,,scalar,,smith,,,,0.0,347.7963468999951,4.305635235081567,16.322680357023664,0,239.73999999985446,-0.05047479610488456,-0.02016514338835762,1296212,2,134.84306823519117,0,6,12,37530,True,239.75999999985444,2.988812118544452,0.07553754937500662
aptitud,,,,,scalar,,smith,,,,0.0,229.8830031999969,2.9322825816071845,9.568732084437539,0,182.67999999990636,-0.08698147200268552,-0.08260356679254066,1083551,2,136.5402290768433,0,6,24,17467,True,182.69999999990634,2.1978328809641487,0.06984206197610465
planificador,,,,,,waypoint,smith,,,,0.0,177.4731824999908,2.5260724650293582,9.895977537314149,0,184.31999999990487,-0.08281915032503026,-0.07107541462392586,998300,2,164.73394516928846,0,6,6,19558,True,184.33999999990485,2.555234458568494,0.14087980704432268
planificador,,,,,,waypoint,smith,,,,0.0,147.16800659999717,2.8456878642845576,8.114077170392205,0,155.21999999993133,-0.08282359517638149,-0.11526625917682587,837968,2,162.40829282647059,0,6,18,13034,True,155.2399999999313,1.7773814472779659,0.12648222643580986
planificador,,,,,,game,smith,,,,0.0,191.6573153999634,3.006936797512,8.397650229007668,0,159.57999999992737,-0.34813273960893976,0.5668977823741637,846713,2,159.08794149024982,0,6,0,12284,True,159.59999999992735,1.807603914340065,0.11282750451641732
planificador,,,,,,game,smith,,,,0.0,279.95775529998355,4.305635235081567,16.322680357023664,0,239.73999999985446,-0.05047479610488456,-0.02016514338835762,1296212,2,162.84306823519117,0,6,12,37530,True,239.75999999985444,2.988812118544452,0.07553754937500662
planificador,,,,,,game,smith,,,,0.0,194.44781399995554,2.9322825816071845,9.568732084437539,0,182.67999999990636,-0.08698147200268552,-0.08260356679254066,1083551,2,164.5402290768433,0,6,24,17467,True,182.69999999990634,2.1978328809641487,0.06984206197610465
pasillo,,,,lease,,,smith,,,,0.0,203.66660220001359,3.7244972652622943,9.841079635487908,0,174.77999999991354,-0.22376377908472803,-0.05759982830807164,1227476,2,164.73394516928846,0,6,6,16050,True,174.79999999991352,2.336435860159305,0.09527155385451813
pasillo,,,,lease,,,smith,,,,0.0,304.17887160001555,3.9579264100257925,13.587844764693317,0,124.75999999995902,-0.11841564446030844,3.8478612703089556,1065474,1,162.40829282647059,0,10,18,15445,False,300.01999999979967,2.1022864808976567,0.14246412854918744
pasillo,,,,price,,,smith,,,,0.0,128.73078190005617,2.734103349848792,6.402231692117667,0,118.79999999996444,-0.0718929449078749,0.06617739068228268,655487,2,164.78577062159414,0,6,10,9050,True,118.81999999996442,1.5478804664618813,0.0
