scenario_generator,method,method_label,rank,active_control_messages_mean,assigned_robots_mean,attempted_messages_mean,base_connected_time_ratio_mean,coalition_connected_time_ratio_mean,collision_rate_mean,communication_outage_count_mean,completion_time_s_mean,control_packet_ratio_mean,delay_violation_rate_mean,delivered_messages_mean,direct_clique_time_ratio_mean,disconnected_time_ratio_mean,energy_proxy_wh_mean,final_orientation_error_deg_mean,final_position_error_m_mean,formation_broken_rate_mean,formation_integrity_rate_mean,idle_robots_mean,longest_outage_s_mean,mean_active_link_count_mean,mean_algebraic_connectivity_mean,mean_component_count_mean,mean_largest_component_ratio_mean,mean_link_delay_s_mean,mean_outage_duration_s_mean,method_communication_dependency,method_communication_pattern,method_comparison_group,method_execution_model,method_family,method_ownership,method_scope,method_trainable_parameters,method_training_type,method_tuned_parameters,method_uses_decoder,method_uses_neural_policy,method_variant,min_load_clearance_m_mean,min_mobile_group_clearance_m_mean,min_obstacle_clearance_m_mean,mobile_group_detection_rate_mean,n,network_quality_score_mean,network_severity_mean,obstacle_detection_rate_mean,optimality_gap_vs_reference_mean,packet_delivery_ratio_mean,pickup_success_mean,ranking_rule,relay_success_rate_mean,runtime_ms_mean,score_value_mean,selected_task_load_mean,sensor_coverage_rate_mean,target_reached_mean,temporal_coalition_connected_rate_mean,transport_network_score_mean,transport_success_mean,travel_distance_m_mean
cargo_sensor_degradation,reference_full_communication,Reference full-communication controller,3,2662.25,4.0,3674.7,0.7083829787234042,0.6948936170212765,0.0,13.15,39.215999999999994,0.6737123598726936,0.21729081351188753,3142.3,0.34893617021276596,0.3051063829787234,776.7870275334068,0.02946318609664054,0.4186482916192191,0.443336969019722,0.5566630309802779,1.0,5.58,11.328723404255319,1.8139099313618368,2.1187234042553187,0.7725106382978725,0.14713020837880345,3.9589203995157383,high,global_lossless_network,reference_model_based_reference_centralized_high_communication,centralized_reference_full_information,model_based_reference,reference,centralized,0,none,10,False,False,full_information_upper_reference,0.2403089348389209,nan,0.5594430184553323,0.0,20,0.7277070660872658,0.29472520634920635,0.9099388720027017,0.0,0.8288801462865688,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.3459574468085106,209.23060500063002,47.05595647300387,1.0,0.45496943600135087,0.3,0.9027659574468085,0.45194507420906166,0.25,82.31386879027463
cargo_sensor_degradation,classic_decentralized_sensor_apf,Classic decentralized sensor APF,4,2603.7,4.0,3636.0,0.6543829787234043,0.6357446808510638,0.0,13.95,39.900000000000006,0.6750308744188105,0.2159901470867728,3092.2,0.34361702127659577,0.36425531914893616,735.572124523854,0.019330342548910456,2.0423652245696657,0.23960366495129243,0.7603963350487076,1.0,7.325999999999999,11.079574468085106,1.660540287536822,2.134042553191489,0.7691914893617021,0.14732964463051323,2.6880822141560796,low,local_sensing_only_optional_neighbor_beacons,baseline_classic_decentralized_low_communication,distributed_local_sensor_apf,classic,baseline,decentralized,0,none,3,False,False,local_sensor_apf_low_comm,0.09691037277137503,nan,0.3549926230621841,0.0,20,0.7070757934934997,0.29472520634920635,0.9067960148598446,0.2467261904549014,0.8293103407574852,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.29212765957446807,133.87108499882743,12.682923035502878,1.0,0.4533980074299223,0.2,0.8470212765957446,0.40265402469688316,0.1,80.08613040276002
cargo_sensor_degradation,sota_delay_tolerant_consensus,SOTA delay-tolerant consensus,5,2603.0,4.0,3632.2,0.6561276595744681,0.6293617021276596,0.0,13.85,40.479,0.673989909735229,0.2165045204349186,3085.85,0.34106382978723404,0.3706382978723404,710.4167247230749,0.1715418201801634,2.314758470022684,0.516429072062232,0.48357092793776796,1.0,8.441999999999998,11.07659574468085,1.6665354167791844,2.1431914893617017,0.7678297872340426,0.14786613779527705,3.824259057891261,medium,neighbor_consensus_packets,baseline_sota_decentralized_medium_communication,distributed_consensus_with_delay_margin,sota,baseline,decentralized,0,none,8,False,False,delay_tolerant_consensus_transport,0.11090411394616209,nan,0.39925835243816427,0.0,20,0.7016227419152893,0.29472520634920635,0.9071354272205336,0.266450541266008,0.8271538914281236,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.28829787234042553,134.41559501807205,-26.224396298073906,1.0,0.4535677136102668,0.2,0.8236170212765959,0.3385985323381833,0.05,77.18147818374813
cargo_sensor_degradation,sota_decentralized_cbba_relay,SOTA decentralized relay/CBBA,6,2602.55,4.0,3641.6,0.6645957446808511,0.6248936170212765,0.0,14.7,40.83,0.6729086956572513,0.21759339158598104,3093.5,0.34021276595744676,0.37510638297872345,687.3193098150601,0.23717398585992208,2.6618879905051243,0.5619526528708472,0.4380473471291528,1.0,7.83,11.07468085106383,1.668882890783895,2.1361702127659568,0.7686808510638298,0.14732187940507496,2.9436258466748764,medium,auction_bids_plus_neighbor_relay,baseline_sota_decentralized_medium_communication,distributed_cbba_relay_with_velocity_obstacle_transport,sota,baseline,decentralized,0,none,8,False,False,event_triggered_cbba_relay,0.12418343859865755,nan,0.43561182885526506,0.0,20,0.7006775391469232,0.29472520634920635,0.9094034110097938,0.3461382133544629,0.8277796034498609,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.2846808510638298,134.06989000504836,-51.71144319863474,1.0,0.4547017055048969,0.1,0.823404255319149,0.29018243102123376,0.0,74.5783729912078
cargo_sensor_degradation,sota_centralized_cbf_networked,SOTA centralized CBF networked,7,2613.1,4.0,3663.9,0.6616170212765958,0.6202127659574468,0.0,13.75,41.26199999999999,0.6741986486243332,0.21666914886012772,3109.6,0.3406382978723404,0.3797872340425532,667.68947918317,1.477509480900875,3.505622293944417,0.5959938378461253,0.40400616215387475,1.0,6.840000000000001,11.119574468085105,1.671011964559188,2.1263829787234036,0.7710638297872341,0.14802758344899292,3.045114152650628,high,all_robot_payload_traffic_streams,baseline_sota_centralized_high_communication,centralized_cbf_with_networked_state_estimation,sota,baseline,centralized,0,none,7,False,False,networked_cbf_with_global_traffic,0.3476714594977624,nan,0.5317459018895199,0.0,20,0.699611529756171,0.29472520634920635,0.9086766295170552,0.3835295129632919,0.8284837149123397,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.27957446808510633,133.26120999408886,-66.49559454401714,1.0,0.4543383147585276,0.05,0.8200000000000001,0.27358660011048397,0.0,71.6812903325372
cargo_sensor_degradation,classic_centralized_global_mpc,Classic centralized global comms,8,2615.4,4.0,3668.3,0.6571489361702129,0.6125531914893616,0.0,13.75,41.298,0.6739453305305718,0.2179753457893649,3120.1,0.3382978723404255,0.3874468085106383,639.9724792928079,2.7267030378599535,4.170883851939392,0.6363674243054516,0.3636325756945484,1.0,8.757,11.129361702127659,1.6899186287614305,2.114893617021276,0.7723404255319148,0.14711326817939607,3.166588563772156,high,all_to_base_low_latency_required,baseline_classic_centralized_high_communication,centralized_controller_with_global_state_stream,classic,baseline,centralized,0,none,4,False,False,global_state_controller_sensitive_to_network,0.3600140096066463,nan,0.5472934608236237,0.0,20,0.6977014937848436,0.29472520634920635,0.9087457784532251,0.4101471214690256,0.8305556125250474,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.2742553191489362,132.51318999100477,-75.8560997348682,1.0,0.45437288922661256,0.05,0.8151063829787233,0.26685942124100587,0.0,68.63028324253276
monte_carlo,ours_connectivity_wrench_game,Ours connectivity-aware wrench game,1,1182.0,3.0,2588.5,0.6402127659574468,0.4595744680851064,0.0,25.0,38.055,0.45213768188161896,0.36838464631252493,1943.0,0.1627659574468085,0.5404255319148936,630.3827932602524,0.0006053210267999747,0.35206195214506253,0.06421464108031272,0.9357853589196873,1.75,4.995,5.029787234042553,0.7126987918822063,3.053191489361702,0.5802127659574469,0.1957778190813317,3.0515771324863885,low,local_wrench_residual_plus_link_quality_prices,proposed_model_based_decentralized_low_communication,distributed_wrench_game_with_connectivity_pressure,model_based,proposed,decentralized,0,model_based_tuning_optional,11,False,False,connectivity_aware_wrench_market_game,0.16670108079577914,0.08036703641298526,0.6651858682722243,0.17196808510638298,4,0.5862536648107295,0.30493719471621217,0.8440383316447146,0.07723279655380653,0.7487464133626499,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.2968085106382979,221.72784997383133,157.8777129301826,1.0,0.5080032083755489,0.5,0.7648936170212766,0.6318011705006521,0.5,65.26280506416657
monte_carlo,ours_delay_robust_repair,Ours delay-robust local repair,2,1176.5,3.0,2588.5,0.6419148936170213,0.4627659574468085,0.0,29.0,38.055,0.44972063662779543,0.3710312382515712,1936.0,0.17978723404255317,0.5372340425531915,630.3827932602524,0.0006053210267999747,0.35206195214506253,0.06421464108031272,0.9357853589196873,1.75,8.864999999999998,5.006382978723405,0.7217806757406363,3.0425531914893615,0.5819148936170213,0.19628339648602258,5.628557692307692,low,event_triggered_local_repair_and_relay_selection,proposed_model_based_decentralized_local_low_communication,distributed_local_repair_with_delay_guard,model_based,proposed,decentralized_local,0,model_based_tuning_optional,12,False,False,delay_robust_wrench_repair_guard,0.16670108079577914,0.08036703641298526,0.6651858682722243,0.1743085106382979,4,0.5854791020855977,0.30493719471621217,0.823901553529213,0.07723279655380653,0.7457770618192898,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.28297872340425534,221.26342498813756,157.8777129301826,1.0,0.49910503208375545,0.5,0.774468085106383,0.6316927317191336,0.5,65.26280506416657
monte_carlo,reference_full_communication,Reference full-communication controller,3,1452.5,3.75,3408.5,0.7376595744680849,0.4882978723404255,0.0,21.5,38.985,0.44606931577990305,0.3716578982675173,2509.75,0.12978723404255318,0.5117021276595746,771.831566910743,0.004600891416836021,0.6642139721999277,0.7293714693734812,0.2706285306265188,1.0,11.745,6.180851063829786,0.896995837284551,2.6936170212765957,0.6504255319148936,0.19666898620632284,11.049461018857304,high,global_lossless_network,reference_model_based_reference_centralized_high_communication,centralized_reference_full_information,model_based_reference,reference,centralized,0,none,10,False,False,full_information_upper_reference,0.20691600743763525,0.08038439516841211,0.6497571476038932,0.1753723404255319,4,0.5877542656345889,0.30493719471621217,0.838611111111111,0.0,0.7388432550326842,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.35851063829787233,240.49062500125729,-17.958065001677284,1.0,0.5069917257683215,0.5,0.7606382978723404,0.3355861620890854,0.0,78.82041914333774
monte_carlo,classic_decentralized_sensor_apf,Classic decentralized sensor APF,4,1408.0,3.5,3203.0,0.7031914893617022,0.4308510638297872,0.0,18.0,41.04,0.4481256630832676,0.3703420443039457,2373.75,0.1819148936170213,0.5691489361702127,686.2968775988696,2.897364732676884,1.2315666136152417,0.1865671641791045,0.8134328358208955,1.25,10.575,5.991489361702128,0.8442481137640001,2.8063829787234043,0.6268617021276596,0.19606722181355296,5.87958988380041,low,local_sensing_only_optional_neighbor_beacons,baseline_classic_decentralized_low_communication,distributed_local_sensor_apf,classic,baseline,decentralized,0,none,3,False,False,local_sensor_apf_low_comm,0.08045218914812616,0.08002542907121935,0.39616467426070623,0.17216312056737587,4,0.5659545729126001,0.30493719471621217,0.8302701789935834,0.15449881204208224,0.7458785117147181,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.2329787234042553,204.84824999584816,-12.048967970405624,1.0,0.5012166497804795,0.0,0.6851063829787233,0.3093828939391073,0.0,73.97328524317948
monte_carlo,sota_delay_tolerant_consensus,SOTA delay-tolerant consensus,5,1444.25,3.5,3220.0,0.7019148936170213,0.4372340425531915,0.0,21.25,41.04,0.457499650158628,0.36883468756064436,2410.5,0.18829787234042555,0.5627659574468085,657.8049383012719,3.5981875763981903,1.6761435467843435,0.5497512437810945,0.4502487562189055,1.25,11.385,6.145744680851063,0.8804397364486982,2.7563829787234044,0.6387234042553191,0.19573329506098514,3.9924930830039522,medium,neighbor_consensus_packets,baseline_sota_decentralized_medium_communication,distributed_consensus_with_delay_margin,sota,baseline,decentralized,0,none,8,False,False,delay_tolerant_consensus_transport,0.09116272739858977,0.08020486213716449,0.4297441067737779,0.17074468085106384,4,0.569162717497876,0.30493719471621217,0.8234384498480244,0.19438775911789496,0.7533955967325718,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.23829787234042554,206.27284998772666,-49.80704714043523,1.0,0.49709156534954413,0.0,0.672340425531915,0.2517225814447275,0.0,70.5073546385102
monte_carlo,sota_decentralized_cbba_relay,SOTA decentralized relay/CBBA,6,1434.25,3.5,3234.0,0.6974468085106383,0.4372340425531914,0.0,17.75,41.085,0.4531630384199146,0.36588371512553053,2395.5,0.18510638297872342,0.5627659574468085,637.7727530454467,3.701300523372549,1.9716457827685456,0.7213930348258706,0.27860696517412936,1.25,15.39,6.103191489361701,0.870958915749684,2.756382978723404,0.6370744680851064,0.1939160867507987,5.840557692307692,medium,auction_bids_plus_neighbor_relay,baseline_sota_decentralized_medium_communication,distributed_cbba_relay_with_velocity_obstacle_transport,sota,baseline,decentralized,0,none,8,False,False,event_triggered_cbba_relay,0.09466636626781383,0.08024152153467445,0.4472588086861664,0.16799645390070922,4,0.5675069107755624,0.30493719471621217,0.8218777440054036,0.2374780731240622,0.7457147904303928,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.23617021276595745,204.15777497692034,-68.12186906171073,1.0,0.49493709895305643,0.0,0.6840425531914893,0.22402808193643944,0.0,67.86054343608457
monte_carlo,sota_centralized_cbf_networked,SOTA centralized CBF networked,7,1416.5,3.5,3234.0,0.704468085106383,0.4276595744680851,0.0,18.25,41.4,0.44898358832151075,0.36931695974578527,2411.0,0.18510638297872342,0.5723404255319149,637.2403042540376,2.510203330920905,2.461732791353624,0.7296869612334367,0.2703130387665632,1.25,15.3,6.027659574468084,0.8516511880663218,2.7670212765957447,0.6348404255319149,0.19621177278922783,11.1229375,high,all_robot_payload_traffic_streams,baseline_sota_centralized_high_communication,centralized_cbf_with_networked_state_estimation,sota,baseline,centralized,0,none,7,False,False,networked_cbf_with_global_traffic,0.18347716139856146,0.08005106564765607,0.48520220242810025,0.16843971631205673,4,0.5650751067109643,0.30493719471621217,0.8296901384667342,0.2492056059787579,0.7507521644257574,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.2276595744680851,199.3786750244908,-72.78329831700403,1.0,0.4990649273893955,0.0,0.675531914893617,0.22236060114218514,0.0,65.67752551251495
monte_carlo,classic_centralized_global_mpc,Classic centralized global comms,8,1429.0,3.5,3276.0,0.687872340425532,0.42021276595744683,0.0,20.5,42.0,0.44746383979596704,0.3757060332479442,2441.25,0.16276595744680852,0.5797872340425532,587.475294351573,2.928103960199727,3.4557439411124897,0.7997512437810945,0.2002487562189055,1.25,15.705,6.080851063829787,0.885767416536004,2.7425531914893613,0.6415425531914893,0.1965546873793787,11.078714285714284,high,all_to_base_low_latency_required,baseline_classic_centralized_high_communication,centralized_controller_with_global_state_stream,classic,baseline,centralized,0,none,4,False,False,global_state_controller_sensitive_to_network,0.15686021692008734,0.08002955032106596,0.5207869135521742,0.16693262411347518,4,0.5613814688353675,0.30493719471621217,0.8408586626139818,0.315315550681229,0.7503702422324335,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.23191489361702128,201.27307495567948,-87.32748615154767,1.0,0.5038956433637285,0.0,0.6585106382978723,0.21063320663197632,0.0,59.887933339340755
