scenario_generator,communication_profile,method,method_label,active_control_messages_mean,active_control_messages_std,assigned_robots_mean,assigned_robots_std,attempted_messages_mean,attempted_messages_std,base_connected_time_ratio_mean,base_connected_time_ratio_std,coalition_connected_time_ratio_mean,coalition_connected_time_ratio_std,collision_rate_mean,collision_rate_std,communication_outage_count_mean,communication_outage_count_std,completion_time_s_mean,completion_time_s_std,control_packet_ratio_mean,control_packet_ratio_std,delay_violation_rate_mean,delay_violation_rate_std,delivered_messages_mean,delivered_messages_std,direct_clique_time_ratio_mean,direct_clique_time_ratio_std,disconnected_time_ratio_mean,disconnected_time_ratio_std,energy_proxy_wh_mean,energy_proxy_wh_std,final_orientation_error_deg_mean,final_orientation_error_deg_std,final_position_error_m_mean,final_position_error_m_std,formation_broken_rate_mean,formation_broken_rate_std,formation_integrity_rate_mean,formation_integrity_rate_std,idle_robots_mean,idle_robots_std,longest_outage_s_mean,longest_outage_s_std,mean_active_link_count_mean,mean_active_link_count_std,mean_algebraic_connectivity_mean,mean_algebraic_connectivity_std,mean_component_count_mean,mean_component_count_std,mean_largest_component_ratio_mean,mean_largest_component_ratio_std,mean_link_delay_s_mean,mean_link_delay_s_std,mean_outage_duration_s_mean,mean_outage_duration_s_std,method_communication_dependency,method_communication_pattern,method_comparison_group,method_execution_model,method_family,method_ownership,method_scope,method_trainable_parameters,method_training_type,method_tuned_parameters,method_uses_decoder,method_uses_neural_policy,method_variant,min_load_clearance_m_mean,min_load_clearance_m_std,min_mobile_group_clearance_m_mean,min_mobile_group_clearance_m_std,min_obstacle_clearance_m_mean,min_obstacle_clearance_m_std,mobile_group_detection_rate_mean,mobile_group_detection_rate_std,n,network_quality_score_mean,network_quality_score_std,network_severity_mean,network_severity_std,obstacle_detection_rate_mean,obstacle_detection_rate_std,optimality_gap_vs_reference_mean,optimality_gap_vs_reference_std,packet_delivery_ratio_mean,packet_delivery_ratio_std,pickup_success_mean,pickup_success_std,relay_success_rate_mean,relay_success_rate_std,runtime_ms_mean,runtime_ms_std,score_value_mean,score_value_std,selected_task_load_mean,selected_task_load_std,sensor_coverage_rate_mean,sensor_coverage_rate_std,target_reached_mean,target_reached_std,temporal_coalition_connected_rate_mean,temporal_coalition_connected_rate_std,transport_network_score_mean,transport_network_score_std,transport_success_mean,transport_success_std,travel_distance_m_mean,travel_distance_m_std
ALL_SCENARIOS,ALL_PROFILES,classic_centralized_global_mpc,Classic centralized global comms,4261.548076923077,4805.7213694888005,3.5961538461538463,0.806758235091515,5534.7692307692305,4317.971452058436,0.6686194080741953,0.28879220817784407,0.6638297872340425,0.3777782747377915,0.0,0.0,16.028846153846153,22.092241194270226,41.847115384615385,0.8136167283997362,0.6646205626708446,0.3441612222681081,0.22353549599001696,0.24424147921074754,4869.2692307692305,4521.499294322473,0.38895253682487724,0.41789112861366934,0.3361702127659575,0.3777782747377915,634.7261843008517,140.3409487026785,15.669431250843266,27.0625571552421,4.022702117903127,2.648526970877902,0.566591115817935,0.38632672480926056,0.433408884182065,0.38632672480926056,2.9326923076923075,1.7967847393474556,4.996730769230769,8.516403411795505,18.13424713584288,20.44987816803745,1.7249764853743845,2.6853152665715116,2.7535597381342067,2.0413161673270315,0.7084230087288599,0.2694368536021833,0.14980524895322708,0.1379574720631905,2.221043351988027,5.215005773621129,high,all_to_base_low_latency_required,baseline_classic_centralized_high_communication,centralized_controller_with_global_state_stream,classic,baseline,centralized,0,none,4,False,False,global_state_controller_sensitive_to_network,0.2211902431000396,0.2659592171144353,0.11708666775223284,0.12073292902324895,0.47362925358989566,0.3035144394747523,0.4726166896614933,0.420613190483297,104,0.7265300316215371,0.2470072076164398,0.2951179751325527,0.232875270432235,0.6968975510051494,0.3581424700857258,0.18603767501845375,0.2757468832058521,0.8258761259356173,0.2001513689673313,1.0,0.0,0.2542962356792144,0.30209099584779264,336.4571432612138,121.81827895859286,-74.92551817290479,50.11516398395233,1.0,0.0,0.5847571203333214,0.1907876037382698,0.009615384615384616,0.09805806756909202,0.8839607201309329,0.19729430780350263,0.2731750105115302,0.09601308882536282,0.0,0.0,65.21958954374381,17.006137449635123
ALL_SCENARIOS,ALL_PROFILES,classic_decentralized_sensor_apf,Classic decentralized sensor APF,4015.576923076923,4813.344661353148,2.4423076923076925,0.834067388920489,5062.711538461538,4387.9318871285095,0.6032017184942717,0.33663405628094073,0.6223404255319149,0.35188507599529545,0.0,0.0,19.875,20.404971552973798,41.55865384615385,1.450927428676581,0.6654898479693732,0.3448757458191584,0.2220151026312641,0.2444650958459287,4510.538461538462,4574.791794133521,0.4883387888707038,0.40167519192036655,0.3776595744680851,0.35188507599529545,499.3082245827466,167.66466558275172,38.20695884301207,52.437034675738694,4.848914714700554,4.182979408813986,0.3891133607826507,0.33350364862830834,0.6108866392173493,0.33350364862830834,4.086538461538462,2.5886630238278467,5.8967307692307696,7.918867777546697,17.087561374795417,20.482317707885734,1.6524293190482808,2.7217246896802076,2.9116202945990177,2.1541667334073265,0.6731311374795417,0.2828106581294967,0.15008909794388797,0.13886043561823705,1.3671800719593854,2.664652598701086,low,local_sensing_only_optional_neighbor_beacons,baseline_classic_decentralized_low_communication,distributed_local_sensor_apf,classic,baseline,decentralized,0,none,3,False,False,local_sensor_apf_low_comm,0.5612974873240106,1.1641324972077916,0.3541851284414064,0.5841761890210261,0.5476713360526547,0.4457628756724596,0.4756510938824769,0.4170570286307866,104,0.7099618912624819,0.24490986514737204,0.2951179751325527,0.232875270432235,0.7037889928765543,0.3568577199919108,0.1995683735355314,0.27088012361268676,0.824894050478017,0.2025006752782561,1.0,0.0,0.06513911620294599,0.17627809144727682,308.4562432688052,129.38352880960272,-58.72810899135452,94.34684282145267,1.0,0.0,0.5897200433795156,0.18750770345881063,0.04807692307692308,0.2149647834019842,0.8257774140752865,0.23601082321905448,0.31867498858998494,0.13695274898313176,0.028846153846153848,0.1681845247161448,49.234412428967254,18.855244345488487
ALL_SCENARIOS,ALL_PROFILES,ours_connectivity_wrench_game,Ours connectivity-aware wrench game,4169.875,4831.634425040144,3.576923076923077,0.49643990225370066,5347.057692307692,4376.464308240098,0.6586245226404801,0.29723952228234407,0.6774140752864158,0.3859532752891841,0.0,0.0,15.298076923076923,22.00568320578229,41.160576923076924,2.349093535946863,0.6663136577836719,0.3438151133602361,0.22183190936095032,0.24470020576620494,4723.807692307692,4569.913852891855,0.37720949263502457,0.4133904807907837,0.32258592471358427,0.38595327528918405,709.9382473262189,114.98361110522795,0.9123409538271823,1.8820050489370617,3.5977000314910015,2.750087339541914,0.08725610790307868,0.12455587096393046,0.9127438920969214,0.12455587096393048,2.951923076923077,1.7811298241105482,4.313076923076922,7.647740078265278,17.744148936170212,20.56014648953253,1.6103164422484118,2.7074884063524993,2.8432078559738136,2.0576952652712475,0.6983548145117294,0.2697294718985307,0.1493233755713941,0.13777556358735188,1.5897808226843502,3.0353509945757597,low,local_wrench_residual_plus_link_quality_prices,proposed_model_based_decentralized_low_communication,distributed_wrench_game_with_connectivity_pressure,model_based,proposed,decentralized,0,model_based_tuning_optional,11,False,False,connectivity_aware_wrench_market_game,0.2188127156589553,0.18986216266258016,0.10292647649958274,0.04021540974259542,0.5284840714563064,0.2681473705491879,0.4828618013192481,0.42252564161599854,104,0.732804214651235,0.24977228061718218,0.2951179751325527,0.232875270432235,0.7093966295797312,0.35784106360852075,0.03820531307963075,0.17070560256003436,0.8257344879556645,0.2004621722912129,1.0,0.0,0.3002045826513911,0.29261262384513637,584.3740624998015,311.3064382330875,15.123571735482384,120.14238346257117,1.0,0.0,0.5961292154494896,0.1955119390293711,0.1346153846153846,0.34296514889015867,0.8931260229132569,0.1888442783920839,0.429400843555911,0.21581191082440593,0.1346153846153846,0.34296514889015867,75.38859580407828,10.97945215148848
ALL_SCENARIOS,ALL_PROFILES,ours_delay_robust_repair,Ours delay-robust local repair,4011.980769230769,4799.134620577204,3.0,0.0,5076.0192307692305,4347.983445053756,0.6240040234588107,0.32202955052817733,0.628150572831424,0.37528563161001854,0.0,0.0,16.25,21.033376158414494,41.160576923076924,2.349093535946863,0.6647702671048697,0.34487310491266465,0.2230304844544171,0.24540661816788964,4508.903846153846,4549.216306175539,0.4025777414075286,0.4107297102805531,0.3718494271685761,0.37528563161001854,587.2853306817002,108.99697741958445,4.062199826545064,15.977265392791663,4.304092542599941,3.3771963328076144,0.20538989491199702,0.20102413717657283,0.7946101050880029,0.20102413717657283,3.5288461538461537,2.1540511878297806,6.429807692307692,8.840197245610499,17.072258592471357,20.4218494492647,1.5578015852803317,2.7276995414054515,2.933878887070377,2.1157158609771978,0.6831911483906166,0.27684102284238965,0.1502350770199512,0.13929555089924145,2.2349403393135274,4.16052389605289,low,event_triggered_local_repair_and_relay_selection,proposed_model_based_decentralized_local_low_communication,distributed_local_repair_with_delay_guard,model_based,proposed,decentralized_local,0,model_based_tuning_optional,12,False,False,delay_robust_wrench_repair_guard,0.245813253184641,0.2999946942988345,0.1385772451673335,0.16045279375755067,0.5853106235215738,0.28618611859105475,0.4779670690738613,0.4177127785568632,104,0.7120454075861802,0.2518896156679262,0.2951179751325527,0.232875270432235,0.7106741301524444,0.3581973231544553,0.06487419966037672,0.181758392523114,0.8241509754552409,0.2019623039035919,1.0,0.0,0.2255728314238952,0.21296375453098115,352.27102018745006,98.65908621559237,0.6858419083707177,129.66283979597085,1.0,0.0,0.5943205996131529,0.19065478034431652,0.1346153846153846,0.34296514889015867,0.8292144026186578,0.24003634289250678,0.4075932046453765,0.2258211634995047,0.1346153846153846,0.34296514889015867,60.60951309063759,8.778610025858896
ALL_SCENARIOS,ALL_PROFILES,reference_full_communication,Reference full-communication controller,4252.442307692308,4778.297196044492,3.798076923076923,0.4033791175457575,5534.423076923077,4269.434338040688,0.695902209492635,0.26315368910590536,0.6772504091653028,0.3856428119515075,0.0,0.0,14.076923076923077,21.281147273480787,41.31346153846153,1.8147902439605272,0.665277803209897,0.34381469656329267,0.22171322374682834,0.2430587078897266,4860.278846153846,4489.366144323783,0.35601472995090017,0.4098938618755919,0.32274959083469723,0.3856428119515075,690.2200710538891,129.71899752386366,7.735687212253011,27.115846274051083,4.4711049124184195,3.753907818895306,0.4053098918040329,0.3450409358437248,0.5946901081959671,0.3450409358437248,2.730769230769231,1.9420276123679092,4.794230769230769,8.688687734529898,18.095499181669393,20.33317955763614,1.6800302306197434,2.7050899319343555,2.7606382978723407,2.0178924910287304,0.7156222722313148,0.2663000473179852,0.1489314993211893,0.13686731744545888,2.6990912248758714,6.860883707069647,high,global_lossless_network,reference_model_based_reference_centralized_high_communication,centralized_reference_full_information,model_based_reference,reference,centralized,0,none,10,False,False,full_information_upper_reference,0.23866863372485675,0.22213961335717342,0.12957030884433385,0.08284549282444717,0.5696192183703502,0.2857162406501981,0.47870052586756767,0.42106315527030547,104,0.7326923181845477,0.24791525195997138,0.2951179751325527,0.232875270432235,0.7093301363575504,0.35856656472683457,0.0,0.0,0.8244163903566922,0.2020042746768539,1.0,0.0,0.3212356792144026,0.3058115095473212,400.2137855713954,130.06182930059123,-37.2304155905227,110.70448856136687,1.0,0.0,0.594015331112559,0.19384480184893702,0.125,0.33232046762708356,0.8986088379705403,0.17287063714051817,0.35445811108796066,0.20190650369465404,0.07692307692307693,0.26775977105656834,71.89946107266044,12.859400307134559
ALL_SCENARIOS,ALL_PROFILES,sota_centralized_cbf_networked,SOTA centralized CBF networked,4217.971153846154,4790.213653253893,3.5961538461538463,0.806758235091515,5486.538461538462,4304.504592274716,0.6595669667212221,0.2911272319423593,0.6562193126022914,0.3760701084424407,0.0,0.0,15.682692307692308,21.488431940097726,41.81711538461539,0.8790525273158786,0.6657262157116948,0.3440799592281743,0.22213091829850004,0.24405000606838306,4820.432692307692,4507.927230752044,0.3879296235679215,0.41379522318379136,0.3437806873977086,0.3760701084424407,616.1175554995774,142.63775594306685,10.335449658283864,23.695429075736328,5.023886910894285,3.2802819488940376,0.52556918717229,0.37105266730995917,0.47443081282771005,0.37105266730995917,2.9326923076923075,1.7967847393474556,5.020961538461538,8.110378526503343,17.94881342062193,20.38388788618678,1.6529814864604229,2.692984753111629,2.778314238952537,2.0129902463810008,0.7024352154937262,0.26594130431133517,0.14976308767425406,0.1383121537529733,2.255731822003755,5.256946113096952,high,all_robot_payload_traffic_streams,baseline_sota_centralized_high_communication,centralized_cbf_with_networked_state_estimation,sota,baseline,centralized,0,none,7,False,False,networked_cbf_with_global_traffic,0.2848866172922406,0.3023729697149457,0.1477896093099817,0.12811456246765215,0.5452180053562006,0.3095607445048196,0.4735972728285536,0.4203503872820528,104,0.7244239636566816,0.24584861874586947,0.2951179751325527,0.232875270432235,0.6975986077646505,0.3572832729822184,0.1685928726875769,0.2715788332029585,0.8259519893606562,0.20031991225745377,1.0,0.0,0.24803600654664487,0.29047422925658084,391.7929932593744,155.54676198691195,-77.8822555108556,45.56212966871498,1.0,0.0,0.5855979402966021,0.1907787015544087,0.009615384615384616,0.09805806756909202,0.8779459901800327,0.1893574216219283,0.27944366957975364,0.09409374055430979,0.0,0.0,63.91226013562562,17.349450482927107
ALL_SCENARIOS,ALL_PROFILES,sota_decentralized_cbba_relay,SOTA decentralized relay/CBBA,4206.028846153846,4777.099939724025,3.5961538461538463,0.806758235091515,5447.0,4293.243633105846,0.6622425668303328,0.2850855035759432,0.6610883797054009,0.37490299727426696,0.0,0.0,15.884615384615385,21.511030221954922,41.73923076923078,1.0521579233855975,0.66603742337351,0.3437945346144399,0.22035522615574793,0.24230612849918798,4790.028846153846,4505.0593488903005,0.38662029459901803,0.415269949722884,0.3389116202945991,0.37490299727426696,653.366472124963,133.36411645218672,10.967934139896942,25.613256635346666,4.297650185970773,3.0273455341359026,0.49703025033267517,0.3301945359324566,0.5029697496673248,0.3301945359324566,2.9326923076923075,1.7967847393474556,5.0971153846153845,8.100029686278685,17.897995090016366,20.328084849889464,1.6557870444284908,2.6937456514748193,2.7722995090016367,2.022210983991774,0.7018310147299509,0.2665987912687194,0.14900308327938713,0.1375093585171456,1.9252247340732889,3.826583504302543,medium,auction_bids_plus_neighbor_relay,baseline_sota_decentralized_medium_communication,distributed_cbba_relay_with_velocity_obstacle_transport,sota,baseline,decentralized,0,none,8,False,False,event_triggered_cbba_relay,0.18149882583956803,0.1845689949858157,0.0948375594642889,0.018159734181863552,0.4506705345464111,0.2435139533441303,0.4749350273521714,0.42011805151944087,104,0.7251223938182509,0.24684679989682493,0.2951179751325527,0.232875270432235,0.7009023624056537,0.3574949338202359,0.15042236132339637,0.2659293783816919,0.8234588584322666,0.20311142185311218,1.0,0.0,0.255278232405892,0.2983962667063184,398.20604999281034,149.6138460229302,-66.43051297306138,58.87523918800227,1.0,0.0,0.5879186948789126,0.19102097520548858,0.028846153846153848,0.1681845247161448,0.8767184942716858,0.18884348619349958,0.29199229508132707,0.11276377334321212,0.009615384615384616,0.09805806756909202,68.1678428906947,16.53585081574192
ALL_SCENARIOS,ALL_PROFILES,sota_delay_tolerant_consensus,SOTA delay-tolerant consensus,4194.711538461538,4785.383014513439,3.5961538461538463,0.806758235091515,5432.2307692307695,4297.367813090452,0.6567161074740862,0.2909776899780497,0.6614157119476268,0.37556072607490193,0.0,0.0,15.971153846153847,21.773528387965477,41.67,1.2580428628072235,0.6659355527086193,0.3444595089523155,0.22123023556953617,0.2434239005080231,4777.5192307692305,4506.2773540761555,0.3900981996726678,0.41557888833452755,0.3385842880523731,0.37556072607490193,671.790691073763,131.49453646734955,10.152926108703507,24.400203393980327,4.399720621923016,3.0250250452923066,0.4367782453486582,0.3050326915947122,0.5632217546513417,0.3050326915947122,2.9326923076923075,1.7967847393474556,5.258076923076923,8.29759657293781,17.849836333878887,20.36333197665293,1.6554691688850758,2.6946793102050264,2.7924713584288052,2.0396535079885307,0.6991758728859794,0.268818722314189,0.1495185408291309,0.13815334981102012,2.1030086249857343,3.8324519633676437,medium,neighbor_consensus_packets,baseline_sota_decentralized_medium_communication,distributed_consensus_with_delay_margin,sota,baseline,decentralized,0,none,8,False,False,delay_tolerant_consensus_transport,0.20493885806283502,0.22563259812624048,0.09363212144642154,0.01812682870199107,0.4398230740229278,0.23523179609882544,0.4773468541369524,0.4207045131752584,104,0.7255146454280612,0.24740282308883457,0.2951179751325527,0.232875270432235,0.7006074021223367,0.3568091409812837,0.12265527462833734,0.24970245981488326,0.824425971796421,0.20258382717257184,1.0,0.0,0.2515139116202946,0.29489640897842057,402.93405000724863,153.20211279563037,-58.372806620740626,67.60345504929049,1.0,0.0,0.5889771281296444,0.19205330912055854,0.04807692307692308,0.2149647834019842,0.876595744680851,0.19025099353517866,0.3095721464887587,0.12282980634896007,0.019230769230769232,0.1380002272946792,70.34654999714931,16.55467110034435
cargo_sensor_degradation,harsh_4m_35loss_400ms,classic_centralized_global_mpc,Classic centralized global comms,320.5,23.072349974229617,4.0,0.0,3178.5,315.0,0.3263829787234042,0.2018457160154484,0.015957446808510637,0.006382978723404255,0.0,0.0,4.75,1.5,42.0,0.0,0.10117746033543368,0.006842042090728886,0.5691615836187175,0.011484926193001196,1426.25,140.58775432684976,0.0,0.0,0.9840425531914894,0.0063829787234042645,482.7278156885777,106.13641555008213,11.664219720338572,6.930702252925902,6.677490307871086,3.8742045844140858,0.9912935323383085,0.01741293532338306,0.008706467661691543,0.017412935323383085,1.0,0.0,24.209999999999997,8.471481570540066,1.3638297872340424,0.09818021265629617,-0.006667575810071513,0.00405984561233108,4.32127659574468,0.07741874637727789,0.3282978723404256,0.01228159122524409,0.40093173496774026,0.005642037027654561,9.302142857142856,2.2757142857142854,high,all_to_base_low_latency_required,baseline_classic_centralized_high_communication,centralized_controller_with_global_state_stream,classic,baseline,centralized,0,none,4,False,False,global_state_controller_sensitive_to_network,0.7351523088758273,1.0263175300913787,nan,0.0,0.5856606191705249,0.5992613352039532,0.0,0.0,4,0.27634660289155183,0.029306736909911955,0.6450095238095238,0.0,0.7871876055386693,0.005255908944137795,0.324127364085459,0.18289218310496644,0.448734449373293,0.005682095365546173,1.0,0.0,0.015957446808510637,0.006382978723404255,136.84559997636825,4.181284663874483,-134.9045789606083,31.84926148615153,1.0,0.0,0.39359380276933464,0.0026279544720688975,0.0,0.0,0.5170212765957447,0.21804791241386115,0.1400815592306879,0.0014432371134734526,0.0,0.0,53.76180072799439,12.778559502551849
cargo_sensor_degradation,harsh_4m_35loss_400ms,classic_decentralized_sensor_apf,Classic decentralized sensor APF,313.25,31.35150182473986,4.0,0.0,3138.0,219.5814199790137,0.34744680851063825,0.1287581571983633,0.018085106382978722,0.004074157905346119,0.0,0.0,5.25,0.9574271077563381,40.155,1.4353048456686834,0.09980787797718209,0.006683487153318884,0.5675829856070782,0.007830204588380773,1378.5,106.04873093692981,0.0,0.0,0.9819148936170212,0.0040741579053461255,709.3112661658912,33.14617982217385,0.026515611841481393,0.052318897811427144,2.1058911985986635,3.391120264313017,0.23756218905472637,0.197731205419446,0.7624378109452736,0.197731205419446,1.0,0.0,19.71,4.316248370981447,1.3329787234042554,0.13341064606272288,-0.00853326492152666,0.009292362695530196,4.330851063829787,0.09383437051574428,0.32489361702127667,0.01754341012663395,0.4013825792055411,0.004813494508768035,8.139,1.6729387316934243,low,local_sensing_only_optional_neighbor_beacons,baseline_classic_decentralized_low_communication,distributed_local_sensor_apf,classic,baseline,decentralized,0,none,3,False,False,local_sensor_apf_low_comm,0.08017765019165507,8.241965745611258e-05,nan,0.0,0.2906184648428191,0.20372301189911043,0.0,0.0,4,0.2858134554168813,0.015684644348678514,0.6450095238095238,0.0,0.7736507936507936,0.02175021949658979,0.011055636044652576,0.02211127208930515,0.43919683865825937,0.009630985692814578,1.0,0.0,0.018085106382978722,0.004074157905346119,135.370524978498,2.745961676523947,-24.420563206410755,46.525102108415396,1.0,0.0,0.3868253968253968,0.010875109748294896,0.0,0.0,0.6085106382978723,0.14810303959238036,0.26200393350960716,0.033447462172291796,0.0,0.0,79.23788410942456,8.29057814209558
