experiment_id,scenario_generator,scenario_variant_id,communication_profile,seed,method,active_link_count,algebraic_connectivity,attempted_link_count,base_connected_ratio,coalition_connected,coalition_direct_clique,coalition_relay_connected,component_count,delay_violation_rate,delivered_link_count,largest_component_ratio,mean_delay_s,mobile_group_detection_rate,obstacle_detection_rate,packet_delivery_ratio,temporal_coalition_connected,time_s
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,30,5.9999999999999964,30,1.0,True,True,False,1,0.0,30,1.0,0.016903261236092856,1.0,0.5,1.0,True,0.0
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,30,5.9999999999999964,30,1.0,True,True,False,1,0.0,30,1.0,0.016797626143017483,1.0,0.5,1.0,True,0.54
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,30,5.9999999999999964,30,1.0,True,True,False,1,0.0,30,1.0,0.022352202896583493,1.0,1.0,1.0,True,1.08
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,30,5.9999999999999964,30,1.0,True,True,False,1,0.0,30,1.0,0.020095234292216196,1.0,1.0,1.0,True,1.6199999999999999
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,30,5.9999999999999964,30,1.0,True,True,False,1,0.0,30,1.0,0.018710483477929425,1.0,1.0,1.0,True,2.16
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,30,5.9999999999999964,30,1.0,True,True,False,1,0.0,30,1.0,0.020337371793530453,1.0,1.0,1.0,True,2.6999999999999997
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,30,5.9999999999999964,30,1.0,True,True,False,1,0.0,30,1.0,0.02133754412453897,1.0,1.0,1.0,True,3.2399999999999998
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,30,5.9999999999999964,30,1.0,True,True,False,1,0.0,30,1.0,0.021698207888589807,1.0,1.0,1.0,True,3.78
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,30,5.9999999999999964,30,1.0,True,True,False,1,0.0,30,1.0,0.019156004740002595,1.0,1.0,1.0,True,4.32
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,30,5.9999999999999964,30,1.0,True,True,False,1,0.0,30,1.0,0.01693622928450668,1.0,1.0,1.0,True,4.859999999999999
