experiment_id,scenario_generator,scenario_variant_id,communication_profile,seed,method,assigned_load_label,assigned_slot_label,assigned_to_selected_load,battery_fraction,final_x,final_y,force_limit_n,max_speed_mps,method_communication_dependency,method_comparison_group,method_family,method_ownership,method_scope,method_variant,path_length_m,payload_kg,robot_id,robot_index,start_x,start_y
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,1,2,True,0.9886587402783416,1.3921610085981504,2.4156148440772034,93.35052245563375,0.6943259737189754,high,baseline_classic_centralized_high_communication,classic,baseline,centralized,global_state_controller_sensitive_to_network,20.329103507208327,34.499106124908124,amr-01,1,-10.643244695650838,-4.699962951168018
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,2,1,False,0.8407531546630133,-10.69268951025361,-3.675319540355136,102.17881566654593,0.6431036923684899,high,baseline_classic_centralized_high_communication,classic,baseline,centralized,global_state_controller_sensitive_to_network,0.3592184278400704,37.76173622459306,amr-02,2,-10.558296584272128,-3.9900271664857945
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,1,1,True,0.7849329585570033,2.2875759644492346,1.8866037326405918,88.7116751805466,0.7500884199756054,high,baseline_classic_centralized_high_communication,classic,baseline,centralized,global_state_controller_sensitive_to_network,20.03689105600974,32.78474952324548,amr-03,3,-9.978600979483222,-4.963541650153541
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,1,3,True,0.9890256873501849,3.64533434325975,3.988195018165691,97.01941786274091,0.8223744231593877,high,baseline_classic_centralized_high_communication,classic,baseline,centralized,global_state_controller_sensitive_to_network,20.95962145507077,35.85500225362164,amr-04,4,-8.971437117232473,-3.8791900814276663
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,0,0,False,0.7376274725958494,4.641628768137733,-2.5626047984835867,97.4406453371007,0.6399673279955735,high,baseline_classic_centralized_high_communication,classic,baseline,centralized,global_state_controller_sensitive_to_network,0.5624761692025448,36.01067327675461,amr-05,5,4.100460659484564,-2.460739231253036
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,1,4,True,0.8303907236925395,3.0038477435325186,5.006002954224704,94.74151128417215,0.7564766678781689,high,baseline_classic_centralized_high_communication,classic,baseline,centralized,global_state_controller_sensitive_to_network,20.168827001430344,35.013167213715796,amr-06,6,-6.9689018349842575,-3.2165776200666616
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_decentralized_sensor_apf,0,0,False,0.9886587402783416,-10.643244695650838,-4.699962951168018,93.35052245563375,0.6943259737189754,low,baseline_classic_decentralized_low_communication,classic,baseline,decentralized,local_sensor_apf_low_comm,0.0,34.499106124908124,amr-01,1,-10.643244695650838,-4.699962951168018
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_decentralized_sensor_apf,1,2,True,0.8407531546630133,4.578839735622852,2.0859678903133747,102.17881566654593,0.6431036923684899,low,baseline_classic_decentralized_low_communication,classic,baseline,decentralized,local_sensor_apf_low_comm,20.09717026176868,37.76173622459306,amr-02,2,-10.558296584272128,-3.9900271664857945
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_decentralized_sensor_apf,0,0,False,0.7849329585570033,-9.978600979483222,-4.963541650153541,88.7116751805466,0.7500884199756054,low,baseline_classic_decentralized_low_communication,classic,baseline,decentralized,local_sensor_apf_low_comm,0.0,32.78474952324548,amr-03,3,-9.978600979483222,-4.963541650153541
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_decentralized_sensor_apf,1,1,True,0.9890256873501849,5.289016378496461,1.181121146241672,97.01941786274091,0.8223744231593877,low,baseline_classic_decentralized_low_communication,classic,baseline,decentralized,local_sensor_apf_low_comm,20.16558957262087,35.85500225362164,amr-04,4,-8.971437117232473,-3.8791900814276663
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_decentralized_sensor_apf,2,1,False,0.7376274725958494,4.641628768137733,-2.5626047984835867,97.4406453371007,0.6399673279955735,low,baseline_classic_decentralized_low_communication,classic,baseline,decentralized,local_sensor_apf_low_comm,0.5624761692025448,36.01067327675461,amr-05,5,4.100460659484564,-2.460739231253036
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_decentralized_sensor_apf,0,0,False,0.8303907236925395,-6.9689018349842575,-3.2165776200666616,94.74151128417215,0.7564766678781689,low,baseline_classic_decentralized_low_communication,classic,baseline,decentralized,local_sensor_apf_low_comm,0.0,35.013167213715796,amr-06,6,-6.9689018349842575,-3.2165776200666616
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,sota_centralized_cbf_networked,1,4,True,0.9886587402783416,1.4934453825033824,3.021798691704582,93.35052245563375,0.6943259737189754,high,baseline_sota_centralized_high_communication,sota,baseline,centralized,networked_cbf_with_global_traffic,17.076776074772845,34.499106124908124,amr-01,1,-10.643244695650838,-4.699962951168018
