experiment_id,scenario_generator,scenario_variant_id,communication_profile,seed,method,entity,entity_id,formation_error_m,phase,theta_rad,time_s,wrench_residual_norm,x,y
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,payload,load-01,2.1293196359754956,0,-0.3141592653589793,0.0,1.0,-7.948606503303877,-4.230742629744692
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-01,2.1293196359754956,0,,0.0,1.0,-10.643244695650838,-4.699962951168018
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-02,2.1293196359754956,0,,0.0,1.0,-10.558296584272128,-3.9900271664857945
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-03,2.1293196359754956,0,,0.0,1.0,-9.978600979483222,-4.963541650153541
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-04,2.1293196359754956,0,,0.0,1.0,-8.971437117232473,-3.8791900814276663
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-05,2.1293196359754956,0,,0.0,1.0,4.100460659484564,-2.460739231253036
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-06,2.1293196359754956,0,,0.0,1.0,-6.9689018349842575,-3.2165776200666616
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,payload,load-01,1.779773645120338,0,-0.3141592653589793,0.54,1.0,-7.948606503303877,-4.230742629744692
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-01,1.779773645120338,0,,0.54,1.0,-10.463481101024705,-4.5702935131276226
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-02,1.779773645120338,0,,0.54,1.0,-10.56763837771076,-3.8629207247746287
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-03,1.779773645120338,0,,0.54,1.0,-9.753309755846102,-4.653249287412572
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-04,1.779773645120338,0,,0.54,1.0,-8.64738806169826,-4.10984504581297
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-05,1.779773645120338,0,,0.54,1.0,4.100460659484564,-2.460739231253036
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-06,1.779773645120338,0,,0.54,1.0,-6.790571178499959,-3.53605929915669
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,payload,load-01,1.5506466303244797,0,-0.3141592653589793,1.08,1.0,-7.948606503303877,-4.230742629744692
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-01,1.5506466303244797,0,,1.08,1.0,-10.296418619306639,-4.412464677083392
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-02,1.5506466303244797,0,,1.08,1.0,-10.605249543894551,-3.7676015443255766
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-03,1.5506466303244797,0,,1.08,1.0,-9.581697366347527,-4.432427907497256
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-04,1.5506466303244797,0,,1.08,1.0,-8.323339006164048,-4.340500010198275
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-05,1.5506466303244797,0,,1.08,1.0,4.100460659484564,-2.460739231253036
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-06,1.5506466303244797,0,,1.08,1.0,-6.61224052201566,-3.8555409782467183
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,payload,load-01,1.3147348260235339,0,-0.3141592653589793,1.6199999999999999,1.0,-7.948606503303877,-4.230742629744692
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-01,1.3147348260235339,0,,1.6199999999999999,1.0,-10.16524808260695,-4.2126070818881765
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-02,1.3147348260235339,0,,1.6199999999999999,1.0,-10.661240075471113,-3.6976149044172204
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-03,1.3147348260235339,0,,1.6199999999999999,1.0,-9.463191611441585,-4.348038656104959
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-04,1.3147348260235339,0,,1.6199999999999999,1.0,-7.999289950629836,-4.571154974583579
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-05,1.3147348260235339,0,,1.6199999999999999,1.0,4.100460659484564,-2.460739231253036
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-06,1.3147348260235339,0,,1.6199999999999999,1.0,-6.486013546023277,-4.081678239397068
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,payload,load-01,1.0225279803872107,0,-0.3141592653589793,2.16,1.0,-7.948606503303877,-4.230742629744692
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-01,1.0225279803872107,0,,2.16,1.0,-10.025342986247542,-3.937625106537093
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-02,1.0225279803872107,0,,2.16,1.0,-10.69268951025361,-3.675319540355136
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-03,1.0225279803872107,0,,2.16,1.0,-9.433601211374194,-4.338956231507161
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-04,1.0225279803872107,0,,2.16,1.0,-7.675240895095627,-4.8018099389688835
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-05,1.0225279803872107,0,,2.16,1.0,4.100460659484564,-2.460739231253036
SP7_MC_communication_robustness_paper,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8900,nominal_full_mesh,8900,classic_centralized_global_mpc,robot,amr-06,1.0225279803872107,0,,2.16,1.0,-6.42928018841083,-4.183316783816575
