experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,n_robots,world_size_m,obstacle_count,robot_radius_m,target_tolerance_m,safety_margin_m,dt_s,horizon_s,communication_radius,arrival_success_rate,timeout_rate,mean_arrival_time_s,max_arrival_time_s,travel_distance_m,mean_path_length_m,path_efficiency_ratio,energy_proxy_wh,collision_count,collision_rate,safety_violation_count,min_robot_clearance_m,min_obstacle_clearance_m,mean_clearance_m,mean_speed_mps,max_speed_mps,max_speed_violation_mps,congestion_delay_s,communication_messages,runtime_ms,score_value,reference_score_value,signed_score_delta_vs_reference,performance_gap_vs_reference,optimality_gap_vs_reference,arrived_robots,timed_out_robots,all_arrived
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5600,direct_to_target,Direct to target,classic,decentralized,baseline,direct_single_integrator,sp4_motion_baseline,none,local_target_feedback,none,0,0,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,17.44,18.36,76.15396358409099,12.692327264015164,1.0250509537711736,565.9447651059571,0,0.0,0,1.6276631909678065,18.0,11.414335830916942,0.5262158898845427,0.751703179299847,1.1102230246251565e-16,0.0,6000,9.099499904550612,69.68268036044043,68.33151797102978,1.3511623894106464,0.0,0.0,6,0,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5600,priority_yield,Priority yield,classic,centralized,baseline,priority_release_yield,sp4_motion_baseline,none,centralized_priority_schedule,global_priority_order,0,2,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,19.56,21.119999999999997,76.1639203401356,12.693986723355934,1.0249169509226541,565.8365012619179,0,0.0,0,1.6276631909678065,18.0,11.426925734058074,0.5262846900230482,0.6915669249558591,0.0,1.7437082327030993,6000,15.895899967290461,66.28957251255099,68.33151797102978,-2.041945458478793,0.003403242430797988,0.003403242430797988,6,0,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5600,apf_obstacle_avoidance,APF obstacle avoidance,classic,decentralized,baseline,artificial_potential_field,sp4_motion_baseline,none,local_apf_feedback,local_obstacle_robot_neighbors,0,4,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,18.96,19.919999999999998,76.1639203401356,12.693986723355934,1.0249169509226541,565.8365012619179,0,0.0,0,1.6276631909678065,18.0,11.416755328701562,0.5262846900230483,0.6915669249558591,0.0,1.1437082327030996,6000,26.427599950693548,67.249572512551,68.33151797102978,-1.0819454584787849,0.0018032424307979748,0.0018032424307979748,6,0,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5600,velocity_obstacle_proxy,Velocity obstacle proxy,sota,decentralized,baseline,velocity_obstacle_proxy,sp4_motion_sota_proxy,none,local_velocity_obstacle_proxy,local_relative_state_neighbors,0,5,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,19.34,20.4,76.05783301472249,12.676305502453749,1.0263465301492,564.9613818249202,0,0.0,0,1.6276631909678065,18.0,11.41738268357465,0.5255516377468386,0.6765328613698625,0.0,1.5237082327030993,6000,35.26969999074936,66.67366291851184,68.33151797102978,-1.6578550525179452,0.0027630917541965755,0.0027630917541965755,6,0,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5600,cbf_safety_filter,CBF safety filter,sota,centralized,baseline,cbf_velocity_projection_proxy,sp4_motion_sota_proxy,none,centralized_cbf_velocity_projection_proxy,global_relative_state,0,6,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,18.52,19.56,76.09239713205538,12.682066188675897,1.0258803237576375,565.2715809816616,0,0.0,0,1.6276631909678065,18.0,11.416070062695827,0.525790472167326,0.7066009885418562,0.0,0.7037082327030996,6000,38.86720002628863,67.9749568211312,68.33151797102978,-0.3565611498985817,0.0005942685831643028,0.0005942685831643028,6,0,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5600,replicator_motion_field,Replicator motion field,model_based,decentralized,baseline,replicator_target_congestion_field,sp4_population_motion_family,none,distributed_replicator_motion_field,local_target_obstacle_neighbor_scores,0,5,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,18.96,19.919999999999998,76.1411369514294,12.690189491904901,1.0252236324645825,565.6662197025493,0,0.0,0,1.6276631909678065,18.0,11.416750186303721,0.526127259200037,0.6915669249558591,0.0,1.1437082327030996,6000,40.47260002698749,67.25628767366004,68.33151797102978,-1.0752302973697425,0.0017920504956162376,0.0017920504956162376,6,0,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5600,logit_motion_field,Logit motion field,model_based,decentralized,baseline,logit_softmax_motion_field,sp4_population_motion_family,none,distributed_logit_smoothed_motion_field,local_softmax_flow_scores,0,6,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,19.819999999999997,20.88,76.12912949788901,12.688188249648169,1.0253853356814264,565.452140758117,0,0.0,0,1.6276631909678065,18.0,11.418097161087301,0.5260442889572207,0.6614987977838653,0.0,2.0037082327030995,6000,42.43610007688403,65.88507010288326,68.33151797102978,-2.446447868146521,0.004077413113577535,0.004077413113577535,6,0,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5600,bnn_motion_field,BNN/Brown motion field,model_based,decentralized,baseline,brown_bnn_positive_excess_field,sp4_population_motion_family,none,distributed_bnn_positive_excess_motion_field,local_positive_excess_neighbor_scores,0,6,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,20.279999999999998,21.36,76.17733932641444,12.696223221069074,1.024736407120219,565.730183205892,0,0.0,0,1.6276631909678065,18.0,11.418832572043764,0.5263774138088344,0.6464647341978684,0.0,2.4637082327031,6000,40.17430008389056,65.13568351612989,68.33151797102978,-3.195834454899895,0.005326390758166492,0.005326390758166492,6,0,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5600,primal_dual_motion_field,Primal-dual motion field,model_based,decentralized,proposed,primal_dual_barrier_motion_field,sp4_motion_proposed,none,distributed_primal_dual_barrier_motion_field,local_barrier_dual_prices,0,7,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,19.34,20.4,76.08368988403365,12.680614980672274,1.025997728610546,565.1539903650805,0,0.0,0,1.6276631909678065,18.0,11.417388605505444,0.5257303059980212,0.6765328613698623,0.0,1.5237082327030993,6000,49.289299990050495,66.6660483218618,68.33151797102978,-1.6654696491679886,0.002775782748613314,0.002775782748613314,6,0,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5600,pid_safety_motion,PID safety motion,model_based,decentralized,proposed,pid_damped_safety_motion,sp4_motion_proposed,none,distributed_pid_damped_safety_feedback,local_target_error_and_clearance,0,5,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,21.299999999999997,22.439999999999998,76.15899379871098,12.693165633118497,1.0249832503255698,565.6148769079192,0,0.0,0,1.6276631909678065,18.0,11.420366224854721,0.5262506481392409,0.6163966070258746,0.0,3.4837082327031,6000,45.63830001279712,63.508872595204394,68.33151797102978,-4.822645375825388,0.008037742293042313,0.008037742293042313,6,0,True
