experiment_id,scenario_generator,scenario_variant_id,seed,method,passed,rates_valid,finite_metrics,speed_valid,message,gap_valid
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5605,cbf_safety_filter,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5605,replicator_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5605,logit_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5605,bnn_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5605,primal_dual_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5605,pid_safety_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5605,tensor_flow_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5605,explicit_vgne_cbf_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5605,smith_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5605,energy_aware_smith_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5605,reference_time_expanded_cbf,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5606,direct_to_target,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5606,priority_yield,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5606,apf_obstacle_avoidance,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5606,velocity_obstacle_proxy,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5606,cbf_safety_filter,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5606,replicator_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5606,logit_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5606,bnn_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5606,primal_dual_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5606,pid_safety_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5606,tensor_flow_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5606,explicit_vgne_cbf_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5606,smith_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5606,energy_aware_smith_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5606,reference_time_expanded_cbf,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5607,direct_to_target,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5607,priority_yield,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5607,apf_obstacle_avoidance,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5607,velocity_obstacle_proxy,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5607,cbf_safety_filter,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5607,replicator_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5607,logit_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5607,bnn_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5607,primal_dual_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5607,pid_safety_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5607,tensor_flow_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5607,explicit_vgne_cbf_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5607,smith_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5607,energy_aware_smith_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5607,reference_time_expanded_cbf,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5608,direct_to_target,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5608,priority_yield,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5608,apf_obstacle_avoidance,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5608,velocity_obstacle_proxy,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5608,cbf_safety_filter,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5608,replicator_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5608,logit_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5608,bnn_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5608,primal_dual_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5608,pid_safety_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5608,tensor_flow_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5608,explicit_vgne_cbf_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5608,smith_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5608,energy_aware_smith_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5608,reference_time_expanded_cbf,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5609,direct_to_target,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5609,priority_yield,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5609,apf_obstacle_avoidance,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5609,velocity_obstacle_proxy,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5609,cbf_safety_filter,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5609,replicator_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5609,logit_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5609,bnn_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5609,primal_dual_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5609,pid_safety_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5609,tensor_flow_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5609,explicit_vgne_cbf_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5609,smith_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5609,energy_aware_smith_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5609,reference_time_expanded_cbf,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5610,direct_to_target,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5610,priority_yield,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5610,apf_obstacle_avoidance,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5610,velocity_obstacle_proxy,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5610,cbf_safety_filter,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5610,replicator_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5610,logit_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5610,bnn_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5610,primal_dual_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5610,pid_safety_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5610,tensor_flow_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5610,explicit_vgne_cbf_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5610,smith_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5610,energy_aware_smith_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5610,reference_time_expanded_cbf,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5611,direct_to_target,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5611,priority_yield,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5611,apf_obstacle_avoidance,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5611,velocity_obstacle_proxy,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5611,cbf_safety_filter,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5611,replicator_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5611,logit_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5611,bnn_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5611,primal_dual_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5611,pid_safety_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5611,tensor_flow_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5611,explicit_vgne_cbf_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5611,smith_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5611,energy_aware_smith_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5611,reference_time_expanded_cbf,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5612,direct_to_target,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5612,priority_yield,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5612,apf_obstacle_avoidance,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5612,velocity_obstacle_proxy,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5612,cbf_safety_filter,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5612,replicator_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5612,logit_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5612,bnn_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5612,primal_dual_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5612,pid_safety_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5612,tensor_flow_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5612,explicit_vgne_cbf_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5612,smith_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5612,energy_aware_smith_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5612,reference_time_expanded_cbf,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5613,direct_to_target,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5613,priority_yield,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5613,apf_obstacle_avoidance,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5613,velocity_obstacle_proxy,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5613,cbf_safety_filter,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5613,replicator_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5613,logit_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5613,bnn_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5613,primal_dual_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5613,pid_safety_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5613,tensor_flow_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5613,explicit_vgne_cbf_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5613,smith_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5613,energy_aware_smith_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5613,reference_time_expanded_cbf,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5614,direct_to_target,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5614,priority_yield,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5614,apf_obstacle_avoidance,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5614,velocity_obstacle_proxy,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5614,cbf_safety_filter,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5614,replicator_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5614,logit_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5614,bnn_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5614,primal_dual_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5614,pid_safety_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5614,tensor_flow_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5614,explicit_vgne_cbf_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5614,smith_motion_field,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5614,energy_aware_smith_motion,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5614,reference_time_expanded_cbf,True,True,True,True,,True
SP4_MC_motion_comparison_high_power,open_field_arrival,open_field_arrival_v00,5615,direct_to_target,True,True,True,True,,True
