experiment_id,scenario_generator,scenario_variant_id,seed,method,assigned_robots,force_demand_n,force_error_n,load_index,mass_kg,mobile_conflict,obstacle_intersection,raw_mobile_conflicts,raw_obstacle_intersections,required_robots,route_mitigation_factor,scalar_feasible,torque_demand_nm,torque_error_nm,transport_success,travel_distance_m,wrench_feasible,wrench_residual_norm
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,centralized_hungarian_expanded,2,99.8749644270195,26.69607844798574,1,100.25132901457891,False,False,0.0,1.0,2,0.08,True,-81.72212832337121,26.846693845088595,False,60.99205529324094,False,0.423517062504091
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,centralized_hungarian_expanded,2,109.19213990037287,34.15862742293719,2,66.67851630049843,False,False,0.0,0.0,2,0.08,True,35.8005816290371,32.79062086999839,False,46.4010650162199,False,0.5156227058272803
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,centralized_hungarian_expanded,1,56.71285399979338,46.214512353261355,3,55.1345671098928,False,False,0.0,0.0,1,0.08,False,7.099306597882647,14.789447052721108,False,10.397808275017303,False,0.6065410250159026
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,centralized_hungarian_expanded,3,141.89878214957682,71.95644724235743,4,136.05443021171558,False,False,0.0,0.0,3,0.08,True,-34.92477472377349,25.957939000017753,False,34.636516376588446,False,0.6020223433230256
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,centralized_hungarian_expanded,1,103.80452671919556,82.43513074522983,5,60.01506252984055,False,False,0.0,0.0,1,0.08,False,-30.54137075013402,17.062837142376033,False,32.360529288448284,False,0.822280991120789
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,centralized_hungarian_expanded,2,93.36666276849778,99.86752042990423,6,113.63387607326572,False,False,0.0,0.0,2,0.08,True,196.73181338652293,128.2559632383173,False,26.72303630252846,False,1.2526447855439307
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,centralized_hungarian_expanded,2,101.03499488320925,34.06027253258081,7,85.68192684712781,False,False,0.0,0.0,2,0.08,True,-77.89895604044112,19.950074114495266,False,38.37110628518403,False,0.4193255813917222
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,centralized_hungarian_expanded,3,99.87241985915693,28.092688495147012,8,127.05472379077197,False,False,0.0,0.0,3,0.08,True,-109.08649279097895,36.87399276230734,False,19.639696844143565,False,0.4397530738483588
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,centralized_hungarian_expanded,3,91.60901488291823,16.29388982962181,9,135.0892771690115,False,False,0.0,0.0,3,0.08,False,-114.8760298259736,15.833477065093305,False,17.182608110461913,False,0.22501725983630863
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,centralized_hungarian_expanded,3,127.53601472143005,54.592545378386504,10,131.57054839420263,False,False,0.0,1.0,3,0.08,True,151.6211725221163,75.80396544834817,False,21.63020311716168,False,0.6581703433022071
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,centralized_hungarian_expanded,2,128.07141452668208,107.67490944371595,11,102.14438882682455,False,False,0.0,0.0,2,0.08,False,-105.23151371798055,115.81940943354329,False,34.17813719799868,False,1.384990844064119
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,centralized_hungarian_expanded,2,101.14102832114011,85.30358369454557,12,112.59465835076118,False,False,0.0,0.0,2,0.08,False,-74.95429439232704,84.17060313816378,False,28.178135880758884,False,1.3484536059556786
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,centralized_hungarian_expanded,1,87.54136482372311,43.539853420481954,13,47.434712440947465,False,False,0.0,1.0,1,0.08,True,-106.94774345576198,14.615813039909057,False,48.68992382487008,False,0.5157974058499201
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,centralized_hungarian_expanded,2,98.48718507337736,29.13138543530243,14,78.539860870359,False,False,0.0,0.0,2,0.08,True,-22.917934367977256,33.99363143035481,False,21.350728553627512,False,0.5177337435730291
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,centralized_hungarian_expanded,1,93.89097901966069,74.69101927587381,15,34.50491763957244,False,False,0.0,0.0,1,0.08,True,-10.876659942076628,26.45067288569375,False,29.79692159207895,False,0.8614820570588181
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,centralized_hungarian_expanded,3,116.21194369265267,42.299790429038396,16,138.79176553952962,False,False,0.0,0.0,3,0.08,False,-132.0556571764672,50.318271156959966,False,19.09920967517776,False,0.5269513557472085
