experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,assigned_robot_rate,collision_risk_rate,communication_messages,communication_radius_m,complexity_score,energy_proxy_wh,estimated_memory_mb,false_positive_rate,force_error_n_mean,loads_per_robot,mean_travel_distance_m,messages_per_robot,method_communication_pattern,method_comparison_group,method_execution_model,method_family,method_ownership,method_scope,method_trainable_parameters,method_training_type,method_tuned_parameters,method_uses_decoder,method_uses_neural_policy,method_variant,mobile_conflict_rate,mobile_obstacle_count,n_loads,n_robots,obstacle_count,obstacle_intersection_rate,performance_gap_vs_reference,reference_score_value,route_crossing_rate,runtime_ms,scalar_feasible_rate,score_value,solved,solved_rate,task_completion_rate,throughput_tasks_per_min,timeout,timeout_rate,torque_error_nm_mean,total_travel_distance_m,transport_success_rate,warehouse_archetype,world_size_m,wrench_feasible_rate,wrench_residual_norm_mean
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,centralized_hungarian_expanded,Centralized Hungarian expanded,0.515625,0.0,1024,18.0,262144.0,32.67108619434413,24.024576,0.625,54.81301591102313,0.25,30.601730102094148,16.0,global_all_robot_load_slots,baseline_classic_centralized_scale,centralized_expanded_assignment,classic,baseline,centralized,0,none,1,False,False,expanded_slot_hungarian_polynomial_but_scalar,0.0,3,16,64,10,0.0,0.986312249855312,65.77274508546627,0.0,0.14830008149147034,0.625,-6.285280479683569,True,1.0,0.0,0.0,False,0.0,44.970838226461744,489.62768163350637,0.0,small_exact,110.0,0.0,0.6950190114976493
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,centralized_coalition_oracle,Centralized coalition oracle,0.515625,0.0,1024,18.0,4294967296.0,38.60108987620617,24.024576,0.75,28.891638240827746,0.25,36.15613288801015,16.0,global_all_subsets,reference_model_based_oracle_centralized_scale,centralized_subset_coalition_search,model_based_oracle,reference,centralized,0,none,2,False,False,exact_like_small_scale_coalition_search_timeout_large,0.0,3,16,64,10,0.0,0.0,65.77274508546627,0.0,0.6774000357836485,0.8125,65.77274508546627,True,1.0,0.0625,0.3333333333333333,False,0.0,34.92148405638488,578.4981262081624,0.0625,small_exact,110.0,0.0625,0.4582653995848086
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,centralized_time_expanded_mpc,Centralized time-expanded MPC,0.515625,0.0,1024,18.0,4096000.0,38.7856927411749,0.4096,0.75,28.891638240827746,0.25,36.32904317988849,16.0,global_time_expanded_state,baseline_sota_centralized_scale,centralized_time_expanded_mpc,sota,baseline,centralized,0,none,8,False,False,time_expanded_mpc_timeout_large,0.0,3,16,64,10,0.0,0.0002504029727662179,65.77274508546627,0.0,0.660100020468235,0.8125,65.73956360944095,True,1.0,0.0625,0.3333333333333333,False,0.0,34.92148405638488,581.2646908782158,0.0625,small_exact,110.0,0.0625,0.4582653995848086
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,classic_local_greedy,Classic local greedy,0.515625,0.0,230,18.0,1024.0,39.08365807030944,2.00064,0.9375,36.331831426761745,0.25,36.60813566330691,3.59375,local_distance_beacons,baseline_classic_decentralized_scale,distributed_nearest_greedy,classic,baseline,decentralized,0,none,2,False,False,nearest_local_greedy,0.0,3,16,64,10,0.0,0.9864670864391135,65.77274508546627,0.0,0.4104999825358391,0.9375,-7.121172547337462,True,1.0,0.0,0.0,False,0.0,28.608835233770257,585.7301706129106,0.0,small_exact,110.0,0.0,0.46689979207355303
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,cbba_partitioned,CBBA partitioned,0.515625,0.0,230,18.0,6144.0,38.48808118317687,2.00064,0.875,56.37077213767719,0.25,36.05028206007313,3.59375,zone_auction_bids,baseline_sota_decentralized_scale,partitioned_cbba_auction,sota,baseline,decentralized,0,none,6,False,False,partitioned_cbba_like_auction,0.0,3,16,64,10,0.0,0.9864480218044068,65.77274508546627,0.0,3.566000028513372,0.875,-7.017220155562554,True,1.0,0.0,0.0,False,0.0,41.297441605540264,576.8045129611701,0.0,small_exact,110.0,0.0,0.6757411064096805
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,auction_market_local,Auction market local,0.515625,0.0,230,18.0,6144.0,39.67854248563547,2.00064,0.9375,38.879142568705234,0.25,37.16534065525176,3.59375,local_prices_and_bids,baseline_sota_decentralized_scale,local_market_auction,sota,baseline,decentralized,0,none,6,False,False,local_market_auction,0.0,3,16,64,10,0.0,0.9864866535756118,65.77274508546627,0.0,0.42450008913874626,0.9375,-7.228169905897476,True,1.0,0.0,0.0,False,0.0,29.70412471751255,594.6454504840282,0.0,small_exact,110.0,0.0,0.5004976113022757
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,ours_primal_dual_spatial,Ours primal-dual spatial,0.515625,0.0,230,18.0,1024.0,38.702323705382575,2.00064,0.75,28.891638240827746,0.25,36.250954660975694,3.59375,local_deficit_capacity_prices,proposed_model_based_decentralized_scale,distributed_primal_dual_prices,model_based,proposed,decentralized,0,model_based_tuning_optional,9,False,False,spatial_primal_dual_capacity_prices,0.0,3,16,64,10,0.0,0.0,65.77274508546627,0.0,0.6325000431388617,0.8125,66.07218420504952,True,1.0,0.0625,0.3333333333333333,False,0.0,34.92148405638488,580.0152745756111,0.0625,small_exact,110.0,0.0625,0.4582653995848086
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,ours_tensor_quorum_flow,Ours tensor quorum flow,0.515625,0.0,230,18.0,505.754247590989,38.72398499391491,2.00064,0.6875,28.891638240826104,0.25,36.27124394371907,3.59375,local_density_tensor_field,proposed_model_based_decentralized_scale,distributed_tensor_quorum_flow,model_based,proposed,decentralized,0,model_based_tuning_optional,11,False,False,tensor_quorum_flow_density_obstacle_aware,0.0,3,16,64,10,0.0,0.0,65.77274508546627,0.0,6.939999992027879,0.75,66.06198116281391,True,1.0,0.0625,0.3333333333333333,False,0.0,34.921484056386404,580.3399030995051,0.0625,small_exact,110.0,0.0625,0.4582653995848035
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,ours_wrench_market_hierarchical,Ours wrench-market hierarchical,0.515625,0.0,228,18.0,505.754247590989,37.63771781210768,2.00064,0.8125,28.822346179035904,0.25,35.253779910883146,3.5625,zone_summaries_plus_local_wrench_bids,proposed_model_based_hierarchical_scale,hierarchical_wrench_market,model_based,proposed,hierarchical,0,model_based_tuning_optional,13,False,False,zone_hierarchical_wrench_market,0.0,3,16,64,10,0.0,0.8790882897647332,65.77274508546627,0.0,0.6919000297784805,0.8125,3.7643823570806574,True,1.0,0.0,0.0,False,0.0,34.98895089549946,564.0604785741303,0.0,small_exact,110.0,0.0625,0.45817688696836967
SP8_MC_scalability_warehouse,scale_ladder,scale_64r_16l_seed9810,9810,ours_mean_field_approximation,Ours mean-field approximation,0.515625,0.0,80,18.0,1024.0,36.95971965137818,2.00064,0.9375,51.03784366841519,0.25,34.6187255205595,1.25,aggregate_density_broadcasts,proposed_model_based_decentralized_scale,mean_field_density_controller,model_based,proposed,decentralized,0,model_based_tuning_optional,7,False,False,mean_field_density_allocation,0.0,3,16,64,10,0.0,0.9863857010799446,65.77274508546627,0.0,0.6444000173360109,0.9375,-6.67943969996476,True,1.0,0.0,0.0,False,0.0,35.33014174284157,553.899608328952,0.0,small_exact,110.0,0.0,0.6013085879008384
