alpha,alternative,ci95_high,ci95_low,class,effect,effect_name,effect_size,effect_size_name,id,methods,metric,n_pairs,null_hypothesis,p_value,p_value_holm,p_value_raw,rank_biserial,reject,reject_holm,reject_raw,statistic
0.05,,nan,nan,SpearmanScalingHypothesis,0.7254762501100118,spearman_rho,0.7254762501100118,spearman_rho,H8.1_centralized_oracle_timeout_increases_with_scale,centralized_coalition_oracle,timeout_rate,15,,0.002204884319910226,0.002204884319910226,0.002204884319910226,nan,True,True,True,0.7254762501100118
0.05,ours_wrench_market_hierarchical > classic_local_greedy,0.109375,0.06510416666666667,PairedSuperiorityHypothesis,0.08802083333333334,ours_wrench_market_hierarchical-classic_local_greedy task_completion_rate,1.87604150576731,cohens_dz,H8.2_ours_hierarchical_higher_completion_than_classic_local,ours_wrench_market_hierarchical vs classic_local_greedy,task_completion_rate,15,,0.0004374398363167723,0.0009725778801923956,0.0004374398363167723,1.0,True,True,True,
0.05,ours_wrench_market_hierarchical > centralized_hungarian_expanded,0.16458333333333333,0.10364583333333334,PairedSuperiorityHypothesis,0.13385416666666666,ours_wrench_market_hierarchical-centralized_hungarian_expanded wrench_feasible_rate,2.178782168970173,cohens_dz,H8.3_ours_hierarchical_higher_wrench_feasibility_than_hungarian,ours_wrench_market_hierarchical vs centralized_hungarian_expanded,wrench_feasible_rate,15,,0.00032419262673079855,0.0009725778801923956,0.00032419262673079855,1.0,True,True,True,
