scenario_generator,method,method_label,assigned_robot_rate_mean,assigned_robot_rate_std,collision_risk_rate_mean,collision_risk_rate_std,communication_messages_mean,communication_messages_std,complexity_score_mean,complexity_score_std,energy_proxy_wh_mean,energy_proxy_wh_std,estimated_memory_mb_mean,estimated_memory_mb_std,false_positive_rate_mean,false_positive_rate_std,mean_travel_distance_m_mean,mean_travel_distance_m_std,messages_per_robot_mean,messages_per_robot_std,method_communication_pattern,method_comparison_group,method_execution_model,method_family,method_ownership,method_scope,method_trainable_parameters,method_training_type,method_tuned_parameters,method_uses_decoder,method_uses_neural_policy,method_variant,mobile_conflict_rate_mean,mobile_conflict_rate_std,n,obstacle_intersection_rate_mean,obstacle_intersection_rate_std,performance_gap_vs_reference_mean,performance_gap_vs_reference_std,route_crossing_rate_mean,route_crossing_rate_std,runtime_ms_mean,runtime_ms_std,scalar_feasible_rate_mean,scalar_feasible_rate_std,score_value_mean,score_value_std,solved_rate_mean,solved_rate_std,task_completion_rate_mean,task_completion_rate_std,throughput_tasks_per_min_mean,throughput_tasks_per_min_std,timeout_rate_mean,timeout_rate_std,total_travel_distance_m_mean,total_travel_distance_m_std,transport_success_rate_mean,transport_success_rate_std,wrench_feasible_rate_mean,wrench_feasible_rate_std
ALL_SCENARIOS,auction_market_local,Auction market local,0.5313802083333333,0.12784172758764256,0.024055326612903223,0.017093137634773388,900.1333333333333,587.509254233092,186094.93333333332,220616.91253633902,270.77706069744323,216.23400277703482,2.002466133333333,0.0015983290322201247,0.7536458333333333,0.09512875047359062,60.8776948679753,15.413150151264313,3.7216145833333334,0.8930282457891003,local_prices_and_bids,baseline_sota_decentralized_scale,local_market_auction,sota,baseline,decentralized,0,none,6,False,False,local_market_auction,0.0046875,0.00924387466109315,15,0.0328125,0.03533560400947302,0.7656884602475958,0.31302670067647625,0.031533806451612904,0.012202308020319115,2.5267400157948336,2.1314313112972334,0.8114583333333333,0.07141171211004603,11.214915028095353,56.44731951340042,1.0,0.0,0.05625,0.03642909116400949,1.3022271258559686,1.1592821764000734,0.0,0.0,4500.384642083927,3658.4339562102437,0.05625,0.03642909116400949,0.071875,0.035947203658878074
ALL_SCENARIOS,cbba_partitioned,CBBA partitioned,0.5313802083333333,0.12784172758764256,0.023861226478494625,0.017068201439638362,900.1333333333333,587.509254233092,186094.93333333332,220616.91253633902,270.64645184771115,217.09794931335725,2.002466133333333,0.0015983290322201247,0.7348958333333333,0.085094621922067,60.54254341564958,15.975506986955573,3.7216145833333334,0.8930282457891003,zone_auction_bids,baseline_sota_decentralized_scale,partitioned_cbba_auction,sota,baseline,decentralized,0,none,6,False,False,partitioned_cbba_like_auction,0.0046875,0.00924387466109315,15,0.0328125,0.03533560400947302,0.8112148401477662,0.29448068967901786,0.030757405913978488,0.011901872406182469,16.618066653609276,11.275548337068923,0.7828125,0.08844751646961524,0.015679396540108095,59.47194374078703,1.0,0.0,0.04739583333333333,0.03658036549682018,1.0596958054078223,1.018427850310528,0.0,0.0,4497.355029948911,3671.7459362787017,0.04739583333333333,0.03658036549682018,0.0578125,0.0395945903479431
ALL_SCENARIOS,centralized_coalition_oracle,Centralized coalition oracle,0.10104166666666667,0.20995278309884913,0.8017169444444445,0.410494540890297,21777.066666666666,24261.505192578712,17466200337.066666,11645921593.45873,39.305125512970044,6.486506973629017,24.522649599999998,0.5822761246218892,0.13333333333333333,0.2783748543310073,40.443294592266106,5.410816034247165,65.06666666666666,43.384438728759925,global_all_subsets,reference_model_based_oracle_centralized_scale,centralized_subset_coalition_search,model_based_oracle,reference,centralized,0,none,2,False,False,exact_like_small_scale_coalition_search_timeout_large,0.0,0.0,15,0.0,0.0,0.8002519076010911,0.4135186594197331,0.03433888888888889,0.029738350115508978,48000.15922000166,24842.03051981597,0.15833333333333333,0.3280647620443837,-799972.5911350657,414096.0782248592,0.2,0.4140393356054126,0.025,0.05689118686454998,0.13333333333333333,0.3034196632775998,0.8,0.41403933560541256,647.0927134762577,86.57305654795464,0.025,0.05689118686454998,0.025,0.05689118686454998
ALL_SCENARIOS,centralized_hungarian_expanded,Centralized Hungarian expanded,0.5313802083333333,0.12784172758764256,0.025608127688172045,0.017303073765989108,21777.066666666666,24261.505192578712,36682683.733333334,52430809.73214754,240.6962960836439,197.07668061059084,24.522649599999998,0.5822761246218892,0.6796875,0.05633673867912483,53.21555567090425,15.37741959400902,65.06666666666666,43.384438728759925,global_all_robot_load_slots,baseline_classic_centralized_scale,centralized_expanded_assignment,classic,baseline,centralized,0,none,1,False,False,expanded_slot_hungarian_polynomial_but_scalar,0.0046875,0.00924387466109315,15,0.0328125,0.03533560400947302,0.8330539787492419,0.20336957582620627,0.03774501075268817,0.014605792933412272,1.4757666736841202,1.7629684055214743,0.7239583333333334,0.05361403935326837,-8.657327748652138,49.862816279447586,1.0,0.0,0.041666666666666664,0.029479219249490374,1.0698405951673635,0.9222268138038044,0.0,0.0,4001.0562493942616,3333.6197787070023,0.041666666666666664,0.029479219249490374,0.05572916666666667,0.033779679961092136
ALL_SCENARIOS,centralized_time_expanded_mpc,Centralized time-expanded MPC,0.203125,0.25892616609104446,0.6019978494623656,0.5045626466109897,21777.066666666666,24261.505192578712,544383522.1333333,815076790.6233335,71.33401479801286,35.53643680850183,8.466158933333334,9.631836283251197,0.2520833333333333,0.32593158608751593,46.53815198293814,7.298912267643075,65.06666666666666,43.384438728759925,global_time_expanded_state,baseline_sota_centralized_scale,centralized_time_expanded_mpc,sota,baseline,centralized,0,none,8,False,False,time_expanded_mpc_timeout_large,0.0,0.0,15,0.0,0.0,0.6057178815857973,0.5002604349272289,0.019978494623655915,0.011311549937300566,36000.53368665589,30424.876600779284,0.3125,0.3980981573144277,-599933.4191164315,507176.96086713346,0.4,0.50709255283711,0.06041666666666667,0.08307250848907036,0.5111111111111112,0.785449690897652,0.6,0.50709255283711,1162.8626686124544,562.9559357879122,0.06041666666666667,0.08307250848907036,0.07291666666666667,0.1060835530989382
ALL_SCENARIOS,classic_local_greedy,Classic local greedy,0.5313802083333333,0.12784172758764256,0.025866927867383507,0.017339840438821058,900.1333333333333,587.509254233092,21777.066666666666,24261.505192578712,268.73066886002607,215.1938097495764,2.002466133333333,0.0015983290322201247,0.7578125,0.08946689207067447,60.320094205242434,15.426115105264058,3.7216145833333334,0.8930282457891003,local_distance_beacons,baseline_classic_decentralized_scale,distributed_nearest_greedy,classic,baseline,decentralized,0,none,2,False,False,nearest_local_greedy,0.0046875,0.00924387466109315,15,0.0328125,0.03533560400947302,0.7685289127812089,0.2948308632461314,0.038780211469534046,0.015006373752261132,3.004153297903637,2.8881923023201264,0.8130208333333333,0.07021736288550887,8.79943981588666,58.71767001401677,1.0,0.0,0.05364583333333333,0.03416467038302802,1.1983842433722731,0.9786795332123883,0.0,0.0,4466.504557227451,3641.0487797332103,0.05364583333333333,0.03416467038302802,0.071875,0.0412554109005283
ALL_SCENARIOS,ours_mean_field_approximation,Ours mean-field approximation,0.5313802083333333,0.12784172758764256,0.02340832616487455,0.017011164528731203,308.26666666666665,199.79112902753022,21777.066666666666,24261.505192578712,269.8238633815004,216.5494990677865,2.002466133333333,0.0015983290322201247,0.7489583333333333,0.08633565773265964,60.31365435557873,16.066008907594732,1.2666666666666666,0.06454972243679027,aggregate_density_broadcasts,proposed_model_based_decentralized_scale,mean_field_density_controller,model_based,proposed,decentralized,0,model_based_tuning_optional,7,False,False,mean_field_density_allocation,0.0046875,0.00924387466109315,15,0.0328125,0.03533560400947302,0.8434087708160907,0.2923677045245558,0.0289458046594982,0.011200855973196965,4.3487199970210595,3.648882258327054,0.7895833333333333,0.0946969781520559,-7.870330953990086,59.09306578723568,1.0,0.0,0.04010416666666667,0.0383718709946616,0.9288410155734805,1.0207575318850666,0.0,0.0,4483.622341184012,3661.4185567067816,0.04010416666666667,0.0383718709946616,0.0515625,0.040894538525945004
ALL_SCENARIOS,ours_primal_dual_spatial,Ours primal-dual spatial,0.5313802083333333,0.12784172758764256,0.011276950716845875,0.00806320093945271,900.1333333333333,587.509254233092,21777.066666666666,24261.505192578712,279.32490953532135,223.34321167109064,2.002466133333333,0.0015983290322201247,0.6432291666666666,0.07285020355316857,62.661332353580555,15.964020447631809,3.7216145833333334,0.8930282457891003,local_deficit_capacity_prices,proposed_model_based_decentralized_scale,distributed_primal_dual_prices,model_based,proposed,decentralized,0,model_based_tuning_optional,9,False,False,spatial_primal_dual_capacity_prices,0.0046875,0.00924387466109315,15,0.007291666666666667,0.017585357308473052,0.029890818686423373,0.042657897169752323,0.026357802867383505,0.010199403926074813,3.311780017490188,2.86232885762928,0.7958333333333333,0.05354894741584785,125.42218391016299,67.24863386183424,1.0,0.0,0.15052083333333333,0.0369361755463136,3.1936916707974308,1.917097038250279,0.0,0.0,4641.646546427613,3777.0840842749008,0.15052083333333333,0.0369361755463136,0.19010416666666666,0.05685030206813413
ALL_SCENARIOS,ours_tensor_quorum_flow,Ours tensor quorum flow,0.5313802083333333,0.12784172758764256,0.005554249999999999,0.0021492701626698437,900.1333333333333,587.509254233092,2636.1067148399557,1959.5098064164654,279.4139105131288,223.23505697983651,2.002466133333333,0.0015983290322201247,0.6296875,0.07410411730054449,62.72691416637149,15.850716556849072,3.7216145833333334,0.8930282457891003,local_density_tensor_field,proposed_model_based_decentralized_scale,distributed_tensor_quorum_flow,model_based,proposed,decentralized,0,model_based_tuning_optional,11,False,False,tensor_quorum_flow_density_obstacle_aware,0.0,0.0,15,0.0,0.0,0.014642522927261594,0.04029666140365758,0.022216999999999997,0.008597080650679375,32.61973998354127,23.096178979011977,0.7828125,0.05914546799145791,128.49236749287851,66.56467603605299,1.0,0.0,0.153125,0.03626115899672423,3.258838647675815,1.9781173653146864,0.0,0.0,4642.839536150385,3774.800335253996,0.153125,0.03626115899672423,0.1890625,0.05673771696839515
ALL_SCENARIOS,ours_wrench_market_hierarchical,Ours wrench-market hierarchical,0.5313802083333333,0.12784172758764256,0.010629950268817202,0.008028143676063105,886.6666666666666,570.4928529246403,2636.1067148399557,1959.5098064164654,276.00715524496525,221.83897062578467,2.002466133333333,0.0015983290322201247,0.6328125,0.10318078848122426,61.62761448105127,16.434483779070693,3.6588541666666665,0.6375529747188986,zone_summaries_plus_local_wrench_bids,proposed_model_based_hierarchical_scale,hierarchical_wrench_market,model_based,proposed,hierarchical,0,model_based_tuning_optional,13,False,False,zone_hierarchical_wrench_market,0.0046875,0.00924387466109315,15,0.007291666666666667,0.017585357308473052,0.07009974729334482,0.22816208107953836,0.023769801075268816,0.009197951878952665,3.2774733379483223,2.053478749366968,0.7765625,0.08495789069865309,117.22113288818919,69.14728762414269,1.0,0.0,0.14166666666666666,0.04859804423301219,3.155954618902827,2.012330685446804,0.0,0.0,4586.763522740122,3751.656532437107,0.14166666666666666,0.04859804423301219,0.18958333333333333,0.057898905828443356
