source,request_kind,request_fingerprint,status,http_status,attempts,error,cache_file,url,params,elapsed_ms,retry_number,retrieved_at_utc
crossref,stage1b_doi_recovery,77cfb2e746981ec57b9032546a537073ffb1cda91eaa11b16832636fb7d8dcaa,cache_hit,,0,,cache\crossref\77cfb2e746981ec57b9032546a537073ffb1cda91eaa11b16832636fb7d8dcaa.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""Multi-Robot Assignment Algorithm for Tasks with Set Precedence Constraints"", ""rows"": 5}",0,0,2026-09-13T22:43:14.004200+00:00
openalex,stage1b_doi_recovery,43d450711e03440ddc5c634db07c98b89b1cbc3389e481927c82f30d10e61128,cache_hit,,0,,cache\openalex\43d450711e03440ddc5c634db07c98b89b1cbc3389e481927c82f30d10e61128.json,https://api.openalex.org/works,"{""per-page"": 5, ""search"": ""Multi-Robot Assignment Algorithm for Tasks with Set Precedence Constraints""}",0,0,2026-09-13T22:43:14.006164+00:00
crossref,stage1b_doi_recovery,b5554653d574acca1d50bb7e669276b962d6fd03f9c7cf10c54cfb6380064fcc,cache_hit,,0,,cache\crossref\b5554653d574acca1d50bb7e669276b962d6fd03f9c7cf10c54cfb6380064fcc.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""Stochastic Learning Automata for Self-coordination in Heterogeneous Multi-Tasks Selection in Multi-Robot Systems"", ""rows"": 5}",0,0,2026-09-13T22:43:14.007247+00:00
openalex,stage1b_doi_recovery,345fa00d513b8a31f34dc5219c8506a2d6e58908fb7c432a19ad8284b08c5af2,cache_hit,,0,,cache\openalex\345fa00d513b8a31f34dc5219c8506a2d6e58908fb7c432a19ad8284b08c5af2.json,https://api.openalex.org/works,"{""per-page"": 5, ""search"": ""Stochastic Learning Automata for Self-coordination in Heterogeneous Multi-Tasks Selection in Multi-Robot Systems""}",0,0,2026-09-13T22:43:14.008917+00:00
crossref,stage1b_doi_recovery,d30ce4d2604d500a424c018765bd401be714fc47b052660cc4556f2ac20a3de7,cache_hit,,0,,cache\crossref\d30ce4d2604d500a424c018765bd401be714fc47b052660cc4556f2ac20a3de7.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""Market-based Approach to Multi-robot Task Allocation"", ""rows"": 5}",0,0,2026-09-13T22:43:14.009878+00:00
openalex,stage1b_doi_recovery,8c751f54e1ada16628fcdedf36e490366f98ecc6bbbd0c4b50cc39d2e6d8a064,cache_hit,,0,,cache\openalex\8c751f54e1ada16628fcdedf36e490366f98ecc6bbbd0c4b50cc39d2e6d8a064.json,https://api.openalex.org/works,"{""per-page"": 5, ""search"": ""Market-based Approach to Multi-robot Task Allocation""}",0,0,2026-09-13T22:43:14.011777+00:00
crossref,stage1b_doi_recovery,9fd1467f0e47506f3e5d547a79ebc587ae3812b5922c8f0d9d03c0e19fd9b642,cache_hit,,0,,cache\crossref\9fd1467f0e47506f3e5d547a79ebc587ae3812b5922c8f0d9d03c0e19fd9b642.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""A Simultaneous Descending Auction for Task Allocation"", ""rows"": 5}",0,0,2026-09-13T22:43:14.012954+00:00
openalex,stage1b_doi_recovery,6b856b336706409027cb0977dd2339f9c00f8c4a0a2f3231e92763654aecfa90,cache_hit,,0,,cache\openalex\6b856b336706409027cb0977dd2339f9c00f8c4a0a2f3231e92763654aecfa90.json,https://api.openalex.org/works,"{""per-page"": 5, ""search"": ""A Simultaneous Descending Auction for Task Allocation""}",0,0,2026-09-13T22:43:14.014816+00:00
crossref,stage1b_doi_recovery,e66916835d1f8b67601cd06458781ee3d00f4db9c6cd70a208423d3afc8c3c49,cache_hit,,0,,cache\crossref\e66916835d1f8b67601cd06458781ee3d00f4db9c6cd70a208423d3afc8c3c49.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""AUTONOMOUS AND COOPERATIVE MULTI-ROBOT SYSTEM FOR MULTI-OBJECT TRANSPORTATION"", ""rows"": 5}",0,0,2026-09-13T22:43:14.015897+00:00
openalex,stage1b_doi_recovery,7025da9dbee3dc7aead2d1d88c2982493d2b9994ef3f76cd929457612b436046,cache_hit,,0,,cache\openalex\7025da9dbee3dc7aead2d1d88c2982493d2b9994ef3f76cd929457612b436046.json,https://api.openalex.org/works,"{""per-page"": 5, ""search"": ""AUTONOMOUS COOPERATIVE MULTI-ROBOT SYSTEM FOR MULTI-OBJECT TRANSPORTATION""}",0,0,2026-09-13T22:43:14.017959+00:00
crossref,stage1b_doi_recovery,d2005c46c0c2c1cc4ce94d9464d928fb0d46456775c0dfa4aa5b3c2145eb863f,cache_hit,,0,,cache\crossref\d2005c46c0c2c1cc4ce94d9464d928fb0d46456775c0dfa4aa5b3c2145eb863f.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""Multi-Robot Coalition Formation Based on Credit Mechanism"", ""rows"": 5}",0,0,2026-09-13T22:43:14.019058+00:00
openalex,stage1b_doi_recovery,0794de025cdf79b4aaa5ce486da4fd958d3919d61e38730ce14d149a881ade75,cache_hit,,0,,cache\openalex\0794de025cdf79b4aaa5ce486da4fd958d3919d61e38730ce14d149a881ade75.json,https://api.openalex.org/works,"{""per-page"": 5, ""search"": ""Multi-Robot Coalition Formation Based on Credit Mechanism""}",0,0,2026-09-13T22:43:14.020865+00:00
crossref,stage1b_doi_recovery,c17851a22d0a601c50ac636e2121fe6aba54b3009774c0fd1f8d0b43a7029467,cache_hit,,0,,cache\crossref\c17851a22d0a601c50ac636e2121fe6aba54b3009774c0fd1f8d0b43a7029467.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""Simultaneous Allocations of Multiple Tightly-Coupled Multi-Robot Tasks to Coalitions of Heterogeneous Robots"", ""rows"": 5}",0,0,2026-09-13T22:43:14.022023+00:00
openalex,stage1b_doi_recovery,643e8656da85e5faadcaf8921b257e83a6a2029d6b34d77393183baf745d712b,cache_hit,,0,,cache\openalex\643e8656da85e5faadcaf8921b257e83a6a2029d6b34d77393183baf745d712b.json,https://api.openalex.org/works,"{""per-page"": 5, ""search"": ""Simultaneous Allocations of Multiple Tightly-Coupled Multi-Robot Tasks to Coalitions of Heterogeneous Robots""}",0,0,2026-09-13T22:43:14.023755+00:00
crossref,stage1b_doi_recovery,484c54ae67c0e6f87836384252693c04240a56cef5dd96930fb1d36bdd5bca1f,cache_hit,,0,,cache\crossref\484c54ae67c0e6f87836384252693c04240a56cef5dd96930fb1d36bdd5bca1f.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""A Supervisory Control Method for Multi-Robot Task Allocation in Urban Search and Rescue"", ""rows"": 5}",0,0,2026-09-13T22:43:14.024736+00:00
openalex,stage1b_doi_recovery,45ae222e1257aeb80b527ee9058f5f10d415916b9ebb040c6074a41651917985,cache_hit,,0,,cache\openalex\45ae222e1257aeb80b527ee9058f5f10d415916b9ebb040c6074a41651917985.json,https://api.openalex.org/works,"{""per-page"": 5, ""search"": ""A Supervisory Control Method for Multi-Robot Task Allocation in Urban Search Rescue""}",0,0,2026-09-13T22:43:14.027321+00:00
crossref,stage1b_doi_recovery,e1b9b64d29d136b6f216a321329cdcd930179dc04b144d22bc79e73e7cfd85e0,cache_hit,,0,,cache\crossref\e1b9b64d29d136b6f216a321329cdcd930179dc04b144d22bc79e73e7cfd85e0.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""COALITION FORMATION AND TASK ALLOCATION OF MULTIPLE AUTONOMOUS ROBOTS"", ""rows"": 5}",0,0,2026-09-13T22:43:14.029657+00:00
openalex,stage1b_doi_recovery,e79265c9fd30f6f9207ff29a26cdf3b61e626e15e4d54020e4a75cbd0eceece1,cache_hit,,0,,cache\openalex\e79265c9fd30f6f9207ff29a26cdf3b61e626e15e4d54020e4a75cbd0eceece1.json,https://api.openalex.org/works,"{""per-page"": 5, ""search"": ""COALITION FORMATION TASK ALLOCATION OF MULTIPLE AUTONOMOUS ROBOTS""}",0,0,2026-09-13T22:43:14.032770+00:00
crossref,stage1b_doi_recovery,79514e32a74c6f5d21f5a14ab68508970a09c2eed56280811b822721597d2430,cache_hit,,0,,cache\crossref\79514e32a74c6f5d21f5a14ab68508970a09c2eed56280811b822721597d2430.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""Multi-agent Approach for Task Allocation and Scheduling in Cooperative Heterogeneous Multi-Robot Team: Simulation Results"", ""rows"": 5}",0,0,2026-09-13T22:43:14.033883+00:00
openalex,stage1b_doi_recovery,4bdeab950cdf8ad723011e1072e7f2ef1fd388dd65b41b50614eda7cc456c1dd,cache_hit,,0,,cache\openalex\4bdeab950cdf8ad723011e1072e7f2ef1fd388dd65b41b50614eda7cc456c1dd.json,https://api.openalex.org/works,"{""per-page"": 5, ""search"": ""Multi-agent Approach for Task Allocation Scheduling in Cooperative Heterogeneous Multi-Robot Team: Simulation Results""}",0,0,2026-09-13T22:43:14.036016+00:00
crossref,stage1b_doi_recovery,ac0c54dbb860bd42bbe5281abc6b24fd43b21f0b7b8dac9bd7cf4f8c8511b07e,cache_hit,,0,,cache\crossref\ac0c54dbb860bd42bbe5281abc6b24fd43b21f0b7b8dac9bd7cf4f8c8511b07e.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""Auction-based Task Allocation Scheme for Dynamic Coalition Formations in Limited Robotic Swarms with Heterogeneous Capabilities"", ""rows"": 5}",0,0,2026-09-13T22:43:14.037397+00:00
openalex,stage1b_doi_recovery,a5b68284962299dc954e2a3baddf558f3088c09f078e74d2eb87bd16fa3af4ab,cache_hit,,0,,cache\openalex\a5b68284962299dc954e2a3baddf558f3088c09f078e74d2eb87bd16fa3af4ab.json,https://api.openalex.org/works,"{""per-page"": 5, ""search"": ""Auction-based Task Allocation Scheme for Dynamic Coalition Formations in Limited Robotic Swarms with Heterogeneous Capabilities""}",0,0,2026-09-13T22:43:14.039450+00:00
crossref,stage1b_doi_recovery,0bf7e336d788c8308e0683efba83d9e462648260446ccf77e6f709d2ef7d555d,cache_hit,,0,,cache\crossref\0bf7e336d788c8308e0683efba83d9e462648260446ccf77e6f709d2ef7d555d.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""Task Allocation Within a Heterogeneous Multi-Robot System"", ""rows"": 5}",0,0,2026-09-13T22:43:14.040526+00:00
openalex,stage1b_doi_recovery,021a6ecdbd7b7eef09b5dc60d5388cade605cacc9fa6ef603a84cf01aa3091e4,cache_hit,,0,,cache\openalex\021a6ecdbd7b7eef09b5dc60d5388cade605cacc9fa6ef603a84cf01aa3091e4.json,https://api.openalex.org/works,"{""per-page"": 5, ""search"": ""Task Allocation Within a Heterogeneous Multi-Robot System""}",0,0,2026-09-13T22:43:14.042258+00:00
crossref,stage1b_doi_recovery,34e0a37837caf46a7570a2a0f9d974534195469d4c7720b548a6cadb973cc9fa,cache_hit,,0,,cache\crossref\34e0a37837caf46a7570a2a0f9d974534195469d4c7720b548a6cadb973cc9fa.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""A Dynamic Decentralised Coalition Formation Approach for Task Allocation under Tasks Priority Constraints"", ""rows"": 5}",0,0,2026-09-13T22:43:14.043875+00:00
openalex,stage1b_doi_recovery,4bb3c17bfe37508f69373e4f8c74f554ed24a800a6a7e02f8e0bb50365fbbe6c,cache_hit,,0,,cache\openalex\4bb3c17bfe37508f69373e4f8c74f554ed24a800a6a7e02f8e0bb50365fbbe6c.json,https://api.openalex.org/works,"{""per-page"": 5, ""search"": ""A Dynamic Decentralised Coalition Formation Approach for Task Allocation under Tasks Priority Constraints""}",0,0,2026-09-13T22:43:14.046681+00:00
crossref,stage1b_doi_recovery,d48020e7cfb4f70201a5f648fb9734f6e7b9dc2145560f522bef9957fa199ba2,cache_hit,,0,,cache\crossref\d48020e7cfb4f70201a5f648fb9734f6e7b9dc2145560f522bef9957fa199ba2.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""Game theory for multi-access edge computing: survey, use cases, and future trends"", ""rows"": 5}",0,0,2026-09-13T22:43:14.049264+00:00
openalex,stage1b_doi_recovery,5113069032d85ffd41f388e388af76584d2d8974fa4aae8cef75afccc0ab1422,cache_hit,,0,,cache\openalex\5113069032d85ffd41f388e388af76584d2d8974fa4aae8cef75afccc0ab1422.json,https://api.openalex.org/works,"{""per-page"": 5, ""search"": ""Game theory for multi-access edge computing: survey, use cases, future trends""}",0,0,2026-09-13T22:43:14.056366+00:00
crossref,stage1b_doi_recovery,a51b1276310c0005dd5b6670c8386391df9a3278db504b4d7747d7fb72d762ab,cache_hit,,0,,cache\crossref\a51b1276310c0005dd5b6670c8386391df9a3278db504b4d7747d7fb72d762ab.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""Correlation Clustering-based Multi-robot Task Allocation: A Tale of Two Graphs"", ""rows"": 5}",0,0,2026-09-13T22:43:14.058552+00:00
openalex,stage1b_doi_recovery,60ba69f1d86b9c66988dcaa59d93f5f6115495db46881d43d90e91bfd71ba503,cache_hit,,0,,cache\openalex\60ba69f1d86b9c66988dcaa59d93f5f6115495db46881d43d90e91bfd71ba503.json,https://api.openalex.org/works,"{""per-page"": 5, ""search"": ""Correlation Clustering-based Multi-robot Task Allocation: A Tale of Two Graphs""}",0,0,2026-09-13T22:43:14.061588+00:00
crossref,stage1b_doi_recovery,2ed826e031dd74c026f9e7af5e354acc3672b6023691a10e61b770cc4ff5ca9b,cache_hit,,0,,cache\crossref\2ed826e031dd74c026f9e7af5e354acc3672b6023691a10e61b770cc4ff5ca9b.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""Loosely Coupled Payload Transport System with Robot Replacement"", ""rows"": 5}",0,0,2026-09-13T22:43:14.062843+00:00
openalex,stage1b_doi_recovery,82a1886843240c949d97ae53cd6d673eece4401a5cfa616ca2a31fa4777bbb54,cache_hit,,0,,cache\openalex\82a1886843240c949d97ae53cd6d673eece4401a5cfa616ca2a31fa4777bbb54.json,https://api.openalex.org/works,"{""per-page"": 5, ""search"": ""Loosely Coupled Payload Transport System with Robot Replacement""}",0,0,2026-09-13T22:43:14.065192+00:00
crossref,stage1b_doi_recovery,94a9fea43b88526d6b51d7b9086860bfab57631144e29a1cf929755daf33b1e0,cache_hit,,0,,cache\crossref\94a9fea43b88526d6b51d7b9086860bfab57631144e29a1cf929755daf33b1e0.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""ROSM - Robotic Oil Spill Mitigation"", ""rows"": 5}",0,0,2026-09-13T22:43:14.066371+00:00
openalex,stage1b_doi_recovery,25e0bd4fe033adb3def73230ccf578da91353ad2e5ac27438df1f0b7fb7cb76c,cache_hit,,0,,cache\openalex\25e0bd4fe033adb3def73230ccf578da91353ad2e5ac27438df1f0b7fb7cb76c.json,https://api.openalex.org/works,"{""per-page"": 5, ""search"": ""ROSM - Robotic Oil Spill Mitigation""}",0,0,2026-09-13T22:43:14.068211+00:00
crossref,stage1b_doi_recovery,6f8352183592e3b21880ee74b8f159ee14d09b7c66b905408d7e8d63be8040be,cache_hit,,0,,cache\crossref\6f8352183592e3b21880ee74b8f159ee14d09b7c66b905408d7e8d63be8040be.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""Distributed Fuzzy Semi-Infinite Auction Based Optimization for Cooperative Robots Tasks Allocation"", ""rows"": 5}",0,0,2026-09-13T22:43:14.069389+00:00
openalex,stage1b_doi_recovery,e128f52940e11d47850003171b1f4f7e127b67cefcf3e275360fedd93db96cca,cache_hit,,0,,cache\openalex\e128f52940e11d47850003171b1f4f7e127b67cefcf3e275360fedd93db96cca.json,https://api.openalex.org/works,"{""per-page"": 5, ""search"": ""Distributed Fuzzy Semi-Infinite Auction Based Optimization for Cooperative Robots Tasks Allocation""}",0,0,2026-09-13T22:43:14.071247+00:00
crossref,stage1b_doi_recovery,7de8fbb1ba4909617c56b31c95d975d176b91aaa45619213a0df668ee4642624,cache_hit,,0,,cache\crossref\7de8fbb1ba4909617c56b31c95d975d176b91aaa45619213a0df668ee4642624.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""Dynamic Multi-Robot Coalition Formation: Precision Agriculture Case Study"", ""rows"": 5}",0,0,2026-09-13T22:43:14.072233+00:00
openalex,stage1b_doi_recovery,11b3bd550f3a42ae92235de0913ad9ac73010999a601d9c3af10bf0a8b8fc7f2,cache_hit,,0,,cache\openalex\11b3bd550f3a42ae92235de0913ad9ac73010999a601d9c3af10bf0a8b8fc7f2.json,https://api.openalex.org/works,"{""per-page"": 5, ""search"": ""Dynamic Multi-Robot Coalition Formation: Precision Agriculture Case Study""}",0,0,2026-09-13T22:43:14.074041+00:00
crossref,stage1b_doi_recovery,eebb5df645ca9f8e4c8c7c4f54451166eb0386212c66f2e0e5d790ec68f7ccf4,cache_hit,,0,,cache\crossref\eebb5df645ca9f8e4c8c7c4f54451166eb0386212c66f2e0e5d790ec68f7ccf4.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""Efficiency of Fuzzy Task Assignment in Heterogeneous Multi-robot System"", ""rows"": 5}",0,0,2026-09-13T22:43:14.075288+00:00
openalex,stage1b_doi_recovery,8b867d5cf106f9cf5fa784ac3119a61d793a52c36f3afd0e0f8f683d245e293f,cache_hit,,0,,cache\openalex\8b867d5cf106f9cf5fa784ac3119a61d793a52c36f3afd0e0f8f683d245e293f.json,https://api.openalex.org/works,"{""per-page"": 5, ""search"": ""Efficiency of Fuzzy Task Assignment in Heterogeneous Multi-robot System""}",0,0,2026-09-13T22:43:14.078367+00:00
crossref,stage1b_doi_recovery,5b884c1d077d6581ab0d06a83c53eed93e35b5b0fcba5eddb82db002da2c1574,cache_hit,,0,,cache\crossref\5b884c1d077d6581ab0d06a83c53eed93e35b5b0fcba5eddb82db002da2c1574.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""Task Allocation for Heterogeneous Multi-Robot Systems with Diverse Capabilities"", ""rows"": 5}",0,0,2026-09-13T22:43:14.080202+00:00
openalex,stage1b_doi_recovery,b4c09387802fd641da958742ba46155b8c9a6eab90894611f63ccc210789f201,cache_hit,,0,,cache\openalex\b4c09387802fd641da958742ba46155b8c9a6eab90894611f63ccc210789f201.json,https://api.openalex.org/works,"{""per-page"": 5, ""search"": ""Task Allocation for Heterogeneous Multi-Robot Systems with Diverse Capabilities""}",0,0,2026-09-13T22:43:14.082381+00:00
crossref,stage1b_doi_recovery,7f8886556f266cc7ff4711a07301f7aa949a7794c8cf942bbd00f931b992a62b,cache_hit,,0,,cache\crossref\7f8886556f266cc7ff4711a07301f7aa949a7794c8cf942bbd00f931b992a62b.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""Extending Consensus-based Task Allocation Algorithms with Bid Intercession to Foster Mixed-Initiative"", ""rows"": 5}",0,0,2026-09-13T22:43:14.083537+00:00
