candidate_id,title,original_doi,recovered_doi,status,method,observations
C1D06681653AF,Stochastic Learning Automata for Self-coordination in Heterogeneous Multi-Tasks Selection in Multi-Robot Systems,,,not_recovered,,"[{""accepted"": false, ""doi"": ""10.20868/upm.thesis.14922"", ""reason"": ""title_below_threshold"", ""score"": 68.6084142394822, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1007/978-3-642-25324-9_38"", ""reason"": ""first_author_incompatible"", ""score"": 100.0, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1016/j.robot.2012.07.008"", ""reason"": ""title_below_threshold"", ""score"": 82.03125, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1007/978-3-642-21344-1_4"", ""reason"": ""title_below_threshold"", ""score"": 65.3061224489796, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.5772/5481"", ""reason"": ""title_below_threshold"", ""score"": 44.97041420118343, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1007/978-3-642-25324-9_38"", ""reason"": ""first_author_incompatible"", ""score"": 100.0, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1613/jair.4818"", ""reason"": ""title_below_threshold"", ""score"": 38.55421686746988, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1007/s10846-021-01378-2"", ""reason"": ""title_below_threshold"", ""score"": 45.05494505494505, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1016/j.robot.2012.07.008"", ""reason"": ""title_below_threshold"", ""score"": 82.03125, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1145/3342355"", ""reason"": ""title_below_threshold"", ""score"": 48.044692737430175, ""source"": ""openalex""}]"
C8BD69634C50C,Market-based Approach to Multi-robot Task Allocation,,10.1109/icbr.2013.6729278,recovered,crossref;openalex,"[{""accepted"": true, ""doi"": ""10.1109/icbr.2013.6729278"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.15607/rss.2013.ix.033"", ""reason"": ""title_below_threshold"", ""score"": 65.57377049180329, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1109/icat.2009.5348428"", ""reason"": ""title_below_threshold"", ""score"": 56.3758389261745, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.5220/0006197305670574"", ""reason"": ""title_below_threshold"", ""score"": 72.44094488188976, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.2316/journal.206.2012.4.206-3651"", ""reason"": ""title_below_threshold"", ""score"": 62.5, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1155/2013/256524"", ""reason"": ""title_below_threshold"", ""score"": 68.87417218543047, ""source"": ""openalex""}, {""accepted"": true, ""doi"": ""10.1109/icbr.2013.6729278"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1016/s0921-8890(02)00372-x"", ""reason"": ""title_below_threshold"", ""score"": 39.56043956043956, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1016/j.robot.2023.104492"", ""reason"": ""title_below_threshold"", ""score"": 50.34013605442177, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1177/0278364906061160"", ""reason"": ""title_below_threshold"", ""score"": 56.60377358490566, ""source"": ""openalex""}]"
C6F1BB9317074,A Simultaneous Descending Auction for Task Allocation,,10.1109/smc.2014.6973937,recovered,crossref;openalex,"[{""accepted"": true, ""doi"": ""10.1109/smc.2014.6973937"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.2139/ssrn.2706732"", ""reason"": ""title_below_threshold"", ""score"": 46.616541353383454, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1109/tase.2026.3722233/mm1"", ""reason"": ""title_below_threshold"", ""score"": 38.04347826086957, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1109/tmc.2025.3549504/mm1"", ""reason"": ""title_below_threshold"", ""score"": 46.706586826347305, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.3390/app10093264"", ""reason"": ""title_below_threshold"", ""score"": 60.504201680672274, ""source"": ""crossref""}, {""accepted"": true, ""doi"": ""10.1109/smc.2014.6973937"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1007/s10458-011-9168-3"", ""reason"": ""title_below_threshold"", ""score"": 48.97959183673469, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.3386/w12785"", ""reason"": ""title_below_threshold"", ""score"": 38.23529411764706, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1016/j.future.2019.02.062"", ""reason"": ""title_below_threshold"", ""score"": 41.95804195804196, ""source"": ""openalex""}]"
C2C016B0608CA,AUTONOMOUS AND COOPERATIVE MULTI-ROBOT SYSTEM FOR MULTI-OBJECT TRANSPORTATION,,10.1109/iccse.2014.6926456,recovered,crossref,"[{""accepted"": false, ""doi"": ""10.70675/fbc954bfz857cz4615z9f25z07850a7e7eb8"", ""reason"": ""title_below_threshold"", ""score"": 49.6124031007752, ""source"": ""crossref""}, {""accepted"": true, ""doi"": ""10.1109/iccse.2014.6926456"", ""reason"": ""accepted_metadata_match"", ""score"": 99.34640522875817, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1109/sii.2011.6147538"", ""reason"": ""title_below_threshold"", ""score"": 66.66666666666667, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.3724/sp.j.1218.2011.00169"", ""reason"": ""title_below_threshold"", ""score"": 50.617283950617285, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1109/lra.2021.3092305"", ""reason"": ""title_below_threshold"", ""score"": 52.02312138728325, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.5772/57313"", ""reason"": ""title_below_threshold"", ""score"": 49.20634920634921, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.3389/frobt.2018.00059"", ""reason"": ""title_below_threshold"", ""score"": 53.41614906832298, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1109/tvt.2020.3034800"", ""reason"": ""title_below_threshold"", ""score"": 43.0939226519337, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1007/s40534-016-0117-3"", ""reason"": ""title_below_threshold"", ""score"": 54.33526011560694, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1016/0004-3702(94)00020-2"", ""reason"": ""title_below_threshold"", ""score"": 50.86705202312138, ""source"": ""openalex""}]"
CB3742FD72346,Multi-Robot Coalition Formation Based on Credit Mechanism,,10.1109/iecon.2014.7049046,recovered,crossref;openalex,"[{""accepted"": true, ""doi"": ""10.1109/iecon.2014.7049046"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1007/4-431-35881-1_23"", ""reason"": ""title_below_threshold"", ""score"": 61.386138613861384, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1109/lra.2025.3592080/mm1"", ""reason"": ""title_below_threshold"", ""score"": 46.4516129032258, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1007/1-4020-3389-3_2"", ""reason"": ""title_below_threshold"", ""score"": 63.26530612244898, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1109/tase.2024.3395283/mm1"", ""reason"": ""title_below_threshold"", ""score"": 50.60240963855422, ""source"": ""crossref""}, {""accepted"": true, ""doi"": ""10.1109/iecon.2014.7049046"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1177/0306312712471581"", ""reason"": ""title_below_threshold"", ""score"": 46.03174603174603, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1145/3611652"", ""reason"": ""title_below_threshold"", ""score"": 44.24778761061947, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1007/s10458-019-09433-x"", ""reason"": ""title_below_threshold"", ""score"": 50.0, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1007/s43154-022-00087-4"", ""reason"": ""title_below_threshold"", ""score"": 44.21052631578948, ""source"": ""openalex""}]"
C8E6FFA8BCB26,Simultaneous Allocations of Multiple Tightly-Coupled Multi-Robot Tasks to Coalitions of Heterogeneous Robots,,10.1109/robio.2014.7090496,recovered,crossref;openalex,"[{""accepted"": true, ""doi"": ""10.1109/robio.2014.7090496"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1023/b:auro.0000032939.08597.62"", ""reason"": ""title_below_threshold"", ""score"": 44.80874316939891, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1109/tro.2012.2228135"", ""reason"": ""title_below_threshold"", ""score"": 54.054054054054056, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1109/iros.2004.1389486"", ""reason"": ""title_below_threshold"", ""score"": 53.333333333333336, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1109/secon.2008.4494285"", ""reason"": ""title_below_threshold"", ""score"": 53.65853658536586, ""source"": ""crossref""}, {""accepted"": true, ""doi"": ""10.1109/robio.2014.7090496"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1016/j.robot.2023.104492"", ""reason"": ""title_below_threshold"", ""score"": 50.24630541871922, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1007/s10846-021-01378-2"", ""reason"": ""title_below_threshold"", ""score"": 39.32584269662921, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1016/j.robot.2010.03.011"", ""reason"": ""title_below_threshold"", ""score"": 44.311377245508986, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1007/s10514-010-9202-3"", ""reason"": ""title_below_threshold"", ""score"": 43.01075268817204, ""source"": ""openalex""}]"
CD80725C8005C,A Supervisory Control Method for Multi-Robot Task Allocation in Urban Search and Rescue,,10.1109/ssrr.2015.7443000,recovered,crossref;openalex,"[{""accepted"": true, ""doi"": ""10.1109/ssrr.2015.7443000"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.2139/ssrn.4412989"", ""reason"": ""title_below_threshold"", ""score"": 64.36781609195403, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.4172/2168-9695-c1-010"", ""reason"": ""title_below_threshold"", ""score"": 57.14285714285714, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.5220/0006661106220629"", ""reason"": ""title_below_threshold"", ""score"": 62.42774566473989, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.2514/6.2016-1377"", ""reason"": ""title_below_threshold"", ""score"": 63.90532544378698, ""source"": ""crossref""}, {""accepted"": true, ""doi"": ""10.1109/ssrr.2015.7443000"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1109/access.2020.3030190"", ""reason"": ""title_below_threshold"", ""score"": 45.30386740331491, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.5898/jhri.3.2.beer"", ""reason"": ""title_below_threshold"", ""score"": 45.962732919254655, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1207/s15327051hci1901&2_5"", ""reason"": ""title_below_threshold"", ""score"": 48.0, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1109/access.2021.3108177"", ""reason"": ""title_below_threshold"", ""score"": 43.61702127659575, ""source"": ""openalex""}]"
C0699BBDDB6B3,COALITION FORMATION AND TASK ALLOCATION OF MULTIPLE AUTONOMOUS ROBOTS,,10.1109/icscn.2015.7219891,recovered,openalex,"[{""accepted"": false, ""doi"": ""10.1109/icscn.2015.7219891"", ""reason"": ""first_author_incompatible"", ""score"": 100.0, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1007/s10514-026-10244-9"", ""reason"": ""title_below_threshold"", ""score"": 45.81005586592178, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1109/smc.2019.8913863"", ""reason"": ""title_below_threshold"", ""score"": 73.23943661971832, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.70675/62ce1b4dzb594z487az87f8z50d07462d5d8"", ""reason"": ""title_below_threshold"", ""score"": 46.540880503144656, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1007/s11370-021-00372-9"", ""reason"": ""title_below_threshold"", ""score"": 68.87417218543047, ""source"": ""crossref""}, {""accepted"": true, ""doi"": ""10.1109/icscn.2015.7219891"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1109/tro.2009.2024997"", ""reason"": ""title_below_threshold"", ""score"": 56.52173913043479, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1016/j.robot.2023.104492"", ""reason"": ""title_below_threshold"", ""score"": 51.21951219512195, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1109/twc.2019.2935201"", ""reason"": ""title_below_threshold"", ""score"": 50.68493150684932, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1002/rob.20222"", ""reason"": ""title_below_threshold"", ""score"": 41.891891891891895, ""source"": ""openalex""}]"
C8DD9BA5AB960,Multi-agent Approach for Task Allocation and Scheduling in Cooperative Heterogeneous Multi-Robot Team: Simulation Results,,10.1109/indin.2015.7281731,recovered,crossref;openalex,"[{""accepted"": true, ""doi"": ""10.1109/indin.2015.7281731"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1109/lra.2025.3534682/mm2"", ""reason"": ""title_below_threshold"", ""score"": 53.39366515837104, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1109/lra.2025.3534682/mm1"", ""reason"": ""title_below_threshold"", ""score"": 53.39366515837104, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.5220/0001633800030013"", ""reason"": ""title_below_threshold"", ""score"": 59.00000000000001, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1109/mrs60187.2023.10416795"", ""reason"": ""title_below_threshold"", ""score"": 41.8848167539267, ""source"": ""crossref""}, {""accepted"": true, ""doi"": ""10.1109/indin.2015.7281731"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1016/s0921-8890(02)00372-x"", ""reason"": ""title_below_threshold"", ""score"": 36.47798742138365, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.5772/57313"", ""reason"": ""title_below_threshold"", ""score"": 37.8698224852071, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1109/twc.2019.2935201"", ""reason"": ""title_below_threshold"", ""score"": 46.700507614213194, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1016/j.robot.2013.09.004"", ""reason"": ""title_below_threshold"", ""score"": 33.532934131736525, ""source"": ""openalex""}]"
CA9CBD7084118,Auction-based Task Allocation Scheme for Dynamic Coalition Formations in Limited Robotic Swarms with Heterogeneous Capabilities,,10.1109/intelse.2016.7475122,recovered,crossref;openalex,"[{""accepted"": true, ""doi"": ""10.1109/intelse.2016.7475122"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.28948/ngumuh.1456928"", ""reason"": ""title_below_threshold"", ""score"": 50.256410256410255, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.3390/s22062122"", ""reason"": ""title_below_threshold"", ""score"": 48.167539267015705, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.3390/app10093264"", ""reason"": ""title_below_threshold"", ""score"": 40.41450777202073, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1007/s12046-020-01330-4"", ""reason"": ""title_below_threshold"", ""score"": 51.06382978723405, ""source"": ""crossref""}, {""accepted"": true, ""doi"": ""10.1109/intelse.2016.7475122"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1109/tits.2020.3041345"", ""reason"": ""title_below_threshold"", ""score"": 48.22134387351779, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1016/j.robot.2023.104492"", ""reason"": ""title_below_threshold"", ""score"": 41.44144144144144, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.23919/csms.2021.0022"", ""reason"": ""title_below_threshold"", ""score"": 48.57142857142858, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1145/3611652"", ""reason"": ""title_below_threshold"", ""score"": 36.065573770491795, ""source"": ""openalex""}]"
C9550419DA5CD,Task Allocation Within a Heterogeneous Multi-Robot System,,10.1109/cyberi.2016.7438627,recovered,crossref,"[{""accepted"": true, ""doi"": ""10.1109/cyberi.2016.7438627"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1109/tase.2026.3717449/mm1"", ""reason"": ""title_below_threshold"", ""score"": 55.91397849462365, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1109/lra.2025.3534682/mm1"", ""reason"": ""title_below_threshold"", ""score"": 41.77215189873418, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1109/lra.2025.3534682/mm2"", ""reason"": ""title_below_threshold"", ""score"": 40.50632911392405, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.5220/0001633800030013"", ""reason"": ""title_below_threshold"", ""score"": 75.91240875912408, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1109/cyberi.2016.7438627"", ""reason"": ""first_author_incompatible"", ""score"": 100.0, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1016/s0921-8890(02)00372-x"", ""reason"": ""title_below_threshold"", ""score"": 43.75, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.5772/57313"", ""reason"": ""title_below_threshold"", ""score"": 45.28301886792453, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1016/j.robot.2013.09.004"", ""reason"": ""title_below_threshold"", ""score"": 38.46153846153846, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1109/robot.2007.363990"", ""reason"": ""title_below_threshold"", ""score"": 36.47058823529412, ""source"": ""openalex""}]"
C3DCADB7D1808,A Dynamic Decentralised Coalition Formation Approach for Task Allocation under Tasks Priority Constraints,,10.1109/icar.2017.8023526,recovered,crossref;openalex,"[{""accepted"": true, ""doi"": ""10.1109/icar.2017.8023526"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1109/iros58592.2024.10801429"", ""reason"": ""title_below_threshold"", ""score"": 64.86486486486487, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.2139/ssrn.7202960"", ""reason"": ""title_below_threshold"", ""score"": 57.29166666666667, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1109/tase.2026.3722233/mm1"", ""reason"": ""title_below_threshold"", ""score"": 64.40677966101696, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.70675/62ce1b4dzb594z487az87f8z50d07462d5d8"", ""reason"": ""title_below_threshold"", ""score"": 48.2051282051282, ""source"": ""crossref""}, {""accepted"": true, ""doi"": ""10.1109/icar.2017.8023526"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1609/aaai.v28i1.8889"", ""reason"": ""title_below_threshold"", ""score"": 56.17977528089888, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1016/j.rser.2020.109899"", ""reason"": ""title_below_threshold"", ""score"": 43.60189573459715, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1016/j.robot.2022.104314"", ""reason"": ""title_below_threshold"", ""score"": 43.90243902439024, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1016/j.robot.2010.03.011"", ""reason"": ""title_below_threshold"", ""score"": 47.5609756097561, ""source"": ""openalex""}]"
C2B6004D05A06,"Game theory for multi-access edge computing: survey, use cases, and future trends",,10.1109/comst.2018.2863030,recovered,crossref;openalex,"[{""accepted"": true, ""doi"": ""10.1109/comst.2018.2863030"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1016/j.adhoc.2022.103044"", ""reason"": ""title_below_threshold"", ""score"": 73.14285714285714, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1002/9781119551713.ch2"", ""reason"": ""title_below_threshold"", ""score"": 61.06870229007634, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.4018/978-1-6684-5700-9.ch012"", ""reason"": ""title_below_threshold"", ""score"": 63.23529411764706, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.36227/techrxiv.21777548"", ""reason"": ""title_below_threshold"", ""score"": 57.53424657534247, ""source"": ""crossref""}, {""accepted"": true, ""doi"": ""10.1109/comst.2018.2863030"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1109/comst.2017.2705720"", ""reason"": ""title_below_threshold"", ""score"": 56.98924731182795, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1186/s40537-019-0197-0"", ""reason"": ""title_below_threshold"", ""score"": 39.69465648854962, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1109/comst.2018.2849509"", ""reason"": ""title_below_threshold"", ""score"": 58.666666666666664, ""source"": ""openalex""}]"
C75B1DEBFD8C8,Correlation Clustering-based Multi-robot Task Allocation: A Tale of Two Graphs,,,not_recovered,,"[{""accepted"": false, ""doi"": ""10.1145/3381307.3381308"", ""reason"": ""title_below_threshold"", ""score"": 84.21052631578947, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1145/3297280.3297369"", ""reason"": ""title_below_threshold"", ""score"": 71.33757961783441, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1080/01969722.2019.1677334"", ""reason"": ""title_below_threshold"", ""score"": 61.935483870967744, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1007/s12065-026-01257-5"", ""reason"": ""title_below_threshold"", ""score"": 64.44444444444444, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.5772/13106"", ""reason"": ""title_below_threshold"", ""score"": 54.54545454545454, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1016/j.comnet.2021.108177"", ""reason"": ""title_below_threshold"", ""score"": 41.41414141414141, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1016/j.heliyon.2024.e25383"", ""reason"": ""title_below_threshold"", ""score"": 41.666666666666664, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1109/access.2021.3130900"", ""reason"": ""title_below_threshold"", ""score"": 43.27485380116959, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1007/s10586-022-03658-4"", ""reason"": ""title_below_threshold"", ""score"": 46.15384615384615, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.65109/lvju5196"", ""reason"": ""title_below_threshold"", ""score"": 51.127819548872175, ""source"": ""openalex""}]"
CB2F6798CEDFA,Loosely Coupled Payload Transport System with Robot Replacement,,10.48550/arxiv.1904.03049,recovered,openalex,"[{""accepted"": false, ""doi"": ""10.1109/mrs.2019.8901069"", ""reason"": ""title_below_threshold"", ""score"": 39.32584269662921, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.70675/3975215dzddaaz4788zab74z31aa36a0befe"", ""reason"": ""title_below_threshold"", ""score"": 49.36708860759494, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.23860/diss-3519"", ""reason"": ""title_below_threshold"", ""score"": 40.789473684210535, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.2139/ssrn.2521233"", ""reason"": ""title_below_threshold"", ""score"": 48.58757062146892, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.2172/821067"", ""reason"": ""title_below_threshold"", ""score"": 38.35616438356164, ""source"": ""crossref""}, {""accepted"": true, ""doi"": ""10.48550/arxiv.1904.03049"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1016/j.cogr.2021.06.001"", ""reason"": ""title_below_threshold"", ""score"": 38.57142857142857, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.3389/frobt.2023.1240276"", ""reason"": ""title_below_threshold"", ""score"": 39.473684210526315, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.5772/8826"", ""reason"": ""title_below_threshold"", ""score"": 44.5945945945946, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1109/access.2021.3115981"", ""reason"": ""title_below_threshold"", ""score"": 39.02439024390244, ""source"": ""openalex""}]"
C41CC9E78DED1,ROSM - Robotic Oil Spill Mitigation,,10.1109/oceanse.2019.8867213,recovered,crossref;openalex,"[{""accepted"": true, ""doi"": ""10.1109/oceanse.2019.8867213"", ""reason"": ""accepted_metadata_match"", ""score"": 98.50746268656717, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1016/s1353-2561(02)00056-7"", ""reason"": ""title_below_threshold"", ""score"": 36.87943262411347, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.7901/2169-3358-2017.1.2017-351"", ""reason"": ""title_below_threshold"", ""score"": 37.03703703703704, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.7901/2169-3358-2017.1.3011"", ""reason"": ""title_below_threshold"", ""score"": 41.379310344827594, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.2172/5826420"", ""reason"": ""title_below_threshold"", ""score"": 72.22222222222221, ""source"": ""crossref""}, {""accepted"": true, ""doi"": ""10.1109/oceanse.2019.8867213"", ""reason"": ""accepted_metadata_match"", ""score"": 98.50746268656717, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.3390/microorganisms9112285"", ""reason"": ""title_below_threshold"", ""score"": 31.16883116883117, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.3390/s24175678"", ""reason"": ""title_below_threshold"", ""score"": 33.333333333333336, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1186/s41072-026-00240-8"", ""reason"": ""title_below_threshold"", ""score"": 31.11111111111111, ""source"": ""openalex""}]"
