method,n_worlds,closed_rate,value_ratio_mean,partial_fraction_mean,excess_fraction_mean,objective_gap_mean,runtime_ms_median
greedy_q,2,1.0,1.0,0.0,0.0,0.018795860388264085,0.27129999944008887
milp_q,2,1.0,1.0,0.0,0.0,0.0,6.389599991962314
smith_linear_qr,2,1.0,0.8916060098556029,0.0,0.0,0.9147713931431141,0.1427000024705194
smith_qr,2,1.0,0.8916060098556029,0.0,0.0,0.9226171383635973,0.15810001059435308
smith_raw,2,0.0,0.0,0.0,0.5625,6.966527792656286,53.27740000211634
smith_raw_no_excess,2,0.0,0.0,0.0,0.5625,6.966527792656286,49.35694999585394
