scenario_generator,scenario_variant_id,method,method_label,seed,transport_mode,n_robots,n_loads,objective,key_metrics,snapshot,video
formation_corridor_push,formation_corridor_push_v00,reference_centralized_mpc_cbf_cargo,Reference centralized MPC-CBF cargo,6651,cargo,6,2,"Move the selected payload from initial pose to target pose while preserving slot formation, wrench feasibility and obstacle/traffic clearance.",transport_success=1.0000; target_reached=1.0000; pose_error_m=0.000316; orientation_error_deg=4.26e-10; formation_break=0.0686; wrench_residual=0.0887; collision_rate=0.0000,results\sp5\SP5_MC_explicit_control_law\figures\sp5_formation-corridor-push_reference_model-based-reference_centralized_cargo_time-expanded-mpc-cbf-cargo_reference-centralized-mpc-cbf-cargo_seed6651.png,results\sp5\SP5_MC_explicit_control_law\videos\sp5_formation-corridor-push_reference_model-based-reference_centralized_cargo_time-expanded-mpc-cbf-cargo_reference-centralized-mpc-cbf-cargo_seed6651.mp4
monte_carlo,monte_carlo_multi_group_crossing_push_seed6661,reference_centralized_mpc_cbf_cargo,Reference centralized MPC-CBF cargo,6661,cargo,8,3,"Move the selected payload from initial pose to target pose while preserving slot formation, wrench feasibility and obstacle/traffic clearance.",transport_success=1.0000; target_reached=1.0000; pose_error_m=0.000365; orientation_error_deg=5.62e-11; formation_break=0.0000; wrench_residual=0.0775; collision_rate=0.0000,results\sp5\SP5_MC_explicit_control_law\figures\sp5_monte-carlo_reference_model-based-reference_centralized_cargo_time-expanded-mpc-cbf-cargo_reference-centralized-mpc-cbf-cargo_seed6661.png,results\sp5\SP5_MC_explicit_control_law\videos\sp5_monte-carlo_reference_model-based-reference_centralized_cargo_time-expanded-mpc-cbf-cargo_reference-centralized-mpc-cbf-cargo_seed6661.mp4
multi_group_crossing_push,multi_group_crossing_push_v00,reference_centralized_mpc_cbf_cargo,Reference centralized MPC-CBF cargo,6661,cargo,8,3,"Move the selected payload from initial pose to target pose while preserving slot formation, wrench feasibility and obstacle/traffic clearance.",transport_success=1.0000; target_reached=1.0000; pose_error_m=0.000662; orientation_error_deg=1.02e-10; formation_break=0.0574; wrench_residual=0.0959; collision_rate=0.0000,results\sp5\SP5_MC_explicit_control_law\figures\sp5_multi-group-crossing-push_reference_model-based-reference_centralized_cargo_time-expanded-mpc-cbf-cargo_reference-centralized-mpc-cbf-cargo_seed6661.png,results\sp5\SP5_MC_explicit_control_law\videos\sp5_multi-group-crossing-push_reference_model-based-reference_centralized_cargo_time-expanded-mpc-cbf-cargo_reference-centralized-mpc-cbf-cargo_seed6661.mp4
overactuated_push_drag,overactuated_push_drag_v00,reference_centralized_mpc_cbf_cargo,Reference centralized MPC-CBF cargo,6655,cargo,10,2,"Move the selected payload from initial pose to target pose while preserving slot formation, wrench feasibility and obstacle/traffic clearance.",transport_success=1.0000; target_reached=1.0000; pose_error_m=9.92e-05; orientation_error_deg=2.86e-10; formation_break=0.0040; wrench_residual=0.0784; collision_rate=0.0000,results\sp5\SP5_MC_explicit_control_law\figures\sp5_overactuated-push-drag_reference_model-based-reference_centralized_cargo_time-expanded-mpc-cbf-cargo_reference-centralized-mpc-cbf-cargo_seed6655.png,results\sp5\SP5_MC_explicit_control_law\videos\sp5_overactuated-push-drag_reference_model-based-reference_centralized_cargo_time-expanded-mpc-cbf-cargo_reference-centralized-mpc-cbf-cargo_seed6655.mp4
