experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,method_allocator,transport_mode,scenario_transport_mode,selected_load_id,selected_load_index,n_robots,n_loads,world_size_m,obstacle_count,mobile_group_count,robot_radius_m,formation_tolerance_m,pose_tolerance_m,orientation_tolerance_rad,dt_s,horizon_s,pickup_horizon_s,communication_radius,selected_task_load,pickup_success,target_reached,transport_success,final_position_error_m,final_orientation_error_rad,final_orientation_error_deg,mean_position_error_m,formation_integrity_rate,formation_broken_rate,max_formation_error_m,mean_formation_error_m,mean_wrench_residual_norm,max_wrench_residual_norm,collision_count,collision_rate,safety_violation_count,min_robot_clearance_m,min_obstacle_clearance_m,min_mobile_group_clearance_m,min_load_clearance_m,travel_distance_m,load_travel_distance_m,path_efficiency_ratio,energy_proxy_wh,mean_speed_mps,max_speed_mps,max_speed_violation_mps,pickup_complete_time_s,completion_time_s,assigned_robots,idle_robots,communication_messages,runtime_ms,score_value,reference_score_value,signed_score_delta_vs_reference,performance_gap_vs_reference,optimality_gap_vs_reference
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6651,sota_centralized_cbf_push,SOTA centralized CBF push,sota,centralized,baseline,cbf_payload_push_drag,baseline_sota_centralized_push_drag,none,centralized_cbf_payload_velocity_projection,global_payload_robot_traffic_state,0,6,False,False,wrench_greedy,push_drag,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,False,False,10.593980784983335,7.896586455835575e-07,4.524410764795473e-05,11.280121771937946,0.947261663286004,0.05273833671399597,4.71171732034173,0.4674652117646687,0.8541052941148536,1.0,0,0.0,0,0.11499999999999899,0.11500000000000005,0.11499999999999982,0.10799105782128593,58.07258193993935,10.039263576709242,1.0,616.178012196619,0.12744723130850735,0.8046309160030054,0.0,7.000000000000001,76.0,4,2,16290,1114.9820000864565,-105.20318416208376,292.12019786102735,-397.3233820231111,1.0,1.0
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6651,sota_decentralized_vo_push,SOTA decentralized VO push,sota,decentralized,baseline,velocity_obstacle_push_drag,baseline_sota_decentralized_push_drag,none,distributed_velocity_obstacle_payload_tracking,local_relative_traffic_state,0,6,False,False,cbba_wrench_score,push_drag,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,False,False,4.571386053570862,0.0030138108299948563,0.1726786408095249,8.794441420375795,0.9249492900608519,0.07505070993914809,4.71171732034173,0.5212157158088713,0.7109064794262289,1.0002434984138342,0,0.0,0,0.11499999999999888,0.11500000000000005,0.08000099999999954,0.08000099999999932,94.76749706751183,19.43624261934048,0.8005525708577772,1025.7679974800703,0.20775715653647206,0.7696469631333095,0.0,7.000000000000001,76.0,4,2,16290,1102.460699970834,-64.6939059632097,292.12019786102735,-356.81410382423707,1.0,1.0
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6651,sota_decentralized_vo_cargo,SOTA decentralized VO cargo,sota,decentralized,baseline,velocity_obstacle_cargo,baseline_sota_decentralized_cargo,none,distributed_velocity_obstacle_cargo_transport,local_relative_traffic_state,0,6,False,False,cbba_wrench_score,cargo,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,True,True,0.0009150551041464045,2.9442892568454226e-10,1.6869534808295234e-08,4.958642903267453,0.8843813387423936,0.11561866125760645,4.71171732034173,0.48117493365899433,0.12275685691219712,1.0,0,0.0,0,0.1149999999999991,0.11500000000000005,0.08000099999999943,0.08000099999999943,91.14011052875037,19.55677018038882,0.7956187986670489,996.002492627003,0.19993321363032476,0.7450475316810696,0.0,7.000000000000001,41.160000000000004,4,2,16290,576.034800033085,289.7807418725912,292.12019786102735,-2.339455988436157,0.008008538969801481,0.008008538969801481
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6651,ours_tensor_game_push,Ours tensor-game push,model_based,decentralized,proposed,smooth_tensor_game_wrench_push,proposed_model_based_decentralized_push_drag,model_based_tuning_optional,distributed_tensor_game_wrench_transport,local_tensor_field_and_wrench_residual,0,9,False,False,smith_wrench_pairs_guarded,push_drag,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,False,False,10.732932253649443,4.62692884006799e-08,2.651034946432573e-06,11.317916961937188,0.9537223340040242,0.046277665995975825,4.71171732034173,0.4306967102414935,0.8698520962509124,1.0,0,0.0,0,0.1149999999999991,0.11500000000000005,0.11499999999999982,0.16746647149010596,68.7955593884555,10.036515752960437,1.0,735.9131531958576,0.15036815394221942,0.8046309160030055,0.0,6.44,76.0,4,2,16290,1199.8529999982566,-109.20692791358215,292.12019786102735,-401.3271257746095,1.0,1.0
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6651,ours_explicit_vgne_cbf_push,Ours explicit vGNE-CBF push,model_based,decentralized,proposed,closed_form_explicit_vgne_cbf_push,proposed_model_based_decentralized_push_drag,closed_form_model_based,distributed_explicit_vgne_cbf_transport,local_contact_geometry_consensus_scalars_and_wrench_residual,0,10,False,False,support_dual_wrench_market_guarded,push_drag,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,False,False,3.7351397777813937,0.013206961346889035,0.7567031453691548,6.46085512719777,0.9567779960707269,0.04322200392927311,3.3945597519441133,0.3083314502307798,0.7940478980301872,1.015349835076744,0,0.0,0,0.11499999995218535,0.11500000000000005,0.08000099999999954,0.08000099999999932,80.35517728017474,23.607461316545383,0.6591023824244675,863.8803073247144,0.17536891802418522,0.8046309160030054,0.0,4.2,76.0,3,3,16290,1414.9903000798076,-49.790569275885524,292.12019786102735,-341.91076713691285,1.0,1.0
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6651,ours_explicit_vgne_cbf_cargo,Ours explicit vGNE-CBF cargo,model_based,decentralized,proposed,closed_form_explicit_vgne_cbf_cargo,proposed_model_based_decentralized_cargo,closed_form_model_based,distributed_explicit_vgne_cbf_caging_transport,local_contact_geometry_consensus_scalars_and_wrench_residual,0,10,False,False,support_dual_wrench_market_guarded,cargo,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,True,True,1.3647236714436007e-11,1.3322676295501878e-15,7.63333123551244e-14,4.668289188800987,0.9803921568627451,0.019607843137254943,3.3945597519441133,0.2673003916877138,0.09081563936673656,1.0,0,0.0,0,0.11499999999999944,0.11500000000000005,0.08000099999999954,0.08000099999999954,67.97244621340755,19.794281411719265,0.786072182823284,728.8614521268479,0.14854094298214274,0.8221228924378533,0.0,4.0600000000000005,42.14,3,3,16290,713.6095999740064,305.55087715790233,292.12019786102735,13.430679296874985,0.0,0.0
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6651,ours_hamiltonian_cargo,Ours Hamiltonian cargo,model_based,decentralized,proposed,hamiltonian_tensor_cargo,proposed_model_based_decentralized_cargo,model_based_tuning_optional,distributed_hamiltonian_cargo_transport,local_energy_wrench_formation_game,0,9,False,False,support_dual_wrench_market_guarded,cargo,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,True,True,0.0003764444735083601,1.0111993020700538e-08,5.793745225518853e-07,4.652872638406108,0.931640625,0.068359375,3.3945597519441133,0.3033631798105329,0.08493068296494116,1.0,0,0.0,0,0.11499999999999921,0.11500000000000005,0.08000099999999932,0.08000003758897378,73.66417781260654,21.99254092208072,0.7075005135539567,793.5752638777681,0.16099738448256665,0.8221228924378533,0.0,4.0600000000000005,41.160000000000004,3,3,16290,670.5736999865621,299.85001601992013,292.12019786102735,7.729818158892783,0.0,0.0
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6651,reference_centralized_mpc_cbf_cargo,Reference centralized MPC-CBF cargo,model_based_reference,centralized,reference,time_expanded_mpc_cbf_cargo,reference_model_based_reference_centralized_cargo,none,centralized_reference_mpc_cbf_cargo,global_state_and_time_expanded_constraints,0,10,False,False,wrench_oracle,cargo,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,True,True,0.0003159599245908965,7.44293515708705e-12,4.2644877169062835e-10,4.825291984529193,0.9313725490196079,0.06862745098039214,3.5927889499603074,0.30481185152599793,0.0887452823053145,1.0,0,0.0,0,0.42510396501280867,0.11500000000000005,0.08000099999999977,0.08000099999999977,95.37483343972617,20.473573726765068,0.759991108752416,1039.9900531024537,0.20851880013165078,0.8396148688727012,0.0,4.340000000000001,42.28,4,2,16290,1490.7010999741033,292.12019786102735,292.12019786102735,0.0,0.0,0.0
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6652,classic_decentralized_apf_push,Classic decentralized APF push,classic,decentralized,baseline,apf_push_drag,baseline_classic_decentralized_push_drag,none,distributed_apf_payload_tracking,local_obstacle_and_slot_state,0,3,False,False,greedy_capacity,push_drag,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,False,False,3.375429965255651,0.22346813023223655,12.803780717986992,6.661677917416407,0.8327067669172933,0.16729323308270672,2.648485381698256,0.47025104235087634,0.4384669264642413,1.0198461067954727,0,0.0,1,0.1150000000000001,0.1772204693255302,0.0800000080038108,0.07999158502168946,61.48453343111184,28.616508457063865,0.5515241825685862,610.7127621436154,0.13455123737550703,0.7727322034034738,0.0,1.54,76.0,2,4,16290,885.9259999589995,-55.68992233766177,300.7171132333677,-356.40703557102944,1.0,1.0
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6652,sota_centralized_cbf_push,SOTA centralized CBF push,sota,centralized,baseline,cbf_payload_push_drag,baseline_sota_centralized_push_drag,none,centralized_cbf_payload_velocity_projection,global_payload_robot_traffic_state,0,6,False,False,wrench_greedy,push_drag,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,False,False,2.7100643327073866,1.5160585781881508e-05,0.0008686375802478537,7.58560645794967,0.9745098039215686,0.025490196078431393,4.31495935446199,0.34062861077533313,0.5721858568064034,1.0,0,0.0,0,0.1149999996570571,0.12187626428471049,0.4107705324499449,0.08000099999999932,91.8808310229459,19.15514365053904,0.8239403850309963,780.4538081088663,0.20216254575449139,0.8078563944672681,0.0,4.62,76.0,4,2,16290,1134.1629999224097,-39.71641579379819,300.7171132333677,-340.4335290271659,1.0,1.0
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6652,sota_decentralized_vo_push,SOTA decentralized VO push,sota,decentralized,baseline,velocity_obstacle_push_drag,baseline_sota_decentralized_push_drag,none,distributed_velocity_obstacle_payload_tracking,local_relative_traffic_state,0,6,False,False,cbba_wrench_score,push_drag,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,False,False,2.440369092390623,8.06213894444241e-06,0.0004619265353646066,6.730790591242275,0.9625984251968503,0.03740157480314965,4.31495935446199,0.33938317354777786,0.4720883882007423,1.0,0,0.0,0,0.11499999966032237,0.20538270644206041,0.08000099999999943,0.0800009999999991,91.41825327125056,19.15829696477258,0.8238047705268218,778.4206926200357,0.2009776269020251,0.7727322034034738,0.0,4.9,76.0,4,2,16290,1124.8095000628382,-38.312950456581355,300.7171132333677,-339.03006368994903,1.0,1.0
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6652,sota_decentralized_vo_cargo,SOTA decentralized VO cargo,sota,decentralized,baseline,velocity_obstacle_cargo,baseline_sota_decentralized_cargo,none,distributed_velocity_obstacle_cargo_transport,local_relative_traffic_state,0,6,False,False,cbba_wrench_score,cargo,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,True,True,0.0013256199531347405,8.862413025667593e-10,5.0777886267251915e-08,4.848206298126062,1.0,0.0,4.31495935446199,0.25612213797939093,0.09762870274178088,1.0,0,0.0,0,0.11499999964374252,0.5502091225962755,0.08000099999999966,0.08000099999999966,91.48133620348041,19.915803377461224,0.7924709907816476,787.8432688455158,0.20137981097740545,0.7902942989353708,0.0,4.760000000000001,41.86000000000001,4,2,16290,596.6329999500886,302.6723096616968,300.7171132333677,1.9551964283290886,0.0,0.0
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6652,ours_tensor_game_push,Ours tensor-game push,model_based,decentralized,proposed,smooth_tensor_game_wrench_push,proposed_model_based_decentralized_push_drag,model_based_tuning_optional,distributed_tensor_game_wrench_transport,local_tensor_field_and_wrench_residual,0,9,False,False,smith_wrench_pairs_guarded,push_drag,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,False,False,2.3634665499393233,0.00012887608631872993,0.0073840558262269155,7.470689733862168,0.9213051823416507,0.07869481765834929,2.5959348770580277,0.3504010647074004,0.5773095351595884,1.0658001923118094,0,0.0,0,0.11499999999999977,0.11758402294618248,0.08000008171298156,0.08000002165329123,128.31033546597473,25.88128776217974,0.6098110951732624,951.1117250946287,0.2817320721042836,0.8078563944672681,0.0,3.08,76.0,4,2,16290,1419.1936999559402,-50.25872748156182,300.7171132333677,-350.9758407149295,1.0,1.0
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6652,ours_explicit_vgne_cbf_push,Ours explicit vGNE-CBF push,model_based,decentralized,proposed,closed_form_explicit_vgne_cbf_push,proposed_model_based_decentralized_push_drag,closed_form_model_based,distributed_explicit_vgne_cbf_transport,local_contact_geometry_consensus_scalars_and_wrench_residual,0,10,False,False,support_dual_wrench_market_guarded,push_drag,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,False,False,3.790933281120775,5.993109712187916e-05,0.003433798926672311,6.920762359603562,1.0,0.0,4.46379520409564,0.26620885995708604,0.7942535644720773,1.0000001005436214,0,0.0,1,0.11499999999999944,0.32085906052236984,0.08000006414908101,0.07968218721249642,78.84818099025397,22.792230953685138,0.6924594817778192,634.4508445716688,0.17305309478752787,0.8078563944672681,0.0,4.760000000000001,76.0,3,3,16290,1182.7996999491006,-42.92556100294091,300.7171132333677,-343.6426742363086,1.0,1.0
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6652,ours_explicit_vgne_cbf_cargo,Ours explicit vGNE-CBF cargo,model_based,decentralized,proposed,closed_form_explicit_vgne_cbf_cargo,proposed_model_based_decentralized_cargo,closed_form_model_based,distributed_explicit_vgne_cbf_caging_transport,local_contact_geometry_consensus_scalars_and_wrench_residual,0,10,False,False,support_dual_wrench_market_guarded,cargo,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,True,True,2.4661205952847296e-11,1.3322676295501878e-15,7.63333123551244e-14,4.856083927328179,1.0,0.0,4.46379520409564,0.2520450350695757,0.09943118525554474,1.0,0,0.0,0,0.11499999999999932,0.7182842999961274,0.08000099999999954,0.08000099999999954,66.12895129812487,18.579938296165658,0.8494482695890468,529.5099457636019,0.14526002048391182,0.8254184899991651,0.0,4.760000000000001,42.980000000000004,3,3,16290,684.037100058049,309.5076694169523,300.7171132333677,8.790556183584613,0.0,0.0
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6652,ours_hamiltonian_cargo,Ours Hamiltonian cargo,model_based,decentralized,proposed,hamiltonian_tensor_cargo,proposed_model_based_decentralized_cargo,model_based_tuning_optional,distributed_hamiltonian_cargo_transport,local_energy_wrench_formation_game,0,9,False,False,support_dual_wrench_market_guarded,cargo,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,True,True,1.771343371494684e-05,6.59650112311283e-12,3.7795167390767263e-10,4.922785479370502,1.0,0.0,4.46379520409564,0.24774372356836394,0.09318298274919518,1.0,0,0.0,0,0.11499999999999955,0.698050074781164,0.08000099999999966,0.08000099999999966,70.11689853260887,20.009153927653088,0.7887738028211752,563.730656857244,0.15398410229399967,0.8254184899991651,0.0,4.760000000000001,42.42,3,3,16290,599.9672000762075,308.79903096082126,300.7171132333677,8.081917727453572,0.0,0.0
