experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,method_allocator,transport_mode,scenario_transport_mode,selected_load_id,selected_load_index,n_robots,n_loads,world_size_m,obstacle_count,mobile_group_count,robot_radius_m,formation_tolerance_m,pose_tolerance_m,orientation_tolerance_rad,dt_s,horizon_s,pickup_horizon_s,communication_radius,selected_task_load,pickup_success,target_reached,transport_success,final_position_error_m,final_orientation_error_rad,final_orientation_error_deg,mean_position_error_m,formation_integrity_rate,formation_broken_rate,max_formation_error_m,mean_formation_error_m,mean_wrench_residual_norm,max_wrench_residual_norm,collision_count,collision_rate,safety_violation_count,min_robot_clearance_m,min_obstacle_clearance_m,min_mobile_group_clearance_m,min_load_clearance_m,travel_distance_m,load_travel_distance_m,path_efficiency_ratio,energy_proxy_wh,mean_speed_mps,max_speed_mps,max_speed_violation_mps,pickup_complete_time_s,completion_time_s,assigned_robots,idle_robots,communication_messages,runtime_ms,score_value,reference_score_value,signed_score_delta_vs_reference,performance_gap_vs_reference,optimality_gap_vs_reference
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6650,classic_decentralized_apf_push,Classic decentralized APF push,classic,decentralized,baseline,apf_push_drag,baseline_classic_decentralized_push_drag,none,distributed_apf_payload_tracking,local_obstacle_and_slot_state,0,3,False,False,greedy_capacity,push_drag,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,False,False,12.18563621077373,1.6738898038744612,95.90682113198774,12.984055195288116,0.9716024340770791,0.028397565922920864,7.099902066619287,0.5213801133106771,0.9447442330371864,1.0218875377967829,0,0.0,0,0.13419567446943204,3.0930395329668174,0.11499999999999982,3.6844332487536784,20.098631884830496,5.440939853987726,1.0,208.32264168475075,0.04313612480121887,0.649171006107526,0.0,7.000000000000001,76.0,2,4,16290,1379.4978000223637,-135.61613656886786,297.57708774502,-433.19322431388787,1.0,1.0
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6650,sota_centralized_cbf_push,SOTA centralized CBF push,sota,centralized,baseline,cbf_payload_push_drag,baseline_sota_centralized_push_drag,none,centralized_cbf_payload_velocity_projection,global_payload_robot_traffic_state,0,6,False,False,wrench_greedy,push_drag,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,False,False,9.313079514278416,4.822016981265165e-07,2.762812217669077e-05,10.593920791585973,0.947261663286004,0.05273833671399597,7.099902066619287,0.7130549084248464,0.8752333405419791,1.0,0,0.0,0,0.11499999977123243,0.3482960520686274,0.11499999999999982,0.08000099999999954,58.97181804095092,9.535814109746756,1.0,621.7683008248715,0.1323535805962471,0.7917851398800759,0.0,7.000000000000001,76.0,4,2,16290,1193.0471000960097,-93.90401315323554,297.57708774502,-391.48110089825553,1.0,1.0
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6650,sota_decentralized_vo_push,SOTA decentralized VO push,sota,decentralized,baseline,velocity_obstacle_push_drag,baseline_sota_decentralized_push_drag,none,distributed_velocity_obstacle_payload_tracking,local_relative_traffic_state,0,6,False,False,cbba_wrench_score,push_drag,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,False,False,3.0125846061058428,4.129631075411311e-05,0.0023661043156713952,7.499338295721736,0.9249492900608519,0.07505070993914809,7.099902066619287,0.679143278781182,0.5680364294013837,1.0063390223446471,0,0.0,0,0.11499999999999844,0.1588820178693398,0.08000099999999921,0.0800009999999991,90.24496778237864,18.25304380383814,0.8521464923791355,995.2417754758686,0.1968691870533994,0.7573596990157248,0.0,7.000000000000001,76.0,4,2,16290,1134.6912001026794,-49.43081773930381,297.57708774502,-347.00790548432377,1.0,1.0
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6650,sota_decentralized_vo_cargo,SOTA decentralized VO cargo,sota,decentralized,baseline,velocity_obstacle_cargo,baseline_sota_decentralized_cargo,none,distributed_velocity_obstacle_cargo_transport,local_relative_traffic_state,0,6,False,False,cbba_wrench_score,cargo,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,True,True,5.571763458200285e-05,1.4921708313409e-10,8.549509094836095e-09,4.87516532748149,0.9716024340770791,0.028397565922920864,7.099902066619287,0.5846272485458727,0.13419486041756865,1.007209271735536,0,0.0,0,0.11499999999999855,0.5128763418709414,0.08000099999999943,0.08000099999999943,95.62131610346265,20.202756103517395,0.7699081834668742,1061.2648341947772,0.20873661308704608,0.7745724194479003,0.0,7.000000000000001,39.760000000000005,4,2,16290,576.6172000439838,297.53471486696475,297.57708774502,-0.04237287805523238,0.0001423929455601761,0.0001423929455601761
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6650,ours_tensor_game_push,Ours tensor-game push,model_based,decentralized,proposed,smooth_tensor_game_wrench_push,proposed_model_based_decentralized_push_drag,model_based_tuning_optional,distributed_tensor_game_wrench_transport,local_tensor_field_and_wrench_residual,0,9,False,False,smith_wrench_pairs_guarded,push_drag,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,False,False,1.1881493125999947,0.00010567149805318365,0.006054530853272319,6.818959206065121,0.9764243614931237,0.023575638506876273,4.5226326696782655,0.33363901529832907,0.5260644426607,1.0,0,0.0,0,0.11499999999999899,0.11499999999999982,0.08000002315404764,0.08000002315404764,121.71196059320911,24.710507049417753,0.6294596554241846,1257.9470646726872,0.2655417219747804,0.7917851398800759,0.0,4.760000000000001,76.0,4,2,16290,1324.8234000056982,-36.93844924136805,297.57708774502,-334.51553698638804,1.0,1.0
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6650,ours_explicit_vgne_cbf_push,Ours explicit vGNE-CBF push,model_based,decentralized,proposed,closed_form_explicit_vgne_cbf_push,proposed_model_based_decentralized_push_drag,closed_form_model_based,distributed_explicit_vgne_cbf_transport,local_contact_geometry_consensus_scalars_and_wrench_residual,0,10,False,False,support_dual_wrench_market_guarded,push_drag,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,False,False,4.163589945487917,1.7136883023738392e-09,9.818710712695984e-08,7.185315086986636,0.9655172413793104,0.03448275862068961,7.723652512167126,0.6477718991719285,0.8262948970513921,1.2084771352750359,0,0.0,0,0.2792445679518737,0.35500609056582216,0.0800000662510102,0.08000000614223102,77.63706609091047,22.39652655630199,0.6944946223505665,779.2228561805712,0.16905181590345986,0.7535959197534084,0.0,7.000000000000001,76.0,3,3,16290,1161.0627999762073,-51.07351777973389,297.57708774502,-348.65060552475387,1.0,1.0
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6650,ours_explicit_vgne_cbf_cargo,Ours explicit vGNE-CBF cargo,model_based,decentralized,proposed,closed_form_explicit_vgne_cbf_cargo,proposed_model_based_decentralized_cargo,closed_form_model_based,distributed_explicit_vgne_cbf_caging_transport,local_contact_geometry_consensus_scalars_and_wrench_residual,0,10,False,False,support_dual_wrench_market_guarded,cargo,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,True,True,8.404733693337434e-12,1.3322676295501878e-15,7.63333123551244e-14,4.983581106326109,0.9695740365111561,0.030425963488843855,7.723652512167126,0.6228477737563235,0.14815767573681884,1.2368597306770508,0,0.0,0,0.4127694299490118,0.695352702899829,0.08000099999999966,0.08000099999999966,63.83053116908397,17.84572003702172,0.8715965071969851,639.2534891017026,0.13883793520968676,0.7699784397480477,0.0,7.000000000000001,41.440000000000005,3,3,16290,638.7521000579,306.86899598882866,297.57708774502,9.291908243808678,0.0,0.0
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6650,ours_hamiltonian_cargo,Ours Hamiltonian cargo,model_based,decentralized,proposed,hamiltonian_tensor_cargo,proposed_model_based_decentralized_cargo,model_based_tuning_optional,distributed_hamiltonian_cargo_transport,local_energy_wrench_formation_game,0,9,False,False,support_dual_wrench_market_guarded,cargo,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,True,True,0.0004700413658927456,3.360707268029728e-10,1.9255434263704453e-08,5.044476927501951,0.9675456389452333,0.032454361054766734,7.723652512167126,0.6282816052679852,0.1389320396499156,1.0112419012886678,0,0.0,0,0.4141404386625861,0.6556819305218573,0.08000099999999966,0.08000099999999966,68.26285286003872,19.30269110559684,0.8058082247492114,684.7358445670375,0.14853751874206308,0.7699784397480476,0.0,7.000000000000001,40.74,3,3,16290,569.1564000444487,305.85346167184343,297.57708774502,8.276373926823453,0.0,0.0
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6650,reference_centralized_mpc_cbf_cargo,Reference centralized MPC-CBF cargo,model_based_reference,centralized,reference,time_expanded_mpc_cbf_cargo,reference_model_based_reference_centralized_cargo,none,centralized_reference_mpc_cbf_cargo,global_state_and_time_expanded_constraints,0,10,False,False,wrench_oracle,cargo,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,True,True,0.00048793590204526113,1.5576873124700796e-11,8.924890880561145e-10,4.995553398495632,0.9797160243407708,0.020283975659229236,7.099902066619287,0.540744485181194,0.12593722014335243,1.0,0,0.0,0,0.1476458629430918,0.6909943182867442,0.08000099999999966,0.08000099999999966,94.44462933359972,19.99107214651908,0.7780606832231232,1051.7924886588723,0.20583307299968095,0.826210580744427,0.0,7.000000000000001,41.160000000000004,4,2,16290,1512.929999968037,297.57708774502,297.57708774502,0.0,0.0,0.0
SP5_MC_explicit_control_law,formation_corridor_push,formation_corridor_push_v00,6651,classic_decentralized_apf_push,Classic decentralized APF push,classic,decentralized,baseline,apf_push_drag,baseline_classic_decentralized_push_drag,none,distributed_apf_payload_tracking,local_obstacle_and_slot_state,0,3,False,False,greedy_capacity,push_drag,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,False,False,3.8239045504850777,0.014191168360185635,0.8130940533982262,5.891275949188096,1.0,0.0,2.0292780114704327,0.13694168198362777,0.3064451682060878,1.0,0,0.0,0,0.11499999999999877,0.11500000000000005,0.08000006096113788,0.08000001050510042,48.704342621814725,22.835387218755425,0.681386912675114,606.5501930231701,0.10636561546600444,0.7220819773784729,0.0,2.1,42.00000000000001,2,4,16290,734.3211999395862,-12.215965973053734,292.12019786102735,-304.3361638340811,1.0,1.0
