experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,n_robots,n_loads,demand_ratio,heterogeneous_robots,communication_radius,assigned_robots,assignment_cost,captured_reward,coalition_success_rate,coalition_time,communication_messages,demand_satisfaction_ratio,idle_robots,optimality_gap_vs_oracle,oracle_reward,oracle_runtime_ms,priority_regret,robots_overassigned,robots_underassigned,runtime_ms,served_load_rate,strategy_switches
SP1_MC_smoke,under_demand,under_demand_v00,2000,greedy_nearest,Greedy nearest,6,3,0.5,False,inf,3,17.356334737475763,4.17,1.0,1.0,18,1.0,3,0.0184374869337186,4.17,0.235699990298599,0.0,0,0,0.1105000264942646,1.0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,centralized_coalition_milp,Centralized coalition oracle,6,3,0.5,False,inf,3,16.115782863169972,4.17,1.0,1.0,18,1.0,3,0.0,4.17,0.235699990298599,0.0,0,0,0.17219997243955731,1.0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,6,3,0.5,False,inf,3,16.164300996313717,4.17,1.0,1.0,18,1.0,3,0.0007210923335122924,4.17,0.235699990298599,0.0,0,0,0.32049999572336674,1.0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,primal_dual_wrench_market,Primal-dual wrench market,6,3,0.5,False,inf,3,16.164300996313717,4.17,1.0,1.0,18,1.0,3,0.0007210923335122924,4.17,0.235699990298599,0.0,0,0,0.2817999920807779,1.0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,imitation_oracle,Data-driven imitation oracle,6,3,0.5,False,inf,3,17.356334737475763,4.17,1.0,1.0,18,1.0,3,0.0184374869337186,4.17,0.235699990298599,0.0,0,0,0.48149999929592013,1.0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,mappo_recruitment,MAPPO recruitment checkpoint,6,3,0.5,False,inf,3,16.115782863169972,4.17,1.0,1.0,18,1.0,3,0.0,4.17,0.235699990298599,0.0,0,0,6.261900009121746,1.0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,oracle_reference,Oracle reference,6,3,0.5,False,inf,3,16.115782863169972,4.17,1.0,1.0,18,1.0,3,0.0,4.17,0.235699990298599,0.0,0,0,0.235699990298599,1.0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,greedy_nearest,Greedy nearest,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,3,0.0,4.17,0.14670001110062003,0.0,0,0,0.0751999905332923,1.0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,centralized_coalition_milp,Centralized coalition oracle,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,3,0.0,4.17,0.14670001110062003,0.0,0,0,0.13369997031986713,1.0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,3,0.0,4.17,0.14670001110062003,0.0,0,0,0.2649999805726111,1.0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,primal_dual_wrench_market,Primal-dual wrench market,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,3,0.0,4.17,0.14670001110062003,0.0,0,0,0.25510002160444856,1.0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,imitation_oracle,Data-driven imitation oracle,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,3,0.0,4.17,0.14670001110062003,0.0,0,0,0.4044999950565398,1.0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,mappo_recruitment,MAPPO recruitment checkpoint,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,3,0.0,4.17,0.14670001110062003,0.0,0,0,2.577599952928722,1.0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,oracle_reference,Oracle reference,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,3,0.0,4.17,0.14670001110062003,0.0,0,0,0.14670001110062003,1.0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,greedy_nearest,Greedy nearest,6,3,0.75,False,inf,4,28.23300866866114,4.5200000000000005,1.0,1.0,18,1.0,2,0.05943911751677266,4.5200000000000005,0.18390000332146883,0.0,0,0,0.08460000390186906,1.0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,centralized_coalition_milp,Centralized coalition oracle,6,3,0.75,False,inf,4,24.304341027655425,4.5200000000000005,1.0,1.0,18,1.0,2,0.0,4.5200000000000005,0.18390000332146883,0.0,0,0,0.15410000924021006,1.0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,6,3,0.75,False,inf,4,24.688741379289922,4.5200000000000005,1.0,1.0,18,1.0,2,0.005815818430607281,4.5200000000000005,0.18390000332146883,0.0,0,0,0.37299998803064227,1.0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,primal_dual_wrench_market,Primal-dual wrench market,6,3,0.75,False,inf,4,24.688741379289922,4.5200000000000005,1.0,1.0,18,1.0,2,0.005815818430607281,4.5200000000000005,0.18390000332146883,0.0,0,0,0.3144000074826181,1.0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,imitation_oracle,Data-driven imitation oracle,6,3,0.75,False,inf,4,24.688741379289922,4.5200000000000005,1.0,1.0,18,1.0,2,0.005815818430607281,4.5200000000000005,0.18390000332146883,0.0,0,0,0.4735999973490834,1.0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,mappo_recruitment,MAPPO recruitment checkpoint,6,3,0.75,False,inf,4,24.304341027655425,4.5200000000000005,1.0,1.0,18,1.0,2,0.0,4.5200000000000005,0.18390000332146883,0.0,0,0,2.3142999853007495,1.0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,oracle_reference,Oracle reference,6,3,0.75,False,inf,4,24.304341027655425,4.5200000000000005,1.0,1.0,18,1.0,2,0.0,4.5200000000000005,0.18390000332146883,0.0,0,0,0.18390000332146883,1.0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,greedy_nearest,Greedy nearest,6,3,0.75,True,inf,4,20.744943704743005,1.78,0.3333333333333333,1.0,18,1.0,2,0.2962153702879211,1.78,0.15079998411238194,0.0,0,0,0.07110001752153039,0.3333333333333333,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,centralized_coalition_milp,Centralized coalition oracle,6,3,0.75,True,inf,4,14.492610511635842,1.78,0.3333333333333333,1.0,18,1.0,2,0.0,1.78,0.15079998411238194,0.0,0,0,0.13770000077784061,0.3333333333333333,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,6,3,0.75,True,inf,5,23.086417568006116,4.5200000000000005,1.0,1.0,18,1.0,1,0.0,1.78,0.15079998411238194,0.0,1,0,0.31839997973293066,1.0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,primal_dual_wrench_market,Primal-dual wrench market,6,3,0.75,True,inf,5,23.086417568006116,4.5200000000000005,1.0,1.0,18,1.0,1,0.0,1.78,0.15079998411238194,0.0,1,0,0.3081000177189708,1.0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,imitation_oracle,Data-driven imitation oracle,6,3,0.75,True,inf,4,20.744943704743005,1.78,0.3333333333333333,1.0,18,1.0,2,0.2962153702879211,1.78,0.15079998411238194,0.0,0,0,0.42810000013560057,0.3333333333333333,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,mappo_recruitment,MAPPO recruitment checkpoint,6,3,0.75,True,inf,4,14.492610511635842,1.78,0.3333333333333333,1.0,18,1.0,2,0.0,1.78,0.15079998411238194,0.0,0,0,2.2366000339388847,0.3333333333333333,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,oracle_reference,Oracle reference,6,3,0.75,True,inf,4,14.492610511635842,1.78,0.3333333333333333,1.0,18,1.0,2,0.0,1.78,0.15079998411238194,0.0,0,0,0.15079998411238194,0.3333333333333333,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,greedy_nearest,Greedy nearest,8,3,0.5,False,inf,4,28.214108398037133,4.5200000000000005,1.0,1.0,24,1.0,4,0.13415052403981173,4.5200000000000005,0.1550000160932541,0.0,0,0,0.07550005102530122,1.0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,centralized_coalition_milp,Centralized coalition oracle,8,3,0.5,False,inf,4,18.579327552284415,4.5200000000000005,1.0,1.0,24,1.0,4,0.0,4.5200000000000005,0.1550000160932541,0.0,0,0,0.152900000102818,1.0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,8,3,0.5,False,inf,4,19.006346117950486,4.5200000000000005,1.0,1.0,24,1.0,4,0.005945621937429423,4.5200000000000005,0.1550000160932541,0.0,0,0,0.387399981264025,1.0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,primal_dual_wrench_market,Primal-dual wrench market,8,3,0.5,False,inf,4,19.006346117950486,4.5200000000000005,1.0,1.0,24,1.0,4,0.005945621937429423,4.5200000000000005,0.1550000160932541,0.0,0,0,0.39569998625665903,1.0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,imitation_oracle,Data-driven imitation oracle,8,3,0.5,False,inf,4,19.006346117950486,4.5200000000000005,1.0,1.0,24,1.0,4,0.005945621937429423,4.5200000000000005,0.1550000160932541,0.0,0,0,0.4533999599516392,1.0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,mappo_recruitment,MAPPO recruitment checkpoint,8,3,0.5,False,inf,4,18.579327552284415,4.5200000000000005,1.0,1.0,24,1.0,4,0.0,4.5200000000000005,0.1550000160932541,0.0,0,0,2.972999995108694,1.0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,oracle_reference,Oracle reference,8,3,0.5,False,inf,4,18.579327552284415,4.5200000000000005,1.0,1.0,24,1.0,4,0.0,4.5200000000000005,0.1550000160932541,0.0,0,0,0.1550000160932541,1.0,0
