experiment_id,scenario_generator,scenario_variant_id,seed,method,load_id,status,assigned_capacity_kg,assigned_robot_ids,assigned_robots,capacity_deficit_kg,load_index,mass_kg,required_capacity_kg,required_robots,reward,robot_deficit,robot_surplus
SP1_MC_smoke,under_demand,under_demand_v00,2000,mappo_recruitment,load-02,OK,25.0,amr-06,1,0.0,2,22.679937536360143,22.679937536360143,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,mappo_recruitment,load-03,OK,25.0,amr-03,1,0.0,3,19.676447012568616,19.676447012568616,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,greedy_nearest,load-01,OK,31.43847048714212,amr-06,1,0.0,1,22.609668989074336,22.609668989074336,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,greedy_nearest,load-02,OK,23.944032080456008,amr-05,1,0.0,2,23.7207123540552,23.7207123540552,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,greedy_nearest,load-03,OK,22.07201129182707,amr-04,1,0.0,3,19.57237114276456,19.57237114276456,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,centralized_coalition_milp,load-01,OK,31.43847048714212,amr-06,1,0.0,1,22.609668989074336,22.609668989074336,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,centralized_coalition_milp,load-02,OK,23.944032080456008,amr-05,1,0.0,2,23.7207123540552,23.7207123540552,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,centralized_coalition_milp,load-03,OK,22.07201129182707,amr-04,1,0.0,3,19.57237114276456,19.57237114276456,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,primal_dual_cardinality_capacity,load-01,OK,31.43847048714212,amr-06,1,0.0,1,22.609668989074336,22.609668989074336,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,primal_dual_cardinality_capacity,load-02,OK,23.944032080456008,amr-05,1,0.0,2,23.7207123540552,23.7207123540552,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,primal_dual_cardinality_capacity,load-03,OK,22.07201129182707,amr-04,1,0.0,3,19.57237114276456,19.57237114276456,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,primal_dual_wrench_market,load-01,OK,31.43847048714212,amr-06,1,0.0,1,22.609668989074336,22.609668989074336,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,primal_dual_wrench_market,load-02,OK,23.944032080456008,amr-05,1,0.0,2,23.7207123540552,23.7207123540552,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,primal_dual_wrench_market,load-03,OK,22.07201129182707,amr-04,1,0.0,3,19.57237114276456,19.57237114276456,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,imitation_oracle,load-01,OK,31.43847048714212,amr-06,1,0.0,1,22.609668989074336,22.609668989074336,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,imitation_oracle,load-02,OK,23.944032080456008,amr-05,1,0.0,2,23.7207123540552,23.7207123540552,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,imitation_oracle,load-03,OK,22.07201129182707,amr-04,1,0.0,3,19.57237114276456,19.57237114276456,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,mappo_recruitment,load-01,OK,31.43847048714212,amr-06,1,0.0,1,22.609668989074336,22.609668989074336,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,mappo_recruitment,load-02,OK,23.944032080456008,amr-05,1,0.0,2,23.7207123540552,23.7207123540552,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,mappo_recruitment,load-03,OK,22.07201129182707,amr-04,1,0.0,3,19.57237114276456,19.57237114276456,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,greedy_nearest,load-01,OK,25.0,amr-03,1,0.0,1,21.38770455225814,21.38770455225814,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,greedy_nearest,load-02,OK,25.0,amr-01,1,0.0,2,22.208408319018613,22.208408319018613,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,greedy_nearest,load-03,OK,50.0,amr-02 amr-04,2,0.0,3,45.22977834434138,45.22977834434138,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,centralized_coalition_milp,load-01,OK,25.0,amr-06,1,0.0,1,21.38770455225814,21.38770455225814,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,centralized_coalition_milp,load-02,OK,25.0,amr-04,1,0.0,2,22.208408319018613,22.208408319018613,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,centralized_coalition_milp,load-03,OK,50.0,amr-01 amr-02,2,0.0,3,45.22977834434138,45.22977834434138,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,primal_dual_cardinality_capacity,load-01,OK,25.0,amr-06,1,0.0,1,21.38770455225814,21.38770455225814,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,primal_dual_cardinality_capacity,load-02,OK,25.0,amr-01,1,0.0,2,22.208408319018613,22.208408319018613,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,primal_dual_cardinality_capacity,load-03,OK,50.0,amr-02 amr-04,2,0.0,3,45.22977834434138,45.22977834434138,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,primal_dual_wrench_market,load-01,OK,25.0,amr-06,1,0.0,1,21.38770455225814,21.38770455225814,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,primal_dual_wrench_market,load-02,OK,25.0,amr-01,1,0.0,2,22.208408319018613,22.208408319018613,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,primal_dual_wrench_market,load-03,OK,50.0,amr-02 amr-04,2,0.0,3,45.22977834434138,45.22977834434138,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,imitation_oracle,load-01,OK,25.0,amr-06,1,0.0,1,21.38770455225814,21.38770455225814,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,imitation_oracle,load-02,OK,25.0,amr-01,1,0.0,2,22.208408319018613,22.208408319018613,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,imitation_oracle,load-03,OK,50.0,amr-02 amr-04,2,0.0,3,45.22977834434138,45.22977834434138,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,mappo_recruitment,load-01,OK,25.0,amr-06,1,0.0,1,21.38770455225814,21.38770455225814,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,mappo_recruitment,load-02,OK,25.0,amr-04,1,0.0,2,22.208408319018613,22.208408319018613,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,mappo_recruitment,load-03,OK,50.0,amr-01 amr-02,2,0.0,3,45.22977834434138,45.22977834434138,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,greedy_nearest,load-01,UNDER,19.767114021909894,amr-06,1,2.649984941750038,1,22.41709896365993,22.41709896365993,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,greedy_nearest,load-02,UNDER,19.18522635961553,amr-04,1,3.6442247317692917,2,22.829451091384822,22.829451091384822,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,greedy_nearest,load-03,OK,48.45779618152318,amr-02 amr-05,2,0.0,3,45.29656031255422,45.29656031255422,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,centralized_coalition_milp,load-01,UNDER,19.767114021909894,amr-06,1,2.649984941750038,1,22.41709896365993,22.41709896365993,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,centralized_coalition_milp,load-02,UNDER,18.809441851237256,amr-05,1,4.020009240147566,2,22.829451091384822,22.829451091384822,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,centralized_coalition_milp,load-03,OK,45.49155340158218,amr-01 amr-04,2,0.0,3,45.29656031255422,45.29656031255422,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,primal_dual_cardinality_capacity,load-01,OK,29.648354330285922,amr-02,1,0.0,1,22.41709896365993,22.41709896365993,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,primal_dual_cardinality_capacity,load-02,OK,28.12271827533558,amr-03,1,0.0,2,22.829451091384822,22.829451091384822,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,primal_dual_cardinality_capacity,load-03,OVER,64.30099525281943,amr-01 amr-04 amr-05,3,0.0,3,45.29656031255422,45.29656031255422,2,1.78,0,1
SP1_MC_smoke,under_demand,under_demand_v03,2000,primal_dual_wrench_market,load-01,OK,29.648354330285922,amr-02,1,0.0,1,22.41709896365993,22.41709896365993,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,primal_dual_wrench_market,load-02,OK,28.12271827533558,amr-03,1,0.0,2,22.829451091384822,22.829451091384822,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,primal_dual_wrench_market,load-03,OVER,64.30099525281943,amr-01 amr-04 amr-05,3,0.0,3,45.29656031255422,45.29656031255422,2,1.78,0,1
SP1_MC_smoke,under_demand,under_demand_v03,2000,imitation_oracle,load-01,UNDER,19.767114021909894,amr-06,1,2.649984941750038,1,22.41709896365993,22.41709896365993,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,imitation_oracle,load-02,UNDER,19.18522635961553,amr-04,1,3.6442247317692917,2,22.829451091384822,22.829451091384822,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,imitation_oracle,load-03,OK,48.45779618152318,amr-02 amr-05,2,0.0,3,45.29656031255422,45.29656031255422,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,mappo_recruitment,load-01,UNDER,19.767114021909894,amr-06,1,2.649984941750038,1,22.41709896365993,22.41709896365993,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,mappo_recruitment,load-02,UNDER,18.809441851237256,amr-05,1,4.020009240147566,2,22.829451091384822,22.829451091384822,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,mappo_recruitment,load-03,OK,45.49155340158218,amr-01 amr-04,2,0.0,3,45.29656031255422,45.29656031255422,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,greedy_nearest,load-01,OK,25.0,amr-08,1,0.0,1,22.830361020988466,22.830361020988466,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,greedy_nearest,load-02,OK,25.0,amr-03,1,0.0,2,20.867921575434927,20.867921575434927,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,greedy_nearest,load-03,OK,50.0,amr-04 amr-06,2,0.0,3,48.61967795923986,48.61967795923986,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,centralized_coalition_milp,load-01,OK,25.0,amr-03,1,0.0,1,22.830361020988466,22.830361020988466,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,centralized_coalition_milp,load-02,OK,25.0,amr-08,1,0.0,2,20.867921575434927,20.867921575434927,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,centralized_coalition_milp,load-03,OK,50.0,amr-02 amr-04,2,0.0,3,48.61967795923986,48.61967795923986,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,primal_dual_cardinality_capacity,load-01,OK,25.0,amr-08,1,0.0,1,22.830361020988466,22.830361020988466,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,primal_dual_cardinality_capacity,load-02,OK,25.0,amr-03,1,0.0,2,20.867921575434927,20.867921575434927,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,primal_dual_cardinality_capacity,load-03,OK,50.0,amr-02 amr-04,2,0.0,3,48.61967795923986,48.61967795923986,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,primal_dual_wrench_market,load-01,OK,25.0,amr-08,1,0.0,1,22.830361020988466,22.830361020988466,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,primal_dual_wrench_market,load-02,OK,25.0,amr-03,1,0.0,2,20.867921575434927,20.867921575434927,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,primal_dual_wrench_market,load-03,OK,50.0,amr-02 amr-04,2,0.0,3,48.61967795923986,48.61967795923986,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,imitation_oracle,load-01,OK,25.0,amr-08,1,0.0,1,22.830361020988466,22.830361020988466,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,imitation_oracle,load-02,OK,25.0,amr-03,1,0.0,2,20.867921575434927,20.867921575434927,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,imitation_oracle,load-03,OK,50.0,amr-02 amr-04,2,0.0,3,48.61967795923986,48.61967795923986,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,mappo_recruitment,load-01,OK,25.0,amr-03,1,0.0,1,22.830361020988466,22.830361020988466,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,mappo_recruitment,load-02,OK,25.0,amr-08,1,0.0,2,20.867921575434927,20.867921575434927,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v04,2000,mappo_recruitment,load-03,OK,50.0,amr-02 amr-04,2,0.0,3,48.61967795923986,48.61967795923986,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v05,2000,greedy_nearest,load-01,OK,25.700872300961016,amr-04,1,0.0,1,21.041961983338908,21.041961983338908,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v05,2000,greedy_nearest,load-02,OK,49.49627482333895,amr-05 amr-07,2,0.0,2,44.90681992131752,44.90681992131752,2,1.74,0,0
SP1_MC_smoke,under_demand,under_demand_v05,2000,greedy_nearest,load-03,OK,29.19564431901077,amr-01,1,0.0,3,21.821279159105526,21.821279159105526,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v05,2000,centralized_coalition_milp,load-01,OK,25.700872300961016,amr-04,1,0.0,1,21.041961983338908,21.041961983338908,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v05,2000,centralized_coalition_milp,load-02,OK,49.49627482333895,amr-05 amr-07,2,0.0,2,44.90681992131752,44.90681992131752,2,1.74,0,0
SP1_MC_smoke,under_demand,under_demand_v05,2000,centralized_coalition_milp,load-03,OK,29.19564431901077,amr-01,1,0.0,3,21.821279159105526,21.821279159105526,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v05,2000,primal_dual_cardinality_capacity,load-01,OK,25.700872300961016,amr-04,1,0.0,1,21.041961983338908,21.041961983338908,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v05,2000,primal_dual_cardinality_capacity,load-02,OK,49.49627482333895,amr-05 amr-07,2,0.0,2,44.90681992131752,44.90681992131752,2,1.74,0,0
SP1_MC_smoke,under_demand,under_demand_v05,2000,primal_dual_cardinality_capacity,load-03,OK,29.19564431901077,amr-01,1,0.0,3,21.821279159105526,21.821279159105526,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v05,2000,primal_dual_wrench_market,load-01,OK,25.700872300961016,amr-04,1,0.0,1,21.041961983338908,21.041961983338908,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v05,2000,primal_dual_wrench_market,load-02,OK,49.49627482333895,amr-05 amr-07,2,0.0,2,44.90681992131752,44.90681992131752,2,1.74,0,0
SP1_MC_smoke,under_demand,under_demand_v05,2000,primal_dual_wrench_market,load-03,OK,29.19564431901077,amr-01,1,0.0,3,21.821279159105526,21.821279159105526,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v05,2000,imitation_oracle,load-01,OK,25.700872300961016,amr-04,1,0.0,1,21.041961983338908,21.041961983338908,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v05,2000,imitation_oracle,load-02,OK,49.49627482333895,amr-05 amr-07,2,0.0,2,44.90681992131752,44.90681992131752,2,1.74,0,0
SP1_MC_smoke,under_demand,under_demand_v05,2000,imitation_oracle,load-03,OK,29.19564431901077,amr-01,1,0.0,3,21.821279159105526,21.821279159105526,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v05,2000,mappo_recruitment,load-01,OK,25.700872300961016,amr-04,1,0.0,1,21.041961983338908,21.041961983338908,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v05,2000,mappo_recruitment,load-02,OK,49.49627482333895,amr-05 amr-07,2,0.0,2,44.90681992131752,44.90681992131752,2,1.74,0,0
SP1_MC_smoke,under_demand,under_demand_v05,2000,mappo_recruitment,load-03,OK,29.19564431901077,amr-01,1,0.0,3,21.821279159105526,21.821279159105526,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v06,2000,greedy_nearest,load-01,OK,25.0,amr-04,1,0.0,1,20.789316892672993,20.789316892672993,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v06,2000,greedy_nearest,load-02,OK,50.0,amr-02 amr-08,2,0.0,2,45.315051910656,45.315051910656,2,1.74,0,0
SP1_MC_smoke,under_demand,under_demand_v06,2000,greedy_nearest,load-03,OK,75.0,amr-01 amr-06 amr-07,3,0.0,3,70.92995909030769,70.92995909030769,3,2.13,0,0
SP1_MC_smoke,under_demand,under_demand_v06,2000,centralized_coalition_milp,load-01,OK,25.0,amr-02,1,0.0,1,20.789316892672993,20.789316892672993,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v06,2000,centralized_coalition_milp,load-02,OK,50.0,amr-04 amr-08,2,0.0,2,45.315051910656,45.315051910656,2,1.74,0,0
SP1_MC_smoke,under_demand,under_demand_v06,2000,centralized_coalition_milp,load-03,OK,75.0,amr-01 amr-06 amr-07,3,0.0,3,70.92995909030769,70.92995909030769,3,2.13,0,0
SP1_MC_smoke,under_demand,under_demand_v06,2000,primal_dual_cardinality_capacity,load-01,OK,25.0,amr-02,1,0.0,1,20.789316892672993,20.789316892672993,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v06,2000,primal_dual_cardinality_capacity,load-02,OK,50.0,amr-05 amr-08,2,0.0,2,45.315051910656,45.315051910656,2,1.74,0,0
SP1_MC_smoke,under_demand,under_demand_v06,2000,primal_dual_cardinality_capacity,load-03,OK,75.0,amr-01 amr-04 amr-06,3,0.0,3,70.92995909030769,70.92995909030769,3,2.13,0,0
SP1_MC_smoke,under_demand,under_demand_v06,2000,primal_dual_wrench_market,load-01,OK,25.0,amr-02,1,0.0,1,20.789316892672993,20.789316892672993,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v06,2000,primal_dual_wrench_market,load-02,OK,50.0,amr-05 amr-08,2,0.0,2,45.315051910656,45.315051910656,2,1.74,0,0
SP1_MC_smoke,under_demand,under_demand_v06,2000,primal_dual_wrench_market,load-03,OK,75.0,amr-01 amr-04 amr-06,3,0.0,3,70.92995909030769,70.92995909030769,3,2.13,0,0
SP1_MC_smoke,under_demand,under_demand_v06,2000,imitation_oracle,load-01,OK,25.0,amr-02,1,0.0,1,20.789316892672993,20.789316892672993,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v06,2000,imitation_oracle,load-02,OK,50.0,amr-05 amr-08,2,0.0,2,45.315051910656,45.315051910656,2,1.74,0,0
SP1_MC_smoke,under_demand,under_demand_v06,2000,imitation_oracle,load-03,OK,75.0,amr-01 amr-04 amr-06,3,0.0,3,70.92995909030769,70.92995909030769,3,2.13,0,0
SP1_MC_smoke,under_demand,under_demand_v06,2000,mappo_recruitment,load-01,OK,25.0,amr-02,1,0.0,1,20.789316892672993,20.789316892672993,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v06,2000,mappo_recruitment,load-02,OK,50.0,amr-04 amr-08,2,0.0,2,45.315051910656,45.315051910656,2,1.74,0,0
SP1_MC_smoke,under_demand,under_demand_v06,2000,mappo_recruitment,load-03,OK,75.0,amr-01 amr-06 amr-07,3,0.0,3,70.92995909030769,70.92995909030769,3,2.13,0,0
SP1_MC_smoke,under_demand,under_demand_v07,2000,greedy_nearest,load-01,UNDER,59.6692831033933,amr-05 amr-06 amr-07,3,10.864053605811662,1,70.53333670920496,70.53333670920496,3,2.05,0,0
SP1_MC_smoke,under_demand,under_demand_v07,2000,greedy_nearest,load-02,OK,29.763067520728736,amr-08,1,0.0,2,22.891168119470837,22.891168119470837,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v07,2000,greedy_nearest,load-03,UNDER,45.88544920821271,amr-01 amr-02,2,2.8271525010946448,3,48.71260170930736,48.71260170930736,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v07,2000,centralized_coalition_milp,load-01,UNDER,59.6692831033933,amr-05 amr-06 amr-07,3,10.864053605811662,1,70.53333670920496,70.53333670920496,3,2.05,0,0
SP1_MC_smoke,under_demand,under_demand_v07,2000,centralized_coalition_milp,load-02,OK,29.763067520728736,amr-08,1,0.0,2,22.891168119470837,22.891168119470837,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v07,2000,centralized_coalition_milp,load-03,UNDER,45.88544920821271,amr-01 amr-02,2,2.8271525010946448,3,48.71260170930736,48.71260170930736,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v07,2000,primal_dual_cardinality_capacity,load-01,OVER,92.10222676218653,amr-04 amr-05 amr-06 amr-07,4,0.0,1,70.53333670920496,70.53333670920496,3,2.05,0,1
SP1_MC_smoke,under_demand,under_demand_v07,2000,primal_dual_cardinality_capacity,load-02,OK,29.763067520728736,amr-08,1,0.0,2,22.891168119470837,22.891168119470837,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v07,2000,primal_dual_cardinality_capacity,load-03,OVER,70.96702085060754,amr-01 amr-02 amr-03,3,0.0,3,48.71260170930736,48.71260170930736,2,1.78,0,1
SP1_MC_smoke,under_demand,under_demand_v07,2000,primal_dual_wrench_market,load-01,OVER,92.10222676218653,amr-04 amr-05 amr-06 amr-07,4,0.0,1,70.53333670920496,70.53333670920496,3,2.05,0,1
SP1_MC_smoke,under_demand,under_demand_v07,2000,primal_dual_wrench_market,load-02,OK,29.763067520728736,amr-08,1,0.0,2,22.891168119470837,22.891168119470837,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v07,2000,primal_dual_wrench_market,load-03,OVER,70.96702085060754,amr-01 amr-02 amr-03,3,0.0,3,48.71260170930736,48.71260170930736,2,1.78,0,1
SP1_MC_smoke,under_demand,under_demand_v07,2000,imitation_oracle,load-01,UNDER,59.6692831033933,amr-05 amr-06 amr-07,3,10.864053605811662,1,70.53333670920496,70.53333670920496,3,2.05,0,0
SP1_MC_smoke,under_demand,under_demand_v07,2000,imitation_oracle,load-02,OK,29.763067520728736,amr-08,1,0.0,2,22.891168119470837,22.891168119470837,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v07,2000,imitation_oracle,load-03,UNDER,45.88544920821271,amr-01 amr-02,2,2.8271525010946448,3,48.71260170930736,48.71260170930736,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v07,2000,mappo_recruitment,load-01,UNDER,59.6692831033933,amr-05 amr-06 amr-07,3,10.864053605811662,1,70.53333670920496,70.53333670920496,3,2.05,0,0
SP1_MC_smoke,under_demand,under_demand_v07,2000,mappo_recruitment,load-02,OK,29.763067520728736,amr-08,1,0.0,2,22.891168119470837,22.891168119470837,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v07,2000,mappo_recruitment,load-03,UNDER,45.88544920821271,amr-01 amr-02,2,2.8271525010946448,3,48.71260170930736,48.71260170930736,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2001,greedy_nearest,load-01,OK,25.0,amr-03,1,0.0,1,22.899098562476407,22.899098562476407,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2001,greedy_nearest,load-02,OK,25.0,amr-05,1,0.0,2,23.271136110149598,23.271136110149598,1,1.3900000000000001,0,0
