experiment_id,scenario_generator,scenario_variant_id,seed,method,load_id,status,assigned_capacity_kg,assigned_robot_ids,assigned_robots,capacity_deficit_kg,load_index,mass_kg,required_capacity_kg,required_robots,reward,robot_deficit,robot_surplus
SP1_MC_smoke,under_demand,under_demand_v00,2000,greedy_nearest,load-01,OK,25.0,amr-06,1,0.0,1,22.470640601169922,22.470640601169922,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,greedy_nearest,load-02,OK,25.0,amr-02,1,0.0,2,22.679937536360143,22.679937536360143,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,greedy_nearest,load-03,OK,25.0,amr-01,1,0.0,3,19.676447012568616,19.676447012568616,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,centralized_coalition_milp,load-01,OK,25.0,amr-02,1,0.0,1,22.470640601169922,22.470640601169922,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,centralized_coalition_milp,load-02,OK,25.0,amr-06,1,0.0,2,22.679937536360143,22.679937536360143,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,centralized_coalition_milp,load-03,OK,25.0,amr-03,1,0.0,3,19.676447012568616,19.676447012568616,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,primal_dual_cardinality_capacity,load-01,OK,25.0,amr-06,1,0.0,1,22.470640601169922,22.470640601169922,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,primal_dual_cardinality_capacity,load-02,OK,25.0,amr-02,1,0.0,2,22.679937536360143,22.679937536360143,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,primal_dual_cardinality_capacity,load-03,OK,25.0,amr-03,1,0.0,3,19.676447012568616,19.676447012568616,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,primal_dual_wrench_market,load-01,OK,25.0,amr-06,1,0.0,1,22.470640601169922,22.470640601169922,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,primal_dual_wrench_market,load-02,OK,25.0,amr-02,1,0.0,2,22.679937536360143,22.679937536360143,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,primal_dual_wrench_market,load-03,OK,25.0,amr-03,1,0.0,3,19.676447012568616,19.676447012568616,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,imitation_oracle,load-01,OK,25.0,amr-06,1,0.0,1,22.470640601169922,22.470640601169922,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,imitation_oracle,load-02,OK,25.0,amr-02,1,0.0,2,22.679937536360143,22.679937536360143,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,imitation_oracle,load-03,OK,25.0,amr-01,1,0.0,3,19.676447012568616,19.676447012568616,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,mappo_recruitment,load-01,OK,25.0,amr-02,1,0.0,1,22.470640601169922,22.470640601169922,1,1.35,0,0
