capacity_cv,worlds,gap_median,gap_ci_low,gap_ci_high,gap_p95,gap_max,fractional_rate,fractional_ci_low,fractional_ci_high,fractionality_rate_median
0.0,260,0.230867719512181,0.2221413638350496,0.2413250453864363,0.3636346888311486,0.5459453221927182,1.0,0.9854402759980766,0.9999999999999999,0.5
0.15,300,0.14377729751853635,0.1381453903562872,0.15021400724617742,0.27554256666412624,0.3541825097287021,1.0,0.9873570287754538,0.9999999999999998,0.5
0.35,300,0.1392903294881364,0.1315763098157423,0.15153648193326305,0.25800274029406867,0.3371877026307893,1.0,0.9873570287754538,0.9999999999999998,0.5
0.65,300,0.18189687630724588,0.17088855462674754,0.1947477596627399,0.3429929678778036,0.520695789770988,1.0,0.9873570287754538,0.9999999999999998,0.5384615384615384
1.0,295,0.2280390517697685,0.2136874005259312,0.2409269060380506,0.4957771075149745,0.7402974172300093,1.0,0.9871454956890737,1.0,0.5833333333333334
