N,seed,rms_error,sup_error
6,2026,0.12677995500048153,0.2267122485380667
6,2027,0.11465939083075503,0.22671258389860446
6,2028,0.11150208321343331,0.22671258606169073
6,2029,0.11950617300948842,0.18740714083596524
6,2030,0.13516176537086436,0.2267987992178458
6,2031,0.14740304156190623,0.22671258614535933
6,2032,0.13911885124679899,0.2267125698650539
6,2033,0.1381168845959994,0.22671257678026233
6,2034,0.1457899745302439,0.27744938577076744
6,2035,0.12406080999953649,0.22673422293808182
6,2036,0.12469150324936011,0.2267126461720164
6,2037,0.12302817471962278,0.2267125786015875
6,2038,0.1106896409283934,0.22671200748043607
6,2039,0.1356379810889298,0.22671258147239096
6,2040,0.141158893586285,0.22692627547346073
6,2041,0.16031761848965287,0.3027439986738014
6,2042,0.13812987309502628,0.27457026212960867
6,2043,0.10888376870471947,0.22722397770691938
6,2044,0.1594207437676554,0.32173483152227794
6,2045,0.15483047025929925,0.274075435804452
6,2046,0.11716679503748831,0.22671258447074388
6,2047,0.11856166693514009,0.22671055416183877
6,2048,0.13326178010448908,0.2740757837715599
6,2049,0.14222233933647963,0.38654060220133796
6,2050,0.12377817784628654,0.22671139105402613
6,2051,0.12508391202264293,0.22678639399125586
6,2052,0.13184506138263788,0.22671258614535933
6,2053,0.1219289011244341,0.2267125843776356
6,2054,0.14589877768288667,0.27422921554415103
6,2055,0.14180113411952247,0.22672759106958554
6,2056,0.1446387124622459,0.27584305143975024
6,2057,0.13155261201776206,0.3027470310931481
6,2058,0.15434928466624306,0.3219780895473235
6,2059,0.11880979446974911,0.2267125781018556
6,2060,0.13096375107245445,0.3027440640196325
6,2061,0.10922327292611134,0.22671258548979512
6,2062,0.12964808272296163,0.2267378975252121
6,2063,0.15929384037073785,0.30364283641505874
6,2064,0.11895576453993416,0.22671248044719325
6,2065,0.13647836578728187,0.22671257592207336
12,2026,0.06526148369933849,0.12514657864151932
12,2027,0.07870562951815369,0.15268176807989814
12,2028,0.0691081478972929,0.1526800501341637
12,2029,0.07762017363821509,0.12514786677905987
12,2030,0.06532625682326237,0.126801942508573
12,2031,0.062292526251180674,0.14619416726836829
12,2032,0.07708868374543724,0.12522400572120138
12,2033,0.06501046742190639,0.152581786180754
12,2034,0.07296546616182807,0.1251487690360795
12,2035,0.06561927447339433,0.15166608705724116
12,2036,0.06854277473606814,0.12287397355180224
12,2037,0.08333829737316815,0.12341561680615443
12,2038,0.08010878218913535,0.14849800237482033
12,2039,0.06188458849315318,0.12514646008737762
12,2040,0.08135073105596069,0.1251487130810481
12,2041,0.07562429481012162,0.1251923045396717
12,2042,0.0779809648139603,0.1516662081847742
12,2043,0.055959611315211044,0.08799492416459023
12,2044,0.0643375807844266,0.1251513779165208
12,2045,0.05945835426828764,0.08891387356532655
12,2046,0.06929873135112774,0.1251851877342732
12,2047,0.08246791281965467,0.12555868198009643
12,2048,0.07182115182338908,0.15166612533743737
12,2049,0.08311838225959976,0.15164644703959548
12,2050,0.052156295862834164,0.08780340238584909
12,2051,0.07800289675690397,0.15152174949638064
12,2052,0.06361553540610396,0.1526816750039154
12,2053,0.06585203479737259,0.19047178914336013
12,2054,0.07375641834894331,0.15268175154438313
12,2055,0.06737593650016391,0.13059359074706
12,2056,0.07008175168293193,0.12514847708969778
12,2057,0.07644122303605543,0.12514636977832094
12,2058,0.06415358434986924,0.1251548996799347
12,2059,0.0630468290355131,0.12514635285347986
12,2060,0.05661413709939522,0.12514634193481747
12,2061,0.08029261103245365,0.13011511653299807
12,2062,0.06343271019878413,0.12562177587114723
12,2063,0.0733053249493945,0.12514634336817188
12,2064,0.07819433047718805,0.1251578449614382
12,2065,0.07394440987996245,0.152579417085099
24,2026,0.03409357699219968,0.03964481584766202
24,2027,0.033898254750586006,0.06384342120592633
24,2028,0.03581586692773567,0.06384576075980855
24,2029,0.03614199553680864,0.06388358784239902
24,2030,0.03428276087257168,0.06904457041104953
24,2031,0.034281957547331036,0.08598434210130881
24,2032,0.03484997646749638,0.042229850945941366
24,2033,0.035172915355168345,0.09327695528667979
24,2034,0.03760912572205489,0.06958258651606183
24,2035,0.039477088486737255,0.07651108079427232
24,2036,0.034447333301956165,0.038396125521134486
24,2037,0.03332606288542718,0.03964481584766202
24,2038,0.03387475853113418,0.038257138992637156
24,2039,0.03447356511704865,0.042229850945941366
24,2040,0.035822812775344846,0.06902627903520765
24,2041,0.0364984838913075,0.06908492765926477
24,2042,0.03449592303871288,0.04035750510404823
24,2043,0.03784206597707454,0.08801091362459883
24,2044,0.03370100010565926,0.03964481584766202
24,2045,0.036184205379576354,0.06914697948468854
24,2046,0.03353785761146112,0.03825737519269924
24,2047,0.039892099563726094,0.08629951025779731
24,2048,0.038580446188528385,0.0743109461201032
24,2049,0.034044316621252305,0.042229850945941366
24,2050,0.0342638644787883,0.042229850945941366
24,2051,0.036400963634602074,0.06914525167649754
24,2052,0.035604630870490594,0.06386192159503679
24,2053,0.034592637347185165,0.03825738632057475
24,2054,0.033425592354353294,0.03825738573889147
24,2055,0.03399842294804231,0.04246512836957569
24,2056,0.033823545240954093,0.06384085003423279
24,2057,0.036312148404161755,0.08281575328893818
24,2058,0.036963051860202635,0.06901905518982115
24,2059,0.034380317691454367,0.042229850945941366
24,2060,0.0353065925495545,0.06386069324700644
24,2061,0.032974411915525685,0.03825738276781992
24,2062,0.036628281894939725,0.06384805300096072
24,2063,0.03348664732169657,0.038257264362342946
24,2064,0.036032096598424226,0.06396453861735067
24,2065,0.034837504900040624,0.039283462732755445
48,2026,0.021431811742769376,0.04111694037740682
48,2027,0.017248162338715876,0.033333462408945934
48,2028,0.021030154960838588,0.04050236389335253
48,2029,0.020867410028510558,0.03930324716353801
48,2030,0.016890422779343647,0.03161876197476944
48,2031,0.018328274898700172,0.03332962707704437
48,2032,0.018569772235751455,0.03155536156860834
48,2033,0.019724941940289186,0.033477580953200324
48,2034,0.018041979932375846,0.0333287159735894
48,2035,0.017966099470972826,0.034864417601827374
48,2036,0.018214465013227082,0.04748037740285614
48,2037,0.018087292959613074,0.03332855125897003
48,2038,0.017684322834074107,0.03332882550603441
48,2039,0.016945689013465513,0.02660562827043626
48,2040,0.020443568384764285,0.059640389274077034
48,2041,0.01801462721640249,0.03964481584766202
48,2042,0.01718294552990993,0.032753331307618386
48,2043,0.020074005219207162,0.03332932390035329
48,2044,0.016963216719574667,0.037274606444886595
48,2045,0.020691642110566455,0.0334381801672314
48,2046,0.01765952198139605,0.033947457924990015
48,2047,0.01889434707270652,0.03576557006264506
48,2048,0.01724974083392092,0.022797128290480383
48,2049,0.02055720668560653,0.03574127824926852
48,2050,0.016839869396512514,0.02660562827043626
48,2051,0.020127897373974416,0.041535790789748915
48,2052,0.020260189133679163,0.04153495572082966
48,2053,0.01682722323175024,0.030933065257866047
48,2054,0.016680172661528273,0.03332982540019302
48,2055,0.01640272072981779,0.033345503836888925
48,2056,0.01902256818034827,0.04153599702129532
48,2057,0.020069160742843678,0.04066964736355786
48,2058,0.018122637400930352,0.036907525868079105
48,2059,0.01719979653028048,0.03114461574593274
48,2060,0.017546334088590174,0.024536401773771584
48,2061,0.022714501239126498,0.04239518274774109
48,2062,0.01862302167957454,0.035755145837903006
48,2063,0.017172819552908353,0.0382561706694453
48,2064,0.024086282488310268,0.052908642178046854
48,2065,0.016483875455970038,0.03333229826912766
96,2026,0.009152979009736693,0.012950841058056337
96,2027,0.009077610070331227,0.016365139571563023
96,2028,0.008679992326785697,0.019910484867115403
96,2029,0.00975276492203907,0.018543069293883517
96,2030,0.008822174294360984,0.01400560479331171
96,2031,0.01388121235333049,0.027220368856630157
96,2032,0.009561004828788805,0.017113869495920652
96,2033,0.010616439072479932,0.025752876225478744
96,2034,0.009810043500673684,0.03120227521766183
96,2035,0.00941610213475695,0.023994415568276736
96,2036,0.0119458407389844,0.026325853688280526
96,2037,0.009749754330888072,0.016753828004365676
96,2038,0.010294179521721855,0.03699283324542691
96,2039,0.00948368548718219,0.022107550134810677
96,2040,0.009252772160351273,0.01854708494050846
96,2041,0.009233463988847636,0.017546650692201893
96,2042,0.009316546205309787,0.021951902653679196
96,2043,0.010321102078303496,0.030666908205283786
96,2044,0.011065283435825106,0.030511568887811896
96,2045,0.009507202669579927,0.018543427524953
96,2046,0.01149138561169536,0.02949252797784205
96,2047,0.013509579234979195,0.02937945888456892
96,2048,0.008812932922576946,0.017151984777807935
96,2049,0.009017317039213874,0.01361711866485473
96,2050,0.009561532531199152,0.01860136625347802
96,2051,0.010169655680767732,0.022107550134810677
96,2052,0.011356066521755144,0.02865572708387296
96,2053,0.010060760398007138,0.03119843087220178
96,2054,0.008820755609778439,0.018763051075287664
96,2055,0.009958841013077615,0.020809939374672827
96,2056,0.010407076941475047,0.021481038034992152
96,2057,0.010395741610780425,0.022107550134810677
96,2058,0.009507740613328248,0.020697752350939735
96,2059,0.01258289640042665,0.03382768081641449
96,2060,0.0157762656712715,0.03485533350784398
96,2061,0.012250753811733633,0.0349999032960937
96,2062,0.008993648517249158,0.013824738215185055
96,2063,0.00965792155529722,0.023273504136539374
96,2064,0.009556905643468614,0.014129020111472776
96,2065,0.009316389836707325,0.020926857025014556
