method,N,runs,feasibility,gap_median,runtime_ms_median,bytes_median
dpop_exact_small,6,2,1.0,-1.24585682730305e-16,3.759150000405498,2944.0
geo_qpg_c3,6,2,1.0,0.01067479003417565,20.267550004064105,10250.0
geo_qpg_d,6,2,1.0,0.0,5.068799990112893,5196.0
geo_qpg_p,6,2,1.0,0.12896631594253344,5.122900023707189,4384.0
geo_qpg_u,6,2,1.0,0.23261163782348304,1.4515499933622777,1666.0
milp_highs,6,2,1.0,0.0,18.711750002694316,
