method,scenario,seed,n_robots,safe_docking_success,arrival_success,any_collision,timeout,docking_time_s,time_to_wrench_feasible_s,min_clearance_m,final_position_error_m,final_orientation_error_rad,energy_wh,path_length_m,guard_interventions,closure_interventions,guard_intervention_norm,raw_barrier_violations,exec_barrier_violations,max_exec_barrier_residual,torque_saturation_events,mean_kkt_residual,final_kkt_residual,max_simplex_error,max_capacity_violation,consensus_error,messages,runtime_s,steps
direct_to_slot,open_docking,474000,4,1,1,0,0,5.92,5.92,0.22215289256466803,0.12777350752315667,0.016117645465869468,0.021290728927482874,13.903557648353178,0,0,0.0,0,0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.015977100003510714,37
apf_navigation,open_docking,474000,4,1,1,0,0,5.92,5.92,0.22215289256466803,0.1277735075231566,0.01611764546586958,0.02129072892748288,13.90355764835318,0,0,0.0,0,0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.01773650012910366,37
rvo_proxy,open_docking,474000,4,1,1,0,0,5.92,5.92,0.22215289256466803,0.1277735075231566,0.01611764546586958,0.02129072892748288,13.90355764835318,0,0,0.0,0,0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.01800200017169118,37
cbf_qp,open_docking,474000,4,1,1,0,0,5.92,5.92,0.22215289256466803,0.1277735075231566,0.01611764546586958,0.02129072892748288,13.90355764835318,0,0,2.7467336709916306,0,0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.021147399907931685,37
central_potential_reference,open_docking,474000,4,0,0,0,1,35.0,35.0,0.07607057326551797,0.12415718565135261,0.012552795736754052,0.022655737120144126,13.981004878173634,2,0,5.231890509692947,1,3,0.15132626028038587,0,0.0023144792488239596,0.0,2.220446049250313e-16,0.0,0.0,557304,0.9856041001621634,219
nash_pd_exact_raw,open_docking,474000,4,1,1,0,0,10.24,10.24,0.07607057326551797,0.09477267372070902,0.027233481862430464,0.02331218072522216,14.090945066027684,2,0,5.376985696101476,1,3,0.15132626028038587,0,0.03331469182071555,0.06261695823887661,2.220446049250313e-16,2.220446049250313e-16,0.0,172080,0.2996599997859448,64
nash_pd_exact,open_docking,474000,4,1,1,0,0,10.24,10.24,0.07607057326551797,0.09477267372070902,0.027233481862430464,0.02331218072522216,14.090945066027684,2,0,5.376985696101476,1,3,0.15132626028038587,0,0.03331469182071555,0.06261695823887661,2.220446049250313e-16,2.220446049250313e-16,0.0,172080,0.29905580007471144,64
nash_pd_ring,open_docking,474000,4,1,1,0,0,10.24,10.24,0.07607057326551797,0.09477267372070902,0.027233481862430464,0.02331218072522216,14.090945066027684,2,0,5.376985696101476,1,3,0.15132626028038587,0,0.034895945627561535,0.06261190849181117,4.440892098500626e-16,4.440892098500626e-16,0.08553337321327834,917760,0.35890959994867444,64
smith_primitives,open_docking,474000,4,0,0,0,1,35.0,35.0,0.07607057326551797,0.14392585056882384,0.004344954462632722,0.022624350671199684,13.898994793608665,2,0,5.4574456832294045,1,3,0.15132626028038587,0,0.02687798833377284,0.007339514281661789,2.220446049250313e-16,2.220446049250313e-16,0.0,391440,1.0620945999398828,219
replicator_primitives,open_docking,474000,4,1,1,0,0,5.92,5.92,0.07607057326551797,0.07109749659756008,0.060571362151871866,0.0206085712168231,14.199204226110623,2,0,4.246724988730198,1,3,0.15132626028038587,0,0.565317216785981,1.4142135623730951,2.220446049250313e-16,2.220446049250313e-16,0.0,129120,0.18649289989843965,37
erv_bnn_primitives,open_docking,474000,4,0,0,0,1,35.0,35.0,0.07607057326551797,0.15860510227250818,0.004344954462632611,0.022783767090956225,13.826602584305446,2,0,5.023711628027719,1,3,0.15132626028038587,0,0.06267572562372231,0.03624673097823699,2.220446049250313e-16,2.220446049250313e-16,0.0,448560,1.1123225998599082,219
direct_to_slot,open_docking,474000,8,1,1,0,0,5.76,5.6000000000000005,0.2203354854501755,0.12787820967989774,0.012528036425062117,0.050080921632893925,27.66074641948691,0,0,0.0,0,0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.03816660004667938,36
apf_navigation,open_docking,474000,8,1,1,0,0,5.6000000000000005,5.6000000000000005,0.2184783364077431,0.14675328218236636,0.12914671057338478,0.05194964574872929,27.519593275518158,0,0,0.0,0,0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.04583330010063946,35
rvo_proxy,open_docking,474000,8,1,1,0,0,5.76,5.6000000000000005,0.22033548545017528,0.1278782096798977,0.012528036425062061,0.050080921632893904,27.660746419486905,0,0,0.0,0,0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.052907099947333336,36
