world_key,method,bytes_per_agent,rounds,distance,feasible
E3:clustered:p0.7:cv0.0:r20,geo_qpg_u,549.75,31,577.4650857820388,True
E3:clustered:p0.7:cv0.0:r20,geo_qpg_p,3833.5,334,399.2622759786847,True
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,8153.5,512,399.2622759786847,True
E3:clustered:p0.7:cv0.0:r20,geo_qpg_d,5784.0,16,401.9269282943742,True
