study,seed,N,N_original,K,M,requested_delta,observed_delta,capacity_delta,quota_mode,spatial_mode,capacity_mode,treatment,failure_count,failed_robot_was_assigned,total_capacity_kg,total_demand_kg,capacity_mean_kg,capacity_std_kg,capacity_cv,capacity_min_kg,capacity_max_kg,quota_cv,milp_feasible,milp_optimal,milp_status,milp_message,milp_mip_gap,milp_node_count,milp_assigned_robot_count,milp_idle_robot_count,milp_robot_utilization,milp_total_distance,milp_mean_distance_per_assigned_robot,milp_normalized_mean_distance_per_assigned_robot,milp_distance_per_nominal_slot,milp_normalized_distance_p95,milp_total_excess_kg,milp_objective_value,milp_matrix_bytes,milp_binary_variable_count,milp_constraint_count,milp_solver_wall_ns,milp_total_wall_ns,milp_total_cpu_ns,hungarian_feasible,hungarian_coverage,hungarian_assigned_robot_count,hungarian_total_distance,hungarian_mean_distance_per_slot,hungarian_normalized_distance_p95,hungarian_solver_wall_ns,hungarian_total_wall_ns,hungarian_matrix_bytes,both_feasible,same_capacity_model,milp_to_hungarian_distance_ratio,milp_minus_hungarian_assigned_robots,milp_to_hungarian_solver_ratio,base_milp_total_distance,relative_distance_increase,assignment_churn,central_logical_messages,central_communication_bytes,retry_messages
balance,662676084,1,1,7,20,-0.95,-0.9047619047619048,-0.8880532636352537,symmetric,uniform,moderate,none,0,False,5.0,84.32819593255381,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=84.328.",nan,0,0,1,0.0,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,False,0.05,1,50.30832119858836,50.30832119858836,0.35573355069632767,7200,146300,160,False,False,nan,nan,nan,nan,nan,nan,1,97,0
balance,4238918100,1,1,7,20,-0.95,-0.9047619047619048,-0.8934558345630724,symmetric,uniform,moderate,none,0,False,5.0,88.85779088879195,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=88.858.",nan,0,0,1,0.0,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,False,0.05,1,15.910796719955444,15.910796719955444,0.11250632254761171,19200,129200,160,False,False,nan,nan,nan,nan,nan,nan,1,97,0
balance,3317070656,1,1,7,20,-0.95,-0.9047619047619048,-0.8898462529624684,symmetric,uniform,moderate,none,0,False,5.0,85.78220459075992,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=85.782.",nan,0,0,1,0.0,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,False,0.05,1,31.501000935611383,31.501000935611383,0.22274571375734586,6100,121600,160,False,False,nan,nan,nan,nan,nan,nan,1,100,0
balance,1500217786,1,1,7,20,-0.95,-0.9047619047619048,-0.878307638622738,symmetric,uniform,moderate,none,0,False,5.0,77.17442645392268,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=77.174.",nan,0,0,1,0.0,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,False,0.05,1,23.079090089064273,23.079090089064273,0.16319381105592587,4600,113700,160,False,False,nan,nan,nan,nan,nan,nan,1,99,0
balance,92462928,1,1,7,20,-0.95,-0.9047619047619048,-0.8770321801609181,symmetric,uniform,moderate,none,0,False,5.0,76.32208908872414,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=76.322.",nan,0,0,1,0.0,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,False,0.05,1,3.3017782966489824,3.3017782966489824,0.023347098235350635,5300,144700,160,False,False,nan,nan,nan,nan,nan,nan,1,98,0
balance,1270324854,1,1,7,20,-0.95,-0.9047619047619048,-0.8854498673702262,symmetric,uniform,moderate,none,0,False,5.0,82.29802201382007,5.0,0.0,0.0,5.0,5.0,0.12247448713915893,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=82.298.",nan,0,0,1,0.0,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,False,0.05,1,27.9116992347847,27.9116992347847,0.1973655180335563,5400,149600,160,False,False,nan,nan,nan,nan,nan,nan,1,97,0
balance,3268058842,1,1,7,20,-0.95,-0.9047619047619048,-0.8870967966844678,symmetric,uniform,moderate,none,0,False,5.0,83.57144621532893,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=83.571.",nan,0,0,1,0.0,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,False,0.05,1,22.923179700839636,22.923179700839636,0.1620913581282152,20600,137800,160,False,False,nan,nan,nan,nan,nan,nan,1,99,0
balance,985739360,1,1,7,20,-0.95,-0.9047619047619048,-0.8863546722980409,symmetric,uniform,moderate,none,0,False,5.0,82.99305877515292,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=82.993.",nan,0,0,1,0.0,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,False,0.05,1,27.362020610503595,27.362020610503595,0.19347870320653168,4300,118200,160,False,False,nan,nan,nan,nan,nan,nan,1,98,0
balance,2467424229,1,1,7,20,-0.95,-0.9047619047619048,-0.8831466008609891,symmetric,uniform,moderate,none,0,False,5.0,80.57731374252808,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=80.577.",nan,0,0,1,0.0,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,False,0.05,1,15.188973263661941,15.188973263661941,0.10740225993996524,4800,143300,160,False,False,nan,nan,nan,nan,nan,nan,1,98,0
balance,2248507155,1,1,7,20,-0.95,-0.9047619047619048,-0.8889815991141886,symmetric,uniform,moderate,none,0,False,5.0,85.07515799372354,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=85.075.",nan,0,0,1,0.0,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,False,0.05,1,11.458019050307039,11.458019050307039,0.08102042969436753,4200,116300,160,False,False,nan,nan,nan,nan,nan,nan,1,97,0
balance,2355275779,1,1,7,20,-0.9,-0.9047619047619048,-0.8906271899924321,symmetric,uniform,moderate,none,0,False,5.0,86.43040212012532,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=86.430.",nan,0,0,1,0.0,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,False,0.05,1,13.196289774242535,13.196289774242535,0.0933118598586959,3900,107300,160,False,False,nan,nan,nan,nan,nan,nan,1,97,0
balance,576076643,1,1,7,20,-0.9,-0.9047619047619048,-0.8826653899800404,symmetric,uniform,moderate,none,0,False,5.0,80.2263453920281,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=80.226.",nan,0,0,1,0.0,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,False,0.05,1,10.23319844554691,10.23319844554691,0.07235964014073856,4600,117800,160,False,False,nan,nan,nan,nan,nan,nan,1,97,0
balance,49499579,1,1,7,20,-0.9,-0.9047619047619048,-0.8887773217970317,symmetric,uniform,moderate,none,0,False,5.0,84.909721304779,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=84.910.",nan,0,0,1,0.0,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,False,0.05,1,16.82312562294041,16.82312562294041,0.11895746208734324,5200,144900,160,False,False,nan,nan,nan,nan,nan,nan,1,97,0
balance,3019260170,1,1,7,20,-0.9,-0.9047619047619048,-0.8870156403177943,symmetric,uniform,moderate,none,0,False,5.0,83.5078255798173,5.0,0.0,0.0,5.0,5.0,0.12247448713915893,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=83.508.",nan,0,0,1,0.0,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,False,0.05,1,28.090028073944236,28.090028073944236,0.19862649334806462,3500,116900,160,False,False,nan,nan,nan,nan,nan,nan,1,99,0
balance,1593137699,1,1,7,20,-0.9,-0.9047619047619048,-0.8875516734531456,symmetric,uniform,moderate,none,0,False,5.0,83.92973605821733,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=83.930.",nan,0,0,1,0.0,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,False,0.05,1,30.81139835374554,30.81139835374554,0.21786948713773496,3900,119300,160,False,False,nan,nan,nan,nan,nan,nan,1,99,0
balance,1537249111,1,1,7,20,-0.9,-0.9047619047619048,-0.8868878740965513,symmetric,uniform,moderate,none,0,False,5.0,83.40785123723953,5.0,0.0,0.0,5.0,5.0,0.12247448713915893,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=83.408.",nan,0,0,1,0.0,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,False,0.05,1,54.99515199227235,54.99515199227235,0.38887444906120644,3100,93200,160,False,False,nan,nan,nan,nan,nan,nan,1,99,0
balance,843656813,1,1,7,20,-0.9,-0.9047619047619048,-0.8910250751592721,symmetric,uniform,moderate,none,0,False,5.0,86.76422938226825,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=86.764.",nan,0,0,1,0.0,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,False,0.05,1,16.91821358338377,16.91821358338377,0.11962983550373024,3400,98100,160,False,False,nan,nan,nan,nan,nan,nan,1,97,0
balance,1440705289,1,1,7,20,-0.9,-0.9047619047619048,-0.8925294080098558,symmetric,uniform,moderate,none,0,False,5.0,88.0487104873961,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=88.049.",nan,0,0,1,0.0,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,False,0.05,1,32.80403468644613,32.80403468644613,0.23195955377064778,4600,136500,160,False,False,nan,nan,nan,nan,nan,nan,1,99,0
balance,458107000,1,1,7,20,-0.9,-0.9047619047619048,-0.8890100851412731,symmetric,uniform,moderate,none,0,False,5.0,85.09827616075266,5.0,0.0,0.0,5.0,5.0,0.12247448713915893,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=85.098.",nan,0,0,1,0.0,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,False,0.05,1,42.03572225522335,42.03572225522335,0.297237442587427,3500,93100,160,False,False,nan,nan,nan,nan,nan,nan,1,99,0
balance,1188528638,1,1,7,20,-0.9,-0.9047619047619048,-0.8882995950328062,symmetric,uniform,moderate,none,0,False,5.0,84.52519019905958,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=84.525.",nan,0,0,1,0.0,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,False,0.05,1,14.33231098820269,14.33231098820269,0.10134474289832589,3900,127700,160,False,False,nan,nan,nan,nan,nan,nan,1,97,0
balance,574019733,2,2,7,20,-0.85,-0.8181818181818182,-0.7763433611578725,symmetric,uniform,moderate,none,0,False,10.0,79.42278710589675,5.0,0.5036907937865953,0.10073815875731906,4.496309206213405,5.503690793786595,0.12247448713915891,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=10.000, demanda=79.423.",nan,0,0,2,0.0,nan,nan,nan,nan,nan,nan,nan,0,14,16,nan,nan,nan,False,0.1,2,26.219449404156315,13.109724702078157,0.11893032340100869,5700,187800,320,False,False,nan,nan,nan,nan,nan,nan,2,224,0
balance,673059882,2,2,7,20,-0.85,-0.8181818181818182,-0.7975144780036227,symmetric,uniform,moderate,none,0,False,10.000000000000002,88.77249396802716,5.000000000000001,1.2213027263642033,0.24426054527284063,3.7786972736357973,6.221302726364204,0.12247448713915891,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=10.000, demanda=88.772.",nan,0,0,2,0.0,nan,nan,nan,nan,nan,nan,nan,0,14,16,nan,nan,nan,False,0.1,2,44.75592949217938,22.37796474608969,0.23289621077758813,5600,197200,320,False,False,nan,nan,nan,nan,nan,nan,2,226,0
balance,1488835490,2,2,7,20,-0.85,-0.8181818181818182,-0.7809515455415998,symmetric,uniform,moderate,none,0,False,10.0,81.30399960798735,5.0,0.05779638451593616,0.011559276903187232,4.942203615484064,5.057796384515936,0.12247448713915891,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=10.000, demanda=81.304.",nan,0,0,2,0.0,nan,nan,nan,nan,nan,nan,nan,0,14,16,nan,nan,nan,False,0.1,2,77.96241783586973,38.981208917934865,0.3611315028310874,5300,131000,320,False,False,nan,nan,nan,nan,nan,nan,2,226,0
balance,3713062714,2,2,7,20,-0.85,-0.8181818181818182,-0.7973279000540924,symmetric,uniform,moderate,none,0,False,10.0,88.68156497780365,5.0,0.3566047855100716,0.07132095710201432,4.643395214489928,5.356604785510071,0.12247448713915893,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=10.000, demanda=88.682.",nan,0,0,2,0.0,nan,nan,nan,nan,nan,nan,nan,0,14,16,nan,nan,nan,False,0.1,2,44.99330163509421,22.496650817547106,0.216858420882419,4400,171300,320,False,False,nan,nan,nan,nan,nan,nan,2,223,0
balance,4102333080,2,2,7,20,-0.85,-0.8181818181818182,-0.7893618341311575,symmetric,uniform,moderate,none,0,False,10.0,84.9495544527925,5.0,1.1042708315147896,0.2208541663029579,3.89572916848521,6.104270831514789,0.12247448713915891,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=10.000, demanda=84.950.",nan,0,0,2,0.0,nan,nan,nan,nan,nan,nan,nan,0,14,16,nan,nan,nan,False,0.1,2,32.037907277378665,16.018953638689332,0.1512568239560659,4800,182700,320,False,False,nan,nan,nan,nan,nan,nan,2,225,0
balance,3153463608,2,2,7,20,-0.85,-0.8181818181818182,-0.7814966370571101,symmetric,uniform,moderate,none,0,False,10.0,81.53177200859557,5.0,0.5375900148119279,0.10751800296238559,4.4624099851880725,5.537590014811928,0.12247448713915893,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=10.000, demanda=81.532.",nan,0,0,2,0.0,nan,nan,nan,nan,nan,nan,nan,0,14,16,nan,nan,nan,False,0.1,2,27.381823729158274,13.690911864579137,0.1122281184023536,5500,178000,320,False,False,nan,nan,nan,nan,nan,nan,2,225,0
balance,2492425321,2,2,7,20,-0.85,-0.8181818181818182,-0.7830403285125012,symmetric,uniform,moderate,none,0,False,10.0,82.18303043546226,5.0,1.0319392514797991,0.20638785029595982,3.968060748520201,6.031939251479799,0.12247448713915891,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=10.000, demanda=82.183.",nan,0,0,2,0.0,nan,nan,nan,nan,nan,nan,nan,0,14,16,nan,nan,nan,False,0.1,2,60.60722310385256,30.30361155192628,0.28126692243642326,36700,188700,320,False,False,nan,nan,nan,nan,nan,nan,2,221,0
balance,1261361310,2,2,7,20,-0.85,-0.8181818181818182,-0.7839698609820314,symmetric,uniform,moderate,none,0,False,10.0,82.57967472000038,5.0,0.8405318271168061,0.16810636542336121,4.1594681728831935,5.840531827116806,0.12247448713915891,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=10.000, demanda=82.580.",nan,0,0,2,0.0,nan,nan,nan,nan,nan,nan,nan,0,14,16,nan,nan,nan,False,0.1,2,32.30516374573429,16.152581872867145,0.12579303350971813,6100,225600,320,False,False,nan,nan,nan,nan,nan,nan,2,226,0
