M,requested_delta,treatment,replicates,milp_feasibility_rate,hungarian_feasibility_rate,milp_feasible_mean,milp_feasible_std,milp_feasible_median,milp_feasible_p05,milp_feasible_p95,milp_optimal_mean,milp_optimal_std,milp_optimal_median,milp_optimal_p05,milp_optimal_p95,milp_total_distance_mean,milp_total_distance_std,milp_total_distance_median,milp_total_distance_p05,milp_total_distance_p95,milp_normalized_distance_p95_mean,milp_normalized_distance_p95_std,milp_normalized_distance_p95_median,milp_normalized_distance_p95_p05,milp_normalized_distance_p95_p95,milp_total_excess_kg_mean,milp_total_excess_kg_std,milp_total_excess_kg_median,milp_total_excess_kg_p05,milp_total_excess_kg_p95,milp_assigned_robot_count_mean,milp_assigned_robot_count_std,milp_assigned_robot_count_median,milp_assigned_robot_count_p05,milp_assigned_robot_count_p95,milp_solver_wall_ns_mean,milp_solver_wall_ns_std,milp_solver_wall_ns_median,milp_solver_wall_ns_p05,milp_solver_wall_ns_p95,milp_total_wall_ns_mean,milp_total_wall_ns_std,milp_total_wall_ns_median,milp_total_wall_ns_p05,milp_total_wall_ns_p95,milp_matrix_bytes_mean,milp_matrix_bytes_std,milp_matrix_bytes_median,milp_matrix_bytes_p05,milp_matrix_bytes_p95,hungarian_feasible_mean,hungarian_feasible_std,hungarian_feasible_median,hungarian_feasible_p05,hungarian_feasible_p95,hungarian_coverage_mean,hungarian_coverage_std,hungarian_coverage_median,hungarian_coverage_p05,hungarian_coverage_p95,hungarian_total_distance_mean,hungarian_total_distance_std,hungarian_total_distance_median,hungarian_total_distance_p05,hungarian_total_distance_p95,hungarian_solver_wall_ns_mean,hungarian_solver_wall_ns_std,hungarian_solver_wall_ns_median,hungarian_solver_wall_ns_p05,hungarian_solver_wall_ns_p95,milp_to_hungarian_distance_ratio_mean,milp_to_hungarian_distance_ratio_std,milp_to_hungarian_distance_ratio_median,milp_to_hungarian_distance_ratio_p05,milp_to_hungarian_distance_ratio_p95,milp_to_hungarian_solver_ratio_mean,milp_to_hungarian_solver_ratio_std,milp_to_hungarian_solver_ratio_median,milp_to_hungarian_solver_ratio_p05,milp_to_hungarian_solver_ratio_p95,assignment_churn_mean,assignment_churn_std,assignment_churn_median,assignment_churn_p05,assignment_churn_p95,relative_distance_increase_mean,relative_distance_increase_std,relative_distance_increase_median,relative_distance_increase_p05,relative_distance_increase_p95,capacity_cv_mean,capacity_cv_std,capacity_cv_median,capacity_cv_p05,capacity_cv_p95
160,0.2,no_failure,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1,0.30000000000000004,0.0,0.0,0.5499999999999989,878.2124255146906,70.37648868902093,849.2165681452602,801.6551363220523,981.1546540505482,0.10270416423582059,0.00973469626666796,0.09925449649523889,0.09079005205404352,0.11676316291218598,68.03673141163972,9.408063332193496,68.33915744331651,55.498833100305724,82.0253716554303,133.3,4.450842616853577,133.0,127.45,140.29999999999998,5010834450.0,190941980.6348528,5069733350.0,4713530420.0,5094590430.0,5027430030.0,190196526.82874656,5088870200.0,4729860155.0,5109177450.0,561704.0,0.0,561704.0,561704.0,561704.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1049.440510057811,65.57597199601042,1041.354168731925,968.0539807737231,1166.785207731709,512110.0,110489.18906390796,536400.0,357575.0,654289.9999999999,0.8377094704194242,0.057959074337330926,0.8295766817212322,0.7660363854601493,0.9379580001721335,10315.79691173292,2536.64691122912,9500.436237216929,7356.650868590623,14255.44884883621,0.019583333333333335,0.058750000000000004,0.0,0.0,0.10770833333333313,0.003940479096499482,0.011821437289498447,0.0,0.0,0.02167263503074711,0.3623622452828495,0.023791292436644473,0.3500664795216276,0.33814638901132343,0.40108058374041855
160,0.2,random_10_percent,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,957.7664674103349,66.17882032645096,950.7391465143495,876.9445097290063,1053.110617525353,0.1121290881206752,0.011936862772923978,0.11499281819096353,0.09615412130806111,0.12455826221262517,66.62419891601743,7.890715835035387,69.43550265517649,54.81232757166786,75.21690663592348,134.4,3.5552777669262356,135.5,128.0,138.0,5065594010.0,16696484.210303077,5067854000.0,5041391420.0,5084039810.0,5080431240.0,16802554.491636086,5084440300.0,5055184450.0,5099392190.0,505640.0,0.0,505640.0,505640.0,505640.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1160.7232126318427,83.97076314771819,1146.6998211486862,1056.0889612235037,1300.8962958930222,581940.0,98201.86556272747,550200.0,465390.0,739819.9999999999,0.8270579619637047,0.05411773794392784,0.8348374228617982,0.749259222232014,0.9067134221726584,8946.535804083658,1454.5619323626195,9189.209544881134,6859.976701814689,10954.054486273655,0.18749999999999997,0.03646843628390367,0.17824074074074076,0.13703703703703704,0.23657407407407405,0.0959626869519119,0.025274313974597343,0.09617301803943054,0.058241924668010286,0.13047353921324087,0.36079375898237914,0.027872275175312166,0.3533741001694326,0.32703227204235563,0.4050215822463756
160,0.2,random_20_percent,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1113.989777499555,81.96864428608902,1112.6108219287344,994.4609889594911,1236.0536418397442,0.1315887275971033,0.014579768190221762,0.13295238536207465,0.1118261476839366,0.15260013784106857,61.21853065716466,8.258844453499071,61.428186603401045,50.070338200396485,74.29407975895039,137.5,3.556683848755748,136.5,134.0,143.29999999999998,5051583990.0,11045305.689427523,5051448750.0,5036974605.0,5067164780.0,5063404450.0,11320062.015488254,5062212450.0,5047650235.0,5080112700.0,449576.0,0.0,449576.0,449576.0,449576.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1343.9565140818172,102.93836413358721,1337.6299233121408,1198.6101861738448,1492.59396303024,618680.0,126300.10134596092,614000.0,444030.0,804154.9999999999,0.8307294033496779,0.052729484681819164,0.8321583971407996,0.7602710717268009,0.9164205706140363,8517.425187679448,1763.7136608189196,8245.12190476312,6316.845340453487,11374.841646782681,0.321875,0.050432160153792524,0.3385416666666667,0.23151041666666666,0.37265625,0.2764269886913185,0.0800896840628321,0.25091116525050206,0.17975436110773174,0.39643442219767283,0.3559293406535944,0.023107564414996815,0.353292240322979,0.32227893666385443,0.3878375252549271
160,0.2,random_30_percent,10,0.9,1.0,0.9,0.30000000000000004,1.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,1278.208065626414,92.23789119394628,1284.6338409078273,1139.4471140752796,1407.0493930478253,0.14690831945243263,0.01274215878975283,0.1456726147693435,0.130445409513406,0.16560244359331958,61.31535498116338,6.243228203314317,61.372141297747575,53.43778243089134,71.18045463467188,124.9,41.762303576311496,139.0,59.85,143.65,5051325077.777778,5804289.0415006,5052037100.0,5041207220.0,5057044220.0,5062628422.222222,6900219.755240936,5063309700.0,5050651960.0,5069103080.0,354160.8,118053.6,393512.0,177080.4,393512.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1628.3588284149496,169.45957739623645,1655.1239526740858,1367.352797402385,1869.5247418187803,822330.0,254160.74854312182,736950.0,595970.0,1262704.9999999995,0.8029502587645392,0.038562912637696733,0.7945006190598557,0.7515921305505295,0.8596055806098426,6741.854651923574,1570.8981512205048,6974.3893951946975,4302.107533962725,8763.405008117401,0.4748677248677249,0.03257568877255226,0.48214285714285715,0.425,0.5178571428571428,0.4797150133130869,0.08060517847888928,0.49089855979029645,0.34459246993935977,0.5696909656362178,0.36469240311483647,0.03274638606251405,0.35718688130683507,0.3261180411576524,0.41348965001099597
160,0.2,random_5_percent,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,909.5882007767972,68.33777612748848,901.9103557713627,818.3376135770941,988.5324161585654,0.10747825413286623,0.012547436819375531,0.1016595169569678,0.09530596803366198,0.12837925574007877,66.41523713683256,8.769108274395615,66.63695899674086,54.42709046947209,78.50328248294785,133.2,3.7094473981982814,134.0,128.45,138.65,5065346140.0,12722141.081610437,5067225500.0,5047631695.0,5083177950.0,5080154560.0,13121018.622896623,5083613500.0,5060904275.0,5097887245.0,533672.0,0.0,533672.0,533672.0,533672.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1092.821389195271,72.68335228901059,1071.9207555450007,1002.3572960776113,1207.0459134555044,514090.0,91179.58598282842,483650.0,393150.0,651200.0,0.8332408031479908,0.04950402329412465,0.8287173048013725,0.7626688645995021,0.9078945917935292,10167.440087303807,1796.5088957922164,10440.829563509626,7785.526805764577,12902.20671237221,0.11359649122807018,0.039738391201748095,0.1162280701754386,0.057236842105263155,0.16995614035087717,0.04026017071852881,0.01968470924988439,0.040710827873085234,0.012432855586371161,0.06440926429959881,0.36350007141642604,0.02435742005556575,0.35141530449137115,0.3402084084849634,0.4026160589933343
160,0.2,random_assigned_failure,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1,0.30000000000000004,0.0,0.0,0.5499999999999989,878.7470702410301,62.137877736094545,854.7622362400385,808.5461029078245,961.4934257462489,0.10420598179714873,0.01034550729708464,0.10104933131111718,0.09178226191121484,0.12022406365175424,66.93882342644187,8.676093881525874,67.57759650663466,54.99127282327394,79.18442788930203,133.0,4.049691346263317,133.5,127.0,138.65,4942408950.0,354514389.0242207,5053133200.0,4402767240.0,5077344540.0,4957542390.0,354394340.0991823,5069326750.0,4418842385.0,5092115820.0,559368.0,0.0,559368.0,559368.0,559368.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1055.804340100562,64.84590440195466,1048.9186235953207,976.7743237461888,1170.334087903018,557970.0,109875.5846400828,570300.0,388290.0,705014.9999999999,0.8330647039011424,0.046750513544941016,0.8305501032518798,0.7681321070683164,0.9116133062190797,9274.464364284766,2245.366512532915,8855.558181279135,6593.361179223893,13070.267885460955,0.03807531380753138,0.020790390374568778,0.03765690376569038,0.00606694560669456,0.06548117154811714,0.005199005448211014,0.007604730382764924,0.0036127272780562014,-0.005665708481195582,0.01651044455173184,0.36260585436894516,0.024129128936294528,0.35021477863277767,0.3381912166662473,0.40176870148783506
160,0.33,critical_assigned_failure,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2,0.4000000000000001,0.0,0.0,1.0,765.3693160412846,52.289322704973394,754.2541807251912,703.6911833652576,853.8355392901269,0.09426066032210556,0.010958234432848137,0.09168467481132928,0.08036514035465148,0.11218442740513107,71.43740587014972,6.950383645578593,72.70370510172643,60.71333193535125,80.89660634416343,134.7,3.5510561809129406,135.5,128.9,139.0,4968303030.0,304695089.04789084,5075376100.0,4431884275.0,5129233050.0,4990705550.0,303966867.37784183,5102424100.0,4453866785.0,5148814815.0,741576.0,0.0,741576.0,741576.0,741576.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,879.5291307087133,60.24502559537114,890.5195626570683,783.0302022072375,959.1132250446508,540510.0,55236.10141927107,540850.0,464585.0,626730.0,0.8708219058550783,0.029190274582697195,0.8794174940199474,0.8254372470402997,0.9071935384684325,9298.639440202245,1199.1646727263396,9258.970203303357,7538.042359475327,11032.222302005715,0.05205047318611987,0.03757122954143956,0.04574132492113565,0.00914826498422713,0.11214511041009463,0.01370061235325131,0.012245052380961107,0.012647302002305683,-0.0008733938844203942,0.033174433877281626,0.3477127761151767,0.012775444397576287,0.34963990259943223,0.3265381134720336,0.3641448834326043
160,0.33,idle_robot_failure,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2,0.4000000000000001,0.0,0.0,1.0,754.2502732618811,52.618599523012755,743.2549547770889,696.2564102077027,844.0396506865651,0.09370175334477651,0.012248271150861734,0.09029571327289605,0.08079640983428325,0.11354058600569342,71.36642850648921,5.581071911254726,70.40106257386347,64.22253824472112,80.40999720194289,133.5,3.263433774416144,135.0,127.9,137.1,4934444020.0,321473244.1264212,5088941800.0,4291880350.0,5114939910.0,4954826930.0,321332425.01086336,5108094900.0,4312598835.0,5134890405.0,741576.0,0.0,741576.0,741576.0,741576.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,877.4547514983178,59.528123024593356,886.1876840626874,784.646865588266,958.132733775954,498790.0,105022.37333063845,490700.0,363760.0,672474.9999999999,0.8602086524550818,0.03271466149833852,0.8711599248031725,0.8070289523325861,0.8987175081344171,10298.259004060377,2061.666451241456,10386.804812815892,7031.203727413067,13058.917750268445,0.040063091482649846,0.04146915374608318,0.031545741324921134,0.0,0.10378548895899048,-0.001180861626189395,0.005249687916540346,0.0,-0.009680989224332338,0.004560234713471101,0.35778177136337647,0.013970509572910395,0.35983278750190184,0.3347579784195461,0.3772770998482936
160,0.33,no_failure,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3,0.45825756949558394,0.0,0.0,1.0,754.6718241475883,50.15427786250839,743.9738522907278,698.2967236958489,839.7715007415275,0.0930092816327145,0.0137165066404797,0.08811528901498131,0.07787292626800056,0.11488086406371438,71.71162644957569,7.693225138740022,72.76375167673646,58.147376033318494,80.40999720194289,133.6,3.4698703145794942,133.5,127.9,138.0,4958830900.0,241914682.57873476,5073917150.0,4476292340.0,5120577460.0,4981126960.0,240187303.98105225,5094562600.0,4502298005.0,5146446105.0,743912.0,0.0,743912.0,743912.0,743912.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,876.9476582979718,59.933056284250206,886.1876840626874,783.0302022072375,958.132733775954,604240.0,188600.64262880973,548750.0,398355.0,912279.9999999999,0.8614178320755566,0.033208845271776644,0.8759585009518416,0.8070289523325861,0.9003954687544894,9012.121874360526,2712.261486105302,8832.712543781696,5557.338853447446,12654.526156903003,0.004088050314465409,0.012264150943396225,0.0,0.0,0.022484276729559705,-0.00042842664886503807,0.0012852799465951142,0.0,-0.0023563465687577094,0.0,0.3577656247984173,0.013707279743615564,0.3596613371544384,0.3352177089018772,0.37692940021596316
160,0.33,random_10_percent,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1,0.30000000000000004,0.0,0.0,0.5499999999999989,809.2491167335049,55.94301785040143,785.2910951453684,757.8666624279502,913.0599400694729,0.0942386506324063,0.010061372378261428,0.089991108945504,0.08357047952452278,0.1098382386057131,69.37200821551376,8.441574077832042,68.50435213100562,59.17413132673727,83.28303486784534,135.0,3.492849839314596,135.5,129.8,139.65,5061691130.0,61901318.91720966,5077991700.0,4964461200.0,5097215375.0,5082142740.0,61331949.85875143,5099085050.0,4985368475.0,5116556710.0,669160.0,0.0,669160.0,669160.0,669160.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,946.9465437730203,67.9430630621254,954.6100529399578,841.1082278140204,1043.6633954039603,545090.0,121108.65741143364,530100.0,406715.0,745515.0,0.8555884062685226,0.035011784127337006,0.859906300633182,0.8106921512170001,0.9071270501737669,9725.39414419084,2014.3046462025704,9626.168241715171,6819.441466506858,12515.73178201378,0.11713286713286715,0.03869130353251156,0.11013986013986014,0.06695804195804196,0.1832167832167832,0.07212111909897359,0.02942453934878503,0.07215409464822592,0.030755211267537004,0.11780967157023128,0.3564359126352257,0.014376070598027323,0.3569478498435177,0.33640134288172435,0.3787748933250003
160,0.33,random_20_percent,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,901.3727811395496,51.48207292546005,901.0522954680415,829.0336073941642,975.4505045689946,0.11249312160074632,0.015800987405351907,0.10874003726628723,0.09160348838749223,0.13605162888314792,65.09640810861109,9.299558595403894,65.416974720507,53.30093291482098,78.51399696549618,134.9,4.72122865364515,133.5,129.45,143.1,5061496360.0,13630550.744940573,5062815750.0,5045556220.0,5082158160.0,5079789710.0,16011129.682033682,5081205300.0,5060601735.0,5103476765.0,594408.0,0.0,594408.0,594408.0,594408.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1066.0925187596558,89.51904721699852,1079.7762556001394,931.9448938090205,1184.3766656862947,644060.0,208251.77166113138,600350.0,413255.0,967859.9999999997,0.8487917959766467,0.05175656337934402,0.8588032452536566,0.7659682956704569,0.9140239056108738,8620.676678249742,2472.5418049824366,8580.4816345618,5417.773662394536,12231.282862734304,0.22244094488188976,0.02785276559972282,0.21456692913385828,0.19468503937007875,0.2679133858267716,0.1951183719891731,0.03843912585167657,0.19751839854716302,0.14089528550991426,0.2524523503688751,0.35579836114906277,0.020806554990980813,0.3611882037722429,0.3224440922630293,0.382757254555116
160,0.33,random_30_percent,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1,0.30000000000000004,0.0,0.0,0.5499999999999989,1001.2673153896901,107.95337907451085,983.2100834989892,896.2770523821862,1172.751102821906,0.11785893949611714,0.019114926613918105,0.11515571586761733,0.09082479207622875,0.14444060779812487,65.5749376754621,9.682985817576718,64.9929356524434,53.1346938198046,80.17219177979626,136.6,4.8207883172775805,136.0,130.45,143.65,4863553700.0,582278382.3464168,5055717500.0,3983633535.0,5072713765.0,4877934440.0,581753595.25067,5070960500.0,3998036035.0,5086068350.0,521992.0,0.0,521992.0,521992.0,521992.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1189.9870755836444,119.63503702615178,1181.7994979278733,1017.9680373446766,1363.429336218118,566220.0,163485.26416775305,514850.0,433545.0,865364.9999999997,0.8418349987984508,0.03538087039253869,0.8365925418663027,0.7935986866101364,0.8835758901704975,9072.575838471077,2104.6737270174895,9658.994378769155,5537.817939651333,11671.308354972229,0.3031390134529148,0.05778318804607932,0.28026905829596416,0.24641255605381168,0.39843049327354246,0.32949597601153036,0.15359585463474187,0.27844914574379576,0.22505330704196486,0.5931481456139855,0.35164422769265274,0.02342127420303324,0.3550952592330819,0.31938110805658737,0.38477942605404347
160,0.33,random_5_percent,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1,0.30000000000000004,0.0,0.0,0.5499999999999989,788.083774378533,51.49725513996165,780.103755971857,723.1069909822124,866.3978864681684,0.09484732237662541,0.010362321952220513,0.09352198986652649,0.08347501286364051,0.1109969080911121,69.73465580533822,7.078631602112829,70.72559671547818,57.21617186303217,78.60511099177684,134.0,3.255764119219941,135.5,127.8,136.55,5011994660.0,232103867.8139087,5069825550.0,4656902035.0,5170148370.0,5030910490.0,233456520.99812698,5087829950.0,4674324790.0,5194031010.0,706536.0,0.0,706536.0,706536.0,706536.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,917.1630654128478,63.48113714966518,930.423093287435,810.2052087116441,994.0128673791606,571270.0,151127.2050294056,545450.0,381065.0,835514.9999999998,0.8600820719939449,0.029362056680433814,0.8694208774430224,0.8094802569296817,0.893458662126985,9286.472602306025,2012.910694002378,9390.750417269697,6142.091249231601,12330.4011398985,0.08410596026490066,0.031385418837278904,0.08443708609271523,0.03940397350993377,0.13079470198675494,0.04407252042843086,0.020832977856706847,0.03946521021992237,0.02467302451766479,0.08135469227820002,0.35492715155478843,0.013608449576176199,0.35536011576260695,0.33272942648585774,0.37316617895425336
160,0.33,random_assigned_failure,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3,0.45825756949558394,0.0,0.0,1.0,760.2443337769768,49.129494814992114,751.850317281228,700.8534215727175,842.7773703454734,0.09381569498622706,0.012203469172897673,0.09027327287170878,0.08079640983428325,0.11485844494783275,71.44572357957527,7.176938223050818,71.73646669521645,60.46649014081883,81.01674222474263,133.7,3.1320919526731648,134.0,128.45,138.0,4935428420.0,269880644.7498479,5071760800.0,4451569050.0,5103200840.0,4959427910.0,269193182.6457106,5092978050.0,4476702810.0,5127893250.0,741576.0,0.0,741576.0,741576.0,741576.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,882.3184164080791,60.1469577838346,892.7414836815531,787.673073974323,962.8764238277223,590930.0,131420.607592569,601950.0,385380.0,780025.0,0.8626106266611672,0.03381630753194586,0.8709016874249638,0.807173828834992,0.9018430345793447,8852.038774787678,2386.320226230534,8214.229554643442,6342.176206301247,13179.150289038684,0.04384858044164038,0.03547879279555683,0.04574132492113565,0.004574132492113565,0.09747634069400625,0.007096214908488383,0.007589387798415778,0.005867077265011455,-0.002955146382139735,0.018630697533051833,0.3578056552187345,0.013934387624079213,0.35971829466855454,0.33518056731856277,0.3775971034890515
40,0.0,critical_assigned_failure,10,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.7,0.45825756949558394,1.0,0.0,1.0,771.4171981085561,146.32310667593114,720.2227842210466,592.8029970366638,991.4507436577171,0.34764399204930896,0.07968500908255542,0.34932235942060963,0.22956656944187218,0.4651919888854059,10.624566258728487,2.849346308370432,10.160610127416232,7.647558448883503,15.601882648068667,36.0,1.61245154965971,36.0,33.45,38.099999999999994,3210654490.0,1585048008.8344526,3487663250.0,1145813615.0,5010640885.0,3211753150.0,1585187984.109428,3488953150.0,1146653960.0,5011824650.0,22728.0,0.0,22728.0,22728.0,22728.0,0.0,0.0,0.0,0.0,0.0,0.975,0.0,0.975,0.975,0.975,846.8214499498961,152.75653354224127,828.3347319239708,652.3851546903633,1090.9272785862927,37410.0,9807.288106301354,34200.0,27120.0,53584.999999999985,nan,nan,nan,nan,nan,84862.9453014612,37595.53583088857,78951.3808481532,35335.52258010903,137421.84172248558,0.3205128205128205,0.13962003476986648,0.34615384615384615,0.08846153846153847,0.49230769230769217,0.12789731755895908,0.07331170187538003,0.1568941513682519,0.019665776678737992,0.2211883899473192,0.30770754607319284,0.04358392824656526,0.3099277330677674,0.2510744775046056,0.3736332622763121
40,0.0,idle_robot_failure,10,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,682.0191198327728,110.02165343270723,635.207448999112,549.6286975918758,851.7329158618261,0.3298199524538042,0.05923294085110595,0.32313367323289977,0.25275787811557826,0.41197812956671503,11.468293327849265,3.016998363101417,11.492998610821367,7.142850951408263,15.647323506087668,34.7,1.3453624047073711,34.5,32.9,36.55,1348356040.0,839383385.1873662,1264864700.0,360038385.0,2700705194.999999,1349311540.0,839413590.6849962,1265879500.0,361008925.0,2701759854.999999,22728.0,0.0,22728.0,22728.0,22728.0,0.0,0.0,0.0,0.0,0.0,0.975,0.0,0.975,0.975,0.975,828.6986294407125,147.90709303840418,796.5253533528634,634.4848005172835,1067.164369166417,39680.0,11914.512159547281,34400.0,26640.0,56975.0,nan,nan,nan,nan,nan,34715.60398287457,18521.279078700318,35951.35867619947,8868.790376478479,58099.93281090013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3460795840816891,0.04638640422589205,0.34609613779938525,0.2922635328738754,0.41998444964151393
40,0.0,no_failure,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,682.0191198327728,110.02165343270723,635.207448999112,549.6286975918758,851.7329158618261,0.3298199524538042,0.05923294085110595,0.32313367323289977,0.25275787811557826,0.41197812956671503,11.468293327849265,3.016998363101417,11.492998610821367,7.142850951408263,15.647323506087668,34.7,1.3453624047073711,34.5,32.9,36.55,1382441920.0,931267886.3589851,1212806650.0,502438010.0,2940217179.9999976,1383575280.0,931305893.3422023,1213879700.0,503531695.0,2941422559.9999976,23304.0,0.0,23304.0,23304.0,23304.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,887.0894236047754,161.0949915873096,853.929448731989,680.2839697065943,1145.7519099003212,47130.0,14037.524710574868,47600.0,28690.0,68004.99999999999,0.7724845788522847,0.04239029636649024,0.7735511894710109,0.709889962006627,0.8334721497863882,32270.502192639153,25422.53184160646,21880.086950588528,11386.300075812898,78251.55789367083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34898903009722704,0.04714280953952457,0.3475627011387744,0.2952126627572873,0.4224380257308837
40,0.0,random_10_percent,10,0.8,0.0,0.8,0.4,1.0,0.0,1.0,0.4,0.48989794855663565,0.0,0.0,1.0,818.1103883315213,153.67868499026997,827.0806309025204,590.3750536388078,1012.5958619552197,0.3938521265684678,0.10958977124401369,0.3707805818265579,0.2608488970842184,0.5509244194554943,8.311584409024565,3.2756589207177536,7.326404462909512,5.268849181454214,13.874375989948083,27.9,13.974619851716898,34.0,0.0,36.0,3672189850.0,1631876955.5520377,4652401700.0,1134759570.0,5016728535.0,3673232000.0,1631874299.7626112,4653649500.0,1135817345.0,5017657060.0,16800.0,8400.0,21000.0,0.0,21000.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.9,714.9621554824374,127.53521673661089,703.1376731785331,566.8254892358082,924.8722777652788,30180.0,8388.65901083123,26600.0,22700.0,46049.99999999999,nan,nan,nan,nan,nan,127567.51133678967,71021.9841948402,120879.6665775401,33204.98362406974,222285.30657307932,0.4201388888888889,0.1206316164308348,0.4166666666666667,0.24305555555555555,0.5819444444444445,0.20361448208219482,0.11119334672923423,0.16678726006930844,0.07540365748060968,0.38158864058768593,0.34603404080204636,0.03899421222609478,0.34580806959214805,0.2905852882249165,0.3995889959760814
40,0.0,random_20_percent,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.8,0.8,609.407126875989,106.33394205977778,595.3977130801513,479.3361029544839,766.0202056270009,28790.0,5643.8373470538645,26800.0,22100.0,37190.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.35339017443963494,0.05103412463568487,0.3444809973116142,0.29625736843369466,0.43135449300607626
40,0.0,random_30_percent,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.7,0.7,487.7286164556449,82.6596705842248,483.7093847372626,380.7423560997994,617.7763876789975,21730.0,9373.265172819982,19400.0,11485.0,36804.999999999985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3471106270557151,0.06317640800149936,0.33447440316127997,0.27058266964092115,0.4565541277019092
