study,seed,N,N_original,K,M,requested_delta,observed_delta,capacity_delta,quota_mode,spatial_mode,capacity_mode,treatment,failure_count,failed_robot_was_assigned,total_capacity_kg,total_demand_kg,capacity_mean_kg,capacity_std_kg,capacity_cv,capacity_min_kg,capacity_max_kg,quota_cv,milp_feasible,milp_optimal,milp_status,milp_message,milp_mip_gap,milp_node_count,milp_assigned_robot_count,milp_idle_robot_count,milp_robot_utilization,milp_total_distance,milp_mean_distance_per_assigned_robot,milp_normalized_mean_distance_per_assigned_robot,milp_distance_per_nominal_slot,milp_normalized_distance_p95,milp_total_excess_kg,milp_objective_value,milp_matrix_bytes,milp_binary_variable_count,milp_constraint_count,milp_solver_wall_ns,milp_total_wall_ns,milp_total_cpu_ns,hungarian_feasible,hungarian_coverage,hungarian_assigned_robot_count,hungarian_total_distance,hungarian_mean_distance_per_slot,hungarian_normalized_distance_p95,hungarian_solver_wall_ns,hungarian_total_wall_ns,hungarian_matrix_bytes,both_feasible,same_capacity_model,milp_to_hungarian_distance_ratio,milp_minus_hungarian_assigned_robots,milp_to_hungarian_solver_ratio,base_milp_total_distance,relative_distance_increase,assignment_churn,central_logical_messages,central_communication_bytes,retry_messages
failures,4196349819,40,40,13,40,0.0,0.0,0.10933433596309042,moderate,uniform,moderate,no_failure,0,False,200.0,160.5765971831496,5.0,1.559723665969834,0.31194473319396676,2.5117336219639212,8.559496484075476,0.5623610939600996,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,32,8,0.8,651.6775715584644,20.36492411120201,0.14400175937380366,16.291939288961608,0.36295638657551293,8.68801606342418,653.8815755743204,23304,520,66,942754900,944091400,1156250000,True,1.0,40,924.9790144004971,23.12447536001243,0.44221965778041683,45400,1262000,12800,True,False,0.7045322773953239,-8,20765.526431718063,651.6775715584644,0.0,0.0,72,5733,0
failures,1249510184,39,40,13,40,0.0,-0.012658227848101266,0.10198423110552435,moderate,uniform,moderate,idle_robot_failure,1,False,197.0487424717016,160.5765971831496,5.052531858248758,1.544257738908638,0.3056403763961398,2.5117336219639212,8.559496484075476,0.5623610939600996,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,32,7,0.8205128205128205,651.6775715584644,20.36492411120201,0.14400175937380366,16.291939288961608,0.36295638657551293,8.68801606342418,653.8815755743204,22728,507,65,431446700,432613700,546875000,False,0.975,39,894.4461397278311,22.93451640327772,0.44534385649436403,55600,1339800,12480,False,False,nan,-7,7759.832733812949,651.6775715584644,0.0,0.0,74,5672,3
failures,4132709278,39,40,13,40,0.0,-0.012658227848101266,0.09836858532211878,moderate,uniform,moderate,random_assigned_failure,1,True,195.6146236840105,160.5765971831496,5.015759581641295,1.5764457595748673,0.314298509311527,2.5117336219639212,8.559496484075476,0.5623610939600996,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,194,32,7,0.8205128205128205,668.3244245374234,20.88513826679448,0.14768022894469035,16.708110613435586,0.4702548939819935,7.2538972757330935,670.1698988563567,22728,507,65,1973811400,1974931700,2281250000,False,0.975,39,891.3250540499831,22.854488565384184,0.44534385649436403,43700,1196900,12480,False,False,nan,-7,45167.30892448513,651.6775715584644,0.025544615474718056,0.1282051282051282,74,5673,3
failures,2193675012,39,40,13,40,0.0,-0.012658227848101266,0.08767729258459885,moderate,uniform,moderate,critical_assigned_failure,1,True,191.44050351592452,160.5765971831496,4.908730859382679,1.470344710692347,0.29953663234192013,2.5117336219639212,7.791458333513449,0.5623610939600996,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,478,33,6,0.8461538461538461,676.8124823621943,20.509469162490735,0.1450238472333358,16.920312059054858,0.4741798435475509,8.45107488568305,678.958251083615,22728,507,65,4324615200,4325766600,4859375000,False,0.975,39,857.6014587316993,21.989780993120494,0.3050302633671683,29300,656400,12480,False,False,nan,-6,147597.78839590444,651.6775715584644,0.03856955018970597,0.10256410256410256,75,5709,3
failures,1243636951,38,40,13,40,0.0,-0.02564102564102564,0.08193573270120084,moderate,uniform,moderate,random_5_percent,2,True,189.238993953211,160.5765971831496,4.9799735250845005,1.5482875100350335,0.3109027592689385,2.5117336219639212,8.559496484075476,0.5623610939600996,True,False,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.02684184086470708,406,33,5,0.868421052631579,703.5778837694244,21.320541932406798,0.15075899778976984,17.58944709423561,0.38204995246561846,8.996842991638845,705.8600945173341,22152,494,64,5003564300,5004444800,5453125000,False,0.95,38,838.2210248760662,22.05844802305437,0.44846805520831085,32100,726200,12160,False,False,nan,-5,155874.277258567,651.6775715584644,0.0796410901281169,0.3157894736842105,77,5645,6
failures,53323842,36,40,13,40,0.0,-0.05263157894736842,0.04667836861811575,moderate,uniform,moderate,random_10_percent,4,True,176.30151802417308,160.5765971831496,4.8972643895603625,1.5606218574446344,0.31867216741890764,2.5117336219639212,8.559496484075476,0.5623610939600996,True,False,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.025178361838728052,477,34,2,0.9444444444444444,807.326277956065,23.74489052811956,0.16790173110965562,20.183156948901626,0.5038519820380213,8.48300549759124,809.4810293304629,21000,468,62,5007508200,5008551300,5500000000,False,0.9,36,793.2429766411406,22.034527128920573,0.41853930908716847,26700,755200,11520,False,False,nan,-2,187547.1235955056,651.6775715584644,0.2388431230268861,0.4166666666666667,82,5563,12
failures,1292412212,32,40,13,40,0.0,-0.1111111111111111,0.004329929909171765,moderate,uniform,moderate,random_20_percent,8,True,161.97321526325905,160.5765971831496,5.061662976976845,1.57624224413154,0.3114079802035683,2.5117336219639212,8.559496484075476,0.5623610939600996,False,False,-1,El MILP no encontró una coalición factible. status=1; message=Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),nan,0,0,32,0.0,nan,nan,nan,nan,nan,nan,nan,0,416,58,nan,nan,nan,False,0.8,32,588.1148110500401,18.378587845313753,0.27521126897066034,36200,1102600,10240,False,False,nan,nan,nan,651.6775715584644,nan,nan,56,4018,24
failures,3268288054,28,40,13,40,0.0,-0.17647058823529413,-0.07621456315701026,moderate,uniform,moderate,random_30_percent,12,True,137.83340892586992,160.5765971831496,4.922621747352497,1.3505306480455421,0.2743519037943327,2.747277668669316,7.328618836090279,0.5623610939600996,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=137.833, demanda=160.577.",nan,0,0,28,0.0,nan,nan,nan,nan,nan,nan,nan,0,364,54,nan,nan,nan,False,0.7,28,482.03925844462293,17.215687801593678,0.2617849195057023,27400,875100,8960,False,False,nan,nan,nan,651.6775715584644,nan,nan,64,3771,36
failures,2067522412,40,40,13,40,0.0,0.0,0.07482998255321781,moderate,uniform,moderate,no_failure,0,False,200.00000000000003,172.15188122107946,5.0,1.8813786798954508,0.37627573597909014,1.7015775962992419,11.437936604733792,0.532681893816563,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,36,4,0.9,603.4674360917619,16.762984335882276,0.11853219896826232,15.086685902294047,0.24723698555319618,14.961124440208502,607.243717201814,23304,520,66,722436800,723763300,875000000,True,1.0,40,815.489412853292,20.3872353213323,0.36365779520986347,52300,1172800,12800,True,False,0.7400064630885977,-4,13813.323135755258,603.4674360917619,0.0,0.0,76,5886,0
failures,3470932898,39,40,13,40,0.0,-0.012658227848101266,0.07058042854003027,moderate,uniform,moderate,idle_robot_failure,1,False,198.29842240370078,172.15188122107946,5.084574933428224,1.828722934518749,0.3596609271103318,1.85708256533085,11.437936604733792,0.532681893816563,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,36,3,0.9230769230769231,603.4674360917619,16.762984335882276,0.11853219896826232,15.086685902294047,0.24723698555319618,14.961124440208502,607.243717201814,22728,507,65,562190400,563133600,640625000,False,0.975,39,753.8918092134326,19.330559210600835,0.34060151592036103,28400,636100,12480,False,False,nan,-3,19795.436619718308,603.4674360917619,0.0,0.0,78,5823,3
