M,requested_delta,replicates,milp_feasibility_rate,hungarian_feasibility_rate,milp_feasible_mean,milp_feasible_std,milp_feasible_median,milp_feasible_p05,milp_feasible_p95,milp_optimal_mean,milp_optimal_std,milp_optimal_median,milp_optimal_p05,milp_optimal_p95,milp_total_distance_mean,milp_total_distance_std,milp_total_distance_median,milp_total_distance_p05,milp_total_distance_p95,milp_normalized_distance_p95_mean,milp_normalized_distance_p95_std,milp_normalized_distance_p95_median,milp_normalized_distance_p95_p05,milp_normalized_distance_p95_p95,milp_total_excess_kg_mean,milp_total_excess_kg_std,milp_total_excess_kg_median,milp_total_excess_kg_p05,milp_total_excess_kg_p95,milp_assigned_robot_count_mean,milp_assigned_robot_count_std,milp_assigned_robot_count_median,milp_assigned_robot_count_p05,milp_assigned_robot_count_p95,milp_solver_wall_ns_mean,milp_solver_wall_ns_std,milp_solver_wall_ns_median,milp_solver_wall_ns_p05,milp_solver_wall_ns_p95,milp_total_wall_ns_mean,milp_total_wall_ns_std,milp_total_wall_ns_median,milp_total_wall_ns_p05,milp_total_wall_ns_p95,milp_matrix_bytes_mean,milp_matrix_bytes_std,milp_matrix_bytes_median,milp_matrix_bytes_p05,milp_matrix_bytes_p95,hungarian_feasible_mean,hungarian_feasible_std,hungarian_feasible_median,hungarian_feasible_p05,hungarian_feasible_p95,hungarian_coverage_mean,hungarian_coverage_std,hungarian_coverage_median,hungarian_coverage_p05,hungarian_coverage_p95,hungarian_total_distance_mean,hungarian_total_distance_std,hungarian_total_distance_median,hungarian_total_distance_p05,hungarian_total_distance_p95,hungarian_solver_wall_ns_mean,hungarian_solver_wall_ns_std,hungarian_solver_wall_ns_median,hungarian_solver_wall_ns_p05,hungarian_solver_wall_ns_p95,milp_to_hungarian_distance_ratio_mean,milp_to_hungarian_distance_ratio_std,milp_to_hungarian_distance_ratio_median,milp_to_hungarian_distance_ratio_p05,milp_to_hungarian_distance_ratio_p95,milp_to_hungarian_solver_ratio_mean,milp_to_hungarian_solver_ratio_std,milp_to_hungarian_solver_ratio_median,milp_to_hungarian_solver_ratio_p05,milp_to_hungarian_solver_ratio_p95,assignment_churn_mean,assignment_churn_std,assignment_churn_median,assignment_churn_p05,assignment_churn_p95,relative_distance_increase_mean,relative_distance_increase_std,relative_distance_increase_median,relative_distance_increase_p05,relative_distance_increase_p95,capacity_cv_mean,capacity_cv_std,capacity_cv_median,capacity_cv_p05,capacity_cv_p95
20,-0.55,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29999999999999993,5.551115123125783e-17,0.3,0.3,0.3,150.45319611217528,35.94558915180026,149.796949810694,99.22354969486231,205.01272737353645,6520.0,771.7512552629895,6450.0,5645.0,7884.999999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.27978242977692913,0.0990273302933954,0.25650394105269897,0.17961400733929642,0.4452668716104996
20,-0.6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,110.5934523117968,36.9566696267482,106.2569504678829,61.644562277869476,167.05478234415,6070.0,405.09258201058185,5900.0,5645.0,6674.999999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2592117463071799,0.06455830880973547,0.22972840677980194,0.1862585351889866,0.34145362589859674
20,-0.65,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,64.3180718441907,18.37307251135088,60.705524964798656,40.32882236502261,92.60341173312679,6660.0,678.5278181474949,6500.0,5835.0,7765.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2931537763905604,0.1243391228065436,0.2577213307525893,0.18502623495084464,0.5248926564785925
20,-0.7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,85.57828679382536,20.189359499887534,85.17172553401713,57.007080676334496,117.23110307004934,6710.0,1304.1855696180662,6150.0,5645.0,9200.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.26700193461666516,0.08507963846806142,0.22978885569179713,0.16398609125274788,0.3975580753886727
20,-0.75,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14999999999999997,2.7755575615628914e-17,0.15,0.15,0.15,76.98997198054185,27.114823286740545,67.22145661558369,46.558352582518104,119.27971434388319,5900.0,758.946638440411,5800.0,4835.0,7110.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.17656718420949113,0.10620503873025944,0.15982781038912347,0.03926550381350355,0.3292988753570803
20,-0.8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,33.15558383773266,10.258057531559162,29.100522143311885,23.573623121585495,52.16331374296327,4900.0,272.02941017470886,4950.0,4490.0,5200.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.19696179045506196,0.17451486310112996,0.1756322665420439,0.0166612318357478,0.4834902225138826
20,-0.85,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,43.92541889648401,15.308450567748684,43.751177142962455,26.742517850407197,70.15258020646199,8500.0,9410.632284814874,5500.0,4580.0,22929.999999999967,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.16797287589071436,0.0914522292725563,0.18724710785966053,0.03845203299265942,0.2975122833853359
20,-0.9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,26.023947377594787,13.736906542389448,22.504120828664004,11.56658954345994,49.163408610600285,3960.0,620.0,3900.0,3235.0,4929.999999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
20,-0.95,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,22.894487909996535,12.221172078406342,23.001134894951953,6.972086635795108,41.8450270802487,8170.0,5934.146947961433,5350.0,4245.0,19970.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
20,0.0,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,438.4043685584832,77.5285179193873,439.3700286549838,330.1386660978358,552.9377801624439,0.382863352408908,0.09093369621071888,0.3614144344098378,0.26963298857278145,0.5265207888435428,5.921299026384036,2.616149621638595,5.521485048251184,2.8234805220231456,10.626492533042327,16.9,0.7,17.0,16.0,18.0,262947030.0,243457822.6001007,167278100.0,43392525.0,728194889.9999998,263714230.0,243438362.6914544,168048800.0,44195130.0,728934214.9999998,6384.0,0.0,6384.0,6384.0,6384.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,538.6263471618695,85.74040797248946,558.4027169327358,390.92909593361355,639.5579720139159,19260.0,1841.3038858374248,18950.0,16430.0,21695.0,0.8141581688059212,0.04453654594433794,0.8109322734302494,0.7497106259764936,0.8822524482234116,13645.946985055,12449.88549718708,9212.070705244121,2204.9427631578947,36975.08096735548,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.29819760762721087,0.0537125325455027,0.32457973575439225,0.20814209490733532,0.3485449759061206
20,0.05,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,434.10209891619127,75.94628024796474,418.0961020333033,356.96584392535885,575.6956212910652,0.34583349731573365,0.06061701132014768,0.3424741491514506,0.25857636188925937,0.44409801301296914,6.319092015595829,2.6634376305372944,6.1799526552694735,3.1922504418591195,9.887448457623872,17.0,1.0954451150103321,17.5,15.45,18.0,336261470.0,390758591.02449447,151002050.0,55310850.0,1112912195.0,337157690.0,390720255.0645038,152122350.0,56225250.0,1113735380.0,7008.0,0.0,7008.0,7008.0,7008.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,529.9831642688613,92.38804958489008,528.7538453390729,420.5505231695865,668.6085958394186,23490.0,3447.4483317375475,24500.0,17355.0,27600.0,0.8231790913385779,0.07051023885646202,0.8392350384617788,0.7078318149481284,0.9091697840347206,13735.228813306016,15662.800612072262,6824.559749793218,2853.8892425260333,44969.23043952913,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3831760927376099,0.08397630458001307,0.3807297914714452,0.2845735317288622,0.51356789654505
20,0.1,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,373.56101453829257,67.14093456088611,359.93582129363557,283.78172078333756,472.35939026183013,0.2937589765033268,0.058907354596586206,0.2970368340665679,0.22417864678967142,0.3861480941415229,7.3192420348174725,2.2818822430451218,7.504137392009792,3.726058480362939,10.129525827843022,16.7,0.7810249675906655,16.5,16.0,18.0,214368500.0,204652898.67428216,115010250.0,38476565.0,610945195.0,215268240.0,204673515.3441412,115904700.0,39366915.0,611882480.0,7632.0,0.0,7632.0,7632.0,7632.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,467.1507462142533,94.67867763849516,466.6726761701991,349.0191238795747,608.5311703440873,23860.0,4069.201395851525,24950.0,16410.0,28505.0,0.8089311932750833,0.09961216040271485,0.8084582777853679,0.6791828335101964,0.9399636368054111,8367.135140255601,6900.722299300537,6262.819216118685,1705.2997633820592,21490.464055122975,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3591799287307992,0.07842365014279058,0.33729262054600984,0.28091815284264077,0.5094106708465538
20,0.15,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,315.6758812890954,46.68266147332745,323.3241665025637,240.3676128379171,376.52741544224983,0.27356959566616706,0.06376147736423272,0.2757538767993296,0.1847893136921552,0.3547604880202003,7.43302887253972,2.7849387799704264,7.229731390164276,4.221550992148059,12.180188563762652,16.7,0.6403124237432849,17.0,16.0,17.549999999999997,157262730.0,100164997.8352024,140637400.0,32746925.0,321500009.9999999,158261270.0,100160834.95843123,141717500.0,33718745.0,322467824.9999999,8568.0,0.0,8568.0,8568.0,8568.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,390.60075608618706,71.17369000332499,382.93079280971074,297.6980042180559,490.838807599635,25840.0,5770.996447754928,23500.0,21645.0,36669.99999999999,0.815302050874465,0.07308544050357982,0.7800146027724943,0.7420709642229631,0.9452964432593688,6041.6979164406375,3892.10219709583,5372.832497911445,1486.5022561863175,12981.76981054815,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3482998992655012,0.062312740647726884,0.3280619625990724,0.2754531270525746,0.4469006111466098
20,0.2,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,318.8720326608866,45.40149960588305,341.34215030261237,252.17511229809315,369.1551485305134,0.3053887648431545,0.07506658107249194,0.2673772782185687,0.21971993221043307,0.4235353091338332,7.213853100978352,2.8453287246302943,6.00669805908238,4.157966878800549,11.66105349037211,15.7,1.1874342087037917,16.0,14.0,17.549999999999997,179102210.0,198807703.19303247,108990250.0,28614675.0,561386774.9999996,179983240.0,198738266.7676419,109767550.0,29620900.0,562167074.9999996,9504.0,0.0,9504.0,9504.0,9504.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,382.38181632819317,55.387952604440024,377.2766404251551,306.2965994468367,468.1086411660305,20600.0,4323.424568556736,20650.0,15215.0,27504.999999999993,0.8376824348033225,0.08047675363758246,0.8320596843775823,0.70812888404687,0.9411785357732985,8986.030827967601,11100.35046262063,5397.163253265908,1436.9341947115386,28293.286367792418,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3721625511996486,0.056129738268846006,0.37071147269887916,0.2976897762850705,0.4633443980829264
20,0.25,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,259.55320310773016,44.536476954514065,252.2894427562474,202.35478903710393,335.2039947780244,0.23146296475438194,0.038194002360784414,0.2353432830574566,0.18277981634970417,0.2844151225288336,9.098479329993133,3.1190601024359617,9.047092396927901,4.8985339250482856,14.1088163900525,16.1,1.5779733838059502,16.0,14.0,18.0,162423760.0,138454537.4230776,114123500.0,38599285.0,424458064.9999999,163369740.0,138431822.13950807,115165250.0,39548870.0,425336929.9999999,10440.0,0.0,10440.0,10440.0,10440.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,309.2468129507464,32.014841911183176,303.64072553410426,272.0200258980568,359.9123333426491,20390.0,3334.8013434086297,19900.0,16750.0,25994.999999999993,0.83720960947999,0.09599020779636064,0.8617138796760249,0.6991266202595677,0.9686680846236603,7447.769794256461,5426.734143900687,5462.698979129884,2194.884021454587,17458.348606434232,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3876500115406807,0.07205168634086397,0.3726764235283978,0.3226174711194655,0.5121664700686562
