experiment_id,world_seed,world_hash,replicate,n_robots,n_loads,quorum,geometry,graph,lambda2,method,robot,load
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,0,0
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,1,7
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,2,1
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,3,6
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,4,2
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,5,5
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,6,6
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,7,1
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,0,2
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,1,7
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,2,1
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,3,1
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,4,2
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,5,3
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,6,6
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,7,7
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,bnn_qr,0,0
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,bnn_qr,1,7
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,bnn_qr,2,1
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,bnn_qr,3,6
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,bnn_qr,4,2
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,bnn_qr,5,5
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,bnn_qr,6,6
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,bnn_qr,7,1
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,uniform_qr,0,0
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,uniform_qr,1,0
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,uniform_qr,2,0
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,uniform_qr,3,0
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,uniform_qr,4,0
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,uniform_qr,5,0
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,uniform_qr,6,0
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,uniform_qr,7,0
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,random_qr,0,3
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,random_qr,1,3
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,random_qr,2,1
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,random_qr,3,1
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,random_qr,4,5
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,random_qr,5,5
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,random_qr,6,0
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,random_qr,7,0
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,greedy,0,0
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,greedy,1,7
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,greedy,2,1
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,greedy,3,6
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,greedy,4,5
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,greedy,5,4
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,greedy,6,3
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,greedy,7,2
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,auction_proxy,0,0
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,auction_proxy,1,5
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,auction_proxy,2,1
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,auction_proxy,3,4
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,auction_proxy,4,2
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,auction_proxy,5,3
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,auction_proxy,6,6
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,auction_proxy,7,7
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,hungarian_exact,0,0
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,hungarian_exact,1,7
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,hungarian_exact,2,1
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,hungarian_exact,3,4
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,hungarian_exact,4,2
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,hungarian_exact,5,5
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,hungarian_exact,6,3
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,hungarian_exact,7,6
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,smith_qr,0,2
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,smith_qr,1,4
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,smith_qr,2,2
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,smith_qr,3,1
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,smith_qr,4,6
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,smith_qr,5,7
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,smith_qr,6,4
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,smith_qr,7,0
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,replicator_qr,0,2
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,replicator_qr,1,4
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,replicator_qr,2,2
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,replicator_qr,3,1
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,replicator_qr,4,6
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,replicator_qr,5,7
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,replicator_qr,6,7
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,replicator_qr,7,0
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,bnn_qr,0,2
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,bnn_qr,1,4
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,bnn_qr,2,2
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,bnn_qr,3,1
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,bnn_qr,4,6
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,bnn_qr,5,7
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,bnn_qr,6,4
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,bnn_qr,7,0
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,uniform_qr,0,0
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,uniform_qr,1,0
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,uniform_qr,2,0
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,uniform_qr,3,0
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,uniform_qr,4,0
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,uniform_qr,5,0
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,uniform_qr,6,0
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,uniform_qr,7,0
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,random_qr,0,1
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,random_qr,1,3
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,random_qr,2,6
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,random_qr,3,3
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,random_qr,4,0
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,random_qr,5,6
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,random_qr,6,2
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,random_qr,7,6
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,greedy,0,7
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,greedy,1,4
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,greedy,2,2
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,greedy,3,1
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,greedy,4,6
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,greedy,5,5
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,greedy,6,3
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,greedy,7,0
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,auction_proxy,0,7
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,auction_proxy,1,4
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,auction_proxy,2,2
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,auction_proxy,3,1
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,auction_proxy,4,6
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,auction_proxy,5,3
