experiment_id,world_seed,world_hash,replicate,n_robots,n_loads,quorum,geometry,graph,lambda2,method,method_family,stage,raw_valid,raw_coverage,raw_normalized_regret,final_valid,final_coverage,distance_m,normalized_regret,unmet_quorum,overallocated,served_loads,optimal_distance_m,closure_delta_regret,iterations,continuous_converged,equilibrium_residual,potential_initial,potential_final,potential_gain,potential_violations,simplex_error,projection_corrections,switches,messages,runtime_s
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,population_game,closed,False,0.75,1.5,True,1.0,29.654254811206542,0.03159564317636262,0,0,8,28.74600625483334,-1.4684043568236373,120,False,0.07830851741210083,-2.8827004148415774,-2.3044180278620994,0.578282386979478,0,1.1102230246251565e-16,0,13,53760,0.01891389978118241
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,population_game,closed,False,0.625,1.75,True,1.0,29.27539328989514,0.01841602031144023,0,0,8,28.74600625483334,-1.7315839796885597,120,False,0.03199324204269745,-2.879049289128792,-2.6980747215276293,0.18097456760116293,0,4.440892098500626e-16,0,7,53760,0.016613199841231108
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,bnn_qr,population_game,closed,False,0.75,1.5,True,1.0,29.354283699640142,0.021160415795308148,0,0,8,28.74600625483334,-1.4788395842046917,120,False,0.0629297819240256,-2.8813982298090286,-2.531087946802792,0.35031028300623657,0,2.220446049250313e-16,0,10,53760,0.018436700105667114
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,uniform_qr,closure_control,closed,False,0.125,2.75,True,1.0,29.354283699640142,0.021160415795308148,0,0,8,28.74600625483334,-2.728839584204692,0,True,0.0,,,,0,0.0,0,0,8,0.0
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,random_qr,closure_control,closed,False,0.5,2.0,True,1.0,41.20008580760478,0.4332455591349291,0,0,8,28.74600625483334,-1.5667544408650709,0,True,0.0,,,,0,0.0,0,0,8,0.0
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,greedy,classical,native,True,1.0,0.2201453909058401,True,1.0,35.07430703878535,0.2201453909058401,0,0,8,28.74600625483334,0.0,0,True,0.0,,,,0,0.0,0,0,8,0.0
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,auction_proxy,classical,native,True,1.0,0.038084196827977694,True,1.0,29.84077481506069,0.038084196827977694,0,0,8,28.74600625483334,0.0,0,True,0.0,,,,0,0.0,0,0,64,0.0
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,hungarian_exact,centralized_exact,native,True,1.0,0.0,True,1.0,28.74600625483334,0.0,0,0,8,28.74600625483334,0.0,0,True,0.0,,,,0,0.0,0,0,64,0.0
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,smith_qr,population_game,closed,False,0.75,1.5,True,1.0,14.863864705323204,0.0,0,0,8,14.863864705323204,-1.5,120,False,0.08266001984434376,-2.2888931360815294,-1.404853237218113,0.8840398988634164,0,2.220446049250313e-16,0,8,53760,0.01839300012215972
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,replicator_qr,population_game,closed,False,0.75,1.5,True,1.0,15.204958139888634,0.022947829607415208,0,0,8,14.863864705323204,-1.4770521703925847,120,False,0.05680816583412814,-2.2714501676084677,-1.9989622516075254,0.27248791600094235,0,1.1102230246251565e-16,0,10,53760,0.016613000072538853
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,bnn_qr,population_game,closed,False,0.75,1.5,True,1.0,14.863864705323204,0.0,0,0,8,14.863864705323204,-1.5,120,False,0.07162863388188703,-2.2597438070995435,-1.7386836800401868,0.5210601270593567,0,2.220446049250313e-16,0,6,53760,0.01658400008454919
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,uniform_qr,closure_control,closed,False,0.125,2.75,True,1.0,14.863864705323204,0.0,0,0,8,14.863864705323204,-2.75,0,True,0.0,,,,0,0.0,0,0,8,0.0
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,random_qr,closure_control,closed,False,0.625,1.75,True,1.0,29.88375483735331,1.010496962250405,0,0,8,14.863864705323204,-0.739503037749595,0,True,0.0,,,,0,0.0,0,0,8,0.0
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,greedy,classical,native,True,1.0,0.04043682408252588,True,1.0,15.464912187598824,0.04043682408252588,0,0,8,14.863864705323204,0.0,0,True,0.0,,,,0,0.0,0,0,8,0.0
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,auction_proxy,classical,native,True,1.0,0.024742745850479968,True,1.0,15.231637532082935,0.024742745850479968,0,0,8,14.863864705323204,0.0,0,True,0.0,,,,0,0.0,0,0,64,0.0
SP1_HOMOGENEOUS_v1,320001,9f243068048b94b434c2,1,8,8,1,uniform,complete,7.999999999999991,hungarian_exact,centralized_exact,native,True,1.0,0.0,True,1.0,14.863864705323204,0.0,0,0,8,14.863864705323204,0.0,0,True,0.0,,,,0,0.0,0,0,64,0.0
SP1_HOMOGENEOUS_v1,320002,e67c1ea5e62885f28a8c,2,8,8,1,uniform,complete,7.999999999999991,smith_qr,population_game,closed,False,0.75,1.5,True,1.0,15.508726485073485,0.0,0,0,8,15.508726485073485,-1.5,120,False,0.08090020498586167,-2.1129104964184044,-1.4102041175919675,0.7027063788264369,0,2.220446049250313e-16,0,9,53760,0.01950079994276166
SP1_HOMOGENEOUS_v1,320002,e67c1ea5e62885f28a8c,2,8,8,1,uniform,complete,7.999999999999991,replicator_qr,population_game,closed,False,0.75,1.5,True,1.0,16.695961686622542,0.07655272034694294,0,0,8,15.508726485073485,-1.423447279653057,120,False,0.04447567428582333,-2.08247239718901,-1.8911452165384266,0.19132718065058318,0,2.220446049250313e-16,0,14,53760,0.018637000117450953
SP1_HOMOGENEOUS_v1,320002,e67c1ea5e62885f28a8c,2,8,8,1,uniform,complete,7.999999999999991,bnn_qr,population_game,closed,False,0.625,1.75,True,1.0,15.508726485073485,0.0,0,0,8,15.508726485073485,-1.75,120,False,0.05422517034993085,-2.0911598300474035,-1.6625107015179421,0.42864912852946135,0,2.220446049250313e-16,0,10,53760,0.02122680004686117
