method,n,raw_valid_rate,raw_coverage_mean,final_valid_rate,final_coverage_mean,normalized_regret_mean,normalized_regret_std,distance_m_mean,convergence_rate,potential_gain_mean,messages_mean,runtime_s_mean
hungarian_exact,900,1.0,1.0,1.0,1.0,0.0,0.0,82.46938431608538,1.0,,224.0,0.0
auction_proxy,900,1.0,1.0,1.0,1.0,0.027527748139806234,0.05049908003093469,83.83690931563798,1.0,,224.0,0.0
uniform_qr,900,0.0,0.11458333333333333,1.0,1.0,0.044501233134701876,0.06993389279990989,84.31613172236355,1.0,,16.0,0.0
bnn_qr,900,0.052222222222222225,0.7028703703703704,1.0,1.0,0.05575783500783165,0.09677611057390081,85.677598341081,0.0,0.5871610138459779,370560.0,0.03336275622041689
replicator_qr,900,0.005555555555555556,0.6965277777777777,1.0,1.0,0.06044065102671828,0.0768288855437672,85.96545406534008,0.0,0.2740464541657089,370560.0,0.032674046328498255
smith_qr,900,0.006666666666666667,0.5378472222222223,1.0,1.0,0.06815438139639517,0.12196119503753547,86.11993096452211,0.0,-26.967657634957,370560.0,0.03587773699597973
greedy,900,1.0,1.0,1.0,1.0,0.08319060940719385,0.11441959654483806,86.55962729244936,1.0,,16.0,0.0
random_qr,900,0.0077777777777777776,0.6975231481481482,1.0,1.0,0.4522197420427675,0.5824900894601894,103.07302383969555,1.0,,16.0,0.0
