experiment_id,world_seed,world_hash,replicate,n_robots,n_loads,quorum,geometry,graph,lambda2,method,step,potential
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,18,-2.697148085136724
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,19,-2.689795924371476
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,20,-2.6825559099888125
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,21,-2.675426334856148
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,22,-2.668405509409484
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,23,-2.661491761743854
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,24,-2.654683437678901
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,25,-2.647978900655242
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,26,-2.641376531663261
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,27,-2.6348747290565337
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,28,-2.6284719087001625
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,29,-2.6221665040160196
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,30,-2.615956965893188
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,31,-2.609841762684193
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,32,-2.603819380209628
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,33,-2.597888321862967
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,34,-2.5920471089302053
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,35,-2.5862942802561264
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,36,-2.580628391880429
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,37,-2.575048016924032
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,38,-2.5695517460066846
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,39,-2.564138187286156
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,40,-2.558805966289495
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,41,-2.5535537259231433
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,42,-2.5483801266405637
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,43,-2.5432838457738556
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,44,-2.5382635776283484
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,45,-2.533318033456734
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,46,-2.528445942087827
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,47,-2.5236460498486117
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,48,-2.5189171205506047
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,49,-2.514257935363684
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,50,-2.509667293070611
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,51,-2.5051440098457327
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,52,-2.5006869191300987
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,53,-2.4962948719530247
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,54,-2.4919667368786
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,55,-2.487701399920085
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,56,-2.4834977644561542
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,57,-2.4793547511435947
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,58,-2.4752712976618487
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,59,-2.4712463582366437
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,60,-2.4672789039889125
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,61,-2.463367922972696
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,62,-2.4595124200311886
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,63,-2.4557114166600416
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,64,-2.451963950870332
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,65,-2.448269077042614
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,66,-2.4446258657639635
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,67,-2.441033403696525
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,68,-2.437490793171269
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,69,-2.4339971519129655
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,70,-2.4305516130334457
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,71,-2.4271533246557038
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,72,-2.4238014501938605
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,73,-2.420495168241769
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,74,-2.417233672368373
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,75,-2.41401617092199
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,76,-2.410841886837376
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,77,-2.407710057442904
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,78,-2.404619934266685
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,79,-2.401570782841228
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,80,-2.3985618825065393
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,81,-2.3955925262117885
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,82,-2.39266202031568
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,83,-2.3897696843857683
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,84,-2.3869148508213254
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,85,-2.384096864290388
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,86,-2.3813150819877142
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,87,-2.378568873574755
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,88,-2.375857620817511
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,89,-2.373180717107659
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,90,-2.3705375676315836
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,91,-2.367927589275154
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,92,-2.3653502103994044
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,93,-2.3628048706277025
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,94,-2.3602910206394143
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,95,-2.3578081219461198
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,96,-2.3553556466420416
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,97,-2.352933077269453
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,98,-2.350539906646148
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,99,-2.348175637363398
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,100,-2.345839781305266
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,101,-2.343531860071228
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,102,-2.341251404877509
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,103,-2.338997956342399
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,104,-2.336771064287518
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,105,-2.3345702875482903
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,106,-2.332395193790454
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,107,-2.3302453593310193
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,108,-2.328120368962824
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,109,-2.3260198157822547
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,110,-2.323943301019902
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,111,-2.3218904338740196
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,112,-2.3198608313467357
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,113,-2.3178541180829844
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,114,-2.3158699262121414
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,115,-2.3139078951923646
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,116,-2.3119676716576265
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,117,-2.3100489092674463
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,118,-2.308151268559303
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,119,-2.3062744168037335
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,120,-2.3044180278620994
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,0,-2.879049289128792
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,1,-2.871118402996979
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,2,-2.8644447141639016
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,3,-2.8587949153939607
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,4,-2.853978609766151
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,5,-2.8498404878445434
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,6,-2.846253923301303
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,7,-2.8431157280731205
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,8,-2.8403418571295305
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,9,-2.837863891799901
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,10,-2.835626161764531
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,11,-2.833583391008808
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,12,-2.83169877354662
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,13,-2.829942401494938
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,14,-2.82828998185246
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,15,-2.8267217896648376
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,16,-2.8252218145918078
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,17,-2.8237770655832315
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,18,-2.822377004709761
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,19,-2.8210130864151317
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,20,-2.8196783827546703
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,21,-2.8183672787186893
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,22,-2.817075224642616
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,23,-2.81579853508806
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,24,-2.814534225531873
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,25,-2.813279879799325
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,26,-2.8120335424855236
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,27,-2.8107936316781656
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,28,-2.8095588681674126
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,29,-2.808328218040636
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,30,-2.8071008461401146
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,31,-2.8058760783344416
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,32,-2.804653370939219
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,33,-2.803432285935589
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,34,-2.8022124708897556
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,35,-2.8009936426834083
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,36,-2.799775574333072
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,37,-2.798558084312789
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,38,-2.797341027905341
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,39,-2.7961242901970853
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,40,-2.794907780404377
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,41,-2.793691427278727
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,42,-2.7924751753857575
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,43,-2.791258982091938
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,44,-2.7900428151245698
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,45,-2.7888266505960373
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,46,-2.7876104714040664
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,47,-2.786394265936458
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,48,-2.7851780270223996
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,49,-2.783961751083437
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,50,-2.782745437446112
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,51,-2.7815290877855126
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,52,-2.7803127056748034
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,53,-2.779096296220571
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,54,-2.777879865767638
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,55,-2.776663421660121
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,56,-2.775446972048018
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,57,-2.7742305257306445
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,58,-2.7730140920299053
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,59,-2.7717976806877047
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,60,-2.7705813017829013
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,61,-2.7693649656640673
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,62,-2.7681486828950486
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,63,-2.766932464210873
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,64,-2.765716320482026
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,65,-2.764500262685512
SP1_HOMOGENEOUS_v1,320000,51e527db386f26163d8a,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,66,-2.7632843018813804
