hypothesis,metric,method_a,method_b,direction,n_pairs,mean_a,mean_b,mean_difference,ci95_low,ci95_high,statistic,p_raw,p_holm,supported
H4_1_replicator_safe_success_above_cbf,safe_docking_success,replicator_primitives,cbf_qp,greater,108,0.25925925925925924,0.1574074074074074,0.10185185185185185,0.046296296296296294,0.16666666666666666,11.0,0.00048828125,0.00048828125,True
H4_2_replicator_collision_below_direct,any_collision,replicator_primitives,direct_to_slot,less,108,0.1574074074074074,0.8425925925925926,-0.6851851851851852,-0.7685185185185185,-0.5925925925925926,-74.0,5.293955920339377e-23,2.6469779601696886e-22,True
H4_3_exact_kkt_below_ring,final_kkt_residual,nash_pd_exact,nash_pd_ring,less,108,0.20961490850149755,0.46257172116088513,-0.2529568126593876,-0.3397322421966589,-0.16022674244569218,791.0,2.681850511626404e-10,8.045551534879213e-10,True
H4_4_replicator_safe_success_above_nash_pd,safe_docking_success,replicator_primitives,nash_pd_exact,greater,108,0.25925925925925924,0.027777777777777776,0.23148148148148148,0.1574074074074074,0.3057870370370379,25.0,2.9802322387695312e-08,5.960464477539063e-08,True
H4_5_replicator_position_error_below_central,final_position_error_m,replicator_primitives,central_potential_reference,less,108,1.1583416378104754,2.0422644655654008,-0.8839228277549253,-1.0386966954923893,-0.7293942479595924,16.0,6.8135657881263146e-18,2.7254263152505258e-17,True
