method,label,n,safe_docking_success,safe_docking_success_ci_low,safe_docking_success_ci_high,arrival_success,arrival_success_ci_low,arrival_success_ci_high,any_collision,any_collision_ci_low,any_collision_ci_high,timeout,timeout_ci_low,timeout_ci_high,docking_time_s,docking_time_s_ci_low,docking_time_s_ci_high,time_to_wrench_feasible_s,time_to_wrench_feasible_s_ci_low,time_to_wrench_feasible_s_ci_high,min_clearance_m,min_clearance_m_ci_low,min_clearance_m_ci_high,energy_wh,energy_wh_ci_low,energy_wh_ci_high,guard_intervention_norm,guard_intervention_norm_ci_low,guard_intervention_norm_ci_high,closure_interventions,closure_interventions_ci_low,closure_interventions_ci_high,exec_barrier_violations,exec_barrier_violations_ci_low,exec_barrier_violations_ci_high,final_kkt_residual,final_kkt_residual_ci_low,final_kkt_residual_ci_high,messages,messages_ci_low,messages_ci_high,runtime_s,runtime_s_ci_low,runtime_s_ci_high
direct_to_slot,Directo al contacto,108,0.1574074074074074,0.09259259259259259,0.23148148148148148,0.1574074074074074,0.09259259259259259,0.2222222222222222,0.8425925925925926,0.7685185185185185,0.9074074074074074,0.0,0.0,0.0,30.418148148148152,28.524333333333335,32.3074074074074,30.398888888888887,28.491814814814816,32.297037037037036,-0.04159365900490267,-0.06294361131184784,-0.01931053796204459,0.027539977526270378,0.024058920346304823,0.031091273048839033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.022703337966016045,0.019230730184116748,0.02639274871951245
apf_navigation,APF,108,0.1111111111111111,0.05555555555555555,0.17592592592592593,0.1111111111111111,0.05555555555555555,0.17592592592592593,0.8611111111111112,0.7962962962962963,0.9259259259259259,0.027777777777777776,0.0,0.06481481481481481,31.782222222222217,29.89585185185185,33.38,31.771851851851853,30.131111111111114,33.39333333333333,-0.0335437064544363,-0.053788204759683225,-0.012005097948522983,0.07693545466955685,0.06524087243506008,0.08870779657015204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.07583569999810101,0.06142479351854288,0.09481676793344646
rvo_proxy,RVO proxy,108,0.1574074074074074,0.09259259259259259,0.23148148148148148,0.1574074074074074,0.09259259259259259,0.23148148148148148,0.8425925925925926,0.7685185185185185,0.9076388888888877,0.0,0.0,0.0,30.418148148148152,28.25814814814815,32.30888888888889,30.398888888888887,28.23888888888889,32.29259259259259,-0.04199494536940308,-0.0641699935974832,-0.01892701042908119,0.02771524206402615,0.024269615151904518,0.031253870176825155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.025586368529022567,0.021755967401905867,0.02958320014656271
cbf_qp,CBF-QP,108,0.1574074074074074,0.09259259259259259,0.23148148148148148,0.1574074074074074,0.09259259259259259,0.23148148148148148,0.17592592592592593,0.11087962962962963,0.25,0.6666666666666666,0.5833333333333334,0.7592592592592593,30.418148148148152,28.522925925925925,32.305925925925926,29.348888888888887,27.087277777777775,31.356805555555557,0.015147105033619957,-0.004518412567537039,0.03572637258610677,0.1811186607196818,0.1495815820600781,0.2156624227490498,66.89276767332157,56.0959863649966,78.09100628066618,0.0,0.0,0.0,70.07407407407408,57.40717592592593,82.22523148148147,nan,nan,nan,0.0,0.0,0.0,1.2816566055688006,1.0387992783758413,1.5265448504962946
central_potential_reference,Potencial central,108,0.027777777777777776,0.0,0.05555555555555555,0.027777777777777776,0.0,0.06481481481481481,0.1574074074074074,0.09259259259259259,0.23148148148148148,0.8148148148148148,0.7407407407407407,0.8888888888888888,34.3537037037037,33.4425925925926,35.0,33.31074074074074,32.0088611111111,34.464444444444446,0.055120366034174965,0.030803245531633924,0.07773094115884364,0.09621159832167064,0.07650137983056456,0.11673239392521428,12.802215963605569,10.411562243525548,15.339962525395716,1.3333333333333333,0.7129629629629629,2.1944444444444446,6.314814814814815,3.6013888888888888,10.14907407407407,0.13435352909360485,0.06372669892311425,0.2346573701191822,16820538.925925925,12470673.232407408,21912247.720370367,2.421482916669144,2.0437635654547464,2.8053309926243615
nash_pd_exact_raw,Nash-PD RAW,108,0.027777777777777776,0.0,0.06481481481481481,0.027777777777777776,0.0,0.05555555555555555,0.1574074074074074,0.09259259259259259,0.23148148148148148,0.8148148148148148,0.7407407407407407,0.8796296296296297,34.22481481481481,33.20407407407407,35.0,33.72629629629629,32.497,34.74407407407408,0.06372828040188717,0.03758183006649587,0.08971600635892918,0.10059829699813125,0.08006018060127798,0.12356650249972627,14.605607193800918,11.66119799985746,17.707475961471047,0.0,0.0,0.0,9.185185185185185,5.666666666666667,13.648611111111109,0.21825150626716278,0.1271921478289867,0.32002389097063716,5883871.148148148,4465168.497222222,7411709.592592592,1.4989990601855054,1.2663989821720558,1.7422720507416805
nash_pd_exact,Nash-PD exacto,108,0.027777777777777776,0.0,0.06481481481481481,0.027777777777777776,0.0,0.06481481481481481,0.1574074074074074,0.09259259259259259,0.23148148148148148,0.8148148148148148,0.7407407407407407,0.8888888888888888,34.22481481481481,33.19962962962963,35.0,33.96888888888889,32.90814814814815,34.75888888888889,0.06382257445482768,0.03787538358872121,0.09288966087026373,0.10163745056280288,0.0814364233704772,0.1248907771381931,14.46627912369547,11.469191722207924,17.44871738264266,3.175925925925926,1.9534722222222223,4.62060185185185,7.518518518518518,4.62962962962963,10.935648148148145,0.20961490850149753,0.1185689421630521,0.3131373105232297,5898492.518518519,4475177.978703704,7327199.490740739,1.484177209268738,1.2633608489283317,1.7106322150673132
nash_pd_ring,Nash-PD anillo,108,0.027777777777777776,0.0,0.06481481481481481,0.027777777777777776,0.0,0.05555555555555555,0.1574074074074074,0.09259259259259259,0.23148148148148148,0.8148148148148148,0.7405092592592593,0.8888888888888888,34.22481481481481,33.208518518518524,35.0,34.22481481481481,33.20851851851852,35.0,0.1222993579950183,0.08059177607821617,0.16577059807863664,0.08366548539768165,0.06751038594061827,0.10118236192392,15.001375481750157,12.273669585762587,17.88176016609709,1.8148148148148149,0.8981481481481481,3.1296296296296298,2.814814814814815,1.944212962962963,3.814814814814815,0.4625717211608852,0.3921113309870832,0.5412668020350602,16440808.296296297,13589096.948148148,19516776.0,1.7421514611040172,1.5394874825081422,1.9379832315589602
smith_primitives,Smith + CBF,108,0.027777777777777776,0.0,0.06481481481481481,0.027777777777777776,0.0,0.06481481481481481,0.1574074074074074,0.09259259259259259,0.2222222222222222,0.8148148148148148,0.7407407407407407,0.8796296296296297,34.37148148148148,33.56814814814815,35.0,34.37148148148148,33.5637037037037,35.0,0.06157629924679839,0.03459853561285747,0.08844022783268671,0.09903210402769859,0.07932847150359115,0.12132388914870368,13.897933829516662,11.165752240128569,16.84828877064644,4.333333333333333,2.2217592592592594,7.203935185185183,7.287037037037037,4.48125,10.657638888888886,0.2509920767919289,0.15396719879101536,0.3567025936817755,7566558.518518519,5957875.981481481,9310884.888888884,1.8071546037056208,1.5808836431169226,2.038009708342832
replicator_primitives,Replicator + CBF,108,0.25925925925925924,0.18518518518518517,0.3425925925925926,0.25925925925925924,0.17592592592592593,0.3425925925925926,0.1574074074074074,0.09259259259259259,0.23148148148148148,0.5833333333333334,0.49074074074074076,0.6759259259259259,28.85185185185185,26.672814814814817,30.833407407407407,27.926666666666666,25.541074074074075,30.006870370370372,0.021412913720360267,0.0029625443963305167,0.04064640030785112,0.14768932850602814,0.11748275138736632,0.18003486054099346,27.824194265142815,21.898167419814772,34.13225299532496,14.175925925925926,9.629166666666666,19.203703703703702,27.86111111111111,20.56319444444444,35.76064814814814,1.48276724787342,1.3623019979738957,1.641784148083297,5361478.518518519,4093797.7777777775,6670201.703703702,1.8390127296205956,1.5355910445429295,2.1452352131896917
