method,scenario,seed,n_robots,safe_docking_success,arrival_success,any_collision,timeout,docking_time_s,time_to_wrench_feasible_s,min_clearance_m,final_position_error_m,final_orientation_error_rad,energy_wh,path_length_m,guard_interventions,closure_interventions,guard_intervention_norm,raw_barrier_violations,exec_barrier_violations,max_exec_barrier_residual,torque_saturation_events,mean_kkt_residual,final_kkt_residual,max_simplex_error,max_capacity_violation,consensus_error,messages,runtime_s,steps
direct_to_slot,open_docking,472000,4,1,1,0,0,6.08,6.08,0.20307036965526598,0.135489483718412,0.03396771747337979,0.026728172644380658,14.396062307280143,0,0,0.0,0,0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.01615549996495247,38
apf_navigation,open_docking,472000,4,1,1,0,0,6.08,6.08,0.20307036965526598,0.1354894837184119,0.03396771747337979,0.026728172644380647,14.396062307280143,0,0,0.0,0,0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.020202299812808633,38
rvo_proxy,open_docking,472000,4,1,1,0,0,6.08,6.08,0.20307036965526598,0.1354894837184119,0.03396771747337979,0.026728172644380647,14.396062307280143,0,0,0.0,0,0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.024101800052449107,38
cbf_qp,open_docking,472000,4,1,1,0,0,6.08,6.08,0.2030703696552662,0.13548948371841202,0.0339677174733799,0.02672817264438066,14.396062307280141,0,0,2.8699860403554913,0,0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.030360299861058593,38
central_potential_reference,open_docking,472000,4,1,1,0,0,6.4,6.4,0.1475727703339011,0.1243894189841014,0.09121019853897394,0.026713093992217548,14.478151405165514,0,0,4.389465208711619,0,0,0.0,0,0.008527655412297146,0.006188761633061435,2.220446049250313e-16,2.220446049250313e-16,0.0,487200,0.62562600011006,40
nash_pd_exact_raw,open_docking,472000,4,1,1,0,0,6.4,6.4,0.13089118353375134,0.11852585317339065,0.07517311223013035,0.027483986278373423,14.494603964147423,0,0,4.429640375822901,0,0,0.0,0,0.06451842485781877,0.010534715422963227,4.440892098500626e-16,4.440892098500626e-16,0.0,137520,0.18458340014331043,40
nash_pd_exact,open_docking,472000,4,1,1,0,0,6.4,6.4,0.13089118353375134,0.11852585317339065,0.07517311223013035,0.027483986278373423,14.494603964147423,0,0,4.429640375822901,0,0,0.0,0,0.06451842485781877,0.010534715422963227,4.440892098500626e-16,4.440892098500626e-16,0.0,137520,0.20767849986441433,40
nash_pd_ring,open_docking,472000,4,1,1,0,0,6.4,6.4,0.13089118353375134,0.11852585317339065,0.07517311223013035,0.027483986278373423,14.494603964147423,0,0,4.429640375822901,0,0,0.0,0,0.06617881186768963,0.010402111130786665,2.220446049250313e-16,2.220446049250313e-16,0.08553337321327828,733440,0.26448310003615916,40
smith_primitives,open_docking,472000,4,1,1,0,0,6.4,6.4,0.21105544544267757,0.15079609285961593,0.048087759789366746,0.02660296402900143,14.368148731156879,0,0,4.847180964256174,0,0,0.0,0,0.06870292103936212,0.027513396134110572,2.220446049250313e-16,2.220446049250313e-16,0.0,138720,0.23312820005230606,40
replicator_primitives,open_docking,472000,4,1,1,0,0,6.24,6.24,0.1313869263821607,0.07128608151083118,0.1631361298428421,0.02586941794587061,14.686429944317515,0,0,3.4473303130705144,0,0,0.0,0,0.5602439656382495,1.4142135623730951,2.220446049250313e-16,2.220446049250313e-16,0.0,131520,0.2058363000396639,39
