campaign_id,experiment,world_key,world_id,world_seed,scenario,N,K,capacity_cv,pressure,implementation_version,graph_regime,radius,radius_over_rc,graph_seed,graph_n_edges,graph_mean_degree,graph_min_degree,graph_diameter,graph_components,graph_lambda_2,graph_connected,method,algorithm_status,cycle_observed,consistent,raw_certificate,distance_cost,capacity_deficit,robot_conflict,excess_capacity,assigned_robots,max_coalition_size,unserved_loads,rounds,messages,bytes,messages_per_agent,bytes_per_agent,runtime_ms,oracle_status,oracle_objective,oracle_bound,oracle_gap,oracle_runtime_s,oracle_feasible,oracle_certified,optimality_gap
SP1_N3_DISTRIBUTED_BASELINES_v1,E2,E2:uniform:p0.7:cv0.0:r0,uniform-p0.7-r0,971949659,uniform,16,5,0.0,0.7,sp1-n3-1.0,medium,41.480092873993016,1.5,971949659,43,5.375,1,6,1,0.32347436520041156,True,capacity_cbba_rb,QUIESCENT_OBSERVED,True,True,FEASIBLE,329.6681598718631,0.0,0,9.000000000000004,13,5,0,30,796,115136,49.75,7196.0,30.837700003758073,OPTIMAL,318.3919128462368,318.3919128462368,0.0,0.01044540002476424,True,True,0.03541624824834056
SP1_N3_DISTRIBUTED_BASELINES_v1,E2,E2:uniform:p0.7:cv0.0:r0,uniform-p0.7-r0,971949659,uniform,16,5,0.0,0.7,sp1-n3-1.0,medium,41.480092873993016,1.5,971949659,43,5.375,1,6,1,0.32347436520041156,True,weighted_grape,CONVERGED,False,True,FEASIBLE,332.4915739288062,0.0,0,9.000000000000004,13,5,0,225,6441,270264,402.5625,16891.5,124.21949999406934,OPTIMAL,318.3919128462368,318.3919128462368,0.0,0.01044540002476424,True,True,0.04428397994323009
SP1_N3_DISTRIBUTED_BASELINES_v1,E2,E2:uniform:p0.7:cv0.0:r0,uniform-p0.7-r0,971949659,uniform,16,5,0.0,0.7,sp1-n3-1.0,medium,41.480092873993016,1.5,971949659,43,5.375,1,6,1,0.32347436520041156,True,weighted_pair_grape,CONVERGED,True,True,FEASIBLE,332.4915739288062,0.0,0,9.000000000000004,13,5,0,241,6441,270264,402.5625,16891.5,177.47070000041276,OPTIMAL,318.3919128462368,318.3919128462368,0.0,0.01044540002476424,True,True,0.04428397994323009
SP1_N3_DISTRIBUTED_BASELINES_v1,E2,E2:uniform:p0.7:cv0.0:r1,uniform-p0.7-r1,1650646117,uniform,16,5,0.0,0.7,sp1-n3-1.0,medium,49.41476746769516,1.5,1650646117,52,6.5,2,3,1,1.3477460292769896,True,capacity_cbba_rb,QUIESCENT_OBSERVED,True,True,FEASIBLE,488.08958511839336,0.0,0,19.000000000000007,15,4,0,24,754,116142,47.125,7258.875,29.52839998761192,OPTIMAL,429.42282360728655,429.4228236072865,0.0,0.0024060000432655215,True,True,0.13661770703822307
SP1_N3_DISTRIBUTED_BASELINES_v1,E2,E2:uniform:p0.7:cv0.0:r1,uniform-p0.7-r1,1650646117,uniform,16,5,0.0,0.7,sp1-n3-1.0,medium,49.41476746769516,1.5,1650646117,52,6.5,2,3,1,1.3477460292769896,True,weighted_grape,CONVERGED,False,True,FEASIBLE,472.58441445934386,0.0,0,19.000000000000007,15,4,0,257,7705,323298,481.5625,20206.125,157.8019000007771,OPTIMAL,429.42282360728655,429.4228236072865,0.0,0.0024060000432655215,True,True,0.10051070525196217
SP1_N3_DISTRIBUTED_BASELINES_v1,E2,E2:uniform:p0.7:cv0.0:r1,uniform-p0.7-r1,1650646117,uniform,16,5,0.0,0.7,sp1-n3-1.0,medium,49.41476746769516,1.5,1650646117,52,6.5,2,3,1,1.3477460292769896,True,weighted_pair_grape,CONVERGED,True,True,FEASIBLE,432.51192377127745,0.0,0,19.000000000000007,15,4,0,321,9108,382224,569.25,23889.0,281.57089999876916,OPTIMAL,429.42282360728655,429.4228236072865,0.0,0.0024060000432655215,True,True,0.007193609641056093
SP1_N3_DISTRIBUTED_BASELINES_v1,E2,E2:uniform:p0.7:cv0.0:r2,uniform-p0.7-r2,1808233241,uniform,16,5,0.0,0.7,sp1-n3-1.0,medium,53.52034746228047,1.5,1808233241,48,6.0,3,3,1,1.21866765769549,True,capacity_cbba_rb,QUIESCENT_OBSERVED,True,True,CAPACITY_DEFICIT,567.2966896153926,2.8063242119488763,0,26.806324211948873,16,4,1,24,699,112221,43.6875,7013.8125,21.872100012842566,OPTIMAL,372.8985510292392,372.8985510292392,0.0,0.0036279999767430127,True,True,
SP1_N3_DISTRIBUTED_BASELINES_v1,E2,E2:uniform:p0.7:cv0.0:r2,uniform-p0.7-r2,1808233241,uniform,16,5,0.0,0.7,sp1-n3-1.0,medium,53.52034746228047,1.5,1808233241,48,6.0,3,3,1,1.21866765769549,True,weighted_grape,CONVERGED,False,True,FEASIBLE,428.7746764204718,0.0,0,13.999999999999995,14,4,0,241,6839,286950,427.4375,17934.375,145.01010003732517,OPTIMAL,372.8985510292392,372.8985510292392,0.0,0.0036279999767430127,True,True,0.1498426991389713
SP1_N3_DISTRIBUTED_BASELINES_v1,E2,E2:uniform:p0.7:cv0.0:r2,uniform-p0.7-r2,1808233241,uniform,16,5,0.0,0.7,sp1-n3-1.0,medium,53.52034746228047,1.5,1808233241,48,6.0,3,3,1,1.21866765769549,True,weighted_pair_grape,CONVERGED,True,True,FEASIBLE,383.79268917537365,0.0,0,13.999999999999995,14,4,0,321,8539,358350,533.6875,22396.875,372.5453999941237,OPTIMAL,372.8985510292392,372.8985510292392,0.0,0.0036279999767430127,True,True,0.029214750542917143
SP1_N3_DISTRIBUTED_BASELINES_v1,E2,E2:uniform:p0.7:cv0.0:r3,uniform-p0.7-r3,3714920918,uniform,16,5,0.0,0.7,sp1-n3-1.0,medium,63.50013010369336,1.5,3714920918,90,11.25,7,2,1,5.903313689727254,True,capacity_cbba_rb,QUIESCENT_OBSERVED,True,True,FEASIBLE,249.8442920812784,0.0,0,9.000000000000007,13,5,0,22,941,189107,58.8125,11819.1875,39.844200015068054,OPTIMAL,219.44550279059126,219.4455027905913,0.0,0.0028481000335887074,True,True,0.13852546032668342
