rank,scenario_generator,method,method_label,method_family,method_scope,method_ownership,n,pose_success_mean,pose_success_std,slot_coverage_ratio_mean,slot_coverage_ratio_std,final_position_error_m_mean,final_position_error_m_std,final_orientation_error_deg_mean,final_orientation_error_deg_std,hamiltonian_drop_mean,hamiltonian_drop_std,mean_residual_norm_mean,mean_residual_norm_std,allocation_runtime_ms_mean,allocation_runtime_ms_std,ranking_rule
1,ALL_SCENARIOS,hungarian_slots,Hungarian slots,classic,centralized,baseline,3,1.0,0.0,0.9166666666666666,0.14433756729740646,0.32707708929815354,0.30209655541860153,9.307461969310992,5.875880038276754,417.75145388953223,218.1012607386217,0.2104018558092934,0.12603730317019113,0.22703335465242458,0.07589434348428105,"max pose success and slot coverage, min pose error and runtime; supplementary visual/control suite, not MC inference"
2,ALL_SCENARIOS,smith_wrench_deficit,Smith-QR wrench deficit,model_based,decentralized,proposed,3,0.6666666666666666,0.5773502691896258,0.9166666666666666,0.14433756729740646,0.6147023929599993,0.7795964347733364,12.013038295319339,7.75327817414515,408.47083182144667,227.17554797440948,0.23710689155569162,0.17363951379814643,54.59403335892906,46.55828279024829,"max pose success and slot coverage, min pose error and runtime; supplementary visual/control suite, not MC inference"
3,ALL_SCENARIOS,support_dual_wrench_market,Residual-support wrench market,model_based,decentralized,proposed,3,0.6666666666666666,0.5773502691896258,0.8333333333333334,0.14433756729740646,0.7358334806395095,0.6647973291686428,12.08726426407098,7.676322580497578,407.6564879712589,227.67563098860077,0.25278381749382056,0.1553298268444724,16.159833370087046,15.205609246480776,"max pose success and slot coverage, min pose error and runtime; supplementary visual/control suite, not MC inference"
4,ALL_SCENARIOS,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,3,0.6666666666666666,0.5773502691896258,0.75,0.25,1.2491466437364982,1.3579060478541487,23.96781738854592,30.475591944571747,382.0626189150321,252.55545124742608,0.46409935327960655,0.35199545268749466,0.4064333237086733,0.12390955242461954,"max pose success and slot coverage, min pose error and runtime; supplementary visual/control suite, not MC inference"
5,ALL_SCENARIOS,wrench_oracle,Wrench oracle,model_based_oracle,centralized,reference,3,0.3333333333333333,0.5773502691896258,0.6666666666666666,0.3818813079129867,1.5361586094949036,1.2520143526352794,26.726071430020028,28.870230838453924,372.77452216996977,258.52034582327116,0.49199073889116623,0.34122844000715513,1953.3716666822631,3069.5276517931534,"max pose success and slot coverage, min pose error and runtime; supplementary visual/control suite, not MC inference"
6,ALL_SCENARIOS,cbba_slots,CBBA slots,sota,decentralized,baseline,3,0.3333333333333333,0.5773502691896258,0.4166666666666667,0.5204164998665332,2.9043192910773876,2.3256509732149597,31.572830691962526,37.42503993729525,270.19917575808813,352.79844195592705,0.7180327600151847,0.48477910964358445,55.434799985960126,29.97684753595853,"max pose success and slot coverage, min pose error and runtime; supplementary visual/control suite, not MC inference"
