experiment_id,case_id,movement_type,robot_load_regime,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_engine,method_payoff_signal,method_role,n_robots,n_loads,load_index,complete_uncovered_slots,allocation_runtime_ms,pose_success,frames,assigned_robots,slot_coverage_ratio,final_position_error_m,final_orientation_error_deg,hamiltonian_drop,mean_residual_norm,max_torque_nm,mass_kg,inertia_kg_m2,video_ok,snapshot,video,trajectory_csv,method_comparison_group,method_recommended_phase,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,initial_hamiltonian,final_hamiltonian
SP3_POSE_suite_euler_lagrange_transport,overactuated_push_more_robots_than_loads,push,more_robots_than_loads,pose_push_overactuated,pose_push_overactuated_v00,5300,wrench_oracle,Wrench oracle,model_based_oracle,centralized,reference,exact_role_slot_wrench,oracle,strict_wrench_feasible_score,reference,8,2,0,True,5495.593100087717,True,181,5,1.0,0.30147005875514643,3.2469262577731524,669.3272558678648,0.18557430815003023,19.557282041023942,56.0,47.64666666666667,True,results\sp3\SP3_POSE_suite_euler_lagrange_transport\figures\sp3-pose-overactuated-push-more-robots-than-loads-pose-push-overactuated-wrench-oracle-seed5300.png,results\sp3\SP3_POSE_suite_euler_lagrange_transport\videos\sp3-pose-overactuated-push-more-robots-than-loads-pose-push-overactuated-wrench-oracle-seed5300.mp4,results\sp3\SP3_POSE_suite_euler_lagrange_transport\tables\trajectories\sp3-pose-overactuated-push-more-robots-than-loads-pose-push-overactuated-wrench-oracle-seed5300.csv,centralized_wrench_oracle_reference,A,none,centralized_exact_role_slot_search,centralized_all_robot_slot_pairs,0,3,False,False,672.952270319258,3.625014451393267
SP3_POSE_suite_euler_lagrange_transport,overactuated_push_more_robots_than_loads,push,more_robots_than_loads,pose_push_overactuated,pose_push_overactuated_v00,5300,hungarian_slots,Hungarian slots,classic,centralized,baseline,hungarian_robot_slot_cost,hungarian,robot_slot_cost_only,classic_baseline,8,2,0,True,0.23330003023147583,True,181,5,1.0,0.30147005875514643,3.2469262577731524,669.3272558678648,0.18557430815003023,19.557282041023942,56.0,47.64666666666667,True,results\sp3\SP3_POSE_suite_euler_lagrange_transport\figures\sp3-pose-overactuated-push-more-robots-than-loads-pose-push-overactuated-hungarian-slots-seed5300.png,results\sp3\SP3_POSE_suite_euler_lagrange_transport\videos\sp3-pose-overactuated-push-more-robots-than-loads-pose-push-overactuated-hungarian-slots-seed5300.mp4,results\sp3\SP3_POSE_suite_euler_lagrange_transport\tables\trajectories\sp3-pose-overactuated-push-more-robots-than-loads-pose-push-overactuated-hungarian-slots-seed5300.csv,classic_centralized_baseline,A,none,centralized_robot_slot_hungarian,centralized_robot_slot_cost_matrix,0,0,False,False,672.952270319258,3.625014451393267
SP3_POSE_suite_euler_lagrange_transport,overactuated_push_more_robots_than_loads,push,more_robots_than_loads,pose_push_overactuated,pose_push_overactuated_v00,5300,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,capacity_greedy_slots,greedy,scalar_capacity_only,classic_baseline,8,2,0,True,0.5435999482870102,True,181,5,1.0,0.30147005835529544,3.24692625385649,669.3272558724063,0.1855743080965009,19.557282041023942,56.0,47.64666666666667,True,results\sp3\SP3_POSE_suite_euler_lagrange_transport\figures\sp3-pose-overactuated-push-more-robots-than-loads-pose-push-overactuated-capacity-greedy-slots-seed5300.png,results\sp3\SP3_POSE_suite_euler_lagrange_transport\videos\sp3-pose-overactuated-push-more-robots-than-loads-pose-push-overactuated-capacity-greedy-slots-seed5300.mp4,results\sp3\SP3_POSE_suite_euler_lagrange_transport\tables\trajectories\sp3-pose-overactuated-push-more-robots-than-loads-pose-push-overactuated-capacity-greedy-slots-seed5300.csv,classic_decentralized_baseline,A,none,distributed_capacity_slot_rule,local_robot_load_slots,0,0,False,False,672.952270319258,3.625014446851602
SP3_POSE_suite_euler_lagrange_transport,overactuated_push_more_robots_than_loads,push,more_robots_than_loads,pose_push_overactuated,pose_push_overactuated_v00,5300,cbba_slots,CBBA slots,sota,decentralized,baseline,cbba_slot_wrench_proxy,cbba,marginal_wrench_bid,sota_proxy,8,2,0,True,90.04879998974502,True,181,5,1.0,0.30147005870028504,3.24692625544748,669.3272558709572,0.1855743081015834,19.55728204127014,56.0,47.64666666666667,True,results\sp3\SP3_POSE_suite_euler_lagrange_transport\figures\sp3-pose-overactuated-push-more-robots-than-loads-pose-push-overactuated-cbba-slots-seed5300.png,results\sp3\SP3_POSE_suite_euler_lagrange_transport\videos\sp3-pose-overactuated-push-more-robots-than-loads-pose-push-overactuated-cbba-slots-seed5300.mp4,results\sp3\SP3_POSE_suite_euler_lagrange_transport\tables\trajectories\sp3-pose-overactuated-push-more-robots-than-loads-pose-push-overactuated-cbba-slots-seed5300.csv,sota_decentralized_baseline,A,none,distributed_slot_bundle_auction_proxy,auction_robot_slot_bids,0,3,False,False,672.952270319258,3.625014448300825
SP3_POSE_suite_euler_lagrange_transport,overactuated_push_more_robots_than_loads,push,more_robots_than_loads,pose_push_overactuated,pose_push_overactuated_v00,5300,smith_wrench_deficit,Smith-QR wrench deficit,model_based,decentralized,proposed,smith_qr_wrench_deficit,smith,wrench_deficit_minus_rho,main_proposal,8,2,0,True,107.9498000908643,True,181,5,1.0,0.30147005869398646,3.246926254408558,669.3272558722631,0.1855743080804475,19.557282041612396,56.0,47.64666666666667,True,results\sp3\SP3_POSE_suite_euler_lagrange_transport\figures\sp3-pose-overactuated-push-more-robots-than-loads-pose-push-overactuated-smith-wrench-deficit-seed5300.png,results\sp3\SP3_POSE_suite_euler_lagrange_transport\videos\sp3-pose-overactuated-push-more-robots-than-loads-pose-push-overactuated-smith-wrench-deficit-seed5300.mp4,results\sp3\SP3_POSE_suite_euler_lagrange_transport\tables\trajectories\sp3-pose-overactuated-push-more-robots-than-loads-pose-push-overactuated-smith-wrench-deficit-seed5300.csv,proposed_wrench_deficit,A,model_based_tuning_optional,distributed_smith_qr_wrench_deficit_rule,local_wrench_deficit_scores,0,5,False,False,672.952270319258,3.6250144469949
SP3_POSE_suite_euler_lagrange_transport,overactuated_push_more_robots_than_loads,push,more_robots_than_loads,pose_push_overactuated,pose_push_overactuated_v00,5300,support_dual_wrench_market,Residual-support wrench market,model_based,decentralized,proposed,residual_support_wrench_market,residual_support_market,current_residual_wrench_direction,main_proposal,8,2,0,True,33.079400076530874,True,181,5,1.0,0.3143161687759785,3.40408094983896,669.233587438738,0.1836396757959086,19.221013998689095,56.0,47.64666666666667,True,results\sp3\SP3_POSE_suite_euler_lagrange_transport\figures\sp3-pose-overactuated-push-more-robots-than-loads-pose-push-overactuated-support-dual-wrench-market-seed5300.png,results\sp3\SP3_POSE_suite_euler_lagrange_transport\videos\sp3-pose-overactuated-push-more-robots-than-loads-pose-push-overactuated-support-dual-wrench-market-seed5300.mp4,results\sp3\SP3_POSE_suite_euler_lagrange_transport\tables\trajectories\sp3-pose-overactuated-push-more-robots-than-loads-pose-push-overactuated-support-dual-wrench-market-seed5300.csv,proposed_wrench_market,A,model_based_tuning_optional,distributed_residual_support_wrench_market,current_residual_wrench_direction,0,5,False,False,672.952270319258,3.718682880519986
SP3_POSE_suite_euler_lagrange_transport,balanced_push_drag_equal_robots_loads,push_drag,equal_robots_loads,pose_push_drag_balanced,pose_push_drag_balanced_v00,5301,wrench_oracle,Wrench oracle,model_based_oracle,centralized,reference,exact_role_slot_wrench,oracle,strict_wrench_feasible_score,reference,4,4,0,True,289.50129996519536,False,181,4,0.25,2.804807787509355,58.960461291519046,194.91562150776082,0.859718362471373,15.596603313418312,48.0,36.64999999999999,True,results\sp3\SP3_POSE_suite_euler_lagrange_transport\figures\sp3-pose-balanced-push-drag-equal-robots-loads-pose-push-drag-balanced-wrench-oracle-seed5301.png,results\sp3\SP3_POSE_suite_euler_lagrange_transport\videos\sp3-pose-balanced-push-drag-equal-robots-loads-pose-push-drag-balanced-wrench-oracle-seed5301.mp4,results\sp3\SP3_POSE_suite_euler_lagrange_transport\tables\trajectories\sp3-pose-balanced-push-drag-equal-robots-loads-pose-push-drag-balanced-wrench-oracle-seed5301.csv,centralized_wrench_oracle_reference,A,none,centralized_exact_role_slot_search,centralized_all_robot_slot_pairs,0,3,False,False,302.937600340766,108.02197883300516
SP3_POSE_suite_euler_lagrange_transport,balanced_push_drag_equal_robots_loads,push_drag,equal_robots_loads,pose_push_drag_balanced,pose_push_drag_balanced_v00,5301,hungarian_slots,Hungarian slots,classic,centralized,baseline,hungarian_robot_slot_cost,hungarian,robot_slot_cost_only,classic_baseline,4,4,0,True,0.29960006941109896,True,181,4,1.0,0.03859911030580214,14.979395282911417,301.98212714999613,0.0986258698020732,9.248022999743455,48.0,36.64999999999999,True,results\sp3\SP3_POSE_suite_euler_lagrange_transport\figures\sp3-pose-balanced-push-drag-equal-robots-loads-pose-push-drag-balanced-hungarian-slots-seed5301.png,results\sp3\SP3_POSE_suite_euler_lagrange_transport\videos\sp3-pose-balanced-push-drag-equal-robots-loads-pose-push-drag-balanced-hungarian-slots-seed5301.mp4,results\sp3\SP3_POSE_suite_euler_lagrange_transport\tables\trajectories\sp3-pose-balanced-push-drag-equal-robots-loads-pose-push-drag-balanced-hungarian-slots-seed5301.csv,classic_centralized_baseline,A,none,centralized_robot_slot_hungarian,centralized_robot_slot_cost_matrix,0,0,False,False,302.937600340766,0.955473190769839
SP3_POSE_suite_euler_lagrange_transport,balanced_push_drag_equal_robots_loads,push_drag,equal_robots_loads,pose_push_drag_balanced,pose_push_drag_balanced_v00,5301,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,capacity_greedy_slots,greedy,scalar_capacity_only,classic_baseline,4,4,0,True,0.3731000469997525,False,181,4,0.5,2.804807774020687,58.960461544532855,194.91562222195415,0.8597183622665421,15.596603264340075,48.0,36.64999999999999,True,results\sp3\SP3_POSE_suite_euler_lagrange_transport\figures\sp3-pose-balanced-push-drag-equal-robots-loads-pose-push-drag-balanced-capacity-greedy-slots-seed5301.png,results\sp3\SP3_POSE_suite_euler_lagrange_transport\videos\sp3-pose-balanced-push-drag-equal-robots-loads-pose-push-drag-balanced-capacity-greedy-slots-seed5301.mp4,results\sp3\SP3_POSE_suite_euler_lagrange_transport\tables\trajectories\sp3-pose-balanced-push-drag-equal-robots-loads-pose-push-drag-balanced-capacity-greedy-slots-seed5301.csv,classic_decentralized_baseline,A,none,distributed_capacity_slot_rule,local_robot_load_slots,0,0,False,False,302.937600340766,108.02197811881183
SP3_POSE_suite_euler_lagrange_transport,balanced_push_drag_equal_robots_loads,push_drag,equal_robots_loads,pose_push_drag_balanced,pose_push_drag_balanced_v00,5301,cbba_slots,CBBA slots,sota,decentralized,baseline,cbba_slot_wrench_proxy,cbba,marginal_wrench_bid,sota_proxy,4,4,0,True,38.006799994036555,False,181,4,0.25,3.633437735404114,17.471565820440123,141.2702714033072,0.8346732735430232,12.784468839891671,48.0,36.64999999999999,True,results\sp3\SP3_POSE_suite_euler_lagrange_transport\figures\sp3-pose-balanced-push-drag-equal-robots-loads-pose-push-drag-balanced-cbba-slots-seed5301.png,results\sp3\SP3_POSE_suite_euler_lagrange_transport\videos\sp3-pose-balanced-push-drag-equal-robots-loads-pose-push-drag-balanced-cbba-slots-seed5301.mp4,results\sp3\SP3_POSE_suite_euler_lagrange_transport\tables\trajectories\sp3-pose-balanced-push-drag-equal-robots-loads-pose-push-drag-balanced-cbba-slots-seed5301.csv,sota_decentralized_baseline,A,none,distributed_slot_bundle_auction_proxy,auction_robot_slot_bids,0,3,False,False,302.937600340766,161.6673289374588
