left,right,worlds,risk_difference,ci_low,ci_high,left_only,right_only,mcnemar_p
geo_qpg_c3,geo_qpg_u,1160,0.02327586206896552,0.014655172413793103,0.03189655172413793,27,0,1.4901161193847656e-08
geo_qpg_smith,geo_qpg_u,1160,-0.009482758620689655,-0.022413793103448276,0.003469827586206975,25,36,0.20003136851310313
geo_qpg_lll,geo_qpg_u,1160,0.005172413793103448,-0.00603448275862069,0.015517241379310345,23,17,0.42959050784338615
geo_qpg_d,geo_qpg_cf,1160,0.0,0.0,0.0,0,0,1.0
