method,N,K,runs,feasibility,runtime_ms_median,bytes_per_agent_median,rounds_median
geo_qpg_d,16,4,15,1.0,102.8101000119932,5024.0,14.0
geo_qpg_d,32,8,15,1.0,1449.318400002085,14729.125,23.0
geo_qpg_d,48,12,15,1.0,5984.865499980515,30537.916666666668,29.0
geo_qpg_d,64,16,15,1.0,20614.819600014016,52096.9375,38.0
geo_qpg_u,16,4,15,1.0,7.153700018534437,702.75,42.0
geo_qpg_u,32,8,15,1.0,23.639799997908995,1312.875,85.0
geo_qpg_u,48,12,15,1.0,53.47520002396777,2089.25,130.0
geo_qpg_u,64,16,15,1.0,99.7110000171233,2526.5625,170.0
