experiment_id,world_hash,seed,replicate,n_robots,n_loads,heterogeneity,demand_ratio,geometry,graph,lambda2,method,protocol,fitness_mode,raw_served_rate,raw_coverage_ratio,final_integer_valid,final_served_rate,final_coverage_ratio,under_capacity,over_capacity_ratio,distance_cost,objective_value,optimal_objective,normalized_regret,continuous_converged,iterations,equilibrium_residual,simplex_error,potential_initial,potential_final,potential_gain,potential_violations,messages,runtime_s,runtime_scope
SP2_HETEROGENEOUS_GAME_v1_2,1d59b8f26feb9fd8814c,360000,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__plain_deficit,smith,plain_deficit,0.6666666666666666,0.9470847246388292,True,0.6666666666666666,0.9470847246388292,0.1395486923327165,0.4292063819252616,2.4991080173466655,3.7696473556940395,5.071394117169135,0.25668420386971097,True,294,0.02451021195510619,2.220446049250313e-16,,,,0,49392,0.042375000193715096,population_solver
SP2_HETEROGENEOUS_GAME_v1_2,1d59b8f26feb9fd8814c,360000,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,0.3333333333333333,0.9366032690941523,True,0.6666666666666666,0.9470847246388292,0.1395486923327165,0.4292063819252616,2.4991080173466655,3.7696473556940395,5.071394117169135,0.25668420386971097,True,282,0.024447103998761648,0.0,6.764933549133617,7.449880724094581,0.6849471749609641,0,47376,0.047829899936914444,population_solver
SP2_HETEROGENEOUS_GAME_v1_2,1d59b8f26feb9fd8814c,360000,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_log,smith,marginal_log,0.6666666666666666,0.9895185444553231,True,0.6666666666666666,0.9895185444553231,0.0396348317939883,0.42279616654071567,2.436788589008998,3.718262230728735,5.071394117169135,0.2668165508689988,True,250,0.02448232077203826,1.1102230246251565e-16,1.9115609712283708,6.610158855053335,4.698597883824965,0,42000,0.042336200131103396,population_solver
SP2_HETEROGENEOUS_GAME_v1_2,1d59b8f26feb9fd8814c,360000,0,8,3,low,0.7,uniform,complete,7.999999999999991,replicator__plain_deficit,replicator,plain_deficit,0.6666666666666666,0.9470847246388292,True,0.6666666666666666,0.9470847246388292,0.1395486923327165,0.4292063819252616,2.4991080173466655,3.7696473556940395,5.071394117169135,0.25668420386971097,False,300,0.026638949248363297,2.220446049250313e-16,,,,0,50400,0.04187879990786314,population_solver
SP2_HETEROGENEOUS_GAME_v1_2,1d59b8f26feb9fd8814c,360000,0,8,3,low,0.7,uniform,complete,7.999999999999991,replicator__marginal_deficit,replicator,marginal_deficit,0.3333333333333333,0.9366032690941523,True,0.6666666666666666,0.9895185444553231,0.0396348317939883,0.42279616654071567,2.436788589008998,3.718262230728735,5.071394117169135,0.2668165508689988,False,300,0.027357955536832842,1.1102230246251565e-16,6.7344993318679425,7.309841656160485,0.5753423242925422,0,50400,0.05065150000154972,population_solver
SP2_HETEROGENEOUS_GAME_v1_2,1d59b8f26feb9fd8814c,360000,0,8,3,low,0.7,uniform,complete,7.999999999999991,replicator__marginal_log,replicator,marginal_log,0.6666666666666666,0.9895185444553231,True,0.6666666666666666,0.9895185444553231,0.0396348317939883,0.42279616654071567,2.436788589008998,3.718262230728735,5.071394117169135,0.2668165508689988,False,300,0.02571029340471261,0.0,1.8999646177919465,6.570002716521961,4.670038098730015,0,50400,0.050089200027287006,population_solver
SP2_HETEROGENEOUS_GAME_v1_2,1d59b8f26feb9fd8814c,360000,0,8,3,low,0.7,uniform,complete,7.999999999999991,erv_bnn__plain_deficit,erv_bnn,plain_deficit,0.6666666666666666,0.9470847246388292,True,0.6666666666666666,0.9470847246388292,0.1395486923327165,0.4292063819252616,2.4991080173466655,3.7696473556940395,5.071394117169135,0.25668420386971097,True,274,0.02447711359798665,2.220446049250313e-16,,,,0,46032,0.04319029999896884,population_solver
SP2_HETEROGENEOUS_GAME_v1_2,1d59b8f26feb9fd8814c,360000,0,8,3,low,0.7,uniform,complete,7.999999999999991,erv_bnn__marginal_deficit,erv_bnn,marginal_deficit,0.3333333333333333,0.9366032690941523,True,0.6666666666666666,0.9895185444553231,0.0396348317939883,0.42279616654071567,2.436788589008998,3.718262230728735,5.071394117169135,0.2668165508689988,True,274,0.024515046660230015,2.220446049250313e-16,6.751734913209727,7.281009300824717,0.5292743876149899,0,46032,0.04845669982023537,population_solver
SP2_HETEROGENEOUS_GAME_v1_2,1d59b8f26feb9fd8814c,360000,0,8,3,low,0.7,uniform,complete,7.999999999999991,erv_bnn__marginal_log,erv_bnn,marginal_log,0.6666666666666666,0.9895185444553231,True,0.6666666666666666,0.9895185444553231,0.0396348317939883,0.42279616654071567,2.436788589008998,3.718262230728735,5.071394117169135,0.2668165508689988,True,264,0.02426214006709195,2.220446049250313e-16,1.9850314774313433,6.209286262802694,4.22425478537135,0,44352,0.043297299882397056,population_solver
SP2_HETEROGENEOUS_GAME_v1_2,1d59b8f26feb9fd8814c,360000,0,8,3,low,0.7,uniform,complete,7.999999999999991,uniform_closure,none,none,0.0,0.0,True,1.0,1.0,0.0,0.22521987141399075,2.821555192524478,5.039275584598041,5.071394117169135,0.006333274801569196,True,0,0.0,0.0,,,,0,24,0.00032490002922713757,method_only
SP2_HETEROGENEOUS_GAME_v1_2,1d59b8f26feb9fd8814c,360000,0,8,3,low,0.7,uniform,complete,7.999999999999991,random_closure,none,none,0.6666666666666666,0.8771391963529668,True,0.6666666666666666,0.9856687390585402,0.05419257987493764,0.35964903211775284,4.648643325633704,3.5366738901786468,5.071394117169135,0.3026229457881638,True,0,0.0,0.0,,,,0,24,0.0005089000333100557,method_only
SP2_HETEROGENEOUS_GAME_v1_2,1d59b8f26feb9fd8814c,360000,0,8,3,low,0.7,uniform,complete,7.999999999999991,greedy_capacity,none,none,0.6666666666666666,0.9895185444553231,True,0.6666666666666666,0.9895185444553231,0.0396348317939883,0.3803571263929556,3.3691214060741346,3.643675605363524,5.071394117169135,0.28152387269056633,True,0,0.0,0.0,,,,0,24,0.0004608999006450176,method_only
SP2_HETEROGENEOUS_GAME_v1_2,1d59b8f26feb9fd8814c,360000,0,8,3,low,0.7,uniform,complete,7.999999999999991,auction_capacity,none,none,0.6666666666666666,0.9895185444553231,True,0.6666666666666666,0.9895185444553231,0.0396348317939883,0.2519837198665475,2.341067117296781,3.7259199484657124,5.071394117169135,0.26530656809896475,True,0,0.0,0.0,,,,0,24,0.0002490999177098274,method_only
SP2_HETEROGENEOUS_GAME_v1_2,1d59b8f26feb9fd8814c,360000,0,8,3,low,0.7,uniform,complete,7.999999999999991,milp_exact,none,none,1.0,1.0,True,1.0,1.0,0.0,0.09221970239599524,2.4200735353858183,5.071394117169135,5.071394117169135,0.0,True,0,0.0,0.0,,,,0,24,0.011534799821674824,centralized_milp_solver
