experiment,world_id,world_seed,replicate,scenario,scenario_label,N,K,M,lsap_feasible,lsap_cost,milp_status,milp_objective,feasibility_agrees,distance_absolute_error,cardinality_matches,milp_runtime_s
homogeneous_limit,73071fef6e38b0b04f74,1845412883,0,uniform,Aleatorio,18,4,12,True,194.47478498303258,OPTIMAL,194.4747849830326,True,2.842170943040401e-14,True,0.0018891000072471797
homogeneous_limit,4128edbfc2f46dcc7e41,1265731780,1,uniform,Aleatorio,18,4,12,True,287.6177122707028,OPTIMAL,287.6177122707028,True,0.0,True,0.0015790999750606716
homogeneous_limit,b4f391ba9a902a1b6fc3,2823079293,2,uniform,Aleatorio,18,4,12,True,373.15578092854,OPTIMAL,373.15578092854,True,0.0,True,0.001608799968380481
