experiment,world_id,world_seed,replicate,N,K,binary_variables,constraints,time_limit_s,milp_status,optimal_certified,incumbent_exists,proven_infeasible,milp_objective,best_bound,mip_gap,node_count,runtime_s,timeout
certification,bad5e91e588cae34e41d,1340914676,0,20,6,120,26,1.0,OPTIMAL,True,True,False,500.8959516667787,500.8959516667787,0.0,10,0.20208630000706762,False
certification,5bb46d3a773dc134db1c,3513744466,1,20,6,120,26,1.0,OPTIMAL,True,True,False,470.06128475988254,470.06128475988254,0.0,1,0.13298349996330217,False
certification,8b6c45eea79878c0d9cd,3394627261,2,20,6,120,26,1.0,OPTIMAL,True,True,False,454.3242344355671,454.3242344355671,0.0,1,0.16740609996486455,False
