experiment,world_id,world_seed,replicate,scenario,scenario_label,pressure,capacity_cv,realized_cv,N,K,lp_status,milp_status,lp_objective,milp_objective,gap_absolute,gap_relative,fractional_variables,fractional_world,fractionality_rate,max_fractionality,lp_runtime_s,milp_runtime_s
atomicity,c7b918846b4c2c95d4bc,3579772157,0,uniform,Aleatorio,0.8,0.0,0.0,16,5,OPTIMAL,OPTIMAL,337.37949923019096,573.5787307069355,236.19923147674456,0.41179914601371137,7,True,0.4117647058823529,0.4942418744470132,0.0012878000270575285,0.0017729999963194132
atomicity,c7b918846b4c2c95d4bc,3579772157,0,uniform,Aleatorio,0.8,0.65,0.7893806248680525,16,5,OPTIMAL,OPTIMAL,252.55676959053497,359.80484168379917,107.2480720932642,0.2980728986062814,7,True,0.4666666666666667,0.47297089950371196,0.0011133000371046364,0.08274059998802841
atomicity,4395d479c8a34da1ba0a,280850173,1,uniform,Aleatorio,0.8,0.0,0.0,16,5,OPTIMAL,INFEASIBLE,337.6199258384967,,,,7,True,0.4117647058823529,0.43299958975500585,0.0011725000222213566,0.0016908000106923282
atomicity,4395d479c8a34da1ba0a,280850173,1,uniform,Aleatorio,0.8,0.65,0.5355065024324731,16,5,OPTIMAL,OPTIMAL,268.705791195473,347.83228370906124,79.12649251358823,0.22748461318723456,7,True,0.4666666666666667,0.31998626522291407,0.0010833999840542674,0.04000059998361394
atomicity,b39364d1b9db8d4498e0,4044739763,2,uniform,Aleatorio,0.8,0.0,0.0,16,5,OPTIMAL,OPTIMAL,341.26515137926657,509.7180730229087,168.45292164364213,0.3304825364433786,7,True,0.4117647058823529,0.4235453878049418,0.0012252000160515308,0.0017364000086672604
atomicity,b39364d1b9db8d4498e0,4044739763,2,uniform,Aleatorio,0.8,0.65,0.5507739524018954,16,5,OPTIMAL,OPTIMAL,230.10215397514412,295.22118705213836,65.11903307699424,0.22057709924963384,7,True,0.5,0.30968846253606863,0.0011257999576628208,0.012530500011052936
