experiment_id,scenario_generator,scenario_variant_id,seed,method,passed,capacity_success_rate_valid,capacity_ratio_valid,labels_valid,message
SP2_DEBUG_smoke,setup,setup_v00,3100,greedy_capacity_nearest,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3100,hungarian_capacity,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3100,centralized_capacity_milp,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3100,cbba_capacity,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3100,replicator_capacity_marginal,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3100,replicator_capacity_marginal_repair,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3100,logit_capacity_repair,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3100,bnn_capacity_repair,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3100,smith_capacity,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3100,smith_capacity_marginal_repair,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3100,primal_dual_capacity,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3100,primal_dual_capacity_repair,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3100,pid_capacity_repair,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3100,imitation_capacity,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3100,neural_capacity_scorer,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3100,oracle_reference,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3100,capacity_oracle_reference,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3101,greedy_capacity_nearest,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3101,hungarian_capacity,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3101,centralized_capacity_milp,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3101,cbba_capacity,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3101,replicator_capacity_marginal,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3101,replicator_capacity_marginal_repair,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3101,logit_capacity_repair,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3101,bnn_capacity_repair,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3101,smith_capacity,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3101,smith_capacity_marginal_repair,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3101,primal_dual_capacity,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3101,primal_dual_capacity_repair,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3101,pid_capacity_repair,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3101,imitation_capacity,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3101,neural_capacity_scorer,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3101,oracle_reference,True,True,True,True,
SP2_DEBUG_smoke,setup,setup_v00,3101,capacity_oracle_reference,True,True,True,True,
