experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_tuning_type,method_tuning_seed_count,method_tuning_validation_seed_count,method_tuning_artifact,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n_robots,n_loads,capacity_ratio,robot_payload_mean_kg,robot_payload_cv,load_mass_cv,battery_variation,communication_radius,distance_decay_m,oracle_runtime_ms,capacity_oracle_runtime_ms,capacity_success_rate,served_load_rate,capacity_satisfaction_ratio,demand_satisfaction_ratio,coalition_success_rate,under_capacity_kg,over_capacity_kg,capacity_waste_ratio,mean_capacity_margin_kg,nominal_payload_assigned_kg,effective_capacity_assigned_kg,incomplete_capacity_kg,incomplete_capacity_ratio,served_capacity_alignment,robots_underassigned,robots_overassigned,travel_distance_m,estimated_arrival_time_s,energy_proxy_wh,score_value,oracle_score_value,signed_score_delta_vs_oracle,oracle_dominance_violation,optimality_gap_vs_oracle,capacity_oracle_satisfaction_ratio,capacity_oracle_success_rate,effective_feasibility_ratio,capacity_gap_vs_capacity_oracle,signed_capacity_delta_vs_capacity_oracle,priority_regret,communication_messages,communication_coverage_ratio,runtime_ms,captured_reward,oracle_reward,assigned_robots,idle_robots,assignment_cost,mean_assigned_travel_distance_m,max_assigned_travel_distance_m,strategy_switches
SP2_DEBUG_smoke,setup,setup_v00,3100,greedy_capacity_nearest,Greedy capacity nearest,classic,decentralized,baseline,nearest_capacity_greedy,classic_decentralized_baseline,none,distributed_capacity_greedy_rule,local_robot_load_distance_capacity,0,0,0,0,0,0,0,,0,0,,False,False,,supervised_or_static,5,2,0.75,45.0,0.2,0.45,False,inf,22.0,14.941299916245043,2.9118999373167753,0.5,0.5,0.9124341248625958,0.9124341248625958,0.5,15.136675421310372,24.348454027938303,0.13372965215606616,4.605889303313965,230.4805823434242,182.07221536419604,123.07965506030308,0.6759936150285693,0.21965052052046538,0,0,29.044104716580996,14.96540553998457,203.12485867774356,198.602377806159,217.29912579211384,-18.69674798595483,False,0.08604152417917074,0.9914707073423499,0.5,0.9914707073423499,0.07971650790532449,-0.07903658247975409,2.395510351840123,10,1.0,0.21359999664127827,1.919535956000324,4.315046307840447,5,0,29.044104716580996,5.808820943316199,9.059852799418046,0
SP2_DEBUG_smoke,setup,setup_v00,3100,hungarian_capacity,Hungarian capacity expanded,classic,centralized,baseline,hungarian_capacity_expanded,classic_centralized_baseline,none,centralized_capacity_slot_assignment,centralized_all_robot_load_pairs,0,0,0,0,0,0,0,,0,0,,False,False,,supervised_or_static,5,2,0.75,45.0,0.2,0.45,False,inf,22.0,14.941299916245043,2.9118999373167753,0.5,0.5,0.9124341248625958,0.9124341248625958,0.5,15.136675421310372,24.348454027938303,0.13372965215606616,4.605889303313965,230.4805823434242,182.07221536419604,123.07965506030308,0.6759936150285693,0.21965052052046538,0,0,29.044104716580996,14.96540553998457,203.12485867774356,198.602377806159,217.29912579211384,-18.69674798595483,False,0.08604152417917074,0.9914707073423499,0.5,0.9914707073423499,0.07971650790532449,-0.07903658247975409,2.395510351840123,10,1.0,0.3410999197512865,1.919535956000324,4.315046307840447,5,0,29.044104716580996,5.808820943316199,9.059852799418046,0
SP2_DEBUG_smoke,setup,setup_v00,3100,centralized_capacity_milp,Centralized capacity oracle,model_based_oracle,centralized,reference,exact_effective_capacity_milp,centralized_oracle_reference,none,centralized_binary_milp_effective_capacity,centralized_all_robot_load_pairs,0,0,3,0,0,0,0,,0,0,,False,False,,supervised_or_static,5,2,0.75,45.0,0.2,0.45,False,inf,22.0,14.941299916245043,2.9118999373167753,0.5,0.5,0.9914707073423499,0.9914707073423499,0.5,1.474377254034522,1.1190345140867635,0.006486965039840857,-0.17767136997387922,230.4805823434242,172.50509401762037,33.16972902192015,0.1922826059764476,0.8064619192599135,0,0,32.2131014448731,14.96540553998457,218.44129195499437,217.29912579211384,217.29912579211384,0.0,False,0.0,0.9914707073423499,0.5,0.9914707073423499,0.0,0.0,0.0,10,1.0,6.306699942797422,4.315046307840447,4.315046307840447,5,0,32.2131014448731,6.442620288974619,9.059852799418046,0
SP2_DEBUG_smoke,setup,setup_v00,3100,cbba_capacity,CBBA capacity auction,sota,decentralized,baseline,cbba_payload_capacity_proxy,sota_decentralized_baseline,none,distributed_payload_auction_proxy,auction_bids_capacity_deficit,0,0,3,0,0,0,0,,0,0,,False,False,,supervised_or_static,5,2,0.75,45.0,0.2,0.45,False,inf,22.0,14.941299916245043,2.9118999373167753,0.5,0.5,0.9375527516990462,0.9375527516990462,0.5,10.794658615611173,7.372082239981864,0.04350906121786515,-1.7112881878146542,230.4805823434242,169.4378603819388,23.849447660343497,0.14075630798561314,0.8528409394397055,0,0,34.34877083154875,14.973500801169983,235.89544395478438,190.38250170066053,217.29912579211384,-26.916624091453315,False,0.12386899391948758,0.9914707073423499,0.5,0.9914707073423499,0.05438179387854179,-0.053917955643303705,0.0,10,1.0,0.3554000286385417,4.315046307840447,4.315046307840447,5,0,34.34877083154875,6.869754166309749,9.064753560344085,0
SP2_DEBUG_smoke,setup,setup_v00,3100,replicator_capacity_marginal,Replicator capacity marginal payoff,model_based,decentralized,baseline,population_game_marginal_capacity_payoff,sp2_plain_vs_marginal_ablation,none,distributed_marginal_capacity_payoff_rule,local_effective_capacity_marginal_scores,0,0,4,0,0,0,0,,0,0,,False,False,,supervised_or_static,5,2,0.75,45.0,0.2,0.45,False,inf,22.0,14.941299916245043,2.9118999373167753,0.5,0.5,0.9124341248625958,0.9124341248625958,0.5,15.136675421310372,24.348454027938303,0.13372965215606616,4.605889303313965,230.4805823434242,182.07221536419604,123.07965506030308,0.6759936150285693,0.21965052052046538,0,0,29.044104716580996,14.96540553998457,203.12485867774356,198.602377806159,217.29912579211384,-18.69674798595483,False,0.08604152417917074,0.9914707073423499,0.5,0.9914707073423499,0.07971650790532449,-0.07903658247975409,2.395510351840123,10,1.0,0.20510004833340645,1.919535956000324,4.315046307840447,5,0,29.044104716580996,5.808820943316199,9.059852799418046,0
SP2_DEBUG_smoke,setup,setup_v00,3100,replicator_capacity_marginal_repair,Replicator marginal capacity local repair,model_based,decentralized,proposed,replicator_marginal_completion_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_marginal_capacity_plus_local_repair,local_effective_capacity_scores_plus_small_repair_neighborhood,0,0,7,0,0,0,0,,0,0,,False,False,,supervised_or_static,5,2,0.75,45.0,0.2,0.45,False,inf,22.0,14.941299916245043,2.9118999373167753,0.5,0.5,0.9914707073423499,0.9914707073423499,0.5,1.474377254034522,1.1190345140867635,0.006486965039840857,-0.17767136997387922,230.4805823434242,172.50509401762037,33.16972902192015,0.1922826059764476,0.8064619192599135,0,0,32.2131014448731,14.96540553998457,218.44129195499437,217.29912579211384,217.29912579211384,0.0,False,0.0,0.9914707073423499,0.5,0.9914707073423499,0.0,0.0,0.0,10,1.0,9.486200055107474,4.315046307840447,4.315046307840447,5,0,32.2131014448731,6.442620288974619,9.059852799418046,0
SP2_DEBUG_smoke,setup,setup_v00,3100,logit_capacity_repair,Logit capacity local repair,model_based,decentralized,proposed,logit_completion_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_logit_capacity_plus_local_repair,softmax_capacity_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,,0,0,,False,False,,supervised_or_static,5,2,0.75,45.0,0.2,0.45,False,inf,22.0,14.941299916245043,2.9118999373167753,0.5,0.5,0.9914707073423499,0.9914707073423499,0.5,1.474377254034522,1.1190345140867635,0.006486965039840857,-0.17767136997387922,230.4805823434242,172.50509401762037,33.16972902192015,0.1922826059764476,0.8064619192599135,0,0,32.2131014448731,14.96540553998457,218.44129195499437,217.29912579211384,217.29912579211384,0.0,False,0.0,0.9914707073423499,0.5,0.9914707073423499,0.0,0.0,0.0,10,1.0,8.401400060392916,4.315046307840447,4.315046307840447,5,0,32.2131014448731,6.442620288974619,9.059852799418046,0
SP2_DEBUG_smoke,setup,setup_v00,3100,bnn_capacity_repair,Brown/BNN capacity local repair,model_based,decentralized,proposed,brown_bnn_completion_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_bnn_capacity_plus_local_repair,positive_excess_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,,0,0,,False,False,,supervised_or_static,5,2,0.75,45.0,0.2,0.45,False,inf,22.0,14.941299916245043,2.9118999373167753,0.5,0.5,0.9375527516990462,0.9375527516990462,0.5,10.794658615611173,7.372082239981864,0.04350906121786515,-1.7112881878146542,230.4805823434242,169.4378603819388,23.849447660343497,0.14075630798561314,0.8528409394397055,0,0,34.34877083154875,14.973500801169983,235.89544395478438,190.38250170066053,217.29912579211384,-26.916624091453315,False,0.12386899391948758,0.9914707073423499,0.5,0.9914707073423499,0.05438179387854179,-0.053917955643303705,0.0,10,1.0,4.07000002451241,4.315046307840447,4.315046307840447,5,0,34.34877083154875,6.869754166309749,9.064753560344085,0
SP2_DEBUG_smoke,setup,setup_v00,3100,smith_capacity,Smith-QR capacity,model_based,decentralized,proposed,smith_qr_effective_capacity,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_capacity_rule,local_effective_capacity_scores,0,0,4,0,0,0,0,tune_model_based,8,6,outputs\tuning\SP2\model_based\v1\best_params.yaml,False,False,,supervised_or_static,5,2,0.75,45.0,0.2,0.45,False,inf,22.0,14.941299916245043,2.9118999373167753,0.5,0.5,0.9914707073423499,0.9914707073423499,0.5,1.474377254034522,1.1190345140867635,0.006486965039840857,-0.17767136997387922,230.4805823434242,172.50509401762037,33.16972902192015,0.1922826059764476,0.8064619192599135,0,0,32.2131014448731,14.96540553998457,218.44129195499437,217.29912579211384,217.29912579211384,0.0,False,0.0,0.9914707073423499,0.5,0.9914707073423499,0.0,0.0,0.0,10,1.0,0.23150001652538776,4.315046307840447,4.315046307840447,5,0,32.2131014448731,6.442620288974619,9.059852799418046,0
SP2_DEBUG_smoke,setup,setup_v00,3100,smith_capacity_marginal_repair,Smith-QR marginal capacity local repair,model_based,decentralized,proposed,smith_qr_marginal_completion_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_smith_qr_marginal_plus_local_repair,local_effective_capacity_marginal_scores_plus_small_repair_neighborhood,0,0,7,0,0,0,0,,0,0,,False,False,,supervised_or_static,5,2,0.75,45.0,0.2,0.45,False,inf,22.0,14.941299916245043,2.9118999373167753,0.5,0.5,0.9914707073423499,0.9914707073423499,0.5,1.474377254034522,1.1190345140867635,0.006486965039840857,-0.17767136997387922,230.4805823434242,172.50509401762037,33.16972902192015,0.1922826059764476,0.8064619192599135,0,0,32.2131014448731,14.96540553998457,218.44129195499437,217.29912579211384,217.29912579211384,0.0,False,0.0,0.9914707073423499,0.5,0.9914707073423499,0.0,0.0,0.0,10,1.0,7.36070005223155,4.315046307840447,4.315046307840447,5,0,32.2131014448731,6.442620288974619,9.059852799418046,0
